corp_code,corp_name,fiscal_year,filing_year,rcept_no,rcept_dt,report_nm,MaterialCorrection,MaterialKeywordHits,MaterialKeywords,period_group
01258507,롯데웰푸드,2024,2025,20250617000244,20250617,[기재정정]사업보고서 (2024.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
01258507,롯데웰푸드,2024,2025,20250402003166,20250402,[기재정정]사업보고서 (2024.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00258801,카카오,2023,2024,20240418000375,20240418,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00258801,카카오,2023,2024,20240328001805,20240328,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00258801,카카오,2023,2024,20240321000907,20240321,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00258801,카카오,2023,2024,20240320000393,20240320,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00258801,카카오,2023,2024,20240320000386,20240320,[기재정정]사업보고서 (2021.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00258801,카카오,2023,2024,20240320000376,20240320,[기재정정]사업보고서 (2020.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00258801,카카오,2024,2025,20250324000901,20250324,[기재정정]사업보고서 (2024.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
01238169,오리온,2018,2019,20190612000150,20190612,[기재정정]사업보고서 (2018.12),0,0,,2018-2021
01238169,오리온,2021,2022,20220323000300,20220323,[기재정정]사업보고서 (2021.12),0,0,,2018-2021
01238169,오리온,2024,2025,20250808000624,20250808,[기재정정]사업보고서 (2024.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
01234297,미원에스씨,2021,2022,20220816000420,20220816,[기재정정]사업보고서 (2021.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2018-2021
00904672,넷마블,2018,2019,20190521000353,20190521,[기재정정]사업보고서 (2018.12),0,0,,2018-2021
00904672,넷마블,2018,2019,20190515002612,20190515,[첨부정정]사업보고서 (2018.12),0,0,,2018-2021
00904672,넷마블,2019,2020,20200330004828,20200330,[기재정정]사업보고서 (2019.12),0,0,,2018-2021
01205842,HD건설기계,2021,2022,20220816000025,20220816,[기재정정]사업보고서 (2021.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2018-2021
01205842,HD건설기계,2021,2022,20220315000963,20220315,[기재정정]사업보고서 (2021.12),0,0,,2018-2021
01205842,HD건설기계,2024,2025,20250327000348,20250327,[기재정정]사업보고서 (2024.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
01205851,HD현대일렉트릭,2024,2025,20250320001309,20250320,[기재정정]사업보고서 (2024.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
01205329,크라운제과,2021,2022,20220323000021,20220323,[기재정정]사업보고서 (2021.12),0,0,,2018-2021
01205329,크라운제과,2021,2022,20220322000905,20220322,[기재정정]사업보고서 (2021.12),0,0,,2018-2021
01205329,크라운제과,2022,2023,20230331000007,20230331,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00526599,덴티움,2022,2023,20230322001007,20230322,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00226316,호전실업,2020,2021,20210331002763,20210331,[기재정정]사업보고서 (2020.12),0,0,,2018-2021
00226316,호전실업,2021,2022,20220331002749,20220331,[기재정정]사업보고서 (2021.12),0,0,,2018-2021
00226316,호전실업,2022,2023,20230331003532,20230331,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00226316,호전실업,2023,2024,20240329002993,20240329,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00226316,호전실업,2024,2025,20250331002554,20250331,[기재정정]사업보고서 (2024.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00119140,핸즈코퍼레이션,2023,2024,20240513000862,20240513,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
01032486,두산밥캣,2021,2022,20220812000942,20220812,[기재정정]사업보고서 (2021.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2018-2021
01032486,두산밥캣,2023,2024,20240329003259,20240329,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00877059,삼성바이오로직스,2018,2019,20190723000170,20190723,[기재정정]사업보고서 (2018.12),0,0,,2018-2021
00877059,삼성바이오로직스,2024,2025,20250814004283,20250814,[기재정정]사업보고서 (2024.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00225706,JW생명과학,2018,2019,20190730000355,20190730,[기재정정]사업보고서 (2018.12),0,0,,2018-2021
00225706,JW생명과학,2020,2021,20210901000473,20210901,[기재정정]사업보고서 (2020.12),0,0,,2018-2021
00225706,JW생명과학,2020,2021,20210326000024,20210326,[기재정정]사업보고서 (2020.12),0,0,,2018-2021
00225706,JW생명과학,2021,2022,20220228000075,20220228,[기재정정]사업보고서 (2020.12),0,0,,2018-2021
01168383,일동제약,2023,2024,20240708000113,20240708,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00119672,두올,2020,2021,20210322000709,20210322,[기재정정]사업보고서 (2020.12),0,0,,2018-2021
00119672,두올,2022,2023,20230713000062,20230713,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00144395,동서,2020,2021,20210318000724,20210318,[기재정정]사업보고서 (2020.12),0,0,,2018-2021
00144395,동서,2024,2025,20251210000195,20251210,[기재정정]사업보고서 (2024.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00365989,모나용평,2020,2021,20210326001119,20210326,[기재정정]사업보고서 (2020.12),0,0,,2018-2021
00428321,해태제과식품,2021,2022,20220817000003,20220817,[기재정정]사업보고서 (2021.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2018-2021
00428321,해태제과식품,2021,2022,20220816002677,20220816,[기재정정]사업보고서 (2021.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2018-2021
00428321,해태제과식품,2023,2024,20240516002223,20240516,[기재정정]사업보고서 (2019.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00428321,해태제과식품,2023,2024,20240516002204,20240516,[기재정정]사업보고서 (2018.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00428321,해태제과식품,2023,2024,20240516002189,20240516,[기재정정]사업보고서 (2017.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00428321,해태제과식품,2023,2024,20240516002167,20240516,[기재정정]사업보고서 (2016.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00109806,삼일씨엔에스,2021,2022,20220328000445,20220328,[기재정정]사업보고서 (2021.12),0,0,,2018-2021
00332927,제이에스코퍼레이션,2021,2022,20220715000180,20220715,[기재정정]사업보고서 (2021.12),0,0,,2018-2021
00911955,잇츠한불,2024,2025,20250814002293,20250814,[기재정정]사업보고서 (2024.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00415628,세진중공업,2021,2022,20221019000356,20221019,[기재정정]사업보고서 (2021.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2018-2021
00415628,세진중공업,2021,2022,20220816001882,20220816,[기재정정]사업보고서 (2021.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2018-2021
00105606,금호에이치티,2018,2019,20190527000441,20190527,[기재정정]사업보고서 (2018.12),0,0,,2018-2021
00105606,금호에이치티,2018,2019,20190516000313,20190516,[기재정정]사업보고서 (2018.12),0,0,,2018-2021
00105606,금호에이치티,2020,2021,20210331003148,20210331,[기재정정]사업보고서 (2020.12),0,0,,2018-2021
00105606,금호에이치티,2021,2022,20220516002226,20220516,[기재정정]사업보고서 (2021.12),0,0,,2018-2021
00105606,금호에이치티,2021,2022,20220331003021,20220331,[기재정정]사업보고서 (2021.12),0,0,,2018-2021
00105606,금호에이치티,2022,2023,20230331003463,20230331,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00105606,금호에이치티,2023,2024,20240329002838,20240329,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00555874,제주항공,2018,2019,20190405002546,20190405,[기재정정]사업보고서 (2018.12),0,0,,2018-2021
00555874,제주항공,2019,2020,20200330003748,20200330,[기재정정]사업보고서 (2019.12),0,0,,2018-2021
00555874,제주항공,2020,2021,20210323000314,20210323,[기재정정]사업보고서 (2020.12),0,0,,2018-2021
00555874,제주항공,2021,2022,20220331003402,20220331,[기재정정]사업보고서 (2018.12),0,0,,2018-2021
00555874,제주항공,2021,2022,20220331003366,20220331,[기재정정]사업보고서 (2019.12),0,0,,2018-2021
00555874,제주항공,2021,2022,20220331003341,20220331,[기재정정]사업보고서 (2020.12),0,0,,2018-2021
00555874,제주항공,2021,2022,20220331002829,20220331,[기재정정]사업보고서 (2021.12),0,0,,2018-2021
00503668,LIG디펜스앤에어로스페이스,2018,2019,20190402001475,20190402,[기재정정]사업보고서 (2018.12),0,0,,2018-2021
00503668,LIG디펜스앤에어로스페이스,2019,2020,20200403000737,20200403,[기재정정]사업보고서 (2019.12),0,0,,2018-2021
00503668,LIG디펜스앤에어로스페이스,2020,2021,20210427000394,20210427,[기재정정]사업보고서 (2020.12),0,0,,2018-2021
00503668,LIG디펜스앤에어로스페이스,2021,2022,20220318000255,20220318,[기재정정]사업보고서 (2021.12),0,0,,2018-2021
00503668,LIG디펜스앤에어로스페이스,2023,2024,20240320001078,20240320,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00350312,HDC랩스,2021,2022,20220804000232,20220804,[기재정정]사업보고서 (2021.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2018-2021
00350312,HDC랩스,2021,2022,20220330001540,20220330,[기재정정]사업보고서 (2021.12),0,0,,2018-2021
00350312,HDC랩스,2024,2025,20250812000577,20250812,[기재정정]사업보고서 (2024.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00118451,동일제강,2024,2025,20250424000289,20250424,[기재정정]사업보고서 (2024.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00365387,AJ네트웍스,2018,2019,20190531001150,20190531,[기재정정]사업보고서 (2018.12),0,0,,2018-2021
00365387,AJ네트웍스,2020,2021,20210323000506,20210323,[기재정정]사업보고서 (2020.12),0,0,,2018-2021
00365387,AJ네트웍스,2021,2022,20220805000318,20220805,[기재정정]사업보고서 (2021.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2018-2021
00365387,AJ네트웍스,2024,2025,20250325000220,20250325,[기재정정]사업보고서 (2024.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00365387,AJ네트웍스,2024,2025,20250320000736,20250320,[기재정정]사업보고서 (2024.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00365387,AJ네트웍스,2024,2025,20250320000455,20250320,[기재정정]사업보고서 (2024.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00565154,이노션,2020,2021,20210427000407,20210427,[기재정정]사업보고서 (2020.12),0,0,,2018-2021
00565154,이노션,2023,2024,20240322000902,20240322,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00565154,이노션,2024,2025,20250318001237,20250318,[기재정정]사업보고서 (2024.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00453488,다이나믹디자인,2018,2019,20190517000381,20190517,[기재정정]사업보고서 (2018.12),0,0,,2018-2021
00453488,다이나믹디자인,2020,2021,20210813001154,20210813,[기재정정]사업보고서 (2020.12),0,0,,2018-2021
00453488,다이나믹디자인,2020,2021,20210329001086,20210329,[첨부정정]사업보고서 (2020.12),0,0,,2018-2021
00453488,다이나믹디자인,2022,2023,20230831001245,20230831,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
01060744,한솔제지,2020,2021,20210317001248,20210317,[기재정정]사업보고서 (2020.12),0,0,,2018-2021
01060744,한솔제지,2020,2021,20210317000623,20210317,[첨부정정]사업보고서 (2020.12),0,0,,2018-2021
01060744,한솔제지,2020,2021,20210317000612,20210317,[기재정정]사업보고서 (2020.12),0,0,,2018-2021
00149655,삼성물산,2018,2019,20190401005090,20190401,[기재정정]사업보고서 (2018.12),0,0,,2018-2021
00149655,삼성물산,2023,2024,20241220000371,20241220,[기재정정]사업보고서 (2021.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00149655,삼성물산,2023,2024,20240329002523,20240329,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00149655,삼성물산,2024,2025,20250814002350,20250814,[기재정정]사업보고서 (2024.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00149655,삼성물산,2024,2025,20250321001515,20250321,[기재정정]사업보고서 (2024.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
00670340,씨에스윈드,2019,2020,20200330004839,20200330,[기재정정]사업보고서 (2019.12),0,0,,2018-2021
00670340,씨에스윈드,2022,2023,20230831001644,20230901,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사,2022-2024
