rcept_no,corp_cls,corp_code,corp_name,se,shrholdr_co,shrholdr_tot_co,shrholdr_rate,hold_stock_co,stock_tot_co,hold_stock_rate,stlm_dt,fiscal_year,endpoint_label
20220818000327,Y,00148939,조광피혁,소액주주,"2,970","2,978",99.73%,"493,969","3,552,923",13.90%,2021-12-31,2021,minority_shareholder
20230316001017,Y,00148939,조광피혁,소액주주,"2,878","2,886",99.75%,"496,327","6,649,138",7.46%,2022-12-31,2022,minority_shareholder
20240320001147,Y,00148939,조광피혁,소액주주,"2,628","2,636",99.72%,"477,686","6,649,138",7.20%,2023-12-31,2023,minority_shareholder
20250814000431,Y,00148939,조광피혁,소액주주,"2,047","2,055",99.61%,"456,549","6,649,138",6.87%,2024-12-31,2024,minority_shareholder
20190403000746,Y,00133812,세방,소액주주,"2,745",-,99.16%,"4,951,006",-,25.64%,2018-12-31,2018,minority_shareholder
20200330003854,Y,00133812,세방,소액주주,"2,668",-,99.24%,"5,299,709",-,27.46%,2019-12-31,2019,minority_shareholder
20210319000002,Y,00133812,세방,소액주주,"6,475","6,497",99.67%,"5,996,842","19,308,690",31.06%,2020-12-31,2020,minority_shareholder
20220812000769,Y,00133812,세방,소액주주,"10,726","10,746",99.83%,"8,045,182","19,308,690",41.67%,2021-12-31,2021,minority_shareholder
20230316000928,Y,00133812,세방,소액주주,"8,950","8,969",99.79%,"7,029,021","19,308,690",36.40%,2022-12-31,2022,minority_shareholder
20240314000749,Y,00133812,세방,소액주주,"17,141","17,156",99.91%,"9,097,469","19,308,690",47.12%,2023-12-31,2023,minority_shareholder
20250814002055,Y,00133812,세방,소액주주,"13,038","13,051",99.91%,"8,998,161","19,308,690",46.60%,2024-12-31,2024,minority_shareholder
20190401004995,Y,00117629,KBI동양철관,소액주주,"38,863",-,99.98%,"92,949,808",-,78.17%,2018-12-31,2018,minority_shareholder
20200330001936,Y,00117629,KBI동양철관,소액주주,"30,876",-,78.03%,"92,768,172",-,78.02%,2019-12-31,2019,minority_shareholder
20210315001021,Y,00117629,KBI동양철관,소액주주,"24,936","24,941",99.97%,"90,426,169","118,908,480",76.05%,2020-12-31,2020,minority_shareholder
20220321001370,Y,00117629,KBI동양철관,소액주주,"36,626","36,630",99.97%,"89,859,456","118,908,480",75.58%,2021-12-31,2021,minority_shareholder
20230320000536,Y,00117629,KBI동양철관,소액주주,"36,501","36,505",99.98%,"88,628,172","118,908,480",74.53%,2022-12-31,2022,minority_shareholder
20240318000933,Y,00117629,KBI동양철관,소액주주,"32,382","32,385",100.00%,"87,956,492","118,908,480",73.99%,2023-12-31,2023,minority_shareholder
20250317000788,Y,00117629,KBI동양철관,소액주주,"35,945","35,951",99.99%,"109,636,300","157,079,645",69.80%,2024-12-31,2024,minority_shareholder
20190409001913,Y,00149804,디와이에이,소액주주,"13,075",-,99.94%,"47,953,161",-,46.42%,2018-12-31,2018,minority_shareholder
20200330002434,Y,00149804,디와이에이,소액주주,"11,158",-,99.89%,"52,682,376",-,48.25%,2019-12-31,2019,minority_shareholder
20210319001336,Y,00149804,디와이에이,소액주주,"10,284","10,294",99.90%,"48,682,615","109,195,590",44.58%,2020-12-31,2020,minority_shareholder
20220324000531,Y,00149804,디와이에이,소액주주,"41,193","41,201",99.98%,"55,442,848","115,094,014",48.17%,2021-12-31,2021,minority_shareholder
20230323001273,Y,00149804,디와이에이,소액주주,"34,188","3,195",99.97%,"57,868,596","115,341,128",50.17%,2022-12-31,2022,minority_shareholder
20240320001199,Y,00149804,디와이에이,소액주주,"22,331","22,430",99.56%,"24,908,545","45,739,450",54.46%,2023-12-31,2023,minority_shareholder
20250317000599,Y,00149804,디와이에이,소액주주,"15,277","15,293",99.90%,"19,682,698","46,744,020",42.11%,2024-12-31,2024,minority_shareholder
20190401000725,Y,00107066,남광토건,소액주주,"13,192",-,99.97%,"3,697,396",-,37.62%,2018-12-31,2018,minority_shareholder
20200330002543,Y,00107066,남광토건,소액주주,"11,232",-,99.96%,"3,689,753",-,37.54%,2019-12-31,2019,minority_shareholder
20210319000418,Y,00107066,남광토건,소액주주,"10,765","10,770",99.95%,"3,690,043","9,828,901",37.54%,2020-12-31,2020,minority_shareholder
20220322000463,Y,00107066,남광토건,소액주주,"11,968","11,973",99.96%,"3,443,375","9,829,014",35.03%,2021-12-31,2021,minority_shareholder
20230712000089,Y,00107066,남광토건,소액주주,"12,731","12,736",99.96%,"3,415,540","9,829,014",34.75%,2022-12-31,2022,minority_shareholder
20240320000911,Y,00107066,남광토건,소액주주,"11,534","11,539",99.96%,"3,365,841","9,832,572",34.23%,2023-12-31,2023,minority_shareholder
20250814001709,Y,00107066,남광토건,소액주주,"10,602","10,609",99.93%,"3,291,962","9,832,572",37.55%,2024-12-31,2024,minority_shareholder
20190626000070,Y,00127200,삼영전자공업,소액주주,"4,091",-,99.78%,"6,951,912",-,34.76%,2018-12-31,2018,minority_shareholder
20200330000493,Y,00127200,삼영전자공업,소액주주,"4,542",-,99.80%,"6,856,214",-,34.28%,2019-12-31,2019,minority_shareholder
20210311000178,Y,00127200,삼영전자공업,소액주주,"5,817","5,835",99.7%,"6,630,000","20,000,000",33.1%,2020-12-31,2020,minority_shareholder
20220310001191,Y,00127200,삼영전자공업,소액주주,"7,825","7,837",99.8%,"7,706,000","20,000,000",38.5%,2021-12-31,2021,minority_shareholder
20230316001053,Y,00127200,삼영전자공업,소액주주,"7,736","7,747",99.86%,"7,933,000","20,000,000",39.67%,2022-12-31,2022,minority_shareholder
20240326000917,Y,00127200,삼영전자공업,소액주주,"8,066","8,070",99.95%,"8,544,000","20,000,000",42.72%,2023-12-31,2023,minority_shareholder
20250320001464,Y,00127200,삼영전자공업,소액주주,"6,500","6,534",99.48%,"6,411,000","20,000,000",32.05%,2024-12-31,2024,minority_shareholder
20190401000131,Y,00136624,신영와코루,소액주주,812,-,98.42%,"110,125",-,12.24%,2018-12-31,2018,minority_shareholder
20210317000431,Y,00136624,신영와코루,소액주주,852,-,98.61%,"117,186",-,13.02%,2019-12-31,2019,minority_shareholder
20210318000310,Y,00136624,신영와코루,소액주주,956,969,98.66%,"136,938","900,000",15.21%,2020-12-31,2020,minority_shareholder
20220317000404,Y,00136624,신영와코루,소액주주,"1,298","1,312",98.93%,"152,448","900,000",16.94%,2021-12-31,2021,minority_shareholder
20230316001089,Y,00136624,신영와코루,소액주주,"1,763","1,777",99.21%,"1,517,750","9,000,000",16.87%,2022-12-31,2022,minority_shareholder
20240314000193,Y,00136624,신영와코루,소액주주,"1,896","1,905",99.53%,"1,685,091","9,000,000",18.72%,2023-12-31,2023,minority_shareholder
20250313000876,Y,00136624,신영와코루,소액주주,"1,589","1,598",99.4%,"1,685,082","9,000,000",18.72%,2024-12-31,2024,minority_shareholder
20180629000787,Y,00141626,오리엔트바이오,소액주주,"24,926",-,99.98%,"123,174,392",-,75.49%,2018-03-31,2018,minority_shareholder
20250613000401,Y,00141626,오리엔트바이오,소액주주,"27,961",-,99.98%,"173,706,876",-,76.01%,2019-03-31,2019,minority_shareholder
20200629000463,Y,00141626,오리엔트바이오,소액주주,"25,223",-,99.98%,"77,244,970",-,75.87%,2020-03-31,2020,minority_shareholder
20211111000394,Y,00141626,오리엔트바이오,소액주주,"33,129","33,136",99.97%,"74,893,513","118,572,049",63.18%,2021-03-31,2021,minority_shareholder
20220621000039,Y,00141626,오리엔트바이오,소액주주,"26,979","26,986",99.98%,"76,347,354","118,583,005",64.39%,2022-03-31,2022,minority_shareholder
20230620000166,Y,00141626,오리엔트바이오,소액주주,"25,796","25,800",99.99%,"76,362,277","118,583,005",64.40%,2023-03-31,2023,minority_shareholder
20240620000211,Y,00141626,오리엔트바이오,소액주주,"22,632","22,636",99.98%,"76,347,354","118,583,005",64.38%,2024-03-31,2024,minority_shareholder
20190403002082,Y,00148948,조비,소액주주,"7,692",-,99.97%,"1,715,991",-,33.05%,2018-12-31,2018,minority_shareholder
20200330002859,Y,00148948,조비,소액주주,"6,886",-,99.97%,"1,715,991",-,33.05%,2019-12-31,2019,minority_shareholder
20210322000475,Y,00148948,조비,소액주주,"8,633","8,636",99.9%,"1,715,580","5,191,828",33.0%,2020-12-31,2020,minority_shareholder
20220322000340,Y,00148948,조비,소액주주,"11,872","11,876",99.9%,"2,071,680","5,191,828",39.9%,2021-12-31,2021,minority_shareholder
20230322000622,Y,00148948,조비,소액주주,"11,875","11,877",99.9%,"2,234,803","5,191,828",43.0%,2022-12-31,2022,minority_shareholder
20240320000563,Y,00148948,조비,소액주주,"11,753","11,755",99.9%,"2,234,803","5,191,828",43.0%,2023-12-31,2023,minority_shareholder
20250317000781,Y,00148948,조비,소액주주,"9,991","9,993",99.9%,"2,234,803","5,191,828",43.0%,2024-12-31,2024,minority_shareholder
20190401004885,Y,00156691,한국공항,소액주주,"2,658",-,99.63%,"797,313",-,25.18%,2018-12-31,2018,minority_shareholder
20200330004590,Y,00156691,한국공항,소액주주,"3,066",-,99.74%,"812,251",-,25.65%,2019-12-31,2019,minority_shareholder
20210318001204,Y,00156691,한국공항,소액주주,"6,421","6,429",99.89%,"850,283","3,166,355",26.87%,2020-12-31,2020,minority_shareholder
20220315001111,Y,00156691,한국공항,소액주주,"9,218","9,226",99.91%,"928,146","3,166,355",29.31%,2021-12-31,2021,minority_shareholder
20230314001107,Y,00156691,한국공항,소액주주,"10,245","10,253",99.92%,"896,050","3,166,355",28.30%,2022-12-31,2022,minority_shareholder
20240313001250,Y,00156691,한국공항,소액주주,"6,750","6,756",99.93%,"1,033,019","3,166,355",32.64%,2023-12-31,2023,minority_shareholder
20250318000741,Y,00156691,한국공항,소액주주,"6,337","6,342",99.94%,"1,090,847","3,166,355",34.45%,2024-12-31,2024,minority_shareholder
20190329002931,Y,00148920,조광페인트,소액주주,"5,371",-,99.68%,"5,240,835",-,40.94%,2018-12-31,2018,minority_shareholder
20200330000972,Y,00148920,조광페인트,소액주주,"4,271",-,99.57%,"4,905,827",-,38.31%,2019-12-31,2019,minority_shareholder
20210419000042,Y,00148920,조광페인트,소액주주,"5,251","5,268",99.68%,"4,785,119","12,800,000",37.38%,2020-12-31,2020,minority_shareholder
20220321001064,Y,00148920,조광페인트,소액주주,"7,957","7,973",99.80%,"5,085,635","12,800,000",39.73%,2021-12-31,2021,minority_shareholder
20230327000842,Y,00148920,조광페인트,소액주주,"8,397","8,415",99.8%,"4,883,350","12,800,000",38.2%,2022-12-31,2022,minority_shareholder
20240320000988,Y,00148920,조광페인트,소액주주,"6,964","6,981",99.76%,"5,134,098","12,800,000",40.11%,2023-12-31,2023,minority_shareholder
20250811000086,Y,00148920,조광페인트,소액주주,-,-,-,-,-,-,2024-12-31,2024,minority_shareholder
20190401002423,Y,00132725,SB성보,소액주주,"2,676",-,99.22%,"5,867,045",-,29.31%,2018-12-31,2018,minority_shareholder
20200330002569,Y,00132725,SB성보,소액주주,"2,755",-,99.17%,"4,934,952",-,24.65%,2019-12-31,2019,minority_shareholder
20210316000693,Y,00132725,SB성보,소액주주,"2,934","2,959",99.16%,"4,291,776","20,020,000",21.44%,2020-12-31,2020,minority_shareholder
20220315000678,Y,00132725,SB성보,소액주주,"6,993","7,012",99.73%,"7,713,033","20,020,000",38.53%,2021-12-31,2021,minority_shareholder
20230310001031,Y,00132725,SB성보,소액주주,"7,410","7,427",99.77%,"7,992,055","20,020,000",39.92%,2022-12-31,2022,minority_shareholder
20240320000890,Y,00132725,SB성보,소액주주,"7,223","7,240",99.77%,"7,893,302","20,020,000",39.43%,2023-12-31,2023,minority_shareholder
20250318000798,Y,00132725,SB성보,소액주주,"5,793","5,810",99.71%,"7,897,989","20,020,000",39.45%,2024-12-31,2024,minority_shareholder
20190329004306,Y,00128555,삼천리,소액주주,"3,821",-,99.32%,"1,595,010",-,39.33%,2018-12-31,2018,minority_shareholder
20200330002931,Y,00128555,삼천리,소액주주,"4,488",-,99.66%,"1,588,974",-,39.18%,2019-12-31,2019,minority_shareholder
20210318001068,Y,00128555,삼천리,소액주주,"5,441","5,455",99.74%,"1,363,004","3,424,025",39.81%,2020-12-31,2020,minority_shareholder
20220317001251,Y,00128555,삼천리,소액주주,"7,312","7,324",99.84%,"1,492,072","4,055,025",36.80%,2021-12-31,2021,minority_shareholder
20230316001421,Y,00128555,삼천리,소액주주,"4,280","4,310",99.30%,"1,164,639","4,055,025",28.72%,2022-12-31,2022,minority_shareholder
20240319000801,Y,00128555,삼천리,소액주주,"22,128","22,135",99.9%,"1,813,073","3,424,025",53.0%,2023-12-31,2023,minority_shareholder
20250813001129,Y,00128555,삼천리,소액주주,"16,978","16,986",99.9%,"1,836,901","3,424,025",53.6%,2024-12-31,2024,minority_shareholder
20190401001921,Y,00149345,조흥,소액주주,"1,115",-,98.48%,"136,171",-,22.69%,2018-12-31,2018,minority_shareholder
20200330001073,Y,00149345,조흥,소액주주,"1,134",-,98.95%,"149,367",-,24.88%,2019-12-31,2019,minority_shareholder
20210305000380,Y,00149345,조흥,소액주주,"1,155","1,171",98.63%,"150,767","600,000",25.12%,2020-12-31,2020,minority_shareholder
20220310000270,Y,00149345,조흥,소액주주,"1,474","1,491",98.86%,"130,071","600,000",21.69%,2021-12-31,2021,minority_shareholder
20230309000626,Y,00149345,조흥,소액주주,"1,270","1,285",98.83%,"123,646","600,000",20.61%,2022-12-31,2022,minority_shareholder
20240314001089,Y,00149345,조흥,소액주주,"1,057","1,072",98.60%,"121,654","600,000",35.44%,2023-12-31,2023,minority_shareholder
20250312000526,Y,00149345,조흥,소액주주,"1,041","1,055",98.69%,"118,833","600,000",19.81%,2024-12-31,2024,minority_shareholder
20190619000318,Y,00106119,금양,소액주주,"4,541",-,99.69%,"14,565,627",-,33.70%,2018-12-31,2018,minority_shareholder
20200330002102,Y,00106119,금양,소액주주,"4,612",-,99.65%,"14,432,920",-,32.76%,2019-12-31,2019,minority_shareholder
20210322000736,Y,00106119,금양,소액주주,"12,073","12,086",99.89%,"17,611,685","44,048,135",39.98%,2020-12-31,2020,minority_shareholder
20220322000647,Y,00106119,금양,소액주주,"15,784","15,805",99.87%,"20,119,768","48,806,004",41.22%,2021-12-31,2021,minority_shareholder
20240313001231,Y,00106119,금양,소액주주,"83,428","83,440",99.99%,"28,647,434","58,050,037",49.35%,2022-12-31,2022,minority_shareholder
20240417000287,Y,00106119,금양,소액주주,"221,218","221,228",99.99%,"32,469,507","58,050,037",55.93%,2023-12-31,2023,minority_shareholder
20250321001823,Y,00106119,금양,소액주주,"242,305","242,318",99.99%,"41,584,517","63,967,196",65.01%,2024-12-31,2024,minority_shareholder
20190329003245,Y,00109718,사조대림,소액주주,-,-,-,-,-,-,2018-12-31,2018,minority_shareholder
20200330003481,Y,00109718,사조대림,소액주주,-,-,-,-,-,-,2019-12-31,2019,minority_shareholder
20210318001107,Y,00109718,사조대림,소액주주,"6,847","6,855",99.88%,"3,056,991","9,164,467",33.36%,2020-12-31,2020,minority_shareholder
20220929000312,Y,00109718,사조대림,소액주주,"6,742","6,750",99.88%,"2,977,569","9,164,467",32.49%,2021-12-31,2021,minority_shareholder
20230315001368,Y,00109718,사조대림,소액주주,"7,804","7,814",99.87%,"2,688,547","9,164,467",29.34%,2022-12-31,2022,minority_shareholder
20240313001702,Y,00109718,사조대림,소액주주,"6,109","6,121",99.80%,"2,470,926","9,164,467",26.96%,2023-12-31,2023,minority_shareholder
20250312000891,Y,00109718,사조대림,소액주주,"13,711","13,723",99.91%,"2,492,782","9,164,467",27.20%,2024-12-31,2024,minority_shareholder
20200327001440,Y,00107677,비비안,소액주주,"1,728",-,99.01%,"1,057,646",-,15.39%,2018-12-31,2018,minority_shareholder
20200331001822,Y,00107677,비비안,소액주주,"4,388",-,99.76%,"1,247,531",-,18.16%,2019-12-31,2019,minority_shareholder
20210817001926,Y,00107677,비비안,소액주주,"18,106","18,109",99.99%,"20,758,167","26,735,890",77.65%,2020-12-31,2020,minority_shareholder
20220323000957,Y,00107677,비비안,소액주주,"22,293","22,296",99.99%,"24,335,892","29,793,990",81.69%,2021-12-31,2021,minority_shareholder
20230323000796,Y,00107677,비비안,소액주주,"21,440","21,442",99.99%,"24,637,266","29,793,990",82.69%,2022-12-31,2022,minority_shareholder
20240321001726,Y,00107677,비비안,소액주주,"19,262","19,264",99.9%,"24,637,266","29,793,990",82.7%,2023-12-31,2023,minority_shareholder
20250321001351,Y,00107677,비비안,소액주주,"17,314","17,317",99.98%,"24,337,266","29,793,990",81.68%,2024-12-31,2024,minority_shareholder
20190228005328,Y,00134477,SNT다이내믹스,소액주주,"3,797",-,99.73%,"5,434,704",-,16.74%,2018-12-31,2018,minority_shareholder
20200302000172,Y,00134477,SNT다이내믹스,소액주주,"4,024",-,99.78%,"6,410,910",-,19.28%,2019-12-31,2019,minority_shareholder
20210218001086,Y,00134477,SNT다이내믹스,소액주주,"5,313","5,320",99.87%,"7,726,706","33,252,697",23.24%,2020-12-31,2020,minority_shareholder
20220218001040,Y,00134477,SNT다이내믹스,소액주주,"4,996","5,001",99.90%,"6,930,101","22,393,851",30.95%,2021-12-31,2021,minority_shareholder
20230220001625,Y,00134477,SNT다이내믹스,소액주주,"7,458","7,463",99.93%,"7,000,486","22,393,851",31.26%,2022-12-31,2022,minority_shareholder
20240221001483,Y,00134477,SNT다이내믹스,소액주주,"7,975","7,980",99.94%,"6,910,922","22,393,851",30.86%,2023-12-31,2023,minority_shareholder
20250220001259,Y,00134477,SNT다이내믹스,소액주주,"7,823","7,828",99.94%,"6,407,153","22,393,851",28.61%,2024-12-31,2024,minority_shareholder
20190329002098,Y,00162063,한신공영,소액주주,"8,026",-,99.96%,"6,256,118",-,54.07%,2018-12-31,2018,minority_shareholder
20200330002370,Y,00162063,한신공영,소액주주,"6,399",-,99.97%,"6,580,740",-,56.87%,2019-12-31,2019,minority_shareholder
20210315000770,Y,00162063,한신공영,소액주주,"7,923","7,937",99.8%,"4,014,213","11,570,702",34.7%,2020-12-31,2020,minority_shareholder
20220713000230,Y,00162063,한신공영,소액주주,"15,602","15,613",99.9%,"5,050,385","11,570,702",43.7%,2021-12-31,2021,minority_shareholder
20230315001227,Y,00162063,한신공영,소액주주,"17,978","17,989",99.9%,"5,668,997","11,574,274",49.0%,2022-12-31,2022,minority_shareholder
20240321001712,Y,00162063,한신공영,소액주주,"15,931","15,939",99.9%,"6,305,570","11,570,702",54.50%,2023-12-31,2023,minority_shareholder
