corp_code,stock_code,corp_name,market,sector,fiscal_year,n_annual_report_filings,has_annual_report_in_dart_universe
00309503,047810,한국항공우주,KOSPI,"항공기,우주선 및 부품 제조업",2022,1.0,True
00309503,047810,한국항공우주,KOSPI,"항공기,우주선 및 부품 제조업",2023,2.0,True
00309503,047810,한국항공우주,KOSPI,"항공기,우주선 및 부품 제조업",2024,1.0,True
00158307,071840,롯데하이마트,KOSPI,가전제품 및 정보통신장비 소매업,2018,1.0,True
00158307,071840,롯데하이마트,KOSPI,가전제품 및 정보통신장비 소매업,2019,1.0,True
00158307,071840,롯데하이마트,KOSPI,가전제품 및 정보통신장비 소매업,2020,1.0,True
00158307,071840,롯데하이마트,KOSPI,가전제품 및 정보통신장비 소매업,2021,1.0,True
00158307,071840,롯데하이마트,KOSPI,가전제품 및 정보통신장비 소매업,2022,1.0,True
00158307,071840,롯데하이마트,KOSPI,가전제품 및 정보통신장비 소매업,2023,1.0,True
00158307,071840,롯데하이마트,KOSPI,가전제품 및 정보통신장비 소매업,2024,2.0,True
00357360,069640,한세엠케이,KOSPI,"섬유, 의복, 신발 및 가죽제품 소매업",2018,1.0,True
00357360,069640,한세엠케이,KOSPI,"섬유, 의복, 신발 및 가죽제품 소매업",2019,1.0,True
00357360,069640,한세엠케이,KOSPI,"섬유, 의복, 신발 및 가죽제품 소매업",2020,1.0,True
00357360,069640,한세엠케이,KOSPI,"섬유, 의복, 신발 및 가죽제품 소매업",2021,1.0,True
00357360,069640,한세엠케이,KOSPI,"섬유, 의복, 신발 및 가죽제품 소매업",2022,2.0,True
00357360,069640,한세엠케이,KOSPI,"섬유, 의복, 신발 및 가죽제품 소매업",2023,2.0,True
00357360,069640,한세엠케이,KOSPI,"섬유, 의복, 신발 및 가죽제품 소매업",2024,1.0,True
00872984,139480,이마트,KOSPI,종합 소매업,2018,1.0,True
00872984,139480,이마트,KOSPI,종합 소매업,2019,1.0,True
00872984,139480,이마트,KOSPI,종합 소매업,2020,1.0,True
00872984,139480,이마트,KOSPI,종합 소매업,2021,2.0,True
00872984,139480,이마트,KOSPI,종합 소매업,2022,1.0,True
00872984,139480,이마트,KOSPI,종합 소매업,2023,3.0,True
00872984,139480,이마트,KOSPI,종합 소매업,2024,1.0,True
00349097,053210,케이티스카이라이프,KOSPI,텔레비전 방송업,2018,1.0,True
00349097,053210,케이티스카이라이프,KOSPI,텔레비전 방송업,2019,1.0,True
00349097,053210,케이티스카이라이프,KOSPI,텔레비전 방송업,2020,1.0,True
00349097,053210,케이티스카이라이프,KOSPI,텔레비전 방송업,2021,2.0,True
00349097,053210,케이티스카이라이프,KOSPI,텔레비전 방송업,2022,1.0,True
00349097,053210,케이티스카이라이프,KOSPI,텔레비전 방송업,2023,2.0,True
00349097,053210,케이티스카이라이프,KOSPI,텔레비전 방송업,2024,1.0,True
00159500,023350,한국종합기술,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2018,1.0,True
00159500,023350,한국종합기술,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2019,1.0,True
00159500,023350,한국종합기술,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2020,1.0,True
00159500,023350,한국종합기술,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2021,1.0,True
00159500,023350,한국종합기술,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2022,1.0,True
00159500,023350,한국종합기술,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2023,1.0,True
00159500,023350,한국종합기술,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2024,1.0,True
00113997,020150,롯데에너지머티리얼즈,KOSPI,전자부품 제조업,2018,1.0,True
00113997,020150,롯데에너지머티리얼즈,KOSPI,전자부품 제조업,2019,1.0,True
00113997,020150,롯데에너지머티리얼즈,KOSPI,전자부품 제조업,2020,3.0,True
00113997,020150,롯데에너지머티리얼즈,KOSPI,전자부품 제조업,2021,1.0,True
00113997,020150,롯데에너지머티리얼즈,KOSPI,전자부품 제조업,2022,1.0,True
00113997,020150,롯데에너지머티리얼즈,KOSPI,전자부품 제조업,2023,1.0,True
00113997,020150,롯데에너지머티리얼즈,KOSPI,전자부품 제조업,2024,1.0,True
00106623,011210,현대위아,KOSPI,자동차 신품 부품 제조업,2018,1.0,True
00106623,011210,현대위아,KOSPI,자동차 신품 부품 제조업,2019,1.0,True
00106623,011210,현대위아,KOSPI,자동차 신품 부품 제조업,2020,1.0,True
00106623,011210,현대위아,KOSPI,자동차 신품 부품 제조업,2021,1.0,True
00106623,011210,현대위아,KOSPI,자동차 신품 부품 제조업,2022,1.0,True
00106623,011210,현대위아,KOSPI,자동차 신품 부품 제조업,2023,2.0,True
00106623,011210,현대위아,KOSPI,자동차 신품 부품 제조업,2024,2.0,True
00855093,136490,선진,KOSPI,동물용 사료 및 조제식품 제조업,2018,1.0,True
00855093,136490,선진,KOSPI,동물용 사료 및 조제식품 제조업,2019,1.0,True
00855093,136490,선진,KOSPI,동물용 사료 및 조제식품 제조업,2020,1.0,True
00855093,136490,선진,KOSPI,동물용 사료 및 조제식품 제조업,2021,1.0,True
00855093,136490,선진,KOSPI,동물용 사료 및 조제식품 제조업,2022,1.0,True
00855093,136490,선진,KOSPI,동물용 사료 및 조제식품 제조업,2023,1.0,True
00855093,136490,선진,KOSPI,동물용 사료 및 조제식품 제조업,2024,1.0,True
00855163,134380,미원화학,KOSPI,기타 화학제품 제조업,2018,1.0,True
00855163,134380,미원화학,KOSPI,기타 화학제품 제조업,2019,1.0,True
00855163,134380,미원화학,KOSPI,기타 화학제품 제조업,2020,1.0,True
00855163,134380,미원화학,KOSPI,기타 화학제품 제조업,2021,1.0,True
00855163,134380,미원화학,KOSPI,기타 화학제품 제조업,2022,1.0,True
00855163,134380,미원화학,KOSPI,기타 화학제품 제조업,2023,1.0,True
00855163,134380,미원화학,KOSPI,기타 화학제품 제조업,2024,1.0,True
00852087,134790,시디즈,KOSPI,가구 제조업,2018,1.0,True
00852087,134790,시디즈,KOSPI,가구 제조업,2019,1.0,True
00852087,134790,시디즈,KOSPI,가구 제조업,2020,1.0,True
00852087,134790,시디즈,KOSPI,가구 제조업,2021,1.0,True
00852087,134790,시디즈,KOSPI,가구 제조업,2022,1.0,True
00852087,134790,시디즈,KOSPI,가구 제조업,2023,1.0,True
00852087,134790,시디즈,KOSPI,가구 제조업,2024,4.0,True
00361008,082740,한화엔진,KOSPI,일반 목적용 기계 제조업,2018,2.0,True
00361008,082740,한화엔진,KOSPI,일반 목적용 기계 제조업,2019,1.0,True
00361008,082740,한화엔진,KOSPI,일반 목적용 기계 제조업,2020,1.0,True
00361008,082740,한화엔진,KOSPI,일반 목적용 기계 제조업,2021,1.0,True
00361008,082740,한화엔진,KOSPI,일반 목적용 기계 제조업,2022,1.0,True
00361008,082740,한화엔진,KOSPI,일반 목적용 기계 제조업,2023,1.0,True
00361008,082740,한화엔진,KOSPI,일반 목적용 기계 제조업,2024,2.0,True
00787376,117580,대성에너지,KOSPI,연료용 가스 제조 및 배관공급업,2018,1.0,True
00787376,117580,대성에너지,KOSPI,연료용 가스 제조 및 배관공급업,2019,1.0,True
00787376,117580,대성에너지,KOSPI,연료용 가스 제조 및 배관공급업,2020,1.0,True
00787376,117580,대성에너지,KOSPI,연료용 가스 제조 및 배관공급업,2021,1.0,True
00787376,117580,대성에너지,KOSPI,연료용 가스 제조 및 배관공급업,2022,1.0,True
00787376,117580,대성에너지,KOSPI,연료용 가스 제조 및 배관공급업,2023,1.0,True
00787376,117580,대성에너지,KOSPI,연료용 가스 제조 및 배관공급업,2024,1.0,True
00403632,126560,현대퓨처넷,KOSPI,전기 통신업,2018,1.0,True
00403632,126560,현대퓨처넷,KOSPI,전기 통신업,2019,1.0,True
00403632,126560,현대퓨처넷,KOSPI,전기 통신업,2020,1.0,True
00403632,126560,현대퓨처넷,KOSPI,전기 통신업,2021,1.0,True
00403632,126560,현대퓨처넷,KOSPI,전기 통신업,2022,1.0,True
00403632,126560,현대퓨처넷,KOSPI,전기 통신업,2023,1.0,True
00403632,126560,현대퓨처넷,KOSPI,전기 통신업,2024,2.0,True
00372873,058860,KTis,KOSPI,기타 정보 서비스업,2018,1.0,True
00372873,058860,KTis,KOSPI,기타 정보 서비스업,2019,1.0,True
00372873,058860,KTis,KOSPI,기타 정보 서비스업,2020,1.0,True
00372873,058860,KTis,KOSPI,기타 정보 서비스업,2021,1.0,True
00372873,058860,KTis,KOSPI,기타 정보 서비스업,2022,1.0,True
00372873,058860,KTis,KOSPI,기타 정보 서비스업,2023,1.0,True
00372873,058860,KTis,KOSPI,기타 정보 서비스업,2024,1.0,True
00194947,130660,한전산업,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2018,1.0,True
00194947,130660,한전산업,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2019,2.0,True
00194947,130660,한전산업,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2020,1.0,True
00194947,130660,한전산업,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2021,1.0,True
00194947,130660,한전산업,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2022,1.0,True
00194947,130660,한전산업,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2023,2.0,True
00194947,130660,한전산업,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2024,1.0,True
00838500,900140,엘브이엠씨,KOSPI,자동차 판매업,2018,1.0,True
00838500,900140,엘브이엠씨,KOSPI,자동차 판매업,2019,2.0,True
00838500,900140,엘브이엠씨,KOSPI,자동차 판매업,2020,1.0,True
00838500,900140,엘브이엠씨,KOSPI,자동차 판매업,2021,1.0,True
00838500,900140,엘브이엠씨,KOSPI,자동차 판매업,2022,1.0,True
00838500,900140,엘브이엠씨,KOSPI,자동차 판매업,2023,1.0,True
00838500,900140,엘브이엠씨,KOSPI,자동차 판매업,2024,1.0,True
00195229,081660,미스토홀딩스,KOSPI,생활용품 도매업,2018,2.0,True
00195229,081660,미스토홀딩스,KOSPI,생활용품 도매업,2019,1.0,True
00195229,081660,미스토홀딩스,KOSPI,생활용품 도매업,2020,1.0,True
00195229,081660,미스토홀딩스,KOSPI,생활용품 도매업,2021,2.0,True
00195229,081660,미스토홀딩스,KOSPI,생활용품 도매업,2022,1.0,True
00195229,081660,미스토홀딩스,KOSPI,생활용품 도매업,2023,1.0,True
00195229,081660,미스토홀딩스,KOSPI,생활용품 도매업,2024,2.0,True
00372882,058850,KTcs,KOSPI,기타 정보 서비스업,2018,3.0,True
00372882,058850,KTcs,KOSPI,기타 정보 서비스업,2019,1.0,True
00372882,058850,KTcs,KOSPI,기타 정보 서비스업,2020,2.0,True
00372882,058850,KTcs,KOSPI,기타 정보 서비스업,2021,1.0,True
00372882,058850,KTcs,KOSPI,기타 정보 서비스업,2022,1.0,True
00372882,058850,KTcs,KOSPI,기타 정보 서비스업,2023,1.0,True
00372882,058850,KTcs,KOSPI,기타 정보 서비스업,2024,1.0,True
00412597,057050,현대홈쇼핑,KOSPI,무점포 소매업,2018,1.0,True
00412597,057050,현대홈쇼핑,KOSPI,무점포 소매업,2019,1.0,True
00412597,057050,현대홈쇼핑,KOSPI,무점포 소매업,2020,4.0,True
00412597,057050,현대홈쇼핑,KOSPI,무점포 소매업,2021,2.0,True
00412597,057050,현대홈쇼핑,KOSPI,무점포 소매업,2022,1.0,True
00412597,057050,현대홈쇼핑,KOSPI,무점포 소매업,2023,1.0,True
00412597,057050,현대홈쇼핑,KOSPI,무점포 소매업,2024,2.0,True
00114552,002150,도화엔지니어링,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2018,1.0,True
00114552,002150,도화엔지니어링,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2019,1.0,True
00114552,002150,도화엔지니어링,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2020,1.0,True
00114552,002150,도화엔지니어링,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2021,1.0,True
00114552,002150,도화엔지니어링,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2022,1.0,True
00114552,002150,도화엔지니어링,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2023,1.0,True
00114552,002150,도화엔지니어링,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2024,2.0,True
00828789,128820,대성산업,KOSPI,연료 소매업,2018,1.0,True
00828789,128820,대성산업,KOSPI,연료 소매업,2019,1.0,True
00828789,128820,대성산업,KOSPI,연료 소매업,2020,1.0,True
00828789,128820,대성산업,KOSPI,연료 소매업,2021,1.0,True
00828789,128820,대성산업,KOSPI,연료 소매업,2022,1.0,True
00828789,128820,대성산업,KOSPI,연료 소매업,2023,1.0,True
00828789,128820,대성산업,KOSPI,연료 소매업,2024,1.0,True
00360142,122900,아이마켓코리아,KOSPI,상품 종합 도매업,2018,1.0,True
00360142,122900,아이마켓코리아,KOSPI,상품 종합 도매업,2019,2.0,True
00360142,122900,아이마켓코리아,KOSPI,상품 종합 도매업,2020,1.0,True
00360142,122900,아이마켓코리아,KOSPI,상품 종합 도매업,2021,1.0,True
00360142,122900,아이마켓코리아,KOSPI,상품 종합 도매업,2022,1.0,True
00360142,122900,아이마켓코리아,KOSPI,상품 종합 도매업,2023,1.0,True
00360142,122900,아이마켓코리아,KOSPI,상품 종합 도매업,2024,1.0,True
00828497,128940,한미약품,KOSPI,의약품 제조업,2018,1.0,True
00828497,128940,한미약품,KOSPI,의약품 제조업,2019,2.0,True
00828497,128940,한미약품,KOSPI,의약품 제조업,2020,1.0,True
00828497,128940,한미약품,KOSPI,의약품 제조업,2021,1.0,True
00828497,128940,한미약품,KOSPI,의약품 제조업,2022,1.0,True
00828497,128940,한미약품,KOSPI,의약품 제조업,2023,1.0,True
00828497,128940,한미약품,KOSPI,의약품 제조업,2024,1.0,True
00173944,105840,우진,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2018,1.0,True
00173944,105840,우진,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2019,1.0,True
00173944,105840,우진,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2020,1.0,True
00173944,105840,우진,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2021,1.0,True
00173944,105840,우진,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2022,1.0,True
00173944,105840,우진,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2023,1.0,True
00173944,105840,우진,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2024,1.0,True
00121543,033920,무학,KOSPI,알코올음료 제조업,2018,5.0,True
00121543,033920,무학,KOSPI,알코올음료 제조업,2019,1.0,True
00121543,033920,무학,KOSPI,알코올음료 제조업,2020,1.0,True
00121543,033920,무학,KOSPI,알코올음료 제조업,2021,1.0,True
00121543,033920,무학,KOSPI,알코올음료 제조업,2022,1.0,True
00121543,033920,무학,KOSPI,알코올음료 제조업,2023,1.0,True
00121543,033920,무학,KOSPI,알코올음료 제조업,2024,2.0,True
00145598,102460,이연제약,KOSPI,의약품 제조업,2018,1.0,True
00145598,102460,이연제약,KOSPI,의약품 제조업,2019,1.0,True
00145598,102460,이연제약,KOSPI,의약품 제조업,2020,1.0,True
00145598,102460,이연제약,KOSPI,의약품 제조업,2021,1.0,True
00145598,102460,이연제약,KOSPI,의약품 제조업,2022,1.0,True
00145598,102460,이연제약,KOSPI,의약품 제조업,2023,1.0,True
00145598,102460,이연제약,KOSPI,의약품 제조업,2024,3.0,True
00823429,123690,한국화장품,KOSPI,생활용품 도매업,2018,1.0,True
00823429,123690,한국화장품,KOSPI,생활용품 도매업,2019,1.0,True
00823429,123690,한국화장품,KOSPI,생활용품 도매업,2020,1.0,True
00823429,123690,한국화장품,KOSPI,생활용품 도매업,2021,3.0,True
00823429,123690,한국화장품,KOSPI,생활용품 도매업,2022,1.0,True
00823429,123690,한국화장품,KOSPI,생활용품 도매업,2023,1.0,True
00823429,123690,한국화장품,KOSPI,생활용품 도매업,2024,1.0,True
00815369,123700,에스제이엠,KOSPI,자동차 신품 부품 제조업,2018,2.0,True
00815369,123700,에스제이엠,KOSPI,자동차 신품 부품 제조업,2019,1.0,True
00815369,123700,에스제이엠,KOSPI,자동차 신품 부품 제조업,2020,1.0,True
00815369,123700,에스제이엠,KOSPI,자동차 신품 부품 제조업,2021,2.0,True
00815369,123700,에스제이엠,KOSPI,자동차 신품 부품 제조업,2022,1.0,True
00815369,123700,에스제이엠,KOSPI,자동차 신품 부품 제조업,2023,1.0,True
00815369,123700,에스제이엠,KOSPI,자동차 신품 부품 제조업,2024,2.0,True
00274933,031440,신세계푸드,KOSPI,음식점업,2018,1.0,True
00274933,031440,신세계푸드,KOSPI,음식점업,2019,1.0,True
00274933,031440,신세계푸드,KOSPI,음식점업,2020,1.0,True
00274933,031440,신세계푸드,KOSPI,음식점업,2021,1.0,True
00274933,031440,신세계푸드,KOSPI,음식점업,2022,1.0,True
00274933,031440,신세계푸드,KOSPI,음식점업,2023,3.0,True
00274933,031440,신세계푸드,KOSPI,음식점업,2024,1.0,True
00796994,120030,조선선재,KOSPI,기타 금속 가공제품 제조업,2018,1.0,True
00796994,120030,조선선재,KOSPI,기타 금속 가공제품 제조업,2019,1.0,True
00796994,120030,조선선재,KOSPI,기타 금속 가공제품 제조업,2020,1.0,True
00796994,120030,조선선재,KOSPI,기타 금속 가공제품 제조업,2021,2.0,True
00796994,120030,조선선재,KOSPI,기타 금속 가공제품 제조업,2022,2.0,True
00796994,120030,조선선재,KOSPI,기타 금속 가공제품 제조업,2023,1.0,True
00796994,120030,조선선재,KOSPI,기타 금속 가공제품 제조업,2024,2.0,True
00795135,120110,코오롱인더,KOSPI,화학섬유 제조업,2018,3.0,True
00795135,120110,코오롱인더,KOSPI,화학섬유 제조업,2019,1.0,True
00795135,120110,코오롱인더,KOSPI,화학섬유 제조업,2020,1.0,True
00795135,120110,코오롱인더,KOSPI,화학섬유 제조업,2021,2.0,True
00795135,120110,코오롱인더,KOSPI,화학섬유 제조업,2022,1.0,True
00795135,120110,코오롱인더,KOSPI,화학섬유 제조업,2023,1.0,True
00795135,120110,코오롱인더,KOSPI,화학섬유 제조업,2024,2.0,True
00797364,119650,KC코트렐,KOSPI,일반 목적용 기계 제조업,2018,2.0,True
00797364,119650,KC코트렐,KOSPI,일반 목적용 기계 제조업,2019,1.0,True
00797364,119650,KC코트렐,KOSPI,일반 목적용 기계 제조업,2020,1.0,True
00797364,119650,KC코트렐,KOSPI,일반 목적용 기계 제조업,2021,1.0,True
00797364,119650,KC코트렐,KOSPI,일반 목적용 기계 제조업,2022,1.0,True
00797364,119650,KC코트렐,KOSPI,일반 목적용 기계 제조업,2023,1.0,True
00797364,119650,KC코트렐,KOSPI,일반 목적용 기계 제조업,2024,2.0,True
00159698,071320,지역난방공사,KOSPI,"증기, 냉·온수 및 공기조절 공급업",2018,2.0,True
00159698,071320,지역난방공사,KOSPI,"증기, 냉·온수 및 공기조절 공급업",2019,1.0,True
00159698,071320,지역난방공사,KOSPI,"증기, 냉·온수 및 공기조절 공급업",2020,1.0,True
00159698,071320,지역난방공사,KOSPI,"증기, 냉·온수 및 공기조절 공급업",2021,1.0,True
00159698,071320,지역난방공사,KOSPI,"증기, 냉·온수 및 공기조절 공급업",2022,1.0,True
00159698,071320,지역난방공사,KOSPI,"증기, 냉·온수 및 공기조절 공급업",2023,2.0,True
00159698,071320,지역난방공사,KOSPI,"증기, 냉·온수 및 공기조절 공급업",2024,2.0,True
00141477,012160,영흥,KOSPI,1차 철강 제조업,2018,1.0,True
00141477,012160,영흥,KOSPI,1차 철강 제조업,2019,1.0,True
00141477,012160,영흥,KOSPI,1차 철강 제조업,2020,1.0,True
00141477,012160,영흥,KOSPI,1차 철강 제조업,2021,1.0,True
00141477,012160,영흥,KOSPI,1차 철강 제조업,2022,1.0,True
00141477,012160,영흥,KOSPI,1차 철강 제조업,2023,1.0,True
00141477,012160,영흥,KOSPI,1차 철강 제조업,2024,2.0,True
00791209,118000,메타케어,KOSPI,기계장비 및 관련 물품 도매업,2018,1.0,True
00791209,118000,메타케어,KOSPI,기계장비 및 관련 물품 도매업,2019,1.0,True
00791209,118000,메타케어,KOSPI,기계장비 및 관련 물품 도매업,2020,1.0,True
00791209,118000,메타케어,KOSPI,기계장비 및 관련 물품 도매업,2021,2.0,True
00791209,118000,메타케어,KOSPI,기계장비 및 관련 물품 도매업,2022,1.0,True
00791209,118000,메타케어,KOSPI,기계장비 및 관련 물품 도매업,2023,1.0,True
00791209,118000,메타케어,KOSPI,기계장비 및 관련 물품 도매업,2024,1.0,True
00159209,052690,한전기술,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2018,1.0,True
00159209,052690,한전기술,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2019,5.0,True
00159209,052690,한전기술,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2020,2.0,True
00159209,052690,한전기술,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2021,1.0,True
00159209,052690,한전기술,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2022,1.0,True
00159209,052690,한전기술,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2023,1.0,True
00159209,052690,한전기술,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2024,2.0,True
00557508,114090,GKL,KOSPI,유원지 및 기타 오락관련 서비스업,2018,2.0,True
00557508,114090,GKL,KOSPI,유원지 및 기타 오락관련 서비스업,2019,1.0,True
00557508,114090,GKL,KOSPI,유원지 및 기타 오락관련 서비스업,2020,1.0,True
00557508,114090,GKL,KOSPI,유원지 및 기타 오락관련 서비스업,2021,1.0,True
00557508,114090,GKL,KOSPI,유원지 및 기타 오락관련 서비스업,2022,2.0,True
00557508,114090,GKL,KOSPI,유원지 및 기타 오락관련 서비스업,2023,1.0,True
00557508,114090,GKL,KOSPI,유원지 및 기타 오락관련 서비스업,2024,2.0,True
00218575,032560,황금에스티,KOSPI,1차 비철금속 제조업,2018,1.0,True
00218575,032560,황금에스티,KOSPI,1차 비철금속 제조업,2019,2.0,True
00218575,032560,황금에스티,KOSPI,1차 비철금속 제조업,2020,3.0,True
00218575,032560,황금에스티,KOSPI,1차 비철금속 제조업,2021,4.0,True
00218575,032560,황금에스티,KOSPI,1차 비철금속 제조업,2022,1.0,True
00218575,032560,황금에스티,KOSPI,1차 비철금속 제조업,2023,1.0,True
00218575,032560,황금에스티,KOSPI,1차 비철금속 제조업,2024,1.0,True
01294110,000080,하이트진로,KOSPI,알코올음료 제조업,2018,,False
01294110,000080,하이트진로,KOSPI,알코올음료 제조업,2019,,False
01294110,000080,하이트진로,KOSPI,알코올음료 제조업,2020,,False
01294110,000080,하이트진로,KOSPI,알코올음료 제조업,2021,,False
01294110,000080,하이트진로,KOSPI,알코올음료 제조업,2022,,False
01294110,000080,하이트진로,KOSPI,알코올음료 제조업,2023,,False
01294110,000080,하이트진로,KOSPI,알코올음료 제조업,2024,,False
00369833,047400,유니온머티리얼,KOSPI,"내화, 비내화 요업제품 제조업",2018,2.0,True
00369833,047400,유니온머티리얼,KOSPI,"내화, 비내화 요업제품 제조업",2019,1.0,True
00369833,047400,유니온머티리얼,KOSPI,"내화, 비내화 요업제품 제조업",2020,3.0,True
00369833,047400,유니온머티리얼,KOSPI,"내화, 비내화 요업제품 제조업",2021,1.0,True
00369833,047400,유니온머티리얼,KOSPI,"내화, 비내화 요업제품 제조업",2022,2.0,True
00369833,047400,유니온머티리얼,KOSPI,"내화, 비내화 요업제품 제조업",2023,1.0,True
00369833,047400,유니온머티리얼,KOSPI,"내화, 비내화 요업제품 제조업",2024,1.0,True
00441243,093240,형지엘리트,KOSPI,봉제의복 제조업,2018,1.0,True
00441243,093240,형지엘리트,KOSPI,봉제의복 제조업,2019,2.0,True
00441243,093240,형지엘리트,KOSPI,봉제의복 제조업,2020,2.0,True
00441243,093240,형지엘리트,KOSPI,봉제의복 제조업,2021,1.0,True
00441243,093240,형지엘리트,KOSPI,봉제의복 제조업,2022,1.0,True
00441243,093240,형지엘리트,KOSPI,봉제의복 제조업,2023,1.0,True
00441243,093240,형지엘리트,KOSPI,봉제의복 제조업,2024,1.0,True
00776820,111770,영원무역,KOSPI,상품 종합 도매업,2018,1.0,True
00776820,111770,영원무역,KOSPI,상품 종합 도매업,2019,1.0,True
00776820,111770,영원무역,KOSPI,상품 종합 도매업,2020,1.0,True
00776820,111770,영원무역,KOSPI,상품 종합 도매업,2021,2.0,True
00776820,111770,영원무역,KOSPI,상품 종합 도매업,2022,1.0,True
00776820,111770,영원무역,KOSPI,상품 종합 도매업,2023,2.0,True
00776820,111770,영원무역,KOSPI,상품 종합 도매업,2024,1.0,True
00413523,053690,한미글로벌,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2018,1.0,True
00413523,053690,한미글로벌,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2019,1.0,True
00413523,053690,한미글로벌,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2020,2.0,True
00413523,053690,한미글로벌,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2021,2.0,True
00413523,053690,한미글로벌,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2022,1.0,True
00413523,053690,한미글로벌,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2023,1.0,True
00413523,053690,한미글로벌,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2024,2.0,True
00178754,028100,동아지질,KOSPI,기반조성 및 시설물 축조관련 전문공사업,2018,1.0,True
00178754,028100,동아지질,KOSPI,기반조성 및 시설물 축조관련 전문공사업,2019,2.0,True
00178754,028100,동아지질,KOSPI,기반조성 및 시설물 축조관련 전문공사업,2020,1.0,True
00178754,028100,동아지질,KOSPI,기반조성 및 시설물 축조관련 전문공사업,2021,1.0,True
00178754,028100,동아지질,KOSPI,기반조성 및 시설물 축조관련 전문공사업,2022,1.0,True
00178754,028100,동아지질,KOSPI,기반조성 및 시설물 축조관련 전문공사업,2023,1.0,True
00178754,028100,동아지질,KOSPI,기반조성 및 시설물 축조관련 전문공사업,2024,2.0,True
00406046,071970,HD현대마린엔진,KOSPI,일반 목적용 기계 제조업,2018,3.0,True
00406046,071970,HD현대마린엔진,KOSPI,일반 목적용 기계 제조업,2019,1.0,True
00406046,071970,HD현대마린엔진,KOSPI,일반 목적용 기계 제조업,2020,2.0,True
00406046,071970,HD현대마린엔진,KOSPI,일반 목적용 기계 제조업,2021,2.0,True
00406046,071970,HD현대마린엔진,KOSPI,일반 목적용 기계 제조업,2022,2.0,True
00406046,071970,HD현대마린엔진,KOSPI,일반 목적용 기계 제조업,2023,2.0,True
00406046,071970,HD현대마린엔진,KOSPI,일반 목적용 기계 제조업,2024,1.0,True
00759513,108670,LX하우시스,KOSPI,플라스틱제품 제조업,2018,1.0,True
00759513,108670,LX하우시스,KOSPI,플라스틱제품 제조업,2019,1.0,True
00759513,108670,LX하우시스,KOSPI,플라스틱제품 제조업,2020,1.0,True
00759513,108670,LX하우시스,KOSPI,플라스틱제품 제조업,2021,1.0,True
00759513,108670,LX하우시스,KOSPI,플라스틱제품 제조업,2022,1.0,True
00759513,108670,LX하우시스,KOSPI,플라스틱제품 제조업,2023,1.0,True
00759513,108670,LX하우시스,KOSPI,플라스틱제품 제조업,2024,1.0,True
