corp_code,stock_code,corp_name,market,sector,fiscal_year,n_annual_report_filings,has_annual_report_in_dart_universe
00401731,066570,LG전자,KOSPI,통신 및 방송 장비 제조업,2018,1.0,True
00401731,066570,LG전자,KOSPI,통신 및 방송 장비 제조업,2019,1.0,True
00401731,066570,LG전자,KOSPI,통신 및 방송 장비 제조업,2020,2.0,True
00401731,066570,LG전자,KOSPI,통신 및 방송 장비 제조업,2021,2.0,True
00401731,066570,LG전자,KOSPI,통신 및 방송 장비 제조업,2022,1.0,True
00401731,066570,LG전자,KOSPI,통신 및 방송 장비 제조업,2023,1.0,True
00401731,066570,LG전자,KOSPI,통신 및 방송 장비 제조업,2024,1.0,True
00398792,064960,SNT모티브,KOSPI,자동차 신품 부품 제조업,2018,1.0,True
00398792,064960,SNT모티브,KOSPI,자동차 신품 부품 제조업,2019,1.0,True
00398792,064960,SNT모티브,KOSPI,자동차 신품 부품 제조업,2020,1.0,True
00398792,064960,SNT모티브,KOSPI,자동차 신품 부품 제조업,2021,1.0,True
00398792,064960,SNT모티브,KOSPI,자동차 신품 부품 제조업,2022,1.0,True
00398792,064960,SNT모티브,KOSPI,자동차 신품 부품 제조업,2023,1.0,True
00398792,064960,SNT모티브,KOSPI,자동차 신품 부품 제조업,2024,1.0,True
00220561,037710,광주신세계,KOSPI,종합 소매업,2018,1.0,True
00220561,037710,광주신세계,KOSPI,종합 소매업,2019,1.0,True
00220561,037710,광주신세계,KOSPI,종합 소매업,2020,1.0,True
00220561,037710,광주신세계,KOSPI,종합 소매업,2021,2.0,True
00220561,037710,광주신세계,KOSPI,종합 소매업,2022,1.0,True
00220561,037710,광주신세계,KOSPI,종합 소매업,2023,1.0,True
00220561,037710,광주신세계,KOSPI,종합 소매업,2024,2.0,True
00198697,020760,일진디스플,KOSPI,반도체 제조업,2018,2.0,True
00198697,020760,일진디스플,KOSPI,반도체 제조업,2019,1.0,True
00198697,020760,일진디스플,KOSPI,반도체 제조업,2020,1.0,True
00198697,020760,일진디스플,KOSPI,반도체 제조업,2021,1.0,True
00198697,020760,일진디스플,KOSPI,반도체 제조업,2022,3.0,True
00198697,020760,일진디스플,KOSPI,반도체 제조업,2023,1.0,True
00198697,020760,일진디스플,KOSPI,반도체 제조업,2024,1.0,True
00390055,063160,종근당바이오,KOSPI,의약품 제조업,2018,2.0,True
00390055,063160,종근당바이오,KOSPI,의약품 제조업,2019,2.0,True
00390055,063160,종근당바이오,KOSPI,의약품 제조업,2020,1.0,True
00390055,063160,종근당바이오,KOSPI,의약품 제조업,2021,1.0,True
00390055,063160,종근당바이오,KOSPI,의약품 제조업,2022,1.0,True
00390055,063160,종근당바이오,KOSPI,의약품 제조업,2023,1.0,True
00390055,063160,종근당바이오,KOSPI,의약품 제조업,2024,1.0,True
00170558,021240,코웨이,KOSPI,그외 기타 개인 서비스업,2018,2.0,True
00170558,021240,코웨이,KOSPI,그외 기타 개인 서비스업,2019,1.0,True
00170558,021240,코웨이,KOSPI,그외 기타 개인 서비스업,2020,1.0,True
00170558,021240,코웨이,KOSPI,그외 기타 개인 서비스업,2021,2.0,True
00170558,021240,코웨이,KOSPI,그외 기타 개인 서비스업,2022,1.0,True
00170558,021240,코웨이,KOSPI,그외 기타 개인 서비스업,2023,2.0,True
00170558,021240,코웨이,KOSPI,그외 기타 개인 서비스업,2024,1.0,True
00377610,058650,세아홀딩스,KOSPI,1차 철강 제조업,2018,1.0,True
00377610,058650,세아홀딩스,KOSPI,1차 철강 제조업,2019,1.0,True
00377610,058650,세아홀딩스,KOSPI,1차 철강 제조업,2020,1.0,True
00377610,058650,세아홀딩스,KOSPI,1차 철강 제조업,2021,2.0,True
00377610,058650,세아홀딩스,KOSPI,1차 철강 제조업,2022,1.0,True
00377610,058650,세아홀딩스,KOSPI,1차 철강 제조업,2023,3.0,True
00377610,058650,세아홀딩스,KOSPI,1차 철강 제조업,2024,1.0,True
00356370,051900,LG생활건강,KOSPI,기타 화학제품 제조업,2018,1.0,True
00356370,051900,LG생활건강,KOSPI,기타 화학제품 제조업,2019,1.0,True
00356370,051900,LG생활건강,KOSPI,기타 화학제품 제조업,2020,1.0,True
00356370,051900,LG생활건강,KOSPI,기타 화학제품 제조업,2021,2.0,True
00356370,051900,LG생활건강,KOSPI,기타 화학제품 제조업,2022,1.0,True
00356370,051900,LG생활건강,KOSPI,기타 화학제품 제조업,2023,1.0,True
00356370,051900,LG생활건강,KOSPI,기타 화학제품 제조업,2024,1.0,True
00356361,051910,LG화학,KOSPI,기초 화학물질 제조업,2018,1.0,True
00356361,051910,LG화학,KOSPI,기초 화학물질 제조업,2019,2.0,True
00356361,051910,LG화학,KOSPI,기초 화학물질 제조업,2020,1.0,True
00356361,051910,LG화학,KOSPI,기초 화학물질 제조업,2021,1.0,True
00356361,051910,LG화학,KOSPI,기초 화학물질 제조업,2022,2.0,True
00356361,051910,LG화학,KOSPI,기초 화학물질 제조업,2023,1.0,True
00356361,051910,LG화학,KOSPI,기초 화학물질 제조업,2024,2.0,True
00124540,047040,대우건설,KOSPI,건물 건설업,2018,1.0,True
00124540,047040,대우건설,KOSPI,건물 건설업,2019,4.0,True
00124540,047040,대우건설,KOSPI,건물 건설업,2020,3.0,True
00124540,047040,대우건설,KOSPI,건물 건설업,2021,1.0,True
00124540,047040,대우건설,KOSPI,건물 건설업,2022,1.0,True
00124540,047040,대우건설,KOSPI,건물 건설업,2023,1.0,True
00124540,047040,대우건설,KOSPI,건물 건설업,2024,2.0,True
00124504,047050,포스코인터내셔널,KOSPI,상품 중개업,2018,1.0,True
00124504,047050,포스코인터내셔널,KOSPI,상품 중개업,2019,1.0,True
00124504,047050,포스코인터내셔널,KOSPI,상품 중개업,2020,1.0,True
00124504,047050,포스코인터내셔널,KOSPI,상품 중개업,2021,1.0,True
00124504,047050,포스코인터내셔널,KOSPI,상품 중개업,2022,1.0,True
00124504,047050,포스코인터내셔널,KOSPI,상품 중개업,2023,3.0,True
00124504,047050,포스코인터내셔널,KOSPI,상품 중개업,2024,1.0,True
00111704,042660,한화오션,KOSPI,선박 및 보트 건조업,2018,1.0,True
00111704,042660,한화오션,KOSPI,선박 및 보트 건조업,2019,1.0,True
00111704,042660,한화오션,KOSPI,선박 및 보트 건조업,2020,1.0,True
00111704,042660,한화오션,KOSPI,선박 및 보트 건조업,2021,1.0,True
00111704,042660,한화오션,KOSPI,선박 및 보트 건조업,2022,1.0,True
00111704,042660,한화오션,KOSPI,선박 및 보트 건조업,2023,2.0,True
00111704,042660,한화오션,KOSPI,선박 및 보트 건조업,2024,2.0,True
00347734,051630,진양화학,KOSPI,플라스틱제품 제조업,2018,1.0,True
00347734,051630,진양화학,KOSPI,플라스틱제품 제조업,2019,1.0,True
00347734,051630,진양화학,KOSPI,플라스틱제품 제조업,2020,1.0,True
00347734,051630,진양화학,KOSPI,플라스틱제품 제조업,2021,1.0,True
00347734,051630,진양화학,KOSPI,플라스틱제품 제조업,2022,1.0,True
00347734,051630,진양화학,KOSPI,플라스틱제품 제조업,2023,1.0,True
00347734,051630,진양화학,KOSPI,플라스틱제품 제조업,2024,1.0,True
00159616,034020,두산에너빌리티,KOSPI,일반 목적용 기계 제조업,2018,1.0,True
00159616,034020,두산에너빌리티,KOSPI,일반 목적용 기계 제조업,2019,1.0,True
00159616,034020,두산에너빌리티,KOSPI,일반 목적용 기계 제조업,2020,1.0,True
00159616,034020,두산에너빌리티,KOSPI,일반 목적용 기계 제조업,2021,1.0,True
00159616,034020,두산에너빌리티,KOSPI,일반 목적용 기계 제조업,2022,1.0,True
00159616,034020,두산에너빌리티,KOSPI,일반 목적용 기계 제조업,2023,7.0,True
00159616,034020,두산에너빌리티,KOSPI,일반 목적용 기계 제조업,2024,1.0,True
00160205,010040,한국내화,KOSPI,"내화, 비내화 요업제품 제조업",2018,2.0,True
00160205,010040,한국내화,KOSPI,"내화, 비내화 요업제품 제조업",2019,1.0,True
00160205,010040,한국내화,KOSPI,"내화, 비내화 요업제품 제조업",2020,1.0,True
00160205,010040,한국내화,KOSPI,"내화, 비내화 요업제품 제조업",2021,1.0,True
00160205,010040,한국내화,KOSPI,"내화, 비내화 요업제품 제조업",2022,1.0,True
00160205,010040,한국내화,KOSPI,"내화, 비내화 요업제품 제조업",2023,1.0,True
00160205,010040,한국내화,KOSPI,"내화, 비내화 요업제품 제조업",2024,1.0,True
00161976,016450,한세예스24홀딩스,KOSPI,봉제의복 제조업,2018,1.0,True
00161976,016450,한세예스24홀딩스,KOSPI,봉제의복 제조업,2019,1.0,True
00161976,016450,한세예스24홀딩스,KOSPI,봉제의복 제조업,2020,1.0,True
00161976,016450,한세예스24홀딩스,KOSPI,봉제의복 제조업,2021,1.0,True
00161976,016450,한세예스24홀딩스,KOSPI,봉제의복 제조업,2022,1.0,True
00161976,016450,한세예스24홀딩스,KOSPI,봉제의복 제조업,2023,1.0,True
00161976,016450,한세예스24홀딩스,KOSPI,봉제의복 제조업,2024,2.0,True
00111999,003220,대원제약,KOSPI,의약품 제조업,2018,1.0,True
00111999,003220,대원제약,KOSPI,의약품 제조업,2019,1.0,True
00111999,003220,대원제약,KOSPI,의약품 제조업,2020,3.0,True
00111999,003220,대원제약,KOSPI,의약품 제조업,2021,1.0,True
00111999,003220,대원제약,KOSPI,의약품 제조업,2022,1.0,True
00111999,003220,대원제약,KOSPI,의약품 제조업,2023,1.0,True
00111999,003220,대원제약,KOSPI,의약품 제조업,2024,1.0,True
00261285,036460,한국가스공사,KOSPI,연료용 가스 제조 및 배관공급업,2018,2.0,True
00261285,036460,한국가스공사,KOSPI,연료용 가스 제조 및 배관공급업,2019,1.0,True
00261285,036460,한국가스공사,KOSPI,연료용 가스 제조 및 배관공급업,2020,2.0,True
00261285,036460,한국가스공사,KOSPI,연료용 가스 제조 및 배관공급업,2021,3.0,True
00261285,036460,한국가스공사,KOSPI,연료용 가스 제조 및 배관공급업,2022,1.0,True
00261285,036460,한국가스공사,KOSPI,연료용 가스 제조 및 배관공급업,2023,2.0,True
00261285,036460,한국가스공사,KOSPI,연료용 가스 제조 및 배관공급업,2024,2.0,True
00104786,007120,미래아이앤지,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2018,1.0,True
00104786,007120,미래아이앤지,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2019,1.0,True
00104786,007120,미래아이앤지,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2020,1.0,True
00104786,007120,미래아이앤지,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2021,1.0,True
00104786,007120,미래아이앤지,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2022,1.0,True
00104786,007120,미래아이앤지,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2023,1.0,True
00104786,007120,미래아이앤지,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2024,2.0,True
00166519,000850,화천기공,KOSPI,특수 목적용 기계 제조업,2018,1.0,True
00166519,000850,화천기공,KOSPI,특수 목적용 기계 제조업,2019,1.0,True
00166519,000850,화천기공,KOSPI,특수 목적용 기계 제조업,2020,1.0,True
00166519,000850,화천기공,KOSPI,특수 목적용 기계 제조업,2021,1.0,True
00166519,000850,화천기공,KOSPI,특수 목적용 기계 제조업,2022,1.0,True
00166519,000850,화천기공,KOSPI,특수 목적용 기계 제조업,2023,1.0,True
00166519,000850,화천기공,KOSPI,특수 목적용 기계 제조업,2024,1.0,True
00260408,036580,팜스코,KOSPI,"곡물가공품, 전분 및 전분제품 제조업",2018,2.0,True
00260408,036580,팜스코,KOSPI,"곡물가공품, 전분 및 전분제품 제조업",2019,2.0,True
00260408,036580,팜스코,KOSPI,"곡물가공품, 전분 및 전분제품 제조업",2020,1.0,True
00260408,036580,팜스코,KOSPI,"곡물가공품, 전분 및 전분제품 제조업",2021,1.0,True
00260408,036580,팜스코,KOSPI,"곡물가공품, 전분 및 전분제품 제조업",2022,2.0,True
00260408,036580,팜스코,KOSPI,"곡물가공품, 전분 및 전분제품 제조업",2023,1.0,True
00260408,036580,팜스코,KOSPI,"곡물가공품, 전분 및 전분제품 제조업",2024,1.0,True
00244455,033780,케이티앤지,KOSPI,담배 제조업,2018,2.0,True
00244455,033780,케이티앤지,KOSPI,담배 제조업,2019,11.0,True
00244455,033780,케이티앤지,KOSPI,담배 제조업,2020,1.0,True
00244455,033780,케이티앤지,KOSPI,담배 제조업,2021,1.0,True
00244455,033780,케이티앤지,KOSPI,담배 제조업,2022,1.0,True
00244455,033780,케이티앤지,KOSPI,담배 제조업,2023,1.0,True
00244455,033780,케이티앤지,KOSPI,담배 제조업,2024,1.0,True
00177199,024090,디씨엠,KOSPI,1차 철강 제조업,2018,1.0,True
00177199,024090,디씨엠,KOSPI,1차 철강 제조업,2019,1.0,True
00177199,024090,디씨엠,KOSPI,1차 철강 제조업,2020,1.0,True
00177199,024090,디씨엠,KOSPI,1차 철강 제조업,2021,1.0,True
00177199,024090,디씨엠,KOSPI,1차 철강 제조업,2022,1.0,True
00177199,024090,디씨엠,KOSPI,1차 철강 제조업,2023,1.0,True
00177199,024090,디씨엠,KOSPI,1차 철강 제조업,2024,2.0,True
00140168,035000,HS애드,KOSPI,광고업,2018,2.0,True
00140168,035000,HS애드,KOSPI,광고업,2019,1.0,True
00140168,035000,HS애드,KOSPI,광고업,2020,1.0,True
00140168,035000,HS애드,KOSPI,광고업,2021,1.0,True
00140168,035000,HS애드,KOSPI,광고업,2022,1.0,True
00140168,035000,HS애드,KOSPI,광고업,2023,2.0,True
00140168,035000,HS애드,KOSPI,광고업,2024,1.0,True
00260383,006650,대한유화,KOSPI,기초 화학물질 제조업,2018,1.0,True
00260383,006650,대한유화,KOSPI,기초 화학물질 제조업,2019,1.0,True
00260383,006650,대한유화,KOSPI,기초 화학물질 제조업,2020,1.0,True
00260383,006650,대한유화,KOSPI,기초 화학물질 제조업,2021,1.0,True
00260383,006650,대한유화,KOSPI,기초 화학물질 제조업,2022,1.0,True
00260383,006650,대한유화,KOSPI,기초 화학물질 제조업,2023,1.0,True
00260383,006650,대한유화,KOSPI,기초 화학물질 제조업,2024,1.0,True
00122551,035150,백산,KOSPI,플라스틱제품 제조업,2018,1.0,True
00122551,035150,백산,KOSPI,플라스틱제품 제조업,2019,1.0,True
00122551,035150,백산,KOSPI,플라스틱제품 제조업,2020,2.0,True
00122551,035150,백산,KOSPI,플라스틱제품 제조업,2021,2.0,True
00122551,035150,백산,KOSPI,플라스틱제품 제조업,2022,1.0,True
00122551,035150,백산,KOSPI,플라스틱제품 제조업,2023,1.0,True
00122551,035150,백산,KOSPI,플라스틱제품 제조업,2024,2.0,True
00125576,033250,체시스,KOSPI,자동차 신품 부품 제조업,2018,1.0,True
00125576,033250,체시스,KOSPI,자동차 신품 부품 제조업,2019,2.0,True
00125576,033250,체시스,KOSPI,자동차 신품 부품 제조업,2020,1.0,True
00125576,033250,체시스,KOSPI,자동차 신품 부품 제조업,2021,1.0,True
00125576,033250,체시스,KOSPI,자동차 신품 부품 제조업,2022,1.0,True
00125576,033250,체시스,KOSPI,자동차 신품 부품 제조업,2023,1.0,True
00125576,033250,체시스,KOSPI,자동차 신품 부품 제조업,2024,1.0,True
00146861,033240,자화전자,KOSPI,전자부품 제조업,2018,1.0,True
00146861,033240,자화전자,KOSPI,전자부품 제조업,2019,1.0,True
00146861,033240,자화전자,KOSPI,전자부품 제조업,2020,1.0,True
00146861,033240,자화전자,KOSPI,전자부품 제조업,2021,1.0,True
00146861,033240,자화전자,KOSPI,전자부품 제조업,2022,1.0,True
00146861,033240,자화전자,KOSPI,전자부품 제조업,2023,1.0,True
00146861,033240,자화전자,KOSPI,전자부품 제조업,2024,2.0,True
00190321,030200,케이티,KOSPI,전기 통신업,2018,1.0,True
00190321,030200,케이티,KOSPI,전기 통신업,2019,1.0,True
00190321,030200,케이티,KOSPI,전기 통신업,2020,1.0,True
00190321,030200,케이티,KOSPI,전기 통신업,2021,2.0,True
00190321,030200,케이티,KOSPI,전기 통신업,2022,1.0,True
00190321,030200,케이티,KOSPI,전기 통신업,2023,2.0,True
00190321,030200,케이티,KOSPI,전기 통신업,2024,1.0,True
00156150,019490,엑시큐어하이트론,KOSPI,영상 및 음향기기 제조업,2018,1.0,True
00156150,019490,엑시큐어하이트론,KOSPI,영상 및 음향기기 제조업,2019,1.0,True
00156150,019490,엑시큐어하이트론,KOSPI,영상 및 음향기기 제조업,2020,2.0,True
00156150,019490,엑시큐어하이트론,KOSPI,영상 및 음향기기 제조업,2021,3.0,True
00156150,019490,엑시큐어하이트론,KOSPI,영상 및 음향기기 제조업,2022,2.0,True
00156150,019490,엑시큐어하이트론,KOSPI,영상 및 음향기기 제조업,2023,2.0,True
00156150,019490,엑시큐어하이트론,KOSPI,영상 및 음향기기 제조업,2024,1.0,True
00148276,030000,제일기획,KOSPI,광고업,2018,1.0,True
00148276,030000,제일기획,KOSPI,광고업,2019,1.0,True
00148276,030000,제일기획,KOSPI,광고업,2020,2.0,True
00148276,030000,제일기획,KOSPI,광고업,2021,2.0,True
00148276,030000,제일기획,KOSPI,광고업,2022,1.0,True
00148276,030000,제일기획,KOSPI,광고업,2023,1.0,True
00148276,030000,제일기획,KOSPI,광고업,2024,1.0,True
00209780,029460,케이씨,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2018,2.0,True
00209780,029460,케이씨,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2019,2.0,True
00209780,029460,케이씨,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2020,1.0,True
00209780,029460,케이씨,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2021,1.0,True
00209780,029460,케이씨,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2022,1.0,True
00209780,029460,케이씨,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2023,1.0,True
00209780,029460,케이씨,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2024,1.0,True
00112022,024890,대원화성,KOSPI,플라스틱제품 제조업,2018,1.0,True
00112022,024890,대원화성,KOSPI,플라스틱제품 제조업,2019,1.0,True
00112022,024890,대원화성,KOSPI,플라스틱제품 제조업,2020,4.0,True
00112022,024890,대원화성,KOSPI,플라스틱제품 제조업,2021,2.0,True
00112022,024890,대원화성,KOSPI,플라스틱제품 제조업,2022,1.0,True
00112022,024890,대원화성,KOSPI,플라스틱제품 제조업,2023,1.0,True
00112022,024890,대원화성,KOSPI,플라스틱제품 제조업,2024,1.0,True
00165583,017940,E1,KOSPI,기타 전문 도매업,2018,1.0,True
00165583,017940,E1,KOSPI,기타 전문 도매업,2019,1.0,True
00165583,017940,E1,KOSPI,기타 전문 도매업,2020,1.0,True
00165583,017940,E1,KOSPI,기타 전문 도매업,2021,1.0,True
00165583,017940,E1,KOSPI,기타 전문 도매업,2022,1.0,True
00165583,017940,E1,KOSPI,기타 전문 도매업,2023,1.0,True
00165583,017940,E1,KOSPI,기타 전문 도매업,2024,2.0,True
00144164,018670,SK가스,KOSPI,기타 전문 도매업,2018,1.0,True
00144164,018670,SK가스,KOSPI,기타 전문 도매업,2019,1.0,True
00144164,018670,SK가스,KOSPI,기타 전문 도매업,2020,1.0,True
00144164,018670,SK가스,KOSPI,기타 전문 도매업,2021,1.0,True
00144164,018670,SK가스,KOSPI,기타 전문 도매업,2022,1.0,True
00144164,018670,SK가스,KOSPI,기타 전문 도매업,2023,2.0,True
00144164,018670,SK가스,KOSPI,기타 전문 도매업,2024,1.0,True
00176914,023590,다우기술,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2018,4.0,True
00176914,023590,다우기술,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2019,1.0,True
00176914,023590,다우기술,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2020,7.0,True
00176914,023590,다우기술,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2021,2.0,True
00176914,023590,다우기술,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2022,1.0,True
00176914,023590,다우기술,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2023,2.0,True
00176914,023590,다우기술,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2024,1.0,True
00140779,014440,영보화학,KOSPI,플라스틱제품 제조업,2018,1.0,True
00140779,014440,영보화학,KOSPI,플라스틱제품 제조업,2019,1.0,True
00140779,014440,영보화학,KOSPI,플라스틱제품 제조업,2020,1.0,True
00140779,014440,영보화학,KOSPI,플라스틱제품 제조업,2021,1.0,True
00140779,014440,영보화학,KOSPI,플라스틱제품 제조업,2022,1.0,True
00140779,014440,영보화학,KOSPI,플라스틱제품 제조업,2023,1.0,True
00140779,014440,영보화학,KOSPI,플라스틱제품 제조업,2024,1.0,True
00139889,011790,SKC,KOSPI,기타 화학제품 제조업,2018,1.0,True
00139889,011790,SKC,KOSPI,기타 화학제품 제조업,2019,1.0,True
00139889,011790,SKC,KOSPI,기타 화학제품 제조업,2020,2.0,True
00139889,011790,SKC,KOSPI,기타 화학제품 제조업,2021,2.0,True
00139889,011790,SKC,KOSPI,기타 화학제품 제조업,2022,1.0,True
00139889,011790,SKC,KOSPI,기타 화학제품 제조업,2023,2.0,True
00139889,011790,SKC,KOSPI,기타 화학제품 제조업,2024,2.0,True
00159564,025890,한국주강,KOSPI,특수 목적용 기계 제조업,2018,1.0,True
00159564,025890,한국주강,KOSPI,특수 목적용 기계 제조업,2019,1.0,True
00159564,025890,한국주강,KOSPI,특수 목적용 기계 제조업,2020,1.0,True
00159564,025890,한국주강,KOSPI,특수 목적용 기계 제조업,2021,2.0,True
00159564,025890,한국주강,KOSPI,특수 목적용 기계 제조업,2022,1.0,True
00159564,025890,한국주강,KOSPI,특수 목적용 기계 제조업,2023,1.0,True
00159564,025890,한국주강,KOSPI,특수 목적용 기계 제조업,2024,1.0,True
00114154,024900,디와이덕양,KOSPI,자동차 신품 부품 제조업,2018,1.0,True
00114154,024900,디와이덕양,KOSPI,자동차 신품 부품 제조업,2019,1.0,True
00114154,024900,디와이덕양,KOSPI,자동차 신품 부품 제조업,2020,2.0,True
00114154,024900,디와이덕양,KOSPI,자동차 신품 부품 제조업,2021,2.0,True
00114154,024900,디와이덕양,KOSPI,자동차 신품 부품 제조업,2022,2.0,True
00114154,024900,디와이덕양,KOSPI,자동차 신품 부품 제조업,2023,1.0,True
00114154,024900,디와이덕양,KOSPI,자동차 신품 부품 제조업,2024,1.0,True
00121969,023960,에쓰씨엔지니어링,KOSPI,토목 건설업,2018,1.0,True
00121969,023960,에쓰씨엔지니어링,KOSPI,토목 건설업,2019,2.0,True
00121969,023960,에쓰씨엔지니어링,KOSPI,토목 건설업,2020,2.0,True
00121969,023960,에쓰씨엔지니어링,KOSPI,토목 건설업,2021,2.0,True
00121969,023960,에쓰씨엔지니어링,KOSPI,토목 건설업,2022,1.0,True
00121969,023960,에쓰씨엔지니어링,KOSPI,토목 건설업,2023,2.0,True
00121969,023960,에쓰씨엔지니어링,KOSPI,토목 건설업,2024,2.0,True
00103510,023800,인지컨트롤스,KOSPI,자동차 신품 부품 제조업,2018,1.0,True
00103510,023800,인지컨트롤스,KOSPI,자동차 신품 부품 제조업,2019,1.0,True
00103510,023800,인지컨트롤스,KOSPI,자동차 신품 부품 제조업,2020,1.0,True
00103510,023800,인지컨트롤스,KOSPI,자동차 신품 부품 제조업,2021,1.0,True
00103510,023800,인지컨트롤스,KOSPI,자동차 신품 부품 제조업,2022,1.0,True
00103510,023800,인지컨트롤스,KOSPI,자동차 신품 부품 제조업,2023,1.0,True
00103510,023800,인지컨트롤스,KOSPI,자동차 신품 부품 제조업,2024,2.0,True
00186559,031820,아이티센씨티에스,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2018,1.0,True
00186559,031820,아이티센씨티에스,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2019,1.0,True
00186559,031820,아이티센씨티에스,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2020,2.0,True
00186559,031820,아이티센씨티에스,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2021,1.0,True
00186559,031820,아이티센씨티에스,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2022,1.0,True
00186559,031820,아이티센씨티에스,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2023,1.0,True
00186559,031820,아이티센씨티에스,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2024,1.0,True
00181943,025530,에스제이엠홀딩스,KOSPI,자동차 부품 및 내장품 판매업,2018,1.0,True
00181943,025530,에스제이엠홀딩스,KOSPI,자동차 부품 및 내장품 판매업,2019,1.0,True
00181943,025530,에스제이엠홀딩스,KOSPI,자동차 부품 및 내장품 판매업,2020,1.0,True
00181943,025530,에스제이엠홀딩스,KOSPI,자동차 부품 및 내장품 판매업,2021,2.0,True
00181943,025530,에스제이엠홀딩스,KOSPI,자동차 부품 및 내장품 판매업,2022,1.0,True
00181943,025530,에스제이엠홀딩스,KOSPI,자동차 부품 및 내장품 판매업,2023,1.0,True
00181943,025530,에스제이엠홀딩스,KOSPI,자동차 부품 및 내장품 판매업,2024,1.0,True
00164779,000660,SK하이닉스,KOSPI,반도체 제조업,2018,2.0,True
00164779,000660,SK하이닉스,KOSPI,반도체 제조업,2019,1.0,True
00164779,000660,SK하이닉스,KOSPI,반도체 제조업,2020,2.0,True
00164779,000660,SK하이닉스,KOSPI,반도체 제조업,2021,1.0,True
00164779,000660,SK하이닉스,KOSPI,반도체 제조업,2022,1.0,True
00164779,000660,SK하이닉스,KOSPI,반도체 제조업,2023,1.0,True
00164779,000660,SK하이닉스,KOSPI,반도체 제조업,2024,1.0,True
00121534,023150,MH에탄올,KOSPI,알코올음료 제조업,2018,1.0,True
00121534,023150,MH에탄올,KOSPI,알코올음료 제조업,2019,1.0,True
00121534,023150,MH에탄올,KOSPI,알코올음료 제조업,2020,1.0,True
00121534,023150,MH에탄올,KOSPI,알코올음료 제조업,2021,1.0,True
00121534,023150,MH에탄올,KOSPI,알코올음료 제조업,2022,1.0,True
00121534,023150,MH에탄올,KOSPI,알코올음료 제조업,2023,1.0,True
00121534,023150,MH에탄올,KOSPI,알코올음료 제조업,2024,1.0,True
00115065,023450,동남합성,KOSPI,기초 화학물질 제조업,2018,1.0,True
00115065,023450,동남합성,KOSPI,기초 화학물질 제조업,2019,1.0,True
00115065,023450,동남합성,KOSPI,기초 화학물질 제조업,2020,1.0,True
00115065,023450,동남합성,KOSPI,기초 화학물질 제조업,2021,2.0,True
00115065,023450,동남합성,KOSPI,기초 화학물질 제조업,2022,1.0,True
00115065,023450,동남합성,KOSPI,기초 화학물질 제조업,2023,1.0,True
00115065,023450,동남합성,KOSPI,기초 화학물질 제조업,2024,1.0,True
00126308,028050,삼성E&A,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2018,1.0,True
00126308,028050,삼성E&A,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2019,1.0,True
00126308,028050,삼성E&A,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2020,6.0,True
00126308,028050,삼성E&A,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2021,1.0,True
