corp_code,corp_name,stock_code,corp_cls,report_nm,rcept_no,flr_nm,rcept_dt,rm,filing_year,query_bgn_de,query_end_de
00295857,코다코,046070,K,분기보고서 (2019.09),20191114002561,코다코,20191114,,2019,20191101,20191130
00633835,HJ중공업,097230,Y,분기보고서 (2019.09),20191114002560,HJ중공업,20191114,,2019,20191101,20191130
00115694,DB증권,016610,Y,분기보고서 (2019.09),20191114002559,DB증권,20191114,,2019,20191101,20191130
00100814,포스코이앤씨,,E,분기보고서 (2019.09),20191114002558,포스코이앤씨,20191114,정,2019,20191101,20191130
00138020,SK실트론,,E,분기보고서 (2019.09),20191114002557,SK실트론,20191114,,2019,20191101,20191130
00693554,티케이케미칼,104480,K,분기보고서 (2019.09),20191114002556,티케이케미칼,20191114,,2019,20191101,20191130
00422284,메가스터디,072870,K,분기보고서 (2019.09),20191114002553,메가스터디,20191114,,2019,20191101,20191130
00393469,녹원씨엔아이,065560,E,분기보고서 (2019.09),20191114002552,녹원씨엔아이,20191114,,2019,20191101,20191130
00815086,네이처리퍼블릭,,E,분기보고서 (2019.09),20191114002549,네이처리퍼블릭,20191114,,2019,20191101,20191130
00556907,에이스테크,088800,K,분기보고서 (2019.09),20191114002548,에이스테크,20191114,,2019,20191101,20191130
00163512,한진,002320,Y,분기보고서 (2019.09),20191114002547,한진,20191114,,2019,20191101,20191130
00101664,경보제약,214390,Y,분기보고서 (2019.09),20191114002544,경보제약,20191114,,2019,20191101,20191130
00222532,LG헬로비전,037560,Y,분기보고서 (2019.09),20191114002543,LG헬로비전,20191114,,2019,20191101,20191130
00112332,미래에셋생명,085620,Y,분기보고서 (2019.09),20191114002542,미래에셋생명,20191114,,2019,20191101,20191130
01044597,얍컴퍼니,,E,분기보고서 (2019.09),20191114002541,얍컴퍼니,20191114,,2019,20191101,20191130
00104856,삼성증권,016360,Y,분기보고서 (2019.09),20191114002540,삼성증권,20191114,,2019,20191101,20191130
00407814,CG인바이츠,083790,K,분기보고서 (2019.09),20191114002539,CG인바이츠,20191114,,2019,20191101,20191130
00120289,제이에스티나,026040,K,분기보고서 (2019.09),20191114002538,제이에스티나,20191114,,2019,20191101,20191130
00129554,갤럭시아에스엠,011420,Y,분기보고서 (2019.09),20191114002537,갤럭시아에스엠,20191114,,2019,20191101,20191130
00146083,일동홀딩스,000230,Y,분기보고서 (2019.09),20191114002535,일동홀딩스,20191114,정,2019,20191101,20191130
00390860,대산F&B,065150,K,분기보고서 (2019.09),20191114002534,대산F&B,20191114,정,2019,20191101,20191130
00656021,비에프랩스,139050,E,분기보고서 (2019.09),20191114002532,비에프랩스,20191114,,2019,20191101,20191130
00124656,비씨카드,,E,분기보고서 (2019.09),20191114002531,비씨카드,20191114,,2019,20191101,20191130
00159795,한국카본,017960,Y,분기보고서 (2019.09),20191114002530,한국카본,20191114,,2019,20191101,20191130
01075126,사토시홀딩스,223310,K,분기보고서 (2019.09),20191114002528,사토시홀딩스,20191114,,2019,20191101,20191130
01037214,킵스파마,256940,K,분기보고서 (2019.09),20191114002527,킵스파마,20191114,정,2019,20191101,20191130
01067516,골프존,215000,K,분기보고서 (2019.09),20191114002526,골프존,20191114,,2019,20191101,20191130
00181712,SK,034730,Y,분기보고서 (2019.09),20191114002524,SK,20191114,,2019,20191101,20191130
00131850,SK증권,001510,Y,분기보고서 (2019.09),20191114002523,SK증권,20191114,,2019,20191101,20191130
00806972,매직마이크로,127160,E,분기보고서 (2019.09),20191114002522,매직마이크로,20191114,,2019,20191101,20191130
00803869,에이플러스리얼티,,E,분기보고서 (2019.09),20191114002519,에이플러스리얼티,20191114,,2019,20191101,20191130
00476498,컴투스,078340,K,분기보고서 (2019.09),20191114002518,컴투스,20191114,,2019,20191101,20191130
00128315,삼지전자,037460,K,분기보고서 (2019.09),20191114002515,삼지전자,20191114,,2019,20191101,20191130
00162993,한일홀딩스,003300,Y,분기보고서 (2019.09),20191114002513,한일홀딩스,20191114,,2019,20191101,20191130
00159616,두산에너빌리티,034020,Y,분기보고서 (2019.09),20191114002511,두산에너빌리티,20191114,,2019,20191101,20191130
01006445,에스알,,E,분기보고서 (2019.09),20191114002510,에스알,20191114,,2019,20191101,20191130
00128555,삼천리,004690,Y,분기보고서 (2019.09),20191114002509,삼천리,20191114,,2019,20191101,20191130
00112882,교보생명보험,,E,[첨부추가]분기보고서 (2019.09),20191114002172,교보생명보험,20191114,,2019,20191101,20191130
00432102,한국금융지주,071050,Y,분기보고서 (2019.09),20191114002507,한국금융지주,20191114,,2019,20191101,20191130
01038693,드림시큐리티,203650,K,분기보고서 (2019.09),20191114002506,드림시큐리티,20191114,,2019,20191101,20191130
00447502,바이오톡스텍,086040,K,분기보고서 (2019.09),20191114002505,바이오톡스텍,20191114,,2019,20191101,20191130
01205851,HD현대일렉트릭,267260,Y,분기보고서 (2019.09),20191114002504,HD현대일렉트릭,20191114,,2019,20191101,20191130
00111810,대웅,003090,Y,분기보고서 (2019.09),20191114002502,대웅,20191114,,2019,20191101,20191130
00535746,컴투스홀딩스,063080,K,분기보고서 (2019.09),20191114002499,컴투스홀딩스,20191114,정,2019,20191101,20191130
00251738,미래에셋캐피탈,,E,분기보고서 (2019.09),20191114002498,미래에셋캐피탈,20191114,,2019,20191101,20191130
00362159,웰크론,065950,K,분기보고서 (2019.09),20191114002497,웰크론,20191114,,2019,20191101,20191130
01346486,서브원,,E,분기보고서 (2019.09),20191114002496,서브원,20191114,,2019,20191101,20191130
00403632,현대퓨처넷,126560,Y,분기보고서 (2019.09),20191114002495,현대퓨처넷,20191114,,2019,20191101,20191130
00194275,코너스톤네트웍스,033110,E,분기보고서 (2019.09),20191114002494,코너스톤네트웍스,20191114,정,2019,20191101,20191130
00674498,골프존홀딩스,121440,K,분기보고서 (2019.09),20191114002493,골프존홀딩스,20191114,,2019,20191101,20191130
01256864,에이비엘바이오,298380,K,분기보고서 (2019.09),20191114002492,에이비엘바이오,20191114,,2019,20191101,20191130
00242378,이지홀딩스,035810,K,분기보고서 (2019.09),20191114002491,이지홀딩스,20191114,정,2019,20191101,20191130
00261285,한국가스공사,036460,Y,분기보고서 (2019.09),20191114002490,한국가스공사,20191114,,2019,20191101,20191130
01028322,아리바이오,,E,분기보고서 (2019.09),20191114002489,아리바이오,20191114,,2019,20191101,20191130
01011395,레몬,294140,K,분기보고서 (2019.09),20191114002487,레몬,20191114,,2019,20191101,20191130
00351092,삼보모터스,053700,K,분기보고서 (2019.09),20191114002486,삼보모터스,20191114,,2019,20191101,20191130
00475976,인콘,083640,K,분기보고서 (2019.09),20191114002485,인콘,20191114,,2019,20191101,20191130
00155531,풍산홀딩스,005810,Y,분기보고서 (2019.09),20191114002484,풍산홀딩스,20191114,,2019,20191101,20191130
01205709,HD현대,267250,Y,분기보고서 (2019.09),20191114002482,HD현대,20191114,정,2019,20191101,20191130
00163673,한진중공업홀딩스,003480,Y,분기보고서 (2019.09),20191114002481,한진중공업홀딩스,20191114,,2019,20191101,20191130
01160363,에코프로비엠,247540,K,분기보고서 (2019.09),20191114002480,에코프로비엠,20191114,,2019,20191101,20191130
00266961,NAVER,035420,Y,분기보고서 (2019.09),20191114002479,NAVER,20191114,,2019,20191101,20191130
00652423,인바이오젠,101140,Y,분기보고서 (2019.09),20191114002478,인바이오젠,20191114,,2019,20191101,20191130
00410739,푸른소나무,057880,E,[기재정정]분기보고서 (2019.09),20191114002477,푸른소나무,20191114,,2019,20191101,20191130
00133812,세방,004360,Y,분기보고서 (2019.09),20191114002475,세방,20191114,,2019,20191101,20191130
00395324,디앤오,,E,분기보고서 (2019.09),20191114002474,디앤오,20191114,,2019,20191101,20191130
00265421,인지디스플레,037330,K,분기보고서 (2019.09),20191114002473,인지디스플레,20191114,,2019,20191101,20191130
00918222,엘앤케이바이오,156100,K,분기보고서 (2019.09),20191114002472,엘앤케이바이오,20191114,,2019,20191101,20191130
00351454,더테크놀로지,043090,K,분기보고서 (2019.09),20191114002471,더테크놀로지,20191114,,2019,20191101,20191130
00152385,에이프로젠,007460,Y,분기보고서 (2019.09),20191114002470,에이프로젠,20191114,,2019,20191101,20191130
00406046,HD현대마린엔진,071970,Y,분기보고서 (2019.09),20191114002469,HD현대마린엔진,20191114,,2019,20191101,20191130
00531917,톱텍,108230,K,분기보고서 (2019.09),20191114002468,톱텍,20191114,,2019,20191101,20191130
00365387,AJ네트웍스,095570,Y,분기보고서 (2019.09),20191114002467,AJ네트웍스,20191114,,2019,20191101,20191130
00357935,HDC현대EP,089470,Y,분기보고서 (2019.09),20191114002466,HDC현대EP,20191114,,2019,20191101,20191130
00334624,팍스넷,038160,E,분기보고서 (2019.09),20191114002465,팍스넷,20191114,,2019,20191101,20191130
00904663,롯데오토리스,,E,분기보고서 (2019.09),20191114002464,롯데오토리스,20191114,,2019,20191101,20191130
00632304,JW홀딩스,096760,Y,분기보고서 (2019.09),20191114002462,JW홀딩스,20191114,,2019,20191101,20191130
00138792,아시아나항공,020560,Y,분기보고서 (2019.09),20191114002461,아시아나항공,20191114,,2019,20191101,20191130
00828789,대성산업,128820,Y,분기보고서 (2019.09),20191114002460,대성산업,20191114,,2019,20191101,20191130
00922702,제이티비씨,,E,분기보고서 (2019.09),20191114002459,제이티비씨,20191114,,2019,20191101,20191130
00919966,신라젠,215600,K,분기보고서 (2019.09),20191114002458,신라젠,20191114,,2019,20191101,20191130
00112165,디아이씨,092200,Y,분기보고서 (2019.09),20191114002456,디아이씨,20191114,,2019,20191101,20191130
00110884,엠젠솔루션,032790,K,분기보고서 (2019.09),20191114002455,엠젠솔루션,20191114,,2019,20191101,20191130
00147295,전북은행,006350,E,분기보고서 (2019.09),20191114002453,전북은행,20191114,,2019,20191101,20191130
00287812,에코심플렉스,038870,K,분기보고서 (2019.09),20191114002452,에코심플렉스,20191114,,2019,20191101,20191130
00406037,CSA 코스믹,083660,K,분기보고서 (2019.09),20191114002450,CSA 코스믹,20191114,,2019,20191101,20191130
00120571,롯데칠성음료,005300,Y,[첨부추가]분기보고서 (2019.09),20191114002197,롯데칠성음료,20191114,,2019,20191101,20191130
00158316,NICE,034310,Y,분기보고서 (2019.09),20191114002448,NICE,20191114,,2019,20191101,20191130
00238782,다우데이타,032190,K,분기보고서 (2019.09),20191114002447,다우데이타,20191114,정,2019,20191101,20191130
00173449,빌리언스,044480,K,분기보고서 (2019.09),20191114002446,빌리언스,20191114,,2019,20191101,20191130
00244455,케이티앤지,033780,Y,분기보고서 (2019.09),20191114002445,케이티앤지,20191114,,2019,20191101,20191130
00120021,LG,003550,Y,분기보고서 (2019.09),20191114002444,LG,20191114,,2019,20191101,20191130
00760971,크래프톤,259960,Y,분기보고서 (2019.09),20191114002442,크래프톤,20191114,정,2019,20191101,20191130
00608316,대한과학,131220,K,분기보고서 (2019.09),20191114002441,대한과학,20191114,,2019,20191101,20191130
00661847,화인베스틸,133820,Y,분기보고서 (2019.09),20191114002439,화인베스틸,20191114,,2019,20191101,20191130
00105299,금강공업,014280,Y,분기보고서 (2019.09),20191114002438,금강공업,20191114,,2019,20191101,20191130
00109781,대림제지,017650,K,분기보고서 (2019.09),20191114002436,대림제지,20191114,,2019,20191101,20191130
00169048,HLB글로벌,003580,Y,분기보고서 (2019.09),20191114002435,HLB글로벌,20191114,,2019,20191101,20191130
00159643,한국증권금융,,E,분기보고서 (2019.09),20191114002434,한국증권금융,20191114,,2019,20191101,20191130
00828497,한미약품,128940,Y,분기보고서 (2019.09),20191114002433,한미약품,20191114,,2019,20191101,20191130
00152880,코오롱글로벌,003070,Y,분기보고서 (2019.09),20191114002432,코오롱글로벌,20191114,,2019,20191101,20191130
00102681,고려개발,004200,E,분기보고서 (2019.09),20191114002431,고려개발,20191114,,2019,20191101,20191130
00609485,웅진에너지,103130,E,분기보고서 (2019.09),20191114002430,웅진에너지,20191114,,2019,20191101,20191130
00148364,하림지주,003380,K,분기보고서 (2019.09),20191114002429,하림지주,20191114,정,2019,20191101,20191130
00161426,한미사이언스,008930,Y,분기보고서 (2019.09),20191114002424,한미사이언스,20191114,,2019,20191101,20191130
00199252,HLB,028300,K,분기보고서 (2019.09),20191114002422,HLB,20191114,,2019,20191101,20191130
00207676,롯데글로벌로지스,,E,분기보고서 (2019.09),20191114002420,롯데글로벌로지스,20191114,,2019,20191101,20191130
00437277,문경관광개발,,E,분기보고서 (2019.09),20191114002418,문경관광개발,20191114,,2019,20191101,20191130
00793155,핸디소프트,220180,K,[기재정정]반기보고서 (2019.06),20191114002417,핸디소프트,20191114,,2019,20191101,20191130
00671978,그리티,204020,K,분기보고서 (2019.09),20191114002416,그리티,20191114,,2019,20191101,20191130
00264918,포앤티,,E,분기보고서 (2019.09),20191114002415,포앤티,20191114,,2019,20191101,20191130
00234227,유진로봇,056080,K,분기보고서 (2019.09),20191114002414,유진로봇,20191114,,2019,20191101,20191130
00131832,SK디스커버리,006120,Y,분기보고서 (2019.09),20191114002413,SK디스커버리,20191114,,2019,20191101,20191130
00104698,LS네트웍스,000680,Y,분기보고서 (2019.09),20191114002412,LS네트웍스,20191114,,2019,20191101,20191130
00164609,에이치디현대미포,010620,E,분기보고서 (2019.09),20191114002411,에이치디현대미포,20191114,,2019,20191101,20191130
00116073,그린기술투자,025340,E,분기보고서 (2019.09),20191114002410,그린기술투자,20191114,,2019,20191101,20191130
00412597,현대홈쇼핑,057050,Y,분기보고서 (2019.09),20191114002409,현대홈쇼핑,20191114,,2019,20191101,20191130
00117212,두산,000150,Y,분기보고서 (2019.09),20191114002408,두산,20191114,,2019,20191101,20191130
00260356,산은캐피탈,008270,E,분기보고서 (2019.09),20191114002407,산은캐피탈,20191114,,2019,20191101,20191130
00831978,세명테크,,E,분기보고서 (2019.09),20191114002406,세명테크,20191114,,2019,20191101,20191130
00904672,넷마블,251270,Y,분기보고서 (2019.09),20191114002405,넷마블,20191114,정,2019,20191101,20191130
00492894,젬백스,082270,K,[기재정정]분기보고서 (2019.09),20191114002402,젬백스,20191114,,2019,20191101,20191130
00675594,디티앤씨,187220,K,분기보고서 (2019.09),20191114002400,디티앤씨,20191114,,2019,20191101,20191130
00164788,현대모비스,012330,Y,분기보고서 (2019.09),20191114002399,현대모비스,20191114,,2019,20191101,20191130
00347877,세영디앤씨,052190,E,[기재정정]분기보고서 (2019.09),20191114002398,세영디앤씨,20191114,,2019,20191101,20191130
01096341,넥슨게임즈,225570,K,분기보고서 (2019.09),20191114002397,넥슨게임즈,20191114,,2019,20191101,20191130
00305570,코스리거글로벌,043710,K,분기보고서 (2019.09),20191114002396,코스리거글로벌,20191114,,2019,20191101,20191130
00390514,이루온,065440,K,분기보고서 (2019.09),20191114002395,이루온,20191114,,2019,20191101,20191130
00106368,금호석유화학,011780,Y,분기보고서 (2019.09),20191114002394,금호석유화학,20191114,,2019,20191101,20191130
00923899,참존글로벌,158310,E,분기보고서 (2019.09),20191114002393,참존글로벌,20191114,,2019,20191101,20191130
00761952,아나패스,123860,K,분기보고서 (2019.09),20191114002392,아나패스,20191114,,2019,20191101,20191130
00980122,JB금융지주,175330,Y,분기보고서 (2019.09),20191114002391,JB금융지주,20191114,,2019,20191101,20191130
00684732,풀무원식품,103160,E,분기보고서 (2019.09),20191114002390,풀무원식품,20191114,,2019,20191101,20191130
00353878,다스코,058730,Y,[기재정정]분기보고서 (2019.09),20191114002388,다스코,20191114,,2019,20191101,20191130
00964595,엔바이오니아,317870,K,분기보고서 (2019.09),20191114002389,엔바이오니아,20191114,정,2019,20191101,20191130
00143651,웅진,016880,Y,분기보고서 (2019.09),20191114002387,웅진,20191114,,2019,20191101,20191130
00613318,와이지엔터테인먼트,122870,K,분기보고서 (2019.09),20191114002386,와이지엔터테인먼트,20191114,,2019,20191101,20191130
00219486,신세계I&C,035510,Y,분기보고서 (2019.09),20191114002384,신세계I&C,20191114,,2019,20191101,20191130
00225706,JW생명과학,234080,Y,분기보고서 (2019.09),20191114002383,JW생명과학,20191114,,2019,20191101,20191130
00635134,CJ제일제당,097950,Y,분기보고서 (2019.09),20191114002382,CJ제일제당,20191114,,2019,20191101,20191130
00108913,대교,019680,Y,분기보고서 (2019.09),20191114002381,대교,20191114,,2019,20191101,20191130
00141626,오리엔트바이오,002630,Y,반기보고서 (2019.09),20191114002380,오리엔트바이오,20191114,,2019,20191101,20191130
00761059,펌텍코리아,251970,K,분기보고서 (2019.09),20191114002379,펌텍코리아,20191114,,2019,20191101,20191130
01228931,프리닉스,,E,분기보고서 (2019.09),20191114002378,프리닉스,20191114,,2019,20191101,20191130
00164308,이마트에브리데이,010090,E,분기보고서 (2019.09),20191114002377,이마트에브리데이,20191114,,2019,20191101,20191130
00535481,에스와이,109610,K,분기보고서 (2019.09),20191114002376,에스와이,20191114,,2019,20191101,20191130
00204208,마니커,027740,Y,분기보고서 (2019.09),20191114002375,마니커,20191114,,2019,20191101,20191130
00155355,풀무원,017810,Y,분기보고서 (2019.09),20191114002374,풀무원,20191114,,2019,20191101,20191130
00549891,케어젠,214370,K,분기보고서 (2019.09),20191114002373,케어젠,20191114,,2019,20191101,20191130
00132804,성신양회,004980,Y,분기보고서 (2019.09),20191114002372,성신양회,20191114,,2019,20191101,20191130
00166333,화신테크,086250,E,분기보고서 (2019.09),20191114002371,화신테크,20191114,,2019,20191101,20191130
00424529,한화건설,,E,분기보고서 (2019.09),20191114002370,한화건설,20191114,,2019,20191101,20191130
00683450,평택에너지앤파워,,E,분기보고서 (2019.09),20191114002369,평택에너지앤파워,20191114,,2019,20191101,20191130
00883980,아이디스,143160,K,분기보고서 (2019.09),20191114002368,아이디스,20191114,,2019,20191101,20191130
00108940,대성홀딩스,016710,Y,분기보고서 (2019.09),20191114002367,대성홀딩스,20191114,,2019,20191101,20191130
00100258,에스마크,030270,E,분기보고서 (2019.09),20191114002366,에스마크,20191114,,2019,20191101,20191130
00159209,한전기술,052690,Y,분기보고서 (2019.09),20191114002365,한전기술,20191114,,2019,20191101,20191130
01277104,하임바이오,,E,분기보고서 (2019.09),20191114002362,하임바이오,20191114,,2019,20191101,20191130
00139764,에넥스,011090,Y,분기보고서 (2019.09),20191114002361,에넥스,20191114,,2019,20191101,20191130
00985686,큐브엔터,182360,K,분기보고서 (2019.09),20191114002360,큐브엔터,20191114,,2019,20191101,20191130
00173661,에스지신성건설,001970,E,분기보고서 (2019.09),20191114002359,에스지신성건설,20191114,,2019,20191101,20191130
00144818,유유제약,000220,Y,분기보고서 (2019.09),20191114002358,유유제약,20191114,,2019,20191101,20191130
00992808,디더블유미디어홀딩스,,E,분기보고서 (2019.09),20191114002357,디더블유미디어홀딩스,20191114,,2019,20191101,20191130
00131799,에스케이에코플랜트,,E,분기보고서 (2019.09),20191114002355,에스케이에코플랜트,20191114,,2019,20191101,20191130
00141282,아이파크영창,001890,E,분기보고서 (2019.09),20191114002354,아이파크영창,20191114,,2019,20191101,20191130
00299464,초록뱀미디어,047820,K,분기보고서 (2019.09),20191114002353,초록뱀미디어,20191114,,2019,20191101,20191130
00455112,금빛,045890,E,분기보고서 (2019.09),20191114002352,금빛,20191114,정,2019,20191101,20191130
00159290,한국아트라스비엑스,023890,E,분기보고서 (2019.09),20191114002351,한국아트라스비엑스,20191114,,2019,20191101,20191130
00216337,한국복합물류,,E,분기보고서 (2019.09),20191114002350,한국복합물류,20191114,,2019,20191101,20191130
00165583,E1,017940,Y,분기보고서 (2019.09),20191114002349,E1,20191114,,2019,20191101,20191130
00165459,GS칼텍스,,E,분기보고서 (2019.09),20191114002347,GS칼텍스,20191114,,2019,20191101,20191130
00971726,옵티팜,153710,K,분기보고서 (2019.09),20191114002344,옵티팜,20191114,,2019,20191101,20191130
00122481,태경비케이,014580,Y,분기보고서 (2019.09),20191114002343,태경비케이,20191114,,2019,20191101,20191130
00249034,드림라인,035430,E,분기보고서 (2019.09),20191114002342,드림라인,20191114,,2019,20191101,20191130
00541437,코렌텍,104540,K,분기보고서 (2019.09),20191114002340,코렌텍,20191114,정,2019,20191101,20191130
00606293,나이스디앤비,130580,K,분기보고서 (2019.09),20191114002339,나이스디앤비,20191114,정,2019,20191101,20191130
00234865,세종,,E,분기보고서 (2019.09),20191114002338,세종,20191114,,2019,20191101,20191130
00308896,셀피글로벌,068940,K,분기보고서 (2019.09),20191114002337,셀피글로벌,20191114,,2019,20191101,20191130
00965813,미투온,201490,K,분기보고서 (2019.09),20191114002336,미투온,20191114,,2019,20191101,20191130
00359580,아이디스홀딩스,054800,K,분기보고서 (2019.09),20191114002335,아이디스홀딩스,20191114,,2019,20191101,20191130
00925295,에프엔씨엔터,173940,K,분기보고서 (2019.09),20191114002334,에프엔씨엔터,20191114,,2019,20191101,20191130
00475985,시너지이노베이션,048870,K,분기보고서 (2019.09),20191114002333,시너지이노베이션,20191114,,2019,20191101,20191130
00113535,대한해운,005880,Y,분기보고서 (2019.09),20191114002331,대한해운,20191114,정,2019,20191101,20191130
00117027,알루코,001780,Y,분기보고서 (2019.09),20191114002330,알루코,20191114,,2019,20191101,20191130
00112004,알앤엘재생의학연구소,003190,E,분기보고서 (2019.09),20191114002329,알앤엘재생의학연구소,20191114,,2019,20191101,20191130
01062867,디알텍,214680,K,분기보고서 (2019.09),20191114002327,디알텍,20191114,,2019,20191101,20191130
00127954,CJ프레시웨이,051500,K,분기보고서 (2019.09),20191114002326,CJ프레시웨이,20191114,,2019,20191101,20191130
00378628,KH바텍,060720,K,분기보고서 (2019.09),20191114002325,KH바텍,20191114,,2019,20191101,20191130
00379016,이엘케이,094190,E,분기보고서 (2019.09),20191114002324,이엘케이,20191114,,2019,20191101,20191130
00102618,계양전기,012200,Y,분기보고서 (2019.09),20191114002323,계양전기,20191114,,2019,20191101,20191130
00895985,파주에너지서비스,,E,분기보고서 (2019.09),20191114002322,파주에너지서비스,20191114,,2019,20191101,20191130
00458234,아시아나IDT,267850,Y,분기보고서 (2019.09),20191114002321,아시아나IDT,20191114,,2019,20191101,20191130
00427483,대웅제약,069620,Y,분기보고서 (2019.09),20191114002320,대웅제약,20191114,,2019,20191101,20191130
00126779,삼아알미늄,006110,Y,분기보고서 (2019.09),20191114002319,삼아알미늄,20191114,,2019,20191101,20191130
00303794,쇼박스,086980,K,분기보고서 (2019.09),20191114002318,쇼박스,20191114,,2019,20191101,20191130
00106641,기아,000270,Y,분기보고서 (2019.09),20191114002317,기아,20191114,,2019,20191101,20191130
00604815,에스디시스템,121890,K,분기보고서 (2019.09),20191114002316,에스디시스템,20191114,,2019,20191101,20191130
00176914,다우기술,023590,Y,분기보고서 (2019.09),20191114002314,다우기술,20191114,,2019,20191101,20191130
00200910,아이즈비전,031310,K,분기보고서 (2019.09),20191114002313,아이즈비전,20191114,,2019,20191101,20191130
00961774,유티아이,179900,K,분기보고서 (2019.09),20191114002312,유티아이,20191114,,2019,20191101,20191130
00426068,엑시온그룹,069920,K,분기보고서 (2019.09),20191114002311,엑시온그룹,20191114,,2019,20191101,20191130
00359395,헬릭스미스,084990,K,분기보고서 (2019.09),20191114002310,헬릭스미스,20191114,,2019,20191101,20191130
00364740,머큐리,100590,K,분기보고서 (2019.09),20191114002309,머큐리,20191114,,2019,20191101,20191130
00615723,알엔티엑스,123010,K,분기보고서 (2019.09),20191114002307,알엔티엑스,20191114,,2019,20191101,20191130
00164672,한일현대시멘트,006390,E,분기보고서 (2019.09),20191114002306,한일현대시멘트,20191114,,2019,20191101,20191130
00173032,동화기업,025900,K,분기보고서 (2019.09),20191114002305,동화기업,20191114,정,2019,20191101,20191130
00300405,오리엔트정공,065500,K,분기보고서 (2019.09),20191114002304,오리엔트정공,20191114,,2019,20191101,20191130
00147860,에스엠벡셀,010580,Y,분기보고서 (2019.09),20191114002302,에스엠벡셀,20191114,,2019,20191101,20191130
01319808,한일시멘트,300720,Y,분기보고서 (2019.09),20191114002301,한일시멘트,20191114,,2019,20191101,20191130
00222374,현대카드,,E,분기보고서 (2019.09),20191114002300,현대카드,20191114,,2019,20191101,20191130
00154329,TP,007980,Y,분기보고서 (2019.09),20191114002299,TP,20191114,,2019,20191101,20191130
00138260,SIMPAC,009160,Y,분기보고서 (2019.09),20191114002298,SIMPAC,20191114,,2019,20191101,20191130
00454946,그린케미칼,083420,Y,분기보고서 (2019.09),20191114002297,그린케미칼,20191114,,2019,20191101,20191130
00340111,티맥스소프트,,E,분기보고서 (2019.09),20191114002296,티맥스소프트,20191114,,2019,20191101,20191130
00140858,와이엠,007530,K,[기재정정]분기보고서 (2019.09),20191114002295,와이엠,20191114,정,2019,20191101,20191130
00105873,LG디스플레이,034220,Y,분기보고서 (2019.09),20191114002294,LG디스플레이,20191114,,2019,20191101,20191130
00413417,우리손에프앤지,073560,K,분기보고서 (2019.09),20191114002291,우리손에프앤지,20191114,,2019,20191101,20191130
00216434,체리부로,066360,K,분기보고서 (2019.09),20191114002290,체리부로,20191114,,2019,20191101,20191130
01036367,아크솔루션스,203690,K,[기재정정]분기보고서 (2019.09),20191114002288,아크솔루션스,20191114,,2019,20191101,20191130
00145738,이화전기공업,024810,E,분기보고서 (2019.09),20191114002287,이화전기공업,20191114,,2019,20191101,20191130
00759513,LX하우시스,108670,Y,분기보고서 (2019.09),20191114002286,LX하우시스,20191114,,2019,20191101,20191130
00646495,한화에너지,,E,분기보고서 (2019.09),20191114002284,한화에너지,20191114,,2019,20191101,20191130
00788773,씨젠,096530,K,[기재정정]반기보고서 (2019.06),20191114002281,씨젠,20191114,,2019,20191101,20191130
00113997,롯데에너지머티리얼즈,020150,Y,분기보고서 (2019.09),20191114002280,롯데에너지머티리얼즈,20191114,,2019,20191101,20191130
00413046,셀트리온,068270,Y,분기보고서 (2019.09),20191114002279,셀트리온,20191114,,2019,20191101,20191130
00156488,휴스틸,005010,Y,분기보고서 (2019.09),20191114002278,휴스틸,20191114,,2019,20191101,20191130
00120438,롯데건설,,E,분기보고서 (2019.09),20191114002277,롯데건설,20191114,,2019,20191101,20191130
00896753,에코글로우,159910,K,분기보고서 (2019.09),20191114002276,에코글로우,20191114,,2019,20191101,20191130
00603278,현대커머셜,,E,분기보고서 (2019.09),20191114002274,현대커머셜,20191114,,2019,20191101,20191130
00163114,서연,007860,Y,분기보고서 (2019.09),20191114002273,서연,20191114,,2019,20191101,20191130
00861720,이즈미디어,181340,E,분기보고서 (2019.09),20191114002272,이즈미디어,20191114,,2019,20191101,20191130
01267967,마이크로디지탈,305090,K,분기보고서 (2019.09),20191114002271,마이크로디지탈,20191114,,2019,20191101,20191130
00552859,HLB테라퓨틱스,115450,K,분기보고서 (2019.09),20191114002269,HLB테라퓨틱스,20191114,,2019,20191101,20191130
00410997,누리플랜,069140,K,분기보고서 (2019.09),20191114002268,누리플랜,20191114,,2019,20191101,20191130
00265290,이매진,,E,분기보고서 (2019.09),20191114002267,이매진,20191114,,2019,20191101,20191130
01021949,덱스터,206560,K,분기보고서 (2019.09),20191114002265,덱스터,20191114,,2019,20191101,20191130
00124780,사조씨푸드,014710,Y,분기보고서 (2019.09),20191114002262,사조씨푸드,20191114,,2019,20191101,20191130
01065679,이노인스트루먼트,215790,K,분기보고서 (2019.09),20191114002261,이노인스트루먼트,20191114,,2019,20191101,20191130
01234507,매일유업,267980,K,분기보고서 (2019.09),20191114002260,매일유업,20191114,,2019,20191101,20191130
00425351,멀티캠퍼스,067280,K,분기보고서 (2019.09),20191114002259,멀티캠퍼스,20191114,,2019,20191101,20191130
00155276,포스코퓨처엠,003670,Y,분기보고서 (2019.09),20191114002258,포스코퓨처엠,20191114,,2019,20191101,20191130
01208432,SK해운,,E,분기보고서 (2019.09),20191114002257,SK해운,20191114,,2019,20191101,20191130
01084364,다산디엠씨,208860,K,분기보고서 (2019.09),20191114002256,다산디엠씨,20191114,,2019,20191101,20191130
