rcept_no,corp_cls,corp_code,corp_name,drctr_co,otcmp_drctr_co,apnt,rlsofc,mdstrm_resig,stlm_dt,fiscal_year,endpoint_label
20230316001339,Y,00350312,HDC랩스,5,2,2,-,1,2022-12-31,2022,outside_director
20240320001715,Y,00350312,HDC랩스,5,2,-,-,-,2023-12-31,2023,outside_director
20250812000577,Y,00350312,HDC랩스,3,1,-,-,-,2024-12-31,2024,outside_director
20210318000801,Y,00118451,동일제강,6,3,1,-,-,2020-12-31,2020,outside_director
20220323000738,Y,00118451,동일제강,6,3,1,-,-,2021-12-31,2021,outside_director
20230322001127,Y,00118451,동일제강,6,3,1,1,-,2022-12-31,2022,outside_director
20240321001135,Y,00118451,동일제강,7,3,1,1,-,2023-12-31,2023,outside_director
20250424000289,Y,00118451,동일제강,7,3,1,1,-,2024-12-31,2024,outside_director
20210323000506,Y,00365387,AJ네트웍스,6,2,-,-,-,2020-12-31,2020,outside_director
20220805000318,Y,00365387,AJ네트웍스,5,2,2,-,-,2021-12-31,2021,outside_director
20230321001546,Y,00365387,AJ네트웍스,6,2,2,-,-,2022-12-31,2022,outside_director
20240320001795,Y,00365387,AJ네트웍스,6,2,2,-,-,2023-12-31,2023,outside_director
20250325000220,Y,00365387,AJ네트웍스,6,2,2,-,-,2024-12-31,2024,outside_director
20210427000407,Y,00565154,이노션,7,3,2,-,1,2020-12-31,2020,outside_director
20220323001310,Y,00565154,이노션,7,3,1,-,-,2021-12-31,2021,outside_director
20230322001078,Y,00565154,이노션,7,3,-,-,-,2022-12-31,2022,outside_director
20240322000902,Y,00565154,이노션,7,3,2,-,-,2023-12-31,2023,outside_director
20250318001237,Y,00565154,이노션,7,3,2,-,-,2024-12-31,2024,outside_director
20210318000448,Y,00816544,토니모리,5,3,3,-,-,2020-12-31,2020,outside_director
20220323001143,Y,00816544,토니모리,5,3,-,-,-,2021-12-31,2021,outside_director
20230323001247,Y,00816544,토니모리,6,3,-,-,-,2022-12-31,2022,outside_director
20240321001413,Y,00816544,토니모리,6,3,-,-,-,2023-12-31,2023,outside_director
20250320000852,Y,00816544,토니모리,6,3,2,-,1,2024-12-31,2024,outside_director
20210318000256,Y,00101664,경보제약,4,1,-,-,-,2020-12-31,2020,outside_director
20220316000564,Y,00101664,경보제약,4,1,1,-,-,2021-12-31,2021,outside_director
20230313000946,Y,00101664,경보제약,4,1,-,-,-,2022-12-31,2022,outside_director
20240318000672,Y,00101664,경보제약,4,1,-,-,-,2023-12-31,2023,outside_director
20250318001404,Y,00101664,경보제약,4,1,1,-,-,2024-12-31,2024,outside_director
20210813001154,Y,00453488,다이나믹디자인,7,4,-,-,-,2020-12-31,2020,outside_director
20220323001189,Y,00453488,다이나믹디자인,7,4,4,-,4,2021-12-31,2021,outside_director
20230831001245,Y,00453488,다이나믹디자인,7,4,-,-,-,2022-12-31,2022,outside_director
20240320000615,Y,00453488,다이나믹디자인,7,4,1,-,1,2023-12-31,2023,outside_director
20250321001537,Y,00453488,다이나믹디자인,7,4,-,-,-,2024-12-31,2024,outside_director
20210317001248,Y,01060744,한솔제지,7,3,-,-,-,2020-12-31,2020,outside_director
20220315001234,Y,01060744,한솔제지,8,3,2,-,-,2021-12-31,2021,outside_director
20230314001205,Y,01060744,한솔제지,8,3,2,0,1,2022-12-31,2022,outside_director
20240312000971,Y,01060744,한솔제지,9,5,2,-,-,2023-12-31,2023,outside_director
20250314001432,Y,01060744,한솔제지,9,5,2,-,1,2024-12-31,2024,outside_director
20210317000771,Y,01059605,디와이파워,3,1,-,-,-,2020-12-31,2020,outside_director
20220316000560,Y,01059605,디와이파워,4,1,-,-,-,2021-12-31,2021,outside_director
20230315001395,Y,01059605,디와이파워,4,1,-,-,-,2022-12-31,2022,outside_director
20240313001240,Y,01059605,디와이파워,3,1,-,-,-,2023-12-31,2023,outside_director
20250312001039,Y,01059605,디와이파워,4,1,1,-,-,2024-12-31,2024,outside_director
20210311001003,Y,00149655,삼성물산,9,5,3,-,3,2020-12-31,2020,outside_director
20241220000371,Y,00149655,삼성물산,9,5,2,-,1,2021-12-31,2021,outside_director
20230309000761,Y,00149655,삼성물산,9,5,-,-,-,2022-12-31,2022,outside_director
20240329002523,Y,00149655,삼성물산,9,5,-,-,-,2023-12-31,2023,outside_director
20250814002350,Y,00149655,삼성물산,9,5,2,-,1,2024-12-31,2024,outside_director
20210322001106,Y,00670340,씨에스윈드,6,2,-,-,-,2020-12-31,2020,outside_director
20220321001550,Y,00670340,씨에스윈드,7,3,3,0,1,2021-12-31,2021,outside_director
20230831001644,Y,00670340,씨에스윈드,8,4,2,-,2,2022-12-31,2022,outside_director
20240318000727,Y,00670340,씨에스윈드,5,2,-,-,2,2023-12-31,2023,outside_director
20250814002092,Y,00670340,씨에스윈드,7,3,1,-,-,2024-12-31,2024,outside_director
20210309000603,Y,00126186,삼성에스디에스,7,4,4,-,-,2020-12-31,2020,outside_director
20220308000737,Y,00126186,삼성에스디에스,7,4,-,-,-,2021-12-31,2021,outside_director
20230307000606,Y,00126186,삼성에스디에스,7,4,-,-,-,2022-12-31,2022,outside_director
20240329003204,Y,00126186,삼성에스디에스,7,4,2,-,2,2023-12-31,2023,outside_director
20250311001129,Y,00126186,삼성에스디에스,7,4,1,-,1,2024-12-31,2024,outside_director
20211115001673,Y,01042775,HL만도,6,4,4,-,-,2020-12-31,2020,outside_director
20220316001163,Y,01042775,HL만도,7,4,-,-,-,2021-12-31,2021,outside_director
20230316001329,Y,01042775,HL만도,7,4,1,0,1,2022-12-31,2022,outside_director
20240516001059,Y,01042775,HL만도,7,4,3,-,1,2023-12-31,2023,outside_director
20250326001216,Y,01042775,HL만도,7,4,1,-,1,2024-12-31,2024,outside_director
20210331003172,Y,01036446,서연이화,6,3,1,-,-,2020-12-31,2020,outside_director
20220317001027,Y,01036446,서연이화,6,3,2,-,-,2021-12-31,2021,outside_director
20230321001225,Y,01036446,서연이화,6,3,1,-,-,2022-12-31,2022,outside_director
20240320001647,Y,01036446,서연이화,6,3,-,-,-,2023-12-31,2023,outside_director
20250331003613,Y,01036446,서연이화,6,3,-,-,-,2024-12-31,2024,outside_director
20210416000566,Y,00661847,화인베스틸,6,3,-,-,-,2020-12-31,2020,outside_director
20220321000940,Y,00661847,화인베스틸,6,3,-,-,-,2021-12-31,2021,outside_director
20230321001087,Y,00661847,화인베스틸,6,3,1,-,-,2022-12-31,2022,outside_director
20240320001571,Y,00661847,화인베스틸,6,3,1,-,-,2023-12-31,2023,outside_director
20250321001405,Y,00661847,화인베스틸,7,3,3,-,-,2024-12-31,2024,outside_director
20210318000961,Y,01009789,코스맥스,4,1,1,-,-,2020-12-31,2020,outside_director
20220816001048,Y,01009789,코스맥스,4,1,-,-,-,2021-12-31,2021,outside_director
20230322001169,Y,01009789,코스맥스,4,1,-,-,-,2022-12-31,2022,outside_director
20240320001628,Y,01009789,코스맥스,4,1,-,-,-,2023-12-31,2023,outside_director
20250416000526,Y,01009789,코스맥스,4,1,-,-,-,2024-12-31,2024,outside_director
20210318000944,Y,00992871,종근당,6,2,-,-,-,2020-12-31,2020,outside_director
20220317001126,Y,00992871,종근당,6,2,-,-,-,2021-12-31,2021,outside_director
20230316000376,Y,00992871,종근당,6,2,-,-,-,2022-12-31,2022,outside_director
20240320001136,Y,00992871,종근당,6,2,-,-,-,2023-12-31,2023,outside_director
20250325000403,Y,00992871,종근당,6,2,-,-,-,2024-12-31,2024,outside_director
20210317000992,Y,00136402,신송홀딩스,3,1,1,-,-,2020-12-31,2020,outside_director
20220715000103,Y,00136402,신송홀딩스,3,1,-,-,-,2021-12-31,2021,outside_director
20230321001198,Y,00136402,신송홀딩스,3,1,-,-,-,2022-12-31,2022,outside_director
20240318000824,Y,00136402,신송홀딩스,3,1,-,-,-,2023-12-31,2023,outside_director
20250318001436,Y,00136402,신송홀딩스,3,1,-,-,-,2024-12-31,2024,outside_director
20210311001231,Y,00990165,아세아시멘트,8,2,-,-,-,2020-12-31,2020,outside_director
20220310001164,Y,00990165,아세아시멘트,8,2,2,-,-,2021-12-31,2021,outside_director
20230315001378,Y,00990165,아세아시멘트,8,2,-,-,-,2022-12-31,2022,outside_director
20240313001751,Y,00990165,아세아시멘트,8,2,-,-,-,2023-12-31,2023,outside_director
20250320001240,Y,00990165,아세아시멘트,8,2,-,-,-,2024-12-31,2024,outside_director
20210602000352,Y,00302926,현대로템,7,4,-,-,-,2020-12-31,2020,outside_director
20220315000952,Y,00302926,현대로템,7,4,-,-,-,2021-12-31,2021,outside_director
20230310001083,Y,00302926,현대로템,7,4,3,-,-,2022-12-31,2022,outside_director
20240320000873,Y,00302926,현대로템,7,4,1,-,-,2023-12-31,2023,outside_director
20250321001612,Y,00302926,현대로템,7,4,3,-,-,2024-12-31,2024,outside_director
20210315001011,Y,00983271,NHN,6,3,1,0,0,2020-12-31,2020,outside_director
20220321001453,Y,00983271,NHN,6,3,1,0,0,2021-12-31,2021,outside_director
20230320001095,Y,00983271,NHN,6,3,1,0,0,2022-12-31,2022,outside_director
20240319000767,Y,00983271,NHN,6,3,1,0,0,2023-12-31,2023,outside_director
20250331004208,Y,00983271,NHN,6,3,1,0,0,2024-12-31,2024,outside_director
20210319001229,Y,00110608,DSR,5,3,3,-,-,2020-12-31,2020,outside_director
20220322000343,Y,00110608,DSR,5,3,1,-,1,2021-12-31,2021,outside_director
20230320000736,Y,00110608,DSR,5,3,-,-,-,2022-12-31,2022,outside_director
20240321001104,Y,00110608,DSR,5,3,2,-,-,2023-12-31,2023,outside_director
20250227006937,Y,00110608,DSR,4,2,1,-,1,2024-12-31,2024,outside_director
20210316001146,Y,00956930,동아에스티,7,4,1,-,-,2020-12-31,2020,outside_director
20220321001316,Y,00956930,동아에스티,7,4,2,0,0,2021-12-31,2021,outside_director
20230320001075,Y,00956930,동아에스티,7,4,1,0,0,2022-12-31,2022,outside_director
20240318000781,Y,00956930,동아에스티,7,4,1,0,0,2023-12-31,2023,outside_director
20250321001967,Y,00956930,동아에스티,7,4,2,0,0,2024-12-31,2024,outside_director
20210323000635,Y,00156354,지엠비코리아,6,3,-,-,-,2020-12-31,2020,outside_director
20220323000588,Y,00156354,지엠비코리아,6,6,-,-,-,2021-12-31,2021,outside_director
20230323000704,Y,00156354,지엠비코리아,6,6,-,-,-,2022-12-31,2022,outside_director
20240321000577,Y,00156354,지엠비코리아,6,3,2,-,-,2023-12-31,2023,outside_director
20250321001687,Y,00156354,지엠비코리아,6,3,1,-,-,2024-12-31,2024,outside_director
20210304000345,Y,00222532,LG헬로비전,6,3,-,-,-,2020-12-31,2020,outside_director
20220303000727,Y,00222532,LG헬로비전,6,3,-,-,-,2021-12-31,2021,outside_director
20230321000780,Y,00222532,LG헬로비전,6,3,-,-,-,2022-12-31,2022,outside_director
20240306000614,Y,00222532,LG헬로비전,6,3,-,-,-,2023-12-31,2023,outside_director
20250306000713,Y,00222532,LG헬로비전,6,3,-,-,-,2024-12-31,2024,outside_director
20210315000958,Y,00939687,동일고무벨트,3,2,-,-,-,2020-12-31,2020,outside_director
20220315000862,Y,00939687,동일고무벨트,3,2,1,-,-,2021-12-31,2021,outside_director
20230314000884,Y,00939687,동일고무벨트,5,3,2,-,-,2022-12-31,2022,outside_director
20240312000727,Y,00939687,동일고무벨트,5,3,-,-,-,2023-12-31,2023,outside_director
20250312000762,Y,00939687,동일고무벨트,5,3,1,-,-,2024-12-31,2024,outside_director
20210318001200,Y,00939331,한국콜마,5,2,2,-,-,2020-12-31,2020,outside_director
20220317001031,Y,00939331,한국콜마,6,2,1,-,-,2021-12-31,2021,outside_director
20230322001251,Y,00939331,한국콜마,6,2,-,-,-,2022-12-31,2022,outside_director
20240321001772,Y,00939331,한국콜마,7,3,2,1,-,2023-12-31,2023,outside_director
20250318001173,Y,00939331,한국콜마,7,3,1,-,-,2024-12-31,2024,outside_director
20210330001593,Y,00937324,한국타이어앤테크놀로지,7,4,4,-,-,2020-12-31,2020,outside_director
20220322001106,Y,00937324,한국타이어앤테크놀로지,7,4,4,-,-,2021-12-31,2021,outside_director
20230324001266,Y,00937324,한국타이어앤테크놀로지,7,4,-,-,-,2022-12-31,2022,outside_director
20240325000791,Y,00937324,한국타이어앤테크놀로지,7,4,-,-,-,2023-12-31,2023,outside_director
20250318001355,Y,00937324,한국타이어앤테크놀로지,8,6,6,-,-,2024-12-31,2024,outside_director
20210317001112,Y,00936787,애경케미칼,4,1,-,-,-,2020-12-31,2020,outside_director
20220811000214,Y,00936787,애경케미칼,4,1,-,-,-,2021-12-31,2021,outside_director
20230320001088,Y,00936787,애경케미칼,8,3,3,-,-,2022-12-31,2022,outside_director
20240315000816,Y,00936787,애경케미칼,8,3,3,-,-,2023-12-31,2023,outside_director
20250314001606,Y,00936787,애경케미칼,7,3,-,-,-,2024-12-31,2024,outside_director
20210318001142,Y,00124780,사조씨푸드,6,3,1,1,-,2020-12-31,2020,outside_director
20220318001114,Y,00124780,사조씨푸드,7,3,-,-,-,2021-12-31,2021,outside_director
20230315001385,Y,00124780,사조씨푸드,7,3,2,-,-,2022-12-31,2022,outside_director
20240312000794,Y,00124780,사조씨푸드,6,3,-,-,-,2023-12-31,2023,outside_director
20250311000913,Y,00124780,사조씨푸드,7,3,-,-,-,2024-12-31,2024,outside_director
20210420000253,Y,00362238,휴비스,6,3,2,-,-,2020-12-31,2020,outside_director
20220316000822,Y,00362238,휴비스,6,3,1,-,1,2021-12-31,2021,outside_director
20230321001473,Y,00362238,휴비스,6,3,-,-,-,2022-12-31,2022,outside_director
20240318000268,Y,00362238,휴비스,5,3,2,-,-,2023-12-31,2023,outside_director
20250317000508,Y,00362238,휴비스,6,3,1,-,-,2024-12-31,2024,outside_director
20210701000250,Y,00140177,GS리테일,7,4,3,-,-,2020-12-31,2020,outside_director
20220317001215,Y,00140177,GS리테일,7,4,2,-,2,2021-12-31,2021,outside_director
20230315001215,Y,00140177,GS리테일,7,4,1,-,1,2022-12-31,2022,outside_director
20240401004251,Y,00140177,GS리테일,7,4,1,-,-,2023-12-31,2023,outside_director
20250312000991,Y,00140177,GS리테일,7,4,2,-,-,2024-12-31,2024,outside_director
20210322000987,Y,00151368,인터지스,5,3,-,-,-,2020-12-31,2020,outside_director
20220321001232,Y,00151368,인터지스,5,3,1,-,-,2021-12-31,2021,outside_director
20230320000322,Y,00151368,인터지스,5,3,2,-,-,2022-12-31,2022,outside_director
20240321001182,Y,00151368,인터지스,5,3,1,-,-,2023-12-31,2023,outside_director
20250317000861,Y,00151368,인터지스,5,3,2,-,-,2024-12-31,2024,outside_director
20210317001085,Y,00896285,삼양사,7,3,2,-,-,2020-12-31,2020,outside_director
20220812000103,Y,00896285,삼양사,7,3,-,-,-,2021-12-31,2021,outside_director
20230315001060,Y,00896285,삼양사,9,5,3,-,-,2022-12-31,2022,outside_director
20240325000879,Y,00896285,삼양사,9,5,2,-,1,2023-12-31,2023,outside_director
20250319000739,Y,00896285,삼양사,9,5,-,-,-,2024-12-31,2024,outside_director
20210329000797,Y,00269940,하나투어,12,4,2,-,1,2020-12-31,2020,outside_director
20220317001007,Y,00269940,하나투어,12,4,-,-,-,2021-12-31,2021,outside_director
20230316001406,Y,00269940,하나투어,10,4,2,-,-,2022-12-31,2022,outside_director
20240321001614,Y,00269940,하나투어,11,4,2,-,-,2023-12-31,2023,outside_director
20250320001129,Y,00269940,하나투어,12,4,2,-,-,2024-12-31,2024,outside_director
20210817000623,Y,00400857,에이블씨엔씨,7,3,3,0,1,2020-12-31,2020,outside_director
20220415000633,Y,00400857,에이블씨엔씨,7,3,-,-,-,2021-12-31,2021,outside_director
20230323001542,Y,00400857,에이블씨엔씨,7,3,-,-,-,2022-12-31,2022,outside_director
20240321001776,Y,00400857,에이블씨엔씨,8,3,2,2,-,2023-12-31,2023,outside_director
20250321001828,Y,00400857,에이블씨엔씨,6,2,-,-,1,2024-12-31,2024,outside_director
20210311000011,Y,00191588,삼원강재,6,3,2,-,-,2020-12-31,2020,outside_director
20220310000009,Y,00191588,삼원강재,4,1,-,-,2,2021-12-31,2021,outside_director
20230314000085,Y,00191588,삼원강재,4,2,-,-,1,2022-12-31,2022,outside_director
20240313001112,Y,00191588,삼원강재,4,1,-,-,-,2023-12-31,2023,outside_director
20250314000520,Y,00191588,삼원강재,6,3,2,-,-,2024-12-31,2024,outside_director
20210315001003,Y,00234412,신세계인터내셔날,7,3,-,-,-,2020-12-31,2020,outside_director
20220315001107,Y,00234412,신세계인터내셔날,7,3,3,-,-,2021-12-31,2021,outside_director
20230314001079,Y,00234412,신세계인터내셔날,6,3,1,-,1,2022-12-31,2022,outside_director
20240312000886,Y,00234412,신세계인터내셔날,6,3,3,-,-,2023-12-31,2023,outside_director
20250313000018,Y,00234412,신세계인터내셔날,6,3,-,-,-,2024-12-31,2024,outside_director
20210415000506,Y,00309503,한국항공우주,5,4,-,-,-,2020-12-31,2020,outside_director
20220322000955,Y,00309503,한국항공우주,5,4,-,-,-,2021-12-31,2021,outside_director
20230321001514,Y,00309503,한국항공우주,4,3,4,-,1,2022-12-31,2022,outside_director
20240326000812,Y,00309503,한국항공우주,6,5,2,-,-,2023-12-31,2023,outside_director
20250318001067,Y,00309503,한국항공우주,6,5,-,-,-,2024-12-31,2024,outside_director
20210311000926,Y,00158307,롯데하이마트,7,5,5,-,1,2020-12-31,2020,outside_director
20220314000784,Y,00158307,롯데하이마트,8,5,-,-,-,2021-12-31,2021,outside_director
20230314001273,Y,00158307,롯데하이마트,8,5,5,-,-,2022-12-31,2022,outside_director
20240315000917,Y,00158307,롯데하이마트,8,5,-,-,-,2023-12-31,2023,outside_director
20250312001113,Y,00158307,롯데하이마트,9,5,5,-,-,2024-12-31,2024,outside_director
20210317000840,Y,00357360,한세엠케이,6,3,2,-,-,2020-12-31,2020,outside_director
20220321001199,Y,00357360,한세엠케이,6,3,1,-,-,2021-12-31,2021,outside_director
20230407002948,Y,00357360,한세엠케이,7,3,3,-,1,2022-12-31,2022,outside_director
20240321000107,Y,00357360,한세엠케이,7,3,3,-,1,2023-12-31,2023,outside_director
20250318000981,Y,00357360,한세엠케이,7,3,-,-,-,2024-12-31,2024,outside_director
20210316001234,Y,00872984,이마트,7,4,-,-,-,2020-12-31,2020,outside_director
20220816000177,Y,00872984,이마트,7,4,4,-,1,2021-12-31,2021,outside_director
20230321000409,Y,00872984,이마트,7,4,-,-,-,2022-12-31,2022,outside_director
20240320001504,Y,00872984,이마트,7,4,4,-,-,2023-12-31,2023,outside_director
20250318000688,Y,00872984,이마트,7,4,-,-,-,2024-12-31,2024,outside_director
20210323000841,Y,00349097,케이티스카이라이프,10,5,4,-,2,2020-12-31,2020,outside_director
20220930000032,Y,00349097,케이티스카이라이프,9,5,2,-,-,2021-12-31,2021,outside_director
20230323001208,Y,00349097,케이티스카이라이프,9,5,4,-,-,2022-12-31,2022,outside_director
20240320001841,Y,00349097,케이티스카이라이프,8,5,1,-,-,2023-12-31,2023,outside_director
20250318001057,Y,00349097,케이티스카이라이프,9,5,4,-,-,2024-12-31,2024,outside_director
20210318000947,Y,00159500,한국종합기술,7,3,0,0,0,2020-12-31,2020,outside_director
20220317001068,Y,00159500,한국종합기술,7,3,3,0,1,2021-12-31,2021,outside_director
20230316001234,Y,00159500,한국종합기술,7,3,0,0,0,2022-12-31,2022,outside_director
20240320001071,Y,00159500,한국종합기술,7,3,0,0,0,2023-12-31,2023,outside_director
20250318001001,Y,00159500,한국종합기술,8,3,3,0,0,2024-12-31,2024,outside_director
20210323001108,Y,00113997,롯데에너지머티리얼즈,3,1,-,-,-,2020-12-31,2020,outside_director
20220318001055,Y,00113997,롯데에너지머티리얼즈,4,1,1,-,-,2021-12-31,2021,outside_director
20230323001050,Y,00113997,롯데에너지머티리얼즈,4,1,2,-,1,2022-12-31,2022,outside_director
20240315000794,Y,00113997,롯데에너지머티리얼즈,4,1,1,-,1,2023-12-31,2023,outside_director
20250314001597,Y,00113997,롯데에너지머티리얼즈,4,2,1,-,-,2024-12-31,2024,outside_director
20210316000797,Y,00106623,현대위아,7,4,2,-,-,2020-12-31,2020,outside_director
20220315001247,Y,00106623,현대위아,7,4,-,-,-,2021-12-31,2021,outside_director
20230314000727,Y,00106623,현대위아,8,5,3,-,-,2022-12-31,2022,outside_director
20240329002076,Y,00106623,현대위아,6,4,1,-,-,2023-12-31,2023,outside_director
20250313000158,Y,00106623,현대위아,7,4,-,-,-,2024-12-31,2024,outside_director
20210318000635,Y,00855093,선진,7,3,1,-,-,2020-12-31,2020,outside_director
20220321000850,Y,00855093,선진,7,3,1,-,-,2021-12-31,2021,outside_director
20230323000638,Y,00855093,선진,7,3,1,-,-,2022-12-31,2022,outside_director
20240319000764,Y,00855093,선진,7,3,1,-,-,2023-12-31,2023,outside_director
20250318001380,Y,00855093,선진,7,3,1,-,-,2024-12-31,2024,outside_director
20210305000063,Y,00855163,미원화학,6,3,3,-,-,2020-12-31,2020,outside_director
20220318000262,Y,00855163,미원화학,7,3,-,-,-,2021-12-31,2021,outside_director
20230310000296,Y,00855163,미원화학,7,3,-,-,-,2022-12-31,2022,outside_director
20240311000340,Y,00855163,미원화학,5,3,-,-,-,2023-12-31,2023,outside_director
20250310000394,Y,00855163,미원화학,6,3,-,-,-,2024-12-31,2024,outside_director
20210318001352,Y,00852087,시디즈,5,2,-,1,-,2020-12-31,2020,outside_director
20220317000781,Y,00852087,시디즈,5,2,1,-,-,2021-12-31,2021,outside_director
20230316001196,Y,00852087,시디즈,5,2,-,-,-,2022-12-31,2022,outside_director
20240321001589,Y,00852087,시디즈,2,2,-,-,-,2023-12-31,2023,outside_director
20250814002709,Y,00852087,시디즈,5,2,1,1,-,2024-12-31,2024,outside_director
20210317000571,Y,00361008,한화엔진,10,4,4,-,-,2020-12-31,2020,outside_director
20220316000731,Y,00361008,한화엔진,10,4,1,-,2,2021-12-31,2021,outside_director
20230315001359,Y,00361008,한화엔진,7,3,1,-,2,2022-12-31,2022,outside_director
20240320000730,Y,00361008,한화엔진,7,3,3,-,3,2023-12-31,2023,outside_director
20250813000469,Y,00361008,한화엔진,7,3,3,-,3,2024-12-31,2024,outside_director
20210319001077,Y,00787376,대성에너지,8,3,-,-,-,2020-12-31,2020,outside_director
20220318000681,Y,00787376,대성에너지,8,3,-,-,-,2021-12-31,2021,outside_director
20230321000870,Y,00787376,대성에너지,8,3,-,-,-,2022-12-31,2022,outside_director
20240312000816,Y,00787376,대성에너지,8,3,-,-,-,2023-12-31,2023,outside_director
20250320001296,Y,00787376,대성에너지,10,3,-,-,-,2024-12-31,2024,outside_director
20210317001268,Y,00403632,현대퓨처넷,6,3,-,-,-,2020-12-31,2020,outside_director
20220315001210,Y,00403632,현대퓨처넷,6,3,2,-,2,2021-12-31,2021,outside_director
20230313000866,Y,00403632,현대퓨처넷,6,3,1,-,1,2022-12-31,2022,outside_director
20240313001154,Y,00403632,현대퓨처넷,6,3,2,-,-,2023-12-31,2023,outside_director
20250829001372,Y,00403632,현대퓨처넷,6,3,1,-,-,2024-12-31,2024,outside_director
20210322000910,Y,00372873,KTis,5,3,1,-,-,2020-12-31,2020,outside_director
20220321001238,Y,00372873,KTis,6,2,3,-,1,2021-12-31,2021,outside_director
20230323000613,Y,00372873,KTis,7,3,1,-,-,2022-12-31,2022,outside_director
20240320000449,Y,00372873,KTis,6,3,2,-,-,2023-12-31,2023,outside_director
20250318000822,Y,00372873,KTis,6,3,1,-,-,2024-12-31,2024,outside_director
20210323001114,Y,00194947,한전산업,9,4,2,-,1,2020-12-31,2020,outside_director
20220323001234,Y,00194947,한전산업,9,4,1,-,-,2021-12-31,2021,outside_director
20230323001346,Y,00194947,한전산업,9,4,2,-,1,2022-12-31,2022,outside_director
20240321001344,Y,00194947,한전산업,9,4,2,-,-,2023-12-31,2023,outside_director
20250320001416,Y,00194947,한전산업,9,4,-,-,-,2024-12-31,2024,outside_director
20210426000381,Y,00838500,엘브이엠씨,8,2,1,-,-,2020-12-31,2020,outside_director
20220426000496,Y,00838500,엘브이엠씨,8,2,2,-,-,2021-12-31,2021,outside_director
20230426000644,Y,00838500,엘브이엠씨,7,2,5,-,-,2022-12-31,2022,outside_director
20240426000698,Y,00838500,엘브이엠씨,7,2,1,-,-,2023-12-31,2023,outside_director
20250425000879,Y,00838500,엘브이엠씨,5,2,-,-,-,2024-12-31,2024,outside_director
20210319000773,Y,00195229,미스토홀딩스,6,3,-,-,-,2020-12-31,2020,outside_director
20220812000706,Y,00195229,미스토홀딩스,6,3,2,-,-,2021-12-31,2021,outside_director
20230321000775,Y,00195229,미스토홀딩스,7,3,-,-,-,2022-12-31,2022,outside_director
20240320000962,Y,00195229,미스토홀딩스,7,3,-,-,-,2023-12-31,2023,outside_director
20250321001837,Y,00195229,미스토홀딩스,7,3,2,-,-,2024-12-31,2024,outside_director
20210409000489,Y,00372882,KTcs,7,3,-,-,-,2020-12-31,2020,outside_director
20220321001408,Y,00372882,KTcs,7,3,-,-,-,2021-12-31,2021,outside_director
20230322000776,Y,00372882,KTcs,7,3,-,-,-,2022-12-31,2022,outside_director
20240320000896,Y,00372882,KTcs,7,3,1,-,-,2023-12-31,2023,outside_director
20250320001127,Y,00372882,KTcs,6,3,2,-,-,2024-12-31,2024,outside_director
20210818000207,Y,00412597,현대홈쇼핑,7,4,2,-,1,2020-12-31,2020,outside_director
20220324000867,Y,00412597,현대홈쇼핑,7,4,2,-,-,2021-12-31,2021,outside_director
20230315001376,Y,00412597,현대홈쇼핑,7,4,2,-,-,2022-12-31,2022,outside_director
20240315000790,Y,00412597,현대홈쇼핑,7,4,2,-,-,2023-12-31,2023,outside_director
20250829001728,Y,00412597,현대홈쇼핑,6,3,2,-,1,2024-12-31,2024,outside_director
20210310000190,Y,00114552,도화엔지니어링,7,3,3,-,-,2020-12-31,2020,outside_director
20220310000616,Y,00114552,도화엔지니어링,8,3,3,-,-,2021-12-31,2021,outside_director
20230316001141,Y,00114552,도화엔지니어링,8,3,-,-,-,2022-12-31,2022,outside_director
20240314001211,Y,00114552,도화엔지니어링,10,3,1,-,1,2023-12-31,2023,outside_director
20250813001273,Y,00114552,도화엔지니어링,10,3,-,-,-,2024-12-31,2024,outside_director
20210318000876,Y,00828789,대성산업,10,6,-,-,-,2020-12-31,2020,outside_director
20220317001086,Y,00828789,대성산업,10,6,-,-,-,2021-12-31,2021,outside_director
20230316000896,Y,00828789,대성산업,7,3,3,-,-,2022-12-31,2022,outside_director
20240321001786,Y,00828789,대성산업,9,3,-,-,-,2023-12-31,2023,outside_director
20250320001121,Y,00828789,대성산업,9,3,-,-,-,2024-12-31,2024,outside_director
20210322000664,Y,00360142,아이마켓코리아,8,3,1,-,1,2020-12-31,2020,outside_director
20220322000751,Y,00360142,아이마켓코리아,7,3,-,-,-,2021-12-31,2021,outside_director
20230322000722,Y,00360142,아이마켓코리아,6,3,2,-,-,2022-12-31,2022,outside_director
20240320001539,Y,00360142,아이마켓코리아,6,3,-,-,-,2023-12-31,2023,outside_director
20250320001632,Y,00360142,아이마켓코리아,6,3,-,-,-,2024-12-31,2024,outside_director
20210318001419,Y,00828497,한미약품,8,3,1,0,0,2020-12-31,2020,outside_director
20220316001397,Y,00828497,한미약품,8,3,-,-,-,2021-12-31,2021,outside_director
20230321001525,Y,00828497,한미약품,5,2,2,-,1,2022-12-31,2022,outside_director
20240319000649,Y,00828497,한미약품,7,4,3,-,-,2023-12-31,2023,outside_director
20250318001206,Y,00828497,한미약품,10,5,1,-,1,2024-12-31,2024,outside_director
20210311000698,Y,00173944,우진,7,3,1,-,1,2020-12-31,2020,outside_director
20220310000376,Y,00173944,우진,7,3,-,-,-,2021-12-31,2021,outside_director
20230316000799,Y,00173944,우진,7,2,1,-,-,2022-12-31,2022,outside_director
