corp_code,stock_code,corp_name,market,sector,fiscal_year
01261893,281820,케이씨텍,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2024
01060814,272550,삼양패키징,KOSPI,플라스틱제품 제조업,2018
01060814,272550,삼양패키징,KOSPI,플라스틱제품 제조업,2019
01060814,272550,삼양패키징,KOSPI,플라스틱제품 제조업,2020
01060814,272550,삼양패키징,KOSPI,플라스틱제품 제조업,2021
01060814,272550,삼양패키징,KOSPI,플라스틱제품 제조업,2022
01060814,272550,삼양패키징,KOSPI,플라스틱제품 제조업,2023
01060814,272550,삼양패키징,KOSPI,플라스틱제품 제조업,2024
00256955,055490,테이팩스,KOSPI,플라스틱제품 제조업,2018
00256955,055490,테이팩스,KOSPI,플라스틱제품 제조업,2019
00256955,055490,테이팩스,KOSPI,플라스틱제품 제조업,2020
00256955,055490,테이팩스,KOSPI,플라스틱제품 제조업,2021
00256955,055490,테이팩스,KOSPI,플라스틱제품 제조업,2022
00256955,055490,테이팩스,KOSPI,플라스틱제품 제조업,2023
00256955,055490,테이팩스,KOSPI,플라스틱제품 제조업,2024
01258507,280360,롯데웰푸드,KOSPI,기타 식품 제조업,2018
01258507,280360,롯데웰푸드,KOSPI,기타 식품 제조업,2019
01258507,280360,롯데웰푸드,KOSPI,기타 식품 제조업,2020
01258507,280360,롯데웰푸드,KOSPI,기타 식품 제조업,2021
01258507,280360,롯데웰푸드,KOSPI,기타 식품 제조업,2022
01258507,280360,롯데웰푸드,KOSPI,기타 식품 제조업,2023
01258507,280360,롯데웰푸드,KOSPI,기타 식품 제조업,2024
01236897,271980,제일약품,KOSPI,의약품 제조업,2018
01236897,271980,제일약품,KOSPI,의약품 제조업,2019
01236897,271980,제일약품,KOSPI,의약품 제조업,2020
01236897,271980,제일약품,KOSPI,의약품 제조업,2021
01236897,271980,제일약품,KOSPI,의약품 제조업,2022
01236897,271980,제일약품,KOSPI,의약품 제조업,2023
01236897,271980,제일약품,KOSPI,의약품 제조업,2024
00258801,035720,카카오,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2018
00258801,035720,카카오,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2019
00258801,035720,카카오,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2020
00258801,035720,카카오,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2021
00258801,035720,카카오,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2022
00258801,035720,카카오,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2023
00258801,035720,카카오,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2024
01238169,271560,오리온,KOSPI,기타 식품 제조업,2018
01238169,271560,오리온,KOSPI,기타 식품 제조업,2019
01238169,271560,오리온,KOSPI,기타 식품 제조업,2020
01238169,271560,오리온,KOSPI,기타 식품 제조업,2021
01238169,271560,오리온,KOSPI,기타 식품 제조업,2022
01238169,271560,오리온,KOSPI,기타 식품 제조업,2023
01238169,271560,오리온,KOSPI,기타 식품 제조업,2024
01234297,268280,미원에스씨,KOSPI,기초 화학물질 제조업,2018
01234297,268280,미원에스씨,KOSPI,기초 화학물질 제조업,2019
01234297,268280,미원에스씨,KOSPI,기초 화학물질 제조업,2020
01234297,268280,미원에스씨,KOSPI,기초 화학물질 제조업,2021
01234297,268280,미원에스씨,KOSPI,기초 화학물질 제조업,2022
01234297,268280,미원에스씨,KOSPI,기초 화학물질 제조업,2023
01234297,268280,미원에스씨,KOSPI,기초 화학물질 제조업,2024
01208885,267290,경동도시가스,KOSPI,연료용 가스 제조 및 배관공급업,2018
01208885,267290,경동도시가스,KOSPI,연료용 가스 제조 및 배관공급업,2019
01208885,267290,경동도시가스,KOSPI,연료용 가스 제조 및 배관공급업,2020
01208885,267290,경동도시가스,KOSPI,연료용 가스 제조 및 배관공급업,2021
01208885,267290,경동도시가스,KOSPI,연료용 가스 제조 및 배관공급업,2022
01208885,267290,경동도시가스,KOSPI,연료용 가스 제조 및 배관공급업,2023
01208885,267290,경동도시가스,KOSPI,연료용 가스 제조 및 배관공급업,2024
00904672,251270,넷마블,KOSPI,소프트웨어 개발 및 공급업,2018
00904672,251270,넷마블,KOSPI,소프트웨어 개발 및 공급업,2019
00904672,251270,넷마블,KOSPI,소프트웨어 개발 및 공급업,2020
00904672,251270,넷마블,KOSPI,소프트웨어 개발 및 공급업,2021
00904672,251270,넷마블,KOSPI,소프트웨어 개발 및 공급업,2022
00904672,251270,넷마블,KOSPI,소프트웨어 개발 및 공급업,2023
00904672,251270,넷마블,KOSPI,소프트웨어 개발 및 공급업,2024
01205842,267270,HD건설기계,KOSPI,특수 목적용 기계 제조업,2018
01205842,267270,HD건설기계,KOSPI,특수 목적용 기계 제조업,2019
01205842,267270,HD건설기계,KOSPI,특수 목적용 기계 제조업,2020
01205842,267270,HD건설기계,KOSPI,특수 목적용 기계 제조업,2021
01205842,267270,HD건설기계,KOSPI,특수 목적용 기계 제조업,2022
01205842,267270,HD건설기계,KOSPI,특수 목적용 기계 제조업,2023
01205842,267270,HD건설기계,KOSPI,특수 목적용 기계 제조업,2024
01205851,267260,HD현대일렉트릭,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2018
01205851,267260,HD현대일렉트릭,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2019
01205851,267260,HD현대일렉트릭,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2020
01205851,267260,HD현대일렉트릭,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2021
01205851,267260,HD현대일렉트릭,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2022
01205851,267260,HD현대일렉트릭,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2023
01205851,267260,HD현대일렉트릭,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2024
01205329,264900,크라운제과,KOSPI,"떡, 빵 및 과자류 제조업",2018
01205329,264900,크라운제과,KOSPI,"떡, 빵 및 과자류 제조업",2019
01205329,264900,크라운제과,KOSPI,"떡, 빵 및 과자류 제조업",2020
01205329,264900,크라운제과,KOSPI,"떡, 빵 및 과자류 제조업",2021
01205329,264900,크라운제과,KOSPI,"떡, 빵 및 과자류 제조업",2022
01205329,264900,크라운제과,KOSPI,"떡, 빵 및 과자류 제조업",2023
01205329,264900,크라운제과,KOSPI,"떡, 빵 및 과자류 제조업",2024
00526599,145720,덴티움,KOSPI,의료용 기기 제조업,2018
00526599,145720,덴티움,KOSPI,의료용 기기 제조업,2019
00526599,145720,덴티움,KOSPI,의료용 기기 제조업,2020
00526599,145720,덴티움,KOSPI,의료용 기기 제조업,2021
00526599,145720,덴티움,KOSPI,의료용 기기 제조업,2022
00526599,145720,덴티움,KOSPI,의료용 기기 제조업,2023
00526599,145720,덴티움,KOSPI,의료용 기기 제조업,2024
00226316,111110,호전실업,KOSPI,봉제의복 제조업,2018
00226316,111110,호전실업,KOSPI,봉제의복 제조업,2019
00226316,111110,호전실업,KOSPI,봉제의복 제조업,2020
00226316,111110,호전실업,KOSPI,봉제의복 제조업,2021
00226316,111110,호전실업,KOSPI,봉제의복 제조업,2022
00226316,111110,호전실업,KOSPI,봉제의복 제조업,2023
00226316,111110,호전실업,KOSPI,봉제의복 제조업,2024
00119140,143210,핸즈코퍼레이션,KOSPI,자동차 신품 부품 제조업,2018
00119140,143210,핸즈코퍼레이션,KOSPI,자동차 신품 부품 제조업,2019
00119140,143210,핸즈코퍼레이션,KOSPI,자동차 신품 부품 제조업,2020
00119140,143210,핸즈코퍼레이션,KOSPI,자동차 신품 부품 제조업,2021
00119140,143210,핸즈코퍼레이션,KOSPI,자동차 신품 부품 제조업,2022
00119140,143210,핸즈코퍼레이션,KOSPI,자동차 신품 부품 제조업,2023
00119140,143210,핸즈코퍼레이션,KOSPI,자동차 신품 부품 제조업,2024
01032486,241560,두산밥캣,KOSPI,특수 목적용 기계 제조업,2018
01032486,241560,두산밥캣,KOSPI,특수 목적용 기계 제조업,2019
01032486,241560,두산밥캣,KOSPI,특수 목적용 기계 제조업,2020
01032486,241560,두산밥캣,KOSPI,특수 목적용 기계 제조업,2021
01032486,241560,두산밥캣,KOSPI,특수 목적용 기계 제조업,2022
01032486,241560,두산밥캣,KOSPI,특수 목적용 기계 제조업,2023
01032486,241560,두산밥캣,KOSPI,특수 목적용 기계 제조업,2024
00877059,207940,삼성바이오로직스,KOSPI,기초 의약물질 제조업,2018
00877059,207940,삼성바이오로직스,KOSPI,기초 의약물질 제조업,2019
00877059,207940,삼성바이오로직스,KOSPI,기초 의약물질 제조업,2020
00877059,207940,삼성바이오로직스,KOSPI,기초 의약물질 제조업,2021
00877059,207940,삼성바이오로직스,KOSPI,기초 의약물질 제조업,2022
00877059,207940,삼성바이오로직스,KOSPI,기초 의약물질 제조업,2023
00877059,207940,삼성바이오로직스,KOSPI,기초 의약물질 제조업,2024
00225706,234080,JW생명과학,KOSPI,의약품 제조업,2018
00225706,234080,JW생명과학,KOSPI,의약품 제조업,2019
00225706,234080,JW생명과학,KOSPI,의약품 제조업,2020
00225706,234080,JW생명과학,KOSPI,의약품 제조업,2021
00225706,234080,JW생명과학,KOSPI,의약품 제조업,2022
00225706,234080,JW생명과학,KOSPI,의약품 제조업,2023
00225706,234080,JW생명과학,KOSPI,의약품 제조업,2024
01128613,241590,화승엔터프라이즈,KOSPI,신발 및 신발 부분품 제조업,2018
01128613,241590,화승엔터프라이즈,KOSPI,신발 및 신발 부분품 제조업,2019
01128613,241590,화승엔터프라이즈,KOSPI,신발 및 신발 부분품 제조업,2020
01128613,241590,화승엔터프라이즈,KOSPI,신발 및 신발 부분품 제조업,2021
01128613,241590,화승엔터프라이즈,KOSPI,신발 및 신발 부분품 제조업,2022
01128613,241590,화승엔터프라이즈,KOSPI,신발 및 신발 부분품 제조업,2023
01128613,241590,화승엔터프라이즈,KOSPI,신발 및 신발 부분품 제조업,2024
01168383,249420,일동제약,KOSPI,의약품 제조업,2018
01168383,249420,일동제약,KOSPI,의약품 제조업,2019
01168383,249420,일동제약,KOSPI,의약품 제조업,2020
01168383,249420,일동제약,KOSPI,의약품 제조업,2021
01168383,249420,일동제약,KOSPI,의약품 제조업,2022
01168383,249420,일동제약,KOSPI,의약품 제조업,2023
01168383,249420,일동제약,KOSPI,의약품 제조업,2024
01167056,248170,샘표식품,KOSPI,기타 식품 제조업,2018
01167056,248170,샘표식품,KOSPI,기타 식품 제조업,2019
01167056,248170,샘표식품,KOSPI,기타 식품 제조업,2020
01167056,248170,샘표식품,KOSPI,기타 식품 제조업,2021
01167056,248170,샘표식품,KOSPI,기타 식품 제조업,2022
01167056,248170,샘표식품,KOSPI,기타 식품 제조업,2023
01167056,248170,샘표식품,KOSPI,기타 식품 제조업,2024
00119672,016740,두올,KOSPI,자동차 신품 부품 제조업,2018
00119672,016740,두올,KOSPI,자동차 신품 부품 제조업,2019
00119672,016740,두올,KOSPI,자동차 신품 부품 제조업,2020
00119672,016740,두올,KOSPI,자동차 신품 부품 제조업,2021
00119672,016740,두올,KOSPI,자동차 신품 부품 제조업,2022
00119672,016740,두올,KOSPI,자동차 신품 부품 제조업,2023
00119672,016740,두올,KOSPI,자동차 신품 부품 제조업,2024
00144395,026960,동서,KOSPI,음·식료품 및 담배 도매업,2018
00144395,026960,동서,KOSPI,음·식료품 및 담배 도매업,2019
00144395,026960,동서,KOSPI,음·식료품 및 담배 도매업,2020
00144395,026960,동서,KOSPI,음·식료품 및 담배 도매업,2021
00144395,026960,동서,KOSPI,음·식료품 및 담배 도매업,2022
00144395,026960,동서,KOSPI,음·식료품 및 담배 도매업,2023
00144395,026960,동서,KOSPI,음·식료품 및 담배 도매업,2024
01032413,195870,해성디에스,KOSPI,전자부품 제조업,2018
01032413,195870,해성디에스,KOSPI,전자부품 제조업,2019
01032413,195870,해성디에스,KOSPI,전자부품 제조업,2020
01032413,195870,해성디에스,KOSPI,전자부품 제조업,2021
01032413,195870,해성디에스,KOSPI,전자부품 제조업,2022
01032413,195870,해성디에스,KOSPI,전자부품 제조업,2023
01032413,195870,해성디에스,KOSPI,전자부품 제조업,2024
00365989,070960,모나용평,KOSPI,일반 및 생활 숙박시설 운영업,2018
00365989,070960,모나용평,KOSPI,일반 및 생활 숙박시설 운영업,2019
00365989,070960,모나용평,KOSPI,일반 및 생활 숙박시설 운영업,2020
00365989,070960,모나용평,KOSPI,일반 및 생활 숙박시설 운영업,2021
00365989,070960,모나용평,KOSPI,일반 및 생활 숙박시설 운영업,2022
00365989,070960,모나용평,KOSPI,일반 및 생활 숙박시설 운영업,2023
00365989,070960,모나용평,KOSPI,일반 및 생활 숙박시설 운영업,2024
00428321,101530,해태제과식품,KOSPI,기타 식품 제조업,2018
00428321,101530,해태제과식품,KOSPI,기타 식품 제조업,2019
00428321,101530,해태제과식품,KOSPI,기타 식품 제조업,2020
00428321,101530,해태제과식품,KOSPI,기타 식품 제조업,2021
00428321,101530,해태제과식품,KOSPI,기타 식품 제조업,2022
00428321,101530,해태제과식품,KOSPI,기타 식품 제조업,2023
00428321,101530,해태제과식품,KOSPI,기타 식품 제조업,2024
00109806,004440,삼일씨엔에스,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업",2018
00109806,004440,삼일씨엔에스,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업",2019
00109806,004440,삼일씨엔에스,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업",2020
00109806,004440,삼일씨엔에스,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업",2021
00109806,004440,삼일씨엔에스,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업",2022
00109806,004440,삼일씨엔에스,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업",2023
00109806,004440,삼일씨엔에스,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업",2024
00332927,194370,제이에스코퍼레이션,KOSPI,"가죽, 가방 및 유사제품 제조업",2018
00332927,194370,제이에스코퍼레이션,KOSPI,"가죽, 가방 및 유사제품 제조업",2019
00332927,194370,제이에스코퍼레이션,KOSPI,"가죽, 가방 및 유사제품 제조업",2020
00332927,194370,제이에스코퍼레이션,KOSPI,"가죽, 가방 및 유사제품 제조업",2021
00332927,194370,제이에스코퍼레이션,KOSPI,"가죽, 가방 및 유사제품 제조업",2022
00332927,194370,제이에스코퍼레이션,KOSPI,"가죽, 가방 및 유사제품 제조업",2023
00332927,194370,제이에스코퍼레이션,KOSPI,"가죽, 가방 및 유사제품 제조업",2024
00911955,226320,잇츠한불,KOSPI,기타 화학제품 제조업,2018
00911955,226320,잇츠한불,KOSPI,기타 화학제품 제조업,2019
00911955,226320,잇츠한불,KOSPI,기타 화학제품 제조업,2020
00911955,226320,잇츠한불,KOSPI,기타 화학제품 제조업,2021
00911955,226320,잇츠한불,KOSPI,기타 화학제품 제조업,2022
00911955,226320,잇츠한불,KOSPI,기타 화학제품 제조업,2023
00911955,226320,잇츠한불,KOSPI,기타 화학제품 제조업,2024
00415628,075580,세진중공업,KOSPI,선박 및 보트 건조업,2018
00415628,075580,세진중공업,KOSPI,선박 및 보트 건조업,2019
00415628,075580,세진중공업,KOSPI,선박 및 보트 건조업,2020
00415628,075580,세진중공업,KOSPI,선박 및 보트 건조업,2021
00415628,075580,세진중공업,KOSPI,선박 및 보트 건조업,2022
00415628,075580,세진중공업,KOSPI,선박 및 보트 건조업,2023
00415628,075580,세진중공업,KOSPI,선박 및 보트 건조업,2024
00105606,214330,금호에이치티,KOSPI,자동차 신품 부품 제조업,2018
00105606,214330,금호에이치티,KOSPI,자동차 신품 부품 제조업,2019
00105606,214330,금호에이치티,KOSPI,자동차 신품 부품 제조업,2020
00105606,214330,금호에이치티,KOSPI,자동차 신품 부품 제조업,2021
00105606,214330,금호에이치티,KOSPI,자동차 신품 부품 제조업,2022
00105606,214330,금호에이치티,KOSPI,자동차 신품 부품 제조업,2023
00105606,214330,금호에이치티,KOSPI,자동차 신품 부품 제조업,2024
00555874,089590,제주항공,KOSPI,항공 여객 운송업,2018
00555874,089590,제주항공,KOSPI,항공 여객 운송업,2019
00555874,089590,제주항공,KOSPI,항공 여객 운송업,2020
00555874,089590,제주항공,KOSPI,항공 여객 운송업,2021
00555874,089590,제주항공,KOSPI,항공 여객 운송업,2022
00555874,089590,제주항공,KOSPI,항공 여객 운송업,2023
00555874,089590,제주항공,KOSPI,항공 여객 운송업,2024
01108099,227840,현대코퍼레이션홀딩스,KOSPI,음·식료품 및 담배 도매업,2018
01108099,227840,현대코퍼레이션홀딩스,KOSPI,음·식료품 및 담배 도매업,2019
01108099,227840,현대코퍼레이션홀딩스,KOSPI,음·식료품 및 담배 도매업,2020
01108099,227840,현대코퍼레이션홀딩스,KOSPI,음·식료품 및 담배 도매업,2021
01108099,227840,현대코퍼레이션홀딩스,KOSPI,음·식료품 및 담배 도매업,2022
01108099,227840,현대코퍼레이션홀딩스,KOSPI,음·식료품 및 담배 도매업,2023
01108099,227840,현대코퍼레이션홀딩스,KOSPI,음·식료품 및 담배 도매업,2024
00503668,079550,LIG디펜스앤에어로스페이스,KOSPI,무기 및 총포탄 제조업,2018
00503668,079550,LIG디펜스앤에어로스페이스,KOSPI,무기 및 총포탄 제조업,2019
00503668,079550,LIG디펜스앤에어로스페이스,KOSPI,무기 및 총포탄 제조업,2020
00503668,079550,LIG디펜스앤에어로스페이스,KOSPI,무기 및 총포탄 제조업,2021
00503668,079550,LIG디펜스앤에어로스페이스,KOSPI,무기 및 총포탄 제조업,2022
00503668,079550,LIG디펜스앤에어로스페이스,KOSPI,무기 및 총포탄 제조업,2023
00503668,079550,LIG디펜스앤에어로스페이스,KOSPI,무기 및 총포탄 제조업,2024
00350312,039570,HDC랩스,KOSPI,전기 및 통신 공사업,2018
00350312,039570,HDC랩스,KOSPI,전기 및 통신 공사업,2019
00350312,039570,HDC랩스,KOSPI,전기 및 통신 공사업,2020
00350312,039570,HDC랩스,KOSPI,전기 및 통신 공사업,2021
00350312,039570,HDC랩스,KOSPI,전기 및 통신 공사업,2022
00350312,039570,HDC랩스,KOSPI,전기 및 통신 공사업,2023
00350312,039570,HDC랩스,KOSPI,전기 및 통신 공사업,2024
00118451,002690,동일제강,KOSPI,1차 철강 제조업,2018
00118451,002690,동일제강,KOSPI,1차 철강 제조업,2019
00118451,002690,동일제강,KOSPI,1차 철강 제조업,2020
00118451,002690,동일제강,KOSPI,1차 철강 제조업,2021
00118451,002690,동일제강,KOSPI,1차 철강 제조업,2022
00118451,002690,동일제강,KOSPI,1차 철강 제조업,2023
00118451,002690,동일제강,KOSPI,1차 철강 제조업,2024
00365387,095570,AJ네트웍스,KOSPI,산업용 기계 및 장비 임대업,2018
00365387,095570,AJ네트웍스,KOSPI,산업용 기계 및 장비 임대업,2019
00365387,095570,AJ네트웍스,KOSPI,산업용 기계 및 장비 임대업,2020
00365387,095570,AJ네트웍스,KOSPI,산업용 기계 및 장비 임대업,2021
00365387,095570,AJ네트웍스,KOSPI,산업용 기계 및 장비 임대업,2022
00365387,095570,AJ네트웍스,KOSPI,산업용 기계 및 장비 임대업,2023
00365387,095570,AJ네트웍스,KOSPI,산업용 기계 및 장비 임대업,2024
00565154,214320,이노션,KOSPI,광고업,2018
00565154,214320,이노션,KOSPI,광고업,2019
00565154,214320,이노션,KOSPI,광고업,2020
00565154,214320,이노션,KOSPI,광고업,2021
00565154,214320,이노션,KOSPI,광고업,2022
00565154,214320,이노션,KOSPI,광고업,2023
00565154,214320,이노션,KOSPI,광고업,2024
00816544,214420,토니모리,KOSPI,기타 화학제품 제조업,2018
00816544,214420,토니모리,KOSPI,기타 화학제품 제조업,2019
00816544,214420,토니모리,KOSPI,기타 화학제품 제조업,2020
00816544,214420,토니모리,KOSPI,기타 화학제품 제조업,2021
00816544,214420,토니모리,KOSPI,기타 화학제품 제조업,2022
00816544,214420,토니모리,KOSPI,기타 화학제품 제조업,2023
00816544,214420,토니모리,KOSPI,기타 화학제품 제조업,2024
00101664,214390,경보제약,KOSPI,기초 의약물질 제조업,2018
00101664,214390,경보제약,KOSPI,기초 의약물질 제조업,2019
00101664,214390,경보제약,KOSPI,기초 의약물질 제조업,2020
00101664,214390,경보제약,KOSPI,기초 의약물질 제조업,2021
00101664,214390,경보제약,KOSPI,기초 의약물질 제조업,2022
00101664,214390,경보제약,KOSPI,기초 의약물질 제조업,2023
00101664,214390,경보제약,KOSPI,기초 의약물질 제조업,2024
00453488,145210,다이나믹디자인,KOSPI,특수 목적용 기계 제조업,2018
00453488,145210,다이나믹디자인,KOSPI,특수 목적용 기계 제조업,2019
00453488,145210,다이나믹디자인,KOSPI,특수 목적용 기계 제조업,2020
00453488,145210,다이나믹디자인,KOSPI,특수 목적용 기계 제조업,2021
00453488,145210,다이나믹디자인,KOSPI,특수 목적용 기계 제조업,2022
00453488,145210,다이나믹디자인,KOSPI,특수 목적용 기계 제조업,2023
00453488,145210,다이나믹디자인,KOSPI,특수 목적용 기계 제조업,2024
01060744,213500,한솔제지,KOSPI,"펄프, 종이 및 판지 제조업",2018
01060744,213500,한솔제지,KOSPI,"펄프, 종이 및 판지 제조업",2019
01060744,213500,한솔제지,KOSPI,"펄프, 종이 및 판지 제조업",2020
01060744,213500,한솔제지,KOSPI,"펄프, 종이 및 판지 제조업",2021
01060744,213500,한솔제지,KOSPI,"펄프, 종이 및 판지 제조업",2022
01060744,213500,한솔제지,KOSPI,"펄프, 종이 및 판지 제조업",2023
01060744,213500,한솔제지,KOSPI,"펄프, 종이 및 판지 제조업",2024
01059605,210540,디와이파워,KOSPI,특수 목적용 기계 제조업,2018
01059605,210540,디와이파워,KOSPI,특수 목적용 기계 제조업,2019
01059605,210540,디와이파워,KOSPI,특수 목적용 기계 제조업,2020
01059605,210540,디와이파워,KOSPI,특수 목적용 기계 제조업,2021
01059605,210540,디와이파워,KOSPI,특수 목적용 기계 제조업,2022
01059605,210540,디와이파워,KOSPI,특수 목적용 기계 제조업,2023
01059605,210540,디와이파워,KOSPI,특수 목적용 기계 제조업,2024
00149655,028260,삼성물산,KOSPI,기타 전문 도매업,2018
00149655,028260,삼성물산,KOSPI,기타 전문 도매업,2019
00149655,028260,삼성물산,KOSPI,기타 전문 도매업,2020
00149655,028260,삼성물산,KOSPI,기타 전문 도매업,2021
00149655,028260,삼성물산,KOSPI,기타 전문 도매업,2022
00149655,028260,삼성물산,KOSPI,기타 전문 도매업,2023
00149655,028260,삼성물산,KOSPI,기타 전문 도매업,2024
00670340,112610,씨에스윈드,KOSPI,"구조용 금속제품, 탱크 및 증기발생기 제조업",2018
00670340,112610,씨에스윈드,KOSPI,"구조용 금속제품, 탱크 및 증기발생기 제조업",2019
00670340,112610,씨에스윈드,KOSPI,"구조용 금속제품, 탱크 및 증기발생기 제조업",2020
00670340,112610,씨에스윈드,KOSPI,"구조용 금속제품, 탱크 및 증기발생기 제조업",2021
00670340,112610,씨에스윈드,KOSPI,"구조용 금속제품, 탱크 및 증기발생기 제조업",2022
00670340,112610,씨에스윈드,KOSPI,"구조용 금속제품, 탱크 및 증기발생기 제조업",2023
00670340,112610,씨에스윈드,KOSPI,"구조용 금속제품, 탱크 및 증기발생기 제조업",2024
00126186,018260,삼성에스디에스,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2018
00126186,018260,삼성에스디에스,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2019
00126186,018260,삼성에스디에스,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2020
00126186,018260,삼성에스디에스,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2021
00126186,018260,삼성에스디에스,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2022
00126186,018260,삼성에스디에스,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2023
00126186,018260,삼성에스디에스,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2024
01042775,204320,HL만도,KOSPI,자동차 신품 부품 제조업,2018
01042775,204320,HL만도,KOSPI,자동차 신품 부품 제조업,2019
01042775,204320,HL만도,KOSPI,자동차 신품 부품 제조업,2020
01042775,204320,HL만도,KOSPI,자동차 신품 부품 제조업,2021
01042775,204320,HL만도,KOSPI,자동차 신품 부품 제조업,2022
01042775,204320,HL만도,KOSPI,자동차 신품 부품 제조업,2023
01042775,204320,HL만도,KOSPI,자동차 신품 부품 제조업,2024
01036446,200880,서연이화,KOSPI,자동차 신품 부품 제조업,2018
01036446,200880,서연이화,KOSPI,자동차 신품 부품 제조업,2019
01036446,200880,서연이화,KOSPI,자동차 신품 부품 제조업,2020
01036446,200880,서연이화,KOSPI,자동차 신품 부품 제조업,2021
01036446,200880,서연이화,KOSPI,자동차 신품 부품 제조업,2022
01036446,200880,서연이화,KOSPI,자동차 신품 부품 제조업,2023
01036446,200880,서연이화,KOSPI,자동차 신품 부품 제조업,2024
00661847,133820,화인베스틸,KOSPI,1차 철강 제조업,2018
00661847,133820,화인베스틸,KOSPI,1차 철강 제조업,2019
00661847,133820,화인베스틸,KOSPI,1차 철강 제조업,2020
00661847,133820,화인베스틸,KOSPI,1차 철강 제조업,2021
00661847,133820,화인베스틸,KOSPI,1차 철강 제조업,2022
00661847,133820,화인베스틸,KOSPI,1차 철강 제조업,2023
00661847,133820,화인베스틸,KOSPI,1차 철강 제조업,2024
01009789,192820,코스맥스,KOSPI,기타 화학제품 제조업,2018
01009789,192820,코스맥스,KOSPI,기타 화학제품 제조업,2019
01009789,192820,코스맥스,KOSPI,기타 화학제품 제조업,2020
01009789,192820,코스맥스,KOSPI,기타 화학제품 제조업,2021
01009789,192820,코스맥스,KOSPI,기타 화학제품 제조업,2022
01009789,192820,코스맥스,KOSPI,기타 화학제품 제조업,2023
01009789,192820,코스맥스,KOSPI,기타 화학제품 제조업,2024
00992871,185750,종근당,KOSPI,의약품 제조업,2018
00992871,185750,종근당,KOSPI,의약품 제조업,2019
00992871,185750,종근당,KOSPI,의약품 제조업,2020
00992871,185750,종근당,KOSPI,의약품 제조업,2021
00992871,185750,종근당,KOSPI,의약품 제조업,2022
00992871,185750,종근당,KOSPI,의약품 제조업,2023
00992871,185750,종근당,KOSPI,의약품 제조업,2024
00136402,006880,신송홀딩스,KOSPI,산업용 농·축산물 및 동·식물 도매업,2018
00136402,006880,신송홀딩스,KOSPI,산업용 농·축산물 및 동·식물 도매업,2019
00136402,006880,신송홀딩스,KOSPI,산업용 농·축산물 및 동·식물 도매업,2020
00136402,006880,신송홀딩스,KOSPI,산업용 농·축산물 및 동·식물 도매업,2021
00136402,006880,신송홀딩스,KOSPI,산업용 농·축산물 및 동·식물 도매업,2022
00136402,006880,신송홀딩스,KOSPI,산업용 농·축산물 및 동·식물 도매업,2023
00136402,006880,신송홀딩스,KOSPI,산업용 농·축산물 및 동·식물 도매업,2024
00990165,183190,아세아시멘트,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업",2018
00990165,183190,아세아시멘트,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업",2019
00990165,183190,아세아시멘트,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업",2020
00990165,183190,아세아시멘트,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업",2021
00990165,183190,아세아시멘트,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업",2022
