corp_code,corp_name,stock_code,corp_cls,report_nm,rcept_no,flr_nm,rcept_dt,rm,fiscal_year,filing_year
00101488,경동나비엔,009450,Y,반기보고서 (2019.06),20190814000126,경동나비엔,20190814,,2018,2019
00101488,경동나비엔,009450,Y,분기보고서 (2019.03),20190515000202,경동나비엔,20190515,,2018,2019
00101488,경동나비엔,009450,Y,사업보고서 (2018.12),20190329002643,경동나비엔,20190329,연,2018,2019
00101488,경동나비엔,009450,Y,분기보고서 (2020.09),20201116000101,경동나비엔,20201116,,2019,2020
00101488,경동나비엔,009450,Y,반기보고서 (2020.06),20200813000819,경동나비엔,20200814,,2019,2020
00101488,경동나비엔,009450,Y,분기보고서 (2020.03),20200514000620,경동나비엔,20200514,,2019,2020
00101488,경동나비엔,009450,Y,사업보고서 (2019.12),20200327000060,경동나비엔,20200327,연,2019,2020
00101488,경동나비엔,009450,Y,분기보고서 (2021.09),20211115000983,경동나비엔,20211115,,2020,2021
00101488,경동나비엔,009450,Y,반기보고서 (2021.06),20210817000862,경동나비엔,20210817,,2020,2021
00101488,경동나비엔,009450,Y,분기보고서 (2021.03),20210517000333,경동나비엔,20210517,,2020,2021
00101488,경동나비엔,009450,Y,[기재정정]사업보고서 (2020.12),20210419000238,경동나비엔,20210419,연,2020,2021
00101488,경동나비엔,009450,Y,[첨부정정]사업보고서 (2020.12),20210319000017,경동나비엔,20210319,정연,2020,2021
00101488,경동나비엔,009450,Y,사업보고서 (2020.12),20210316000648,경동나비엔,20210316,정연,2020,2021
00101488,경동나비엔,009450,Y,[기재정정]분기보고서 (2019.09),20210203000132,경동나비엔,20210203,,2020,2021
00101488,경동나비엔,009450,Y,분기보고서 (2022.09),20221114000833,경동나비엔,20221114,,2021,2022
00101488,경동나비엔,009450,Y,반기보고서 (2022.06),20220816002020,경동나비엔,20220816,,2021,2022
00101488,경동나비엔,009450,Y,분기보고서 (2022.03),20220516002396,경동나비엔,20220516,,2021,2022
00101488,경동나비엔,009450,Y,사업보고서 (2021.12),20220321001363,경동나비엔,20220321,연,2021,2022
00101488,경동나비엔,009450,Y,분기보고서 (2023.09),20231114000902,경동나비엔,20231114,,2022,2023
00101488,경동나비엔,009450,Y,반기보고서 (2023.06),20230814001520,경동나비엔,20230814,,2022,2023
00101488,경동나비엔,009450,Y,분기보고서 (2023.03),20230515000955,경동나비엔,20230515,,2022,2023
00101488,경동나비엔,009450,Y,사업보고서 (2022.12),20230321001339,경동나비엔,20230321,연,2022,2023
00101488,경동나비엔,009450,Y,[기재정정]분기보고서 (2024.09),20241120000375,경동나비엔,20241120,,2023,2024
00101488,경동나비엔,009450,Y,분기보고서 (2024.09),20241114001075,경동나비엔,20241114,정,2023,2024
00101488,경동나비엔,009450,Y,반기보고서 (2024.06),20240814001996,경동나비엔,20240814,,2023,2024
00101488,경동나비엔,009450,Y,분기보고서 (2024.03),20240516000743,경동나비엔,20240516,,2023,2024
00101488,경동나비엔,009450,Y,[기재정정]사업보고서 (2023.12),20240319000499,경동나비엔,20240319,연,2023,2024
00101488,경동나비엔,009450,Y,사업보고서 (2023.12),20240312000752,경동나비엔,20240312,정연,2023,2024
00101488,경동나비엔,009450,Y,분기보고서 (2025.09),20251114002733,경동나비엔,20251114,,2024,2025
00101488,경동나비엔,009450,Y,반기보고서 (2025.06),20250814004234,경동나비엔,20250814,,2024,2025
00101488,경동나비엔,009450,Y,분기보고서 (2025.03),20250515001151,경동나비엔,20250515,,2024,2025
00101488,경동나비엔,009450,Y,사업보고서 (2024.12),20250318000908,경동나비엔,20250318,연,2024,2025
00163345,DB,012030,Y,분기보고서 (2019.09),20191112000064,DB,20191112,,2018,2019
00163345,DB,012030,Y,반기보고서 (2019.06),20190814001143,DB,20190814,,2018,2019
00163345,DB,012030,Y,분기보고서 (2019.03),20190515000784,DB,20190515,,2018,2019
00163345,DB,012030,Y,사업보고서 (2018.12),20190329002927,DB,20190329,연,2018,2019
00163345,DB,012030,Y,분기보고서 (2020.09),20201111000036,DB,20201111,,2019,2020
00163345,DB,012030,Y,반기보고서 (2020.06),20200814000193,DB,20200814,,2019,2020
00163345,DB,012030,Y,분기보고서 (2020.03),20200514000820,DB,20200514,,2019,2020
00163345,DB,012030,Y,사업보고서 (2019.12),20200330003009,DB,20200330,연,2019,2020
00163345,DB,012030,Y,분기보고서 (2021.09),20211112000313,DB,20211112,,2020,2021
00163345,DB,012030,Y,반기보고서 (2021.06),20210813001103,DB,20210813,,2020,2021
00163345,DB,012030,Y,분기보고서 (2021.03),20210514000694,DB,20210514,,2020,2021
00163345,DB,012030,Y,사업보고서 (2020.12),20210322000448,DB,20210322,연,2020,2021
00163345,DB,012030,Y,분기보고서 (2022.09),20221114001706,DB,20221114,,2021,2022
00163345,DB,012030,Y,반기보고서 (2022.06),20220816000636,DB,20220816,,2021,2022
00163345,DB,012030,Y,분기보고서 (2022.03),20220513001282,DB,20220513,,2021,2022
00163345,DB,012030,Y,사업보고서 (2021.12),20220322000400,DB,20220322,연,2021,2022
00163345,DB,012030,Y,분기보고서 (2023.09),20231114000798,DB,20231114,,2022,2023
00163345,DB,012030,Y,반기보고서 (2023.06),20230814002843,DB,20230814,,2022,2023
00163345,DB,012030,Y,분기보고서 (2023.03),20230515000754,DB,20230515,,2022,2023
00163345,DB,012030,Y,사업보고서 (2022.12),20230321001132,DB,20230321,연,2022,2023
00163345,DB,012030,Y,분기보고서 (2024.09),20241114002718,DB,20241114,,2023,2024
00163345,DB,012030,Y,반기보고서 (2024.06),20240814004210,DB,20240814,,2023,2024
00163345,DB,012030,Y,분기보고서 (2024.03),20240516001582,DB,20240516,,2023,2024
00163345,DB,012030,Y,사업보고서 (2023.12),20240320000561,DB,20240320,연,2023,2024
00163345,DB,012030,Y,분기보고서 (2025.09),20251114002948,DB,20251114,,2024,2025
00163345,DB,012030,Y,반기보고서 (2025.06),20250814003319,DB,20250814,,2024,2025
00163345,DB,012030,Y,분기보고서 (2025.03),20250515001921,DB,20250515,,2024,2025
00163345,DB,012030,Y,사업보고서 (2024.12),20250320000879,DB,20250320,연,2024,2025
00125150,SGC에너지,005090,Y,분기보고서 (2019.09),20191114002141,SGC에너지,20191114,,2018,2019
00125150,SGC에너지,005090,Y,반기보고서 (2019.06),20190814001516,SGC에너지,20190814,,2018,2019
00125150,SGC에너지,005090,Y,분기보고서 (2019.03),20190515002108,SGC에너지,20190515,,2018,2019
00125150,SGC에너지,005090,Y,사업보고서 (2018.12),20190401003837,SGC에너지,20190401,연,2018,2019
00125150,SGC에너지,005090,Y,분기보고서 (2020.09),20201116001199,SGC에너지,20201116,,2019,2020
00125150,SGC에너지,005090,Y,반기보고서 (2020.06),20200813000052,SGC에너지,20200813,,2019,2020
00125150,SGC에너지,005090,Y,[기재정정]분기보고서 (2020.03),20200603000169,SGC에너지,20200603,,2019,2020
00125150,SGC에너지,005090,Y,분기보고서 (2020.03),20200515000317,SGC에너지,20200515,정,2019,2020
00125150,SGC에너지,005090,Y,사업보고서 (2019.12),20200313000766,SGC에너지,20200313,연,2019,2020
00125150,SGC에너지,005090,Y,분기보고서 (2021.09),20211115001686,SGC에너지,20211115,,2020,2021
00125150,SGC에너지,005090,Y,반기보고서 (2021.06),20210812000314,SGC에너지,20210812,,2020,2021
00125150,SGC에너지,005090,Y,분기보고서 (2021.03),20210514001304,SGC에너지,20210514,,2020,2021
00125150,SGC에너지,005090,Y,사업보고서 (2020.12),20210318001407,SGC에너지,20210318,연,2020,2021
00125150,SGC에너지,005090,Y,분기보고서 (2022.09),20221114002042,SGC에너지,20221114,,2021,2022
00125150,SGC에너지,005090,Y,반기보고서 (2022.06),20220812000757,SGC에너지,20220812,,2021,2022
00125150,SGC에너지,005090,Y,[기재정정]사업보고서 (2021.12),20220812000745,SGC에너지,20220812,연,2021,2022
00125150,SGC에너지,005090,Y,분기보고서 (2022.03),20220513001494,SGC에너지,20220513,,2021,2022
00125150,SGC에너지,005090,Y,사업보고서 (2021.12),20220310001037,SGC에너지,20220310,정연,2021,2022
00125150,SGC에너지,005090,Y,분기보고서 (2023.09),20231114002161,SGC에너지,20231114,,2022,2023
00125150,SGC에너지,005090,Y,반기보고서 (2023.06),20230811002612,SGC에너지,20230811,,2022,2023
00125150,SGC에너지,005090,Y,분기보고서 (2023.03),20230512001144,SGC에너지,20230512,,2022,2023
00125150,SGC에너지,005090,Y,사업보고서 (2022.12),20230309000859,SGC에너지,20230309,연,2022,2023
00125150,SGC에너지,005090,Y,분기보고서 (2024.09),20241114001771,SGC에너지,20241114,,2023,2024
00125150,SGC에너지,005090,Y,반기보고서 (2024.06),20240814003771,SGC에너지,20240814,,2023,2024
00125150,SGC에너지,005090,Y,분기보고서 (2024.03),20240516001822,SGC에너지,20240516,,2023,2024
00125150,SGC에너지,005090,Y,사업보고서 (2023.12),20240313001769,SGC에너지,20240313,연,2023,2024
00125150,SGC에너지,005090,Y,분기보고서 (2025.09),20251114002390,SGC에너지,20251114,,2024,2025
00125150,SGC에너지,005090,Y,반기보고서 (2025.06),20250814002327,SGC에너지,20250814,,2024,2025
00125150,SGC에너지,005090,Y,분기보고서 (2025.03),20250515001824,SGC에너지,20250515,,2024,2025
00125150,SGC에너지,005090,Y,사업보고서 (2024.12),20250312001090,SGC에너지,20250312,연,2024,2025
00109754,대림바스,005750,Y,분기보고서 (2019.09),20191113000443,대림바스,20191113,,2018,2019
00109754,대림바스,005750,Y,반기보고서 (2019.06),20190814001973,대림바스,20190814,,2018,2019
00109754,대림바스,005750,Y,분기보고서 (2019.03),20190514001129,대림바스,20190514,,2018,2019
00109754,대림바스,005750,Y,사업보고서 (2018.12),20190401003654,대림바스,20190401,연,2018,2019
00109754,대림바스,005750,Y,분기보고서 (2020.09),20201113001107,대림바스,20201113,,2019,2020
00109754,대림바스,005750,Y,반기보고서 (2020.06),20200814001290,대림바스,20200814,,2019,2020
00109754,대림바스,005750,Y,[기재정정]분기보고서 (2020.03),20200515001695,대림바스,20200515,,2019,2020
00109754,대림바스,005750,Y,분기보고서 (2020.03),20200515001095,대림바스,20200515,정,2019,2020
00109754,대림바스,005750,Y,사업보고서 (2019.12),20200330004516,대림바스,20200330,연,2019,2020
00109754,대림바스,005750,Y,분기보고서 (2021.09),20211115002067,대림바스,20211115,,2020,2021
00109754,대림바스,005750,Y,반기보고서 (2021.06),20210813001321,대림바스,20210813,,2020,2021
00109754,대림바스,005750,Y,분기보고서 (2021.03),20210514001358,대림바스,20210514,,2020,2021
00109754,대림바스,005750,Y,[첨부정정]사업보고서 (2020.12),20210318001112,대림바스,20210318,연,2020,2021
00109754,대림바스,005750,Y,사업보고서 (2020.12),20210318000985,대림바스,20210318,정연,2020,2021
00109754,대림바스,005750,Y,분기보고서 (2022.09),20221114001925,대림바스,20221114,,2021,2022
00109754,대림바스,005750,Y,반기보고서 (2022.06),20220812001251,대림바스,20220812,,2021,2022
00109754,대림바스,005750,Y,분기보고서 (2022.03),20220516001319,대림바스,20220516,,2021,2022
00109754,대림바스,005750,Y,사업보고서 (2021.12),20220317001239,대림바스,20220317,연,2021,2022
00109754,대림바스,005750,Y,분기보고서 (2023.09),20231114002143,대림바스,20231114,,2022,2023
00109754,대림바스,005750,Y,[기재정정]반기보고서 (2023.06),20230814002519,대림바스,20230814,,2022,2023
00109754,대림바스,005750,Y,반기보고서 (2023.06),20230814002132,대림바스,20230814,정,2022,2023
00109754,대림바스,005750,Y,분기보고서 (2023.03),20230515002043,대림바스,20230515,,2022,2023
00109754,대림바스,005750,Y,사업보고서 (2022.12),20230323001091,대림바스,20230323,연,2022,2023
00109754,대림바스,005750,Y,분기보고서 (2024.09),20241114002835,대림바스,20241114,,2023,2024
00109754,대림바스,005750,Y,반기보고서 (2024.06),20240814000795,대림바스,20240814,,2023,2024
00109754,대림바스,005750,Y,분기보고서 (2024.03),20240513000870,대림바스,20240513,,2023,2024
00109754,대림바스,005750,Y,사업보고서 (2023.12),20240321001994,대림바스,20240321,연,2023,2024
00109754,대림바스,005750,Y,분기보고서 (2025.09),20251114000467,대림바스,20251114,,2024,2025
00109754,대림바스,005750,Y,반기보고서 (2025.06),20250814004128,대림바스,20250814,,2024,2025
00109754,대림바스,005750,Y,분기보고서 (2025.03),20250515002928,대림바스,20250515,,2024,2025
00109754,대림바스,005750,Y,[기재정정]사업보고서 (2024.12),20250321001769,대림바스,20250321,연,2024,2025
00109754,대림바스,005750,Y,사업보고서 (2024.12),20250320001253,대림바스,20250320,정연,2024,2025
00113535,대한해운,005880,Y,분기보고서 (2019.09),20191114002331,대한해운,20191114,정,2018,2019
00113535,대한해운,005880,Y,반기보고서 (2019.06),20190814001869,대한해운,20190814,정,2018,2019
00113535,대한해운,005880,Y,분기보고서 (2019.03),20190515001966,대한해운,20190515,정,2018,2019
00113535,대한해운,005880,Y,사업보고서 (2018.12),20190401003978,대한해운,20190401,정연,2018,2019
00113535,대한해운,005880,Y,분기보고서 (2020.09),20201116001790,대한해운,20201116,,2019,2020
00113535,대한해운,005880,Y,반기보고서 (2020.06),20200814002140,대한해운,20200814,,2019,2020
00113535,대한해운,005880,Y,분기보고서 (2020.03),20200515002099,대한해운,20200515,,2019,2020
00113535,대한해운,005880,Y,사업보고서 (2019.12),20200330004691,대한해운,20200330,연,2019,2020
00113535,대한해운,005880,Y,[기재정정]분기보고서 (2019.09),20200318000754,대한해운,20200318,,2019,2020
00113535,대한해운,005880,Y,[기재정정]반기보고서 (2019.06),20200318000729,대한해운,20200318,,2019,2020
00113535,대한해운,005880,Y,[기재정정]분기보고서 (2019.03),20200318000708,대한해운,20200318,,2019,2020
00113535,대한해운,005880,Y,[기재정정]사업보고서 (2018.12),20200318000678,대한해운,20200318,연,2019,2020
00113535,대한해운,005880,Y,분기보고서 (2021.09),20211115001898,대한해운,20211115,,2020,2021
00113535,대한해운,005880,Y,반기보고서 (2021.06),20210817000259,대한해운,20210817,,2020,2021
00113535,대한해운,005880,Y,분기보고서 (2021.03),20210514001577,대한해운,20210514,,2020,2021
00113535,대한해운,005880,Y,사업보고서 (2020.12),20210322000956,대한해운,20210322,연,2020,2021
00113535,대한해운,005880,Y,분기보고서 (2022.09),20221114002636,대한해운,20221114,,2021,2022
00113535,대한해운,005880,Y,반기보고서 (2022.06),20220816001851,대한해운,20220816,,2021,2022
00113535,대한해운,005880,Y,분기보고서 (2022.03),20220516001580,대한해운,20220516,,2021,2022
00113535,대한해운,005880,Y,사업보고서 (2021.12),20220322000863,대한해운,20220322,연,2021,2022
00113535,대한해운,005880,Y,분기보고서 (2023.09),20231114002231,대한해운,20231114,,2022,2023
00113535,대한해운,005880,Y,반기보고서 (2023.06),20230811002484,대한해운,20230811,,2022,2023
00113535,대한해운,005880,Y,분기보고서 (2023.03),20230515002130,대한해운,20230515,,2022,2023
00113535,대한해운,005880,Y,사업보고서 (2022.12),20230322001051,대한해운,20230322,연,2022,2023
00113535,대한해운,005880,Y,분기보고서 (2024.09),20241114002121,대한해운,20241114,,2023,2024
00113535,대한해운,005880,Y,반기보고서 (2024.06),20240814003751,대한해운,20240814,,2023,2024
00113535,대한해운,005880,Y,분기보고서 (2024.03),20240516002013,대한해운,20240516,,2023,2024
00113535,대한해운,005880,Y,사업보고서 (2023.12),20240321001983,대한해운,20240321,연,2023,2024
00113535,대한해운,005880,Y,분기보고서 (2025.09),20251114002896,대한해운,20251114,,2024,2025
00113535,대한해운,005880,Y,반기보고서 (2025.06),20250814002840,대한해운,20250814,,2024,2025
00113535,대한해운,005880,Y,분기보고서 (2025.03),20250515002451,대한해운,20250515,,2024,2025
00113535,대한해운,005880,Y,사업보고서 (2024.12),20250320001093,대한해운,20250320,연,2024,2025
00111421,휴니드테크놀러지스,005870,Y,분기보고서 (2019.09),20191114000343,휴니드테크놀러지스,20191114,,2018,2019
00111421,휴니드테크놀러지스,005870,Y,[기재정정]사업보고서 (2018.12),20191016000377,휴니드테크놀러지스,20191016,,2018,2019
00111421,휴니드테크놀러지스,005870,Y,[기재정정]사업보고서 (2017.12),20191016000372,휴니드테크놀러지스,20191016,,2018,2019
00111421,휴니드테크놀러지스,005870,Y,반기보고서 (2019.06),20190813000317,휴니드테크놀러지스,20190813,,2018,2019
00111421,휴니드테크놀러지스,005870,Y,분기보고서 (2019.03),20190514001063,휴니드테크놀러지스,20190514,,2018,2019
00111421,휴니드테크놀러지스,005870,Y,사업보고서 (2018.12),20190329004316,휴니드테크놀러지스,20190329,정,2018,2019
00111421,휴니드테크놀러지스,005870,Y,분기보고서 (2020.09),20201112000425,휴니드테크놀러지스,20201112,,2019,2020
00111421,휴니드테크놀러지스,005870,Y,반기보고서 (2020.06),20200814000369,휴니드테크놀러지스,20200814,,2019,2020
00111421,휴니드테크놀러지스,005870,Y,분기보고서 (2020.03),20200515001182,휴니드테크놀러지스,20200515,,2019,2020
00111421,휴니드테크놀러지스,005870,Y,사업보고서 (2019.12),20200330003158,휴니드테크놀러지스,20200330,,2019,2020
00111421,휴니드테크놀러지스,005870,Y,분기보고서 (2021.09),20211112000105,휴니드테크놀러지스,20211112,,2020,2021
00111421,휴니드테크놀러지스,005870,Y,반기보고서 (2021.06),20210817000192,휴니드테크놀러지스,20210817,,2020,2021
00111421,휴니드테크놀러지스,005870,Y,분기보고서 (2021.03),20210517001088,휴니드테크놀러지스,20210517,,2020,2021
00111421,휴니드테크놀러지스,005870,Y,사업보고서 (2020.12),20210317001215,휴니드테크놀러지스,20210317,,2020,2021
00111421,휴니드테크놀러지스,005870,Y,분기보고서 (2022.09),20221114001796,휴니드테크놀러지스,20221114,,2021,2022
00111421,휴니드테크놀러지스,005870,Y,반기보고서 (2022.06),20220816001380,휴니드테크놀러지스,20220816,,2021,2022
00111421,휴니드테크놀러지스,005870,Y,분기보고서 (2022.03),20220513001573,휴니드테크놀러지스,20220513,,2021,2022
00111421,휴니드테크놀러지스,005870,Y,사업보고서 (2021.12),20220308000872,휴니드테크놀러지스,20220308,,2021,2022
00111421,휴니드테크놀러지스,005870,Y,분기보고서 (2023.09),20231114001138,휴니드테크놀러지스,20231114,,2022,2023
00111421,휴니드테크놀러지스,005870,Y,반기보고서 (2023.06),20230811001691,휴니드테크놀러지스,20230811,,2022,2023
00111421,휴니드테크놀러지스,005870,Y,분기보고서 (2023.03),20230510000772,휴니드테크놀러지스,20230510,,2022,2023
00111421,휴니드테크놀러지스,005870,Y,사업보고서 (2022.12),20230313000533,휴니드테크놀러지스,20230313,,2022,2023
00111421,휴니드테크놀러지스,005870,Y,분기보고서 (2024.09),20241114000813,휴니드테크놀러지스,20241114,,2023,2024
00111421,휴니드테크놀러지스,005870,Y,반기보고서 (2024.06),20240814001494,휴니드테크놀러지스,20240814,,2023,2024
00111421,휴니드테크놀러지스,005870,Y,분기보고서 (2024.03),20240514001465,휴니드테크놀러지스,20240514,,2023,2024
00111421,휴니드테크놀러지스,005870,Y,사업보고서 (2023.12),20240311000760,휴니드테크놀러지스,20240311,,2023,2024
00111421,휴니드테크놀러지스,005870,Y,분기보고서 (2025.09),20251114002300,휴니드테크놀러지스,20251114,,2024,2025
00111421,휴니드테크놀러지스,005870,Y,반기보고서 (2025.06),20250814002781,휴니드테크놀러지스,20250814,,2024,2025
00111421,휴니드테크놀러지스,005870,Y,분기보고서 (2025.03),20250514001117,휴니드테크놀러지스,20250514,,2024,2025
00111421,휴니드테크놀러지스,005870,Y,사업보고서 (2024.12),20250310000706,휴니드테크놀러지스,20250310,,2024,2025
00135111,수산세보틱스,017550,Y,분기보고서 (2019.09),20191112000142,수산세보틱스,20191112,,2018,2019
00135111,수산세보틱스,017550,Y,반기보고서 (2019.06),20190814001254,수산세보틱스,20190814,,2018,2019
00135111,수산세보틱스,017550,Y,분기보고서 (2019.03),20190514000040,수산세보틱스,20190514,,2018,2019
00135111,수산세보틱스,017550,Y,사업보고서 (2018.12),20190401003226,수산세보틱스,20190401,연,2018,2019
00135111,수산세보틱스,017550,Y,분기보고서 (2020.09),20201116000471,수산세보틱스,20201116,,2019,2020
00135111,수산세보틱스,017550,Y,반기보고서 (2020.06),20200813000247,수산세보틱스,20200813,,2019,2020
00135111,수산세보틱스,017550,Y,분기보고서 (2020.03),20200513000422,수산세보틱스,20200513,,2019,2020
00135111,수산세보틱스,017550,Y,[기재정정]사업보고서 (2019.12),20200330003516,수산세보틱스,20200330,연,2019,2020
00135111,수산세보틱스,017550,Y,사업보고서 (2019.12),20200330001148,수산세보틱스,20200330,정연,2019,2020
00135111,수산세보틱스,017550,Y,분기보고서 (2021.09),20211115000089,수산세보틱스,20211115,,2020,2021
00135111,수산세보틱스,017550,Y,반기보고서 (2021.06),20210813001411,수산세보틱스,20210813,,2020,2021
00135111,수산세보틱스,017550,Y,분기보고서 (2021.03),20210517000429,수산세보틱스,20210517,,2020,2021
00135111,수산세보틱스,017550,Y,사업보고서 (2020.12),20210323000785,수산세보틱스,20210323,연,2020,2021
00135111,수산세보틱스,017550,Y,분기보고서 (2022.09),20221114001095,수산세보틱스,20221114,,2021,2022
00135111,수산세보틱스,017550,Y,반기보고서 (2022.06),20220816000527,수산세보틱스,20220816,,2021,2022
00135111,수산세보틱스,017550,Y,[기재정정]분기보고서 (2022.03),20220704000159,수산세보틱스,20220704,,2021,2022
00135111,수산세보틱스,017550,Y,분기보고서 (2022.03),20220516000374,수산세보틱스,20220516,정,2021,2022
00135111,수산세보틱스,017550,Y,사업보고서 (2021.12),20220323001120,수산세보틱스,20220323,연,2021,2022
00135111,수산세보틱스,017550,Y,분기보고서 (2023.09),20231114002213,수산세보틱스,20231114,,2022,2023
00135111,수산세보틱스,017550,Y,반기보고서 (2023.06),20230814001191,수산세보틱스,20230814,,2022,2023
00135111,수산세보틱스,017550,Y,분기보고서 (2023.03),20230515001343,수산세보틱스,20230515,,2022,2023
00135111,수산세보틱스,017550,Y,사업보고서 (2022.12),20230323001156,수산세보틱스,20230323,연,2022,2023
00135111,수산세보틱스,017550,Y,분기보고서 (2024.09),20241114001700,수산세보틱스,20241114,,2023,2024
00135111,수산세보틱스,017550,Y,반기보고서 (2024.06),20240814003474,수산세보틱스,20240814,,2023,2024
00135111,수산세보틱스,017550,Y,분기보고서 (2024.03),20240516001724,수산세보틱스,20240516,,2023,2024
00135111,수산세보틱스,017550,Y,사업보고서 (2023.12),20240320001315,수산세보틱스,20240320,연,2023,2024
00135111,수산세보틱스,017550,Y,분기보고서 (2025.09),20251114001222,수산세보틱스,20251114,,2024,2025
00135111,수산세보틱스,017550,Y,반기보고서 (2025.06),20250814001800,수산세보틱스,20250814,,2024,2025
00135111,수산세보틱스,017550,Y,분기보고서 (2025.03),20250515001471,수산세보틱스,20250515,,2024,2025
00135111,수산세보틱스,017550,Y,사업보고서 (2024.12),20250321001765,수산세보틱스,20250321,연,2024,2025
00165413,롯데케미칼,011170,Y,분기보고서 (2019.09),20191114002597,롯데케미칼,20191114,,2018,2019
00165413,롯데케미칼,011170,Y,[기재정정]반기보고서 (2019.06),20190904000530,롯데케미칼,20190904,,2018,2019
00165413,롯데케미칼,011170,Y,[기재정정]분기보고서 (2019.03),20190904000511,롯데케미칼,20190904,,2018,2019
00165413,롯데케미칼,011170,Y,반기보고서 (2019.06),20190814002633,롯데케미칼,20190814,정,2018,2019
00165413,롯데케미칼,011170,Y,[기재정정]사업보고서 (2018.12),20190726000472,롯데케미칼,20190726,연,2018,2019
00165413,롯데케미칼,011170,Y,분기보고서 (2019.03),20190515002556,롯데케미칼,20190515,정,2018,2019
00165413,롯데케미칼,011170,Y,사업보고서 (2018.12),20190401004835,롯데케미칼,20190401,정연,2018,2019
00165413,롯데케미칼,011170,Y,분기보고서 (2020.09),20201116001874,롯데케미칼,20201116,,2019,2020
00165413,롯데케미칼,011170,Y,[기재정정]반기보고서 (2020.06),20200820000259,롯데케미칼,20200820,,2019,2020
00165413,롯데케미칼,011170,Y,반기보고서 (2020.06),20200814000583,롯데케미칼,20200814,정,2019,2020
00165413,롯데케미칼,011170,Y,분기보고서 (2020.03),20200515001484,롯데케미칼,20200515,,2019,2020
00165413,롯데케미칼,011170,Y,[기재정정]사업보고서 (2019.12),20200331002363,롯데케미칼,20200331,연,2019,2020
00165413,롯데케미칼,011170,Y,사업보고서 (2019.12),20200330004363,롯데케미칼,20200330,정연,2019,2020
00165413,롯데케미칼,011170,Y,분기보고서 (2021.09),20211115001373,롯데케미칼,20211115,,2020,2021
00165413,롯데케미칼,011170,Y,반기보고서 (2021.06),20210813001060,롯데케미칼,20210813,,2020,2021
00165413,롯데케미칼,011170,Y,분기보고서 (2021.03),20210517002037,롯데케미칼,20210517,,2020,2021
00165413,롯데케미칼,011170,Y,사업보고서 (2020.12),20210315001080,롯데케미칼,20210315,연,2020,2021
00165413,롯데케미칼,011170,Y,[기재정정]분기보고서 (2022.09),20221118000493,롯데케미칼,20221118,,2021,2022
00165413,롯데케미칼,011170,Y,분기보고서 (2022.09),20221114002246,롯데케미칼,20221114,정,2021,2022
00165413,롯데케미칼,011170,Y,반기보고서 (2022.06),20220816001339,롯데케미칼,20220816,,2021,2022
00165413,롯데케미칼,011170,Y,분기보고서 (2022.03),20220516002090,롯데케미칼,20220516,,2021,2022
00165413,롯데케미칼,011170,Y,사업보고서 (2021.12),20220316001034,롯데케미칼,20220316,연,2021,2022
00165413,롯데케미칼,011170,Y,[기재정정]분기보고서 (2023.09),20231214000388,롯데케미칼,20231214,,2022,2023
00165413,롯데케미칼,011170,Y,분기보고서 (2023.09),20231114001760,롯데케미칼,20231114,정,2022,2023
00165413,롯데케미칼,011170,Y,반기보고서 (2023.06),20230814002358,롯데케미칼,20230814,,2022,2023
00165413,롯데케미칼,011170,Y,분기보고서 (2023.03),20230515002535,롯데케미칼,20230515,,2022,2023
00165413,롯데케미칼,011170,Y,[기재정정]사업보고서 (2022.12),20230321001511,롯데케미칼,20230321,연,2022,2023
00165413,롯데케미칼,011170,Y,사업보고서 (2022.12),20230321001238,롯데케미칼,20230321,정연,2022,2023
00165413,롯데케미칼,011170,Y,분기보고서 (2024.09),20241114002994,롯데케미칼,20241114,,2023,2024
00165413,롯데케미칼,011170,Y,반기보고서 (2024.06),20240814002335,롯데케미칼,20240814,,2023,2024
00165413,롯데케미칼,011170,Y,분기보고서 (2024.03),20240516001796,롯데케미칼,20240516,,2023,2024
00165413,롯데케미칼,011170,Y,[기재정정]사업보고서 (2023.12),20240401004380,롯데케미칼,20240401,연,2023,2024
00165413,롯데케미칼,011170,Y,사업보고서 (2023.12),20240318000951,롯데케미칼,20240318,정연,2023,2024
00165413,롯데케미칼,011170,Y,분기보고서 (2025.09),20251114003070,롯데케미칼,20251114,,2024,2025
00165413,롯데케미칼,011170,Y,반기보고서 (2025.06),20250814004370,롯데케미칼,20250814,,2024,2025
00165413,롯데케미칼,011170,Y,[기재정정]사업보고서 (2024.12),20250725000806,롯데케미칼,20250725,연,2024,2025
00165413,롯데케미칼,011170,Y,분기보고서 (2025.03),20250515002726,롯데케미칼,20250515,,2024,2025
00165413,롯데케미칼,011170,Y,사업보고서 (2024.12),20250317000991,롯데케미칼,20250317,정연,2024,2025
00106669,세아베스틸지주,001430,Y,분기보고서 (2019.09),20191114000615,세아베스틸지주,20191114,,2018,2019
00106669,세아베스틸지주,001430,Y,반기보고서 (2019.06),20190814000918,세아베스틸지주,20190814,,2018,2019
00106669,세아베스틸지주,001430,Y,분기보고서 (2019.03),20190515001241,세아베스틸지주,20190515,,2018,2019
00106669,세아베스틸지주,001430,Y,[기재정정]사업보고서 (2018.12),20190401005181,세아베스틸지주,20190401,연,2018,2019
00106669,세아베스틸지주,001430,Y,사업보고서 (2018.12),20190329001845,세아베스틸지주,20190329,정연,2018,2019
00106669,세아베스틸지주,001430,Y,분기보고서 (2020.09),20201116000495,세아베스틸지주,20201116,,2019,2020
