corp_code,corp_name,stock_code,corp_cls,report_nm,rcept_no,flr_nm,rcept_dt,rm,fiscal_year,filing_year
00557508,GKL,114090,Y,사업보고서 (2022.12),20230321000076,GKL,20230321,정연,2022,2023
00557508,GKL,114090,Y,[기재정정]분기보고서 (2024.09),20241121000204,GKL,20241121,,2023,2024
00557508,GKL,114090,Y,분기보고서 (2024.09),20241114001047,GKL,20241114,정,2023,2024
00557508,GKL,114090,Y,반기보고서 (2024.06),20240814001399,GKL,20240814,,2023,2024
00557508,GKL,114090,Y,분기보고서 (2024.03),20240514000311,GKL,20240514,,2023,2024
00557508,GKL,114090,Y,사업보고서 (2023.12),20240320000077,GKL,20240320,연,2023,2024
00557508,GKL,114090,Y,분기보고서 (2025.09),20251114001163,GKL,20251114,,2024,2025
00557508,GKL,114090,Y,반기보고서 (2025.06),20250814001907,GKL,20250814,,2024,2025
00557508,GKL,114090,Y,분기보고서 (2025.03),20250515000906,GKL,20250515,,2024,2025
00557508,GKL,114090,Y,[기재정정]사업보고서 (2024.12),20250328001704,GKL,20250328,연,2024,2025
00557508,GKL,114090,Y,사업보고서 (2024.12),20250321000291,GKL,20250321,정연,2024,2025
00218575,황금에스티,032560,Y,분기보고서 (2019.09),20191114000231,황금에스티,20191114,,2018,2019
00218575,황금에스티,032560,Y,반기보고서 (2019.06),20190814000787,황금에스티,20190814,,2018,2019
00218575,황금에스티,032560,Y,분기보고서 (2019.03),20190515000529,황금에스티,20190515,,2018,2019
00218575,황금에스티,032560,Y,사업보고서 (2018.12),20190329004157,황금에스티,20190329,연,2018,2019
00218575,황금에스티,032560,Y,분기보고서 (2020.09),20201116000461,황금에스티,20201116,,2019,2020
00218575,황금에스티,032560,Y,반기보고서 (2020.06),20200814002725,황금에스티,20200814,,2019,2020
00218575,황금에스티,032560,Y,분기보고서 (2020.03),20200515000547,황금에스티,20200515,,2019,2020
00218575,황금에스티,032560,Y,[첨부정정]사업보고서 (2019.12),20200330002435,황금에스티,20200330,정연,2019,2020
00218575,황금에스티,032560,Y,사업보고서 (2019.12),20200330001845,황금에스티,20200330,정연,2019,2020
00218575,황금에스티,032560,Y,[기재정정]사업보고서 (2020.12),20211130001721,황금에스티,20211130,정연,2020,2021
00218575,황금에스티,032560,Y,분기보고서 (2021.09),20211115000261,황금에스티,20211115,,2020,2021
00218575,황금에스티,032560,Y,반기보고서 (2021.06),20210817000515,황금에스티,20210817,,2020,2021
00218575,황금에스티,032560,Y,분기보고서 (2021.03),20210517000159,황금에스티,20210517,,2020,2021
00218575,황금에스티,032560,Y,사업보고서 (2020.12),20210318001409,황금에스티,20210318,정연,2020,2021
00218575,황금에스티,032560,Y,[기재정정]사업보고서 (2019.12),20210202000187,황금에스티,20210202,정연,2020,2021
00218575,황금에스티,032560,Y,분기보고서 (2022.09),20221114000421,황금에스티,20221114,,2021,2022
00218575,황금에스티,032560,Y,반기보고서 (2022.06),20220816000477,황금에스티,20220816,,2021,2022
00218575,황금에스티,032560,Y,분기보고서 (2022.03),20220513000296,황금에스티,20220513,,2021,2022
00218575,황금에스티,032560,Y,사업보고서 (2021.12),20220321000623,황금에스티,20220321,연,2021,2022
00218575,황금에스티,032560,Y,[첨부정정]사업보고서 (2020.12),20220225000997,황금에스티,20220225,연,2021,2022
00218575,황금에스티,032560,Y,[기재정정]사업보고서 (2020.12),20220224004228,황금에스티,20220224,정연,2021,2022
00218575,황금에스티,032560,Y,[기재정정]사업보고서 (2019.12),20220224003906,황금에스티,20220224,연,2021,2022
00218575,황금에스티,032560,Y,분기보고서 (2023.09),20231114000212,황금에스티,20231114,,2022,2023
00218575,황금에스티,032560,Y,반기보고서 (2023.06),20230814001265,황금에스티,20230814,,2022,2023
00218575,황금에스티,032560,Y,분기보고서 (2023.03),20230515000320,황금에스티,20230515,,2022,2023
00218575,황금에스티,032560,Y,사업보고서 (2022.12),20230320000391,황금에스티,20230320,연,2022,2023
00218575,황금에스티,032560,Y,분기보고서 (2024.09),20241112000357,황금에스티,20241112,,2023,2024
00218575,황금에스티,032560,Y,반기보고서 (2024.06),20240814001591,황금에스티,20240814,,2023,2024
00218575,황금에스티,032560,Y,분기보고서 (2024.03),20240516000905,황금에스티,20240516,,2023,2024
00218575,황금에스티,032560,Y,사업보고서 (2023.12),20240320000874,황금에스티,20240320,연,2023,2024
00218575,황금에스티,032560,Y,분기보고서 (2025.09),20251114000802,황금에스티,20251114,,2024,2025
00218575,황금에스티,032560,Y,반기보고서 (2025.06),20250814002623,황금에스티,20250814,,2024,2025
00218575,황금에스티,032560,Y,분기보고서 (2025.03),20250515000999,황금에스티,20250515,,2024,2025
00218575,황금에스티,032560,Y,사업보고서 (2024.12),20250318001129,황금에스티,20250318,연,2024,2025
01294110,에스엔시스,000080,K,분기보고서 (2025.09),20251113000760,에스엔시스,20251113,,2024,2025
01294110,에스엔시스,000080,K,반기보고서 (2025.06),20250822000364,에스엔시스,20250822,,2024,2025
00369833,유니온머티리얼,047400,Y,분기보고서 (2019.09),20191114001325,유니온머티리얼,20191114,,2018,2019
00369833,유니온머티리얼,047400,Y,반기보고서 (2019.06),20190814002161,유니온머티리얼,20190814,,2018,2019
00369833,유니온머티리얼,047400,Y,[기재정정]사업보고서 (2018.12),20190613000344,유니온머티리얼,20190613,연,2018,2019
00369833,유니온머티리얼,047400,Y,분기보고서 (2019.03),20190515001358,유니온머티리얼,20190515,,2018,2019
00369833,유니온머티리얼,047400,Y,사업보고서 (2018.12),20190401003029,유니온머티리얼,20190401,정연,2018,2019
00369833,유니온머티리얼,047400,Y,분기보고서 (2020.09),20201116001174,유니온머티리얼,20201116,,2019,2020
00369833,유니온머티리얼,047400,Y,반기보고서 (2020.06),20200814001935,유니온머티리얼,20200814,,2019,2020
00369833,유니온머티리얼,047400,Y,분기보고서 (2020.03),20200515001644,유니온머티리얼,20200515,,2019,2020
00369833,유니온머티리얼,047400,Y,사업보고서 (2019.12),20200330002957,유니온머티리얼,20200330,연,2019,2020
00369833,유니온머티리얼,047400,Y,분기보고서 (2021.09),20211115001402,유니온머티리얼,20211115,,2020,2021
00369833,유니온머티리얼,047400,Y,반기보고서 (2021.06),20210817001433,유니온머티리얼,20210817,,2020,2021
00369833,유니온머티리얼,047400,Y,분기보고서 (2021.03),20210517001370,유니온머티리얼,20210517,,2020,2021
00369833,유니온머티리얼,047400,Y,[기재정정]사업보고서 (2020.12),20210324000592,유니온머티리얼,20210324,연,2020,2021
00369833,유니온머티리얼,047400,Y,[기재정정]사업보고서 (2020.12),20210323000204,유니온머티리얼,20210323,정연,2020,2021
00369833,유니온머티리얼,047400,Y,사업보고서 (2020.12),20210322001093,유니온머티리얼,20210322,정연,2020,2021
00369833,유니온머티리얼,047400,Y,분기보고서 (2022.09),20221114001527,유니온머티리얼,20221114,,2021,2022
00369833,유니온머티리얼,047400,Y,반기보고서 (2022.06),20220816001507,유니온머티리얼,20220816,,2021,2022
00369833,유니온머티리얼,047400,Y,분기보고서 (2022.03),20220516001689,유니온머티리얼,20220516,,2021,2022
00369833,유니온머티리얼,047400,Y,사업보고서 (2021.12),20220316001172,유니온머티리얼,20220316,연,2021,2022
00369833,유니온머티리얼,047400,Y,분기보고서 (2023.09),20231114001555,유니온머티리얼,20231114,,2022,2023
00369833,유니온머티리얼,047400,Y,반기보고서 (2023.06),20230811001722,유니온머티리얼,20230811,,2022,2023
00369833,유니온머티리얼,047400,Y,분기보고서 (2023.03),20230515001592,유니온머티리얼,20230515,,2022,2023
00369833,유니온머티리얼,047400,Y,[기재정정]사업보고서 (2022.12),20230324001267,유니온머티리얼,20230324,연,2022,2023
00369833,유니온머티리얼,047400,Y,사업보고서 (2022.12),20230322001011,유니온머티리얼,20230322,정연,2022,2023
00369833,유니온머티리얼,047400,Y,분기보고서 (2024.09),20241114001733,유니온머티리얼,20241114,,2023,2024
00369833,유니온머티리얼,047400,Y,반기보고서 (2024.06),20240814002797,유니온머티리얼,20240814,,2023,2024
00369833,유니온머티리얼,047400,Y,분기보고서 (2024.03),20240516000988,유니온머티리얼,20240516,,2023,2024
00369833,유니온머티리얼,047400,Y,사업보고서 (2023.12),20240320001765,유니온머티리얼,20240320,연,2023,2024
00369833,유니온머티리얼,047400,Y,분기보고서 (2025.09),20251114002178,유니온머티리얼,20251114,,2024,2025
00369833,유니온머티리얼,047400,Y,반기보고서 (2025.06),20250814003163,유니온머티리얼,20250814,,2024,2025
00369833,유니온머티리얼,047400,Y,분기보고서 (2025.03),20250515001633,유니온머티리얼,20250515,,2024,2025
00369833,유니온머티리얼,047400,Y,사업보고서 (2024.12),20250319000740,유니온머티리얼,20250319,연,2024,2025
00441243,형지엘리트,093240,Y,분기보고서 (2019.09),20191114000352,형지엘리트,20191114,,2018,2019
00441243,형지엘리트,093240,Y,사업보고서 (2019.06),20190930000335,형지엘리트,20190930,정연,2018,2019
00441243,형지엘리트,093240,Y,분기보고서 (2019.03),20190515001394,형지엘리트,20190515,,2018,2019
00441243,형지엘리트,093240,Y,반기보고서 (2018.12),20190214001020,형지엘리트,20190214,,2018,2019
00441243,형지엘리트,093240,Y,분기보고서 (2020.09),20201116000880,형지엘리트,20201116,,2019,2020
00441243,형지엘리트,093240,Y,사업보고서 (2020.06),20200928000301,형지엘리트,20200928,연,2019,2020
00441243,형지엘리트,093240,Y,분기보고서 (2020.03),20200515001198,형지엘리트,20200515,,2019,2020
00441243,형지엘리트,093240,Y,반기보고서 (2019.12),20200214000779,형지엘리트,20200214,,2019,2020
00441243,형지엘리트,093240,Y,[기재정정]사업보고서 (2019.06),20200130000570,형지엘리트,20200130,연,2019,2020
00441243,형지엘리트,093240,Y,분기보고서 (2021.09),20211115001072,형지엘리트,20211115,,2020,2021
00441243,형지엘리트,093240,Y,사업보고서 (2021.06),20211006000667,형지엘리트,20211006,연,2020,2021
00441243,형지엘리트,093240,Y,사업보고서제출기한연장신고서 (2021.06),20210917000556,형지엘리트,20210917,,2020,2021
00441243,형지엘리트,093240,Y,분기보고서 (2021.03),20210517000951,형지엘리트,20210517,,2020,2021
00441243,형지엘리트,093240,Y,반기보고서 (2020.12),20210215000934,형지엘리트,20210215,,2020,2021
00441243,형지엘리트,093240,Y,분기보고서 (2022.09),20221114001152,형지엘리트,20221114,,2021,2022
00441243,형지엘리트,093240,Y,사업보고서 (2022.06),20220920000352,형지엘리트,20220920,연,2021,2022
00441243,형지엘리트,093240,Y,분기보고서 (2022.03),20220516001576,형지엘리트,20220516,,2021,2022
00441243,형지엘리트,093240,Y,반기보고서 (2021.12),20220214000698,형지엘리트,20220214,,2021,2022
00441243,형지엘리트,093240,Y,분기보고서 (2023.09),20231114000089,형지엘리트,20231114,,2022,2023
00441243,형지엘리트,093240,Y,사업보고서 (2023.06),20230919000174,형지엘리트,20230919,연,2022,2023
00441243,형지엘리트,093240,Y,분기보고서 (2023.03),20230515001718,형지엘리트,20230515,,2022,2023
00441243,형지엘리트,093240,Y,반기보고서 (2022.12),20230214000945,형지엘리트,20230214,,2022,2023
00441243,형지엘리트,093240,Y,분기보고서 (2024.09),20241114001591,형지엘리트,20241114,,2023,2024
00441243,형지엘리트,093240,Y,사업보고서 (2024.06),20240920000129,형지엘리트,20240920,연,2023,2024
00441243,형지엘리트,093240,Y,분기보고서 (2024.03),20240516000941,형지엘리트,20240516,,2023,2024
00441243,형지엘리트,093240,Y,반기보고서 (2023.12),20240214001925,형지엘리트,20240214,,2023,2024
00441243,형지엘리트,093240,Y,분기보고서 (2025.09),20251114000172,형지엘리트,20251114,,2024,2025
00441243,형지엘리트,093240,Y,사업보고서 (2025.06),20250919000232,형지엘리트,20250919,연,2024,2025
00441243,형지엘리트,093240,Y,분기보고서 (2025.03),20250515001612,형지엘리트,20250515,,2024,2025
00441243,형지엘리트,093240,Y,반기보고서 (2024.12),20250214001313,형지엘리트,20250214,,2024,2025
00776820,영원무역,111770,Y,분기보고서 (2019.09),20191114001288,영원무역,20191114,,2018,2019
00776820,영원무역,111770,Y,반기보고서 (2019.06),20190814000874,영원무역,20190814,,2018,2019
00776820,영원무역,111770,Y,분기보고서 (2019.03),20190515002137,영원무역,20190515,,2018,2019
00776820,영원무역,111770,Y,사업보고서 (2018.12),20190401004682,영원무역,20190401,연,2018,2019
00776820,영원무역,111770,Y,분기보고서 (2020.09),20201116000343,영원무역,20201116,,2019,2020
00776820,영원무역,111770,Y,반기보고서 (2020.06),20200814001115,영원무역,20200814,,2019,2020
00776820,영원무역,111770,Y,분기보고서 (2020.03),20200515001242,영원무역,20200515,,2019,2020
00776820,영원무역,111770,Y,사업보고서 (2019.12),20200330003523,영원무역,20200330,연,2019,2020
00776820,영원무역,111770,Y,분기보고서 (2021.09),20211112000386,영원무역,20211112,,2020,2021
00776820,영원무역,111770,Y,반기보고서 (2021.06),20210813000399,영원무역,20210813,,2020,2021
00776820,영원무역,111770,Y,분기보고서 (2021.03),20210517000777,영원무역,20210517,,2020,2021
00776820,영원무역,111770,Y,사업보고서 (2020.12),20210323001006,영원무역,20210323,연,2020,2021
00776820,영원무역,111770,Y,분기보고서 (2022.09),20221114000369,영원무역,20221114,,2021,2022
00776820,영원무역,111770,Y,반기보고서 (2022.06),20220816000753,영원무역,20220816,,2021,2022
00776820,영원무역,111770,Y,분기보고서 (2022.03),20220516000409,영원무역,20220516,,2021,2022
00776820,영원무역,111770,Y,[첨부정정]사업보고서 (2021.12),20220321001505,영원무역,20220321,연,2021,2022
00776820,영원무역,111770,Y,사업보고서 (2021.12),20220321001405,영원무역,20220321,정연,2021,2022
00776820,영원무역,111770,Y,분기보고서 (2023.09),20231114001025,영원무역,20231114,,2022,2023
00776820,영원무역,111770,Y,반기보고서 (2023.06),20230814001385,영원무역,20230814,,2022,2023
00776820,영원무역,111770,Y,분기보고서 (2023.03),20230515000675,영원무역,20230515,,2022,2023
00776820,영원무역,111770,Y,사업보고서 (2022.12),20230321001365,영원무역,20230321,연,2022,2023
00776820,영원무역,111770,Y,분기보고서 (2024.09),20241114002310,영원무역,20241114,,2023,2024
00776820,영원무역,111770,Y,반기보고서 (2024.06),20240814004251,영원무역,20240814,,2023,2024
00776820,영원무역,111770,Y,분기보고서 (2024.03),20240516000786,영원무역,20240516,,2023,2024
00776820,영원무역,111770,Y,사업보고서 (2023.12),20240401004267,영원무역,20240401,연,2023,2024
00776820,영원무역,111770,Y,사업보고서제출기한연장신고서 (2023.12),20240321001356,영원무역,20240321,,2023,2024
00776820,영원무역,111770,Y,분기보고서 (2025.09),20251114002695,영원무역,20251114,,2024,2025
00776820,영원무역,111770,Y,반기보고서 (2025.06),20250814004241,영원무역,20250814,,2024,2025
00776820,영원무역,111770,Y,분기보고서 (2025.03),20250515002549,영원무역,20250515,,2024,2025
00776820,영원무역,111770,Y,사업보고서 (2024.12),20250321001998,영원무역,20250321,연,2024,2025
00413523,한미글로벌,053690,Y,분기보고서 (2019.09),20191111000286,한미글로벌,20191111,,2018,2019
00413523,한미글로벌,053690,Y,반기보고서 (2019.06),20190814002350,한미글로벌,20190814,,2018,2019
00413523,한미글로벌,053690,Y,분기보고서 (2019.03),20190515000904,한미글로벌,20190515,,2018,2019
00413523,한미글로벌,053690,Y,사업보고서 (2018.12),20190328001511,한미글로벌,20190328,연,2018,2019
00413523,한미글로벌,053690,Y,분기보고서 (2020.09),20201116000018,한미글로벌,20201116,,2019,2020
00413523,한미글로벌,053690,Y,반기보고서 (2020.06),20200814001423,한미글로벌,20200814,,2019,2020
00413523,한미글로벌,053690,Y,분기보고서 (2020.03),20200515002047,한미글로벌,20200515,,2019,2020
00413523,한미글로벌,053690,Y,사업보고서 (2019.12),20200330003518,한미글로벌,20200330,연,2019,2020
00413523,한미글로벌,053690,Y,분기보고서 (2021.09),20211115000398,한미글로벌,20211115,,2020,2021
00413523,한미글로벌,053690,Y,반기보고서 (2021.06),20210812000212,한미글로벌,20210812,,2020,2021
00413523,한미글로벌,053690,Y,분기보고서 (2021.03),20210512000391,한미글로벌,20210512,,2020,2021
00413523,한미글로벌,053690,Y,[기재정정]사업보고서 (2020.12),20210326001219,한미글로벌,20210326,연,2020,2021
00413523,한미글로벌,053690,Y,사업보고서 (2020.12),20210317001129,한미글로벌,20210317,정연,2020,2021
00413523,한미글로벌,053690,Y,분기보고서 (2022.09),20221114000672,한미글로벌,20221114,,2021,2022
00413523,한미글로벌,053690,Y,[기재정정]반기보고서 (2022.06),20220816001548,한미글로벌,20220816,,2021,2022
00413523,한미글로벌,053690,Y,반기보고서 (2022.06),20220816000954,한미글로벌,20220816,정,2021,2022
00413523,한미글로벌,053690,Y,[기재정정]사업보고서 (2021.12),20220816000695,한미글로벌,20220816,연,2021,2022
00413523,한미글로벌,053690,Y,분기보고서 (2022.03),20220516000528,한미글로벌,20220516,,2021,2022
00413523,한미글로벌,053690,Y,사업보고서 (2021.12),20220316001319,한미글로벌,20220316,정연,2021,2022
00413523,한미글로벌,053690,Y,분기보고서 (2023.09),20231114002257,한미글로벌,20231114,,2022,2023
00413523,한미글로벌,053690,Y,반기보고서 (2023.06),20230811001967,한미글로벌,20230811,,2022,2023
00413523,한미글로벌,053690,Y,분기보고서 (2023.03),20230515000182,한미글로벌,20230515,,2022,2023
00413523,한미글로벌,053690,Y,사업보고서 (2022.12),20230316001135,한미글로벌,20230316,연,2022,2023
00413523,한미글로벌,053690,Y,분기보고서 (2024.09),20241114002008,한미글로벌,20241114,,2023,2024
00413523,한미글로벌,053690,Y,반기보고서 (2024.06),20240813000768,한미글로벌,20240813,,2023,2024
00413523,한미글로벌,053690,Y,분기보고서 (2024.03),20240516000171,한미글로벌,20240516,,2023,2024
00413523,한미글로벌,053690,Y,사업보고서 (2023.12),20240313000849,한미글로벌,20240313,연,2023,2024
00413523,한미글로벌,053690,Y,분기보고서 (2025.09),20251114002754,한미글로벌,20251114,,2024,2025
00413523,한미글로벌,053690,Y,반기보고서 (2025.06),20250814003784,한미글로벌,20250814,,2024,2025
00413523,한미글로벌,053690,Y,[기재정정]사업보고서 (2024.12),20250814003308,한미글로벌,20250814,연,2024,2025
00413523,한미글로벌,053690,Y,분기보고서 (2025.03),20250515002197,한미글로벌,20250515,,2024,2025
00413523,한미글로벌,053690,Y,사업보고서 (2024.12),20250313001417,한미글로벌,20250313,정연,2024,2025
00178754,동아지질,028100,Y,분기보고서 (2019.09),20191114001199,동아지질,20191114,,2018,2019
00178754,동아지질,028100,Y,반기보고서 (2019.06),20190814002559,동아지질,20190814,,2018,2019
00178754,동아지질,028100,Y,분기보고서 (2019.03),20190515002160,동아지질,20190515,,2018,2019
00178754,동아지질,028100,Y,사업보고서 (2018.12),20190401003498,동아지질,20190401,연,2018,2019
00178754,동아지질,028100,Y,분기보고서 (2020.09),20201116000791,동아지질,20201116,,2019,2020
00178754,동아지질,028100,Y,반기보고서 (2020.06),20200814001243,동아지질,20200814,,2019,2020
00178754,동아지질,028100,Y,[기재정정]사업보고서 (2019.12),20200605000203,동아지질,20200605,연,2019,2020
00178754,동아지질,028100,Y,분기보고서 (2020.03),20200515002081,동아지질,20200515,,2019,2020
00178754,동아지질,028100,Y,사업보고서 (2019.12),20200330002729,동아지질,20200330,정연,2019,2020
00178754,동아지질,028100,Y,분기보고서 (2021.09),20211115002279,동아지질,20211115,,2020,2021
00178754,동아지질,028100,Y,반기보고서 (2021.06),20210817001816,동아지질,20210817,,2020,2021
00178754,동아지질,028100,Y,분기보고서 (2021.03),20210517001399,동아지질,20210517,,2020,2021
00178754,동아지질,028100,Y,사업보고서 (2020.12),20210317000479,동아지질,20210317,연,2020,2021
00178754,동아지질,028100,Y,분기보고서 (2022.09),20221114001952,동아지질,20221114,,2021,2022
00178754,동아지질,028100,Y,반기보고서 (2022.06),20220816002227,동아지질,20220816,,2021,2022
00178754,동아지질,028100,Y,분기보고서 (2022.03),20220516001738,동아지질,20220516,,2021,2022
00178754,동아지질,028100,Y,사업보고서 (2021.12),20220315001251,동아지질,20220315,연,2021,2022
00178754,동아지질,028100,Y,분기보고서 (2023.09),20231114001241,동아지질,20231114,,2022,2023
00178754,동아지질,028100,Y,반기보고서 (2023.06),20230814001948,동아지질,20230814,,2022,2023
00178754,동아지질,028100,Y,분기보고서 (2023.03),20230515002143,동아지질,20230515,,2022,2023
00178754,동아지질,028100,Y,사업보고서 (2022.12),20230320001020,동아지질,20230320,연,2022,2023
00178754,동아지질,028100,Y,분기보고서 (2024.09),20241114002016,동아지질,20241114,,2023,2024
00178754,동아지질,028100,Y,반기보고서 (2024.06),20240814004431,동아지질,20240814,,2023,2024
00178754,동아지질,028100,Y,분기보고서 (2024.03),20240516000009,동아지질,20240516,,2023,2024
00178754,동아지질,028100,Y,사업보고서 (2023.12),20240320001574,동아지질,20240320,연,2023,2024
00178754,동아지질,028100,Y,분기보고서 (2025.09),20251114000182,동아지질,20251114,,2024,2025
00178754,동아지질,028100,Y,[기재정정]사업보고서 (2024.12),20250814003141,동아지질,20250814,연,2024,2025
00178754,동아지질,028100,Y,반기보고서 (2025.06),20250814002903,동아지질,20250814,,2024,2025
00178754,동아지질,028100,Y,분기보고서 (2025.03),20250515003029,동아지질,20250515,,2024,2025
00178754,동아지질,028100,Y,사업보고서 (2024.12),20250318001360,동아지질,20250318,정연,2024,2025
00406046,HD현대마린엔진,071970,Y,[기재정정]사업보고서 (2018.12),20191120000307,HD현대마린엔진,20191120,연,2018,2019
00406046,HD현대마린엔진,071970,Y,분기보고서 (2019.09),20191114002469,HD현대마린엔진,20191114,,2018,2019
00406046,HD현대마린엔진,071970,Y,반기보고서 (2019.06),20190814001617,HD현대마린엔진,20190814,,2018,2019
00406046,HD현대마린엔진,071970,Y,[기재정정]분기보고서 (2019.03),20190724000531,HD현대마린엔진,20190724,,2018,2019
00406046,HD현대마린엔진,071970,Y,[기재정정]사업보고서 (2018.12),20190724000525,HD현대마린엔진,20190724,정연,2018,2019
00406046,HD현대마린엔진,071970,Y,분기보고서 (2019.03),20190515001781,HD현대마린엔진,20190515,정,2018,2019
00406046,HD현대마린엔진,071970,Y,사업보고서 (2018.12),20190401003192,HD현대마린엔진,20190401,정연,2018,2019
00406046,HD현대마린엔진,071970,Y,분기보고서 (2020.09),20201116001961,HD현대마린엔진,20201116,,2019,2020
00406046,HD현대마린엔진,071970,Y,반기보고서 (2020.06),20200814002278,HD현대마린엔진,20200814,,2019,2020
00406046,HD현대마린엔진,071970,Y,분기보고서 (2020.03),20200515001481,HD현대마린엔진,20200515,,2019,2020
00406046,HD현대마린엔진,071970,Y,사업보고서 (2019.12),20200330003318,HD현대마린엔진,20200330,정연,2019,2020
00406046,HD현대마린엔진,071970,Y,분기보고서 (2021.09),20211115001964,HD현대마린엔진,20211115,,2020,2021
00406046,HD현대마린엔진,071970,Y,반기보고서 (2021.06),20210817001952,HD현대마린엔진,20210817,,2020,2021
00406046,HD현대마린엔진,071970,Y,분기보고서 (2021.03),20210517001739,HD현대마린엔진,20210517,,2020,2021
00406046,HD현대마린엔진,071970,Y,사업보고서 (2020.12),20210331002863,HD현대마린엔진,20210331,연,2020,2021
00406046,HD현대마린엔진,071970,Y,[기재정정]사업보고서 (2019.12),20210322000831,HD현대마린엔진,20210322,연,2020,2021
00406046,HD현대마린엔진,071970,Y,분기보고서 (2022.09),20221114000933,HD현대마린엔진,20221114,,2021,2022
00406046,HD현대마린엔진,071970,Y,반기보고서 (2022.06),20220816002027,HD현대마린엔진,20220816,,2021,2022
00406046,HD현대마린엔진,071970,Y,[기재정정]사업보고서 (2021.12),20220727000136,HD현대마린엔진,20220727,연,2021,2022
00406046,HD현대마린엔진,071970,Y,[기재정정]분기보고서 (2022.03),20220516002326,HD현대마린엔진,20220516,,2021,2022
00406046,HD현대마린엔진,071970,Y,분기보고서 (2022.03),20220516002050,HD현대마린엔진,20220516,정,2021,2022
00406046,HD현대마린엔진,071970,Y,사업보고서 (2021.12),20220323001155,HD현대마린엔진,20220323,정연,2021,2022
00406046,HD현대마린엔진,071970,Y,분기보고서 (2023.09),20231114000654,HD현대마린엔진,20231114,,2022,2023
00406046,HD현대마린엔진,071970,Y,반기보고서 (2023.06),20230811002145,HD현대마린엔진,20230811,,2022,2023
00406046,HD현대마린엔진,071970,Y,[기재정정]사업보고서 (2022.12),20230712000453,HD현대마린엔진,20230712,연,2022,2023
00406046,HD현대마린엔진,071970,Y,분기보고서 (2023.03),20230515002514,HD현대마린엔진,20230515,,2022,2023
00406046,HD현대마린엔진,071970,Y,사업보고서 (2022.12),20230323001496,HD현대마린엔진,20230323,정연,2022,2023
00406046,HD현대마린엔진,071970,Y,분기보고서 (2024.09),20241114002344,HD현대마린엔진,20241114,,2023,2024
00406046,HD현대마린엔진,071970,Y,반기보고서 (2024.06),20240814001821,HD현대마린엔진,20240814,,2023,2024
00406046,HD현대마린엔진,071970,Y,분기보고서 (2024.03),20240510000349,HD현대마린엔진,20240510,,2023,2024
00406046,HD현대마린엔진,071970,Y,[기재정정]사업보고서 (2023.12),20240411003898,HD현대마린엔진,20240411,연,2023,2024
00406046,HD현대마린엔진,071970,Y,사업보고서 (2023.12),20240401001427,HD현대마린엔진,20240401,정연,2023,2024
00406046,HD현대마린엔진,071970,Y,분기보고서 (2025.09),20251114002241,HD현대마린엔진,20251114,,2024,2025
00406046,HD현대마린엔진,071970,Y,반기보고서 (2025.06),20250814003227,HD현대마린엔진,20250814,,2024,2025
00406046,HD현대마린엔진,071970,Y,분기보고서 (2025.03),20250515000899,HD현대마린엔진,20250515,,2024,2025
00406046,HD현대마린엔진,071970,Y,사업보고서 (2024.12),20250317000801,HD현대마린엔진,20250317,연,2024,2025
00759513,LX하우시스,108670,Y,분기보고서 (2019.09),20191114002286,LX하우시스,20191114,,2018,2019
00759513,LX하우시스,108670,Y,반기보고서 (2019.06),20190814001647,LX하우시스,20190814,,2018,2019
00759513,LX하우시스,108670,Y,분기보고서 (2019.03),20190515002188,LX하우시스,20190515,,2018,2019
00759513,LX하우시스,108670,Y,사업보고서 (2018.12),20190401004159,LX하우시스,20190401,연,2018,2019
00759513,LX하우시스,108670,Y,분기보고서 (2020.09),20201116001749,LX하우시스,20201116,,2019,2020
00759513,LX하우시스,108670,Y,반기보고서 (2020.06),20200814002282,LX하우시스,20200814,,2019,2020
00759513,LX하우시스,108670,Y,분기보고서 (2020.03),20200515001669,LX하우시스,20200515,,2019,2020
00759513,LX하우시스,108670,Y,사업보고서 (2019.12),20200330003717,LX하우시스,20200330,연,2019,2020
00759513,LX하우시스,108670,Y,분기보고서 (2021.09),20211115001841,LX하우시스,20211115,,2020,2021
00759513,LX하우시스,108670,Y,반기보고서 (2021.06),20210817001592,LX하우시스,20210817,,2020,2021
00759513,LX하우시스,108670,Y,분기보고서 (2021.03),20210517001182,LX하우시스,20210517,,2020,2021
00759513,LX하우시스,108670,Y,사업보고서 (2020.12),20210317000838,LX하우시스,20210317,연,2020,2021
00759513,LX하우시스,108670,Y,분기보고서 (2022.09),20221114002227,LX하우시스,20221114,,2021,2022
00759513,LX하우시스,108670,Y,반기보고서 (2022.06),20220816001891,LX하우시스,20220816,,2021,2022
00759513,LX하우시스,108670,Y,분기보고서 (2022.03),20220516002558,LX하우시스,20220516,,2021,2022
00759513,LX하우시스,108670,Y,사업보고서 (2021.12),20220316001343,LX하우시스,20220316,연,2021,2022
00759513,LX하우시스,108670,Y,분기보고서 (2023.09),20231114002061,LX하우시스,20231114,,2022,2023
00759513,LX하우시스,108670,Y,반기보고서 (2023.06),20230814000759,LX하우시스,20230814,,2022,2023
00759513,LX하우시스,108670,Y,분기보고서 (2023.03),20230515002054,LX하우시스,20230515,,2022,2023
00759513,LX하우시스,108670,Y,사업보고서 (2022.12),20230316001540,LX하우시스,20230316,연,2022,2023
