corp_code,corp_name,stock_code,corp_cls,report_nm,rcept_no,flr_nm,rcept_dt,rm,fiscal_year,filing_year,is_correction
00877059,삼성바이오로직스,207940,Y,[기재정정]사업보고서 (2018.12),20190723000170,삼성바이오로직스,20190723,,2018,2019,1
00877059,삼성바이오로직스,207940,Y,[기재정정]사업보고서 (2024.12),20250814004283,삼성바이오로직스,20250814,연,2024,2025,1
00225706,JW생명과학,234080,Y,[기재정정]사업보고서 (2018.12),20190730000355,JW생명과학,20190730,연,2018,2019,1
00225706,JW생명과학,234080,Y,[기재정정]사업보고서 (2020.12),20210901000473,JW생명과학,20210901,정연,2020,2021,1
00225706,JW생명과학,234080,Y,[기재정정]사업보고서 (2020.12),20210326000024,JW생명과학,20210326,정연,2020,2021,1
00225706,JW생명과학,234080,Y,[기재정정]사업보고서 (2020.12),20220228000075,JW생명과학,20220228,연,2021,2022,1
01168383,일동제약,249420,Y,[기재정정]사업보고서 (2023.12),20240708000113,일동제약,20240708,연,2023,2024,1
00119672,두올,016740,Y,[기재정정]사업보고서 (2020.12),20210322000709,두올,20210322,연,2020,2021,1
00119672,두올,016740,Y,[기재정정]사업보고서 (2022.12),20230713000062,두올,20230713,연,2022,2023,1
00144395,동서,026960,Y,[기재정정]사업보고서 (2020.12),20210318000724,동서,20210318,연,2020,2021,1
00144395,동서,026960,Y,[기재정정]사업보고서 (2024.12),20251210000195,동서,20251210,연,2024,2025,1
