corp_code,corp_name,stock_code,corp_cls,report_nm,rcept_no,flr_nm,rcept_dt,rm,fiscal_year,filing_year,is_correction
00372882,KTcs,058850,Y,[기재정정]사업보고서 (2020.12),20210409000489,KTcs,20210409,연,2020,2021,1
00412597,현대홈쇼핑,057050,Y,[기재정정]사업보고서 (2020.12),20210818000207,현대홈쇼핑,20210818,연,2020,2021,1
00412597,현대홈쇼핑,057050,Y,[기재정정]사업보고서 (2020.12),20210817002288,현대홈쇼핑,20210817,정연,2020,2021,1
00412597,현대홈쇼핑,057050,Y,[기재정정]사업보고서 (2019.12),20210817002260,현대홈쇼핑,20210817,연,2020,2021,1
00412597,현대홈쇼핑,057050,Y,[기재정정]사업보고서 (2021.12),20220324000867,현대홈쇼핑,20220324,연,2021,2022,1
00412597,현대홈쇼핑,057050,Y,[기재정정]사업보고서 (2024.12),20250829001728,현대홈쇼핑,20250829,연,2024,2025,1
00114552,도화엔지니어링,002150,Y,[기재정정]사업보고서 (2024.12),20250813001273,도화엔지니어링,20250813,연,2024,2025,1
00360142,아이마켓코리아,122900,Y,[기재정정]사업보고서 (2019.12),20200402002288,아이마켓코리아,20200402,연,2019,2020,1
00828497,한미약품,128940,Y,[기재정정]사업보고서 (2019.12),20200330004799,한미약품,20200330,연,2019,2020,1
00121543,무학,033920,Y,[기재정정]사업보고서 (2017.12),20190225002450,무학,20190225,연,2018,2019,1
00121543,무학,033920,Y,[기재정정]사업보고서 (2016.12),20190225001840,무학,20190225,연,2018,2019,1
00121543,무학,033920,Y,[기재정정]사업보고서 (2015.12),20190225001503,무학,20190225,연,2018,2019,1
00121543,무학,033920,Y,[기재정정]사업보고서 (2014.12),20190225001198,무학,20190225,연,2018,2019,1
00121543,무학,033920,Y,[기재정정]사업보고서 (2024.12),20250324000610,무학,20250324,연,2024,2025,1
00145598,이연제약,102460,Y,[기재정정]사업보고서 (2024.12),20250801000808,이연제약,20250801,연,2024,2025,1
00145598,이연제약,102460,Y,[기재정정]사업보고서 (2024.12),20250324000741,이연제약,20250324,정연,2024,2025,1
00823429,한국화장품,123690,Y,[기재정정]사업보고서 (2021.12),20220812001253,한국화장품,20220812,연,2021,2022,1
00823429,한국화장품,123690,Y,[기재정정]사업보고서 (2021.12),20220516001692,한국화장품,20220516,정연,2021,2022,1
00815369,에스제이엠,123700,Y,[기재정정]사업보고서 (2018.12),20190711000268,에스제이엠,20190711,연,2018,2019,1
00815369,에스제이엠,123700,Y,[기재정정]사업보고서 (2021.12),20221223000261,에스제이엠,20221223,연,2021,2022,1
00815369,에스제이엠,123700,Y,[첨부정정]사업보고서 (2024.12),20250321000422,에스제이엠,20250321,연,2024,2025,1
00274933,신세계푸드,031440,Y,[기재정정]사업보고서 (2023.12),20240318000520,신세계푸드,20240318,연,2023,2024,1
00274933,신세계푸드,031440,Y,[기재정정]사업보고서 (2023.12),20240318000487,신세계푸드,20240318,정연,2023,2024,1
00796994,조선선재,120030,Y,[기재정정]사업보고서 (2021.12),20220325000373,조선선재,20220325,,2021,2022,1
00796994,조선선재,120030,Y,[기재정정]사업보고서 (2022.12),20230331002546,조선선재,20230331,,2022,2023,1
00796994,조선선재,120030,Y,[기재정정]사업보고서 (2024.12),20250715000164,조선선재,20250715,,2024,2025,1
00795135,코오롱인더,120110,Y,[기재정정]사업보고서 (2017.12),20190626000395,코오롱인더,20190626,연,2018,2019,1
00795135,코오롱인더,120110,Y,[기재정정]사업보고서 (2018.12),20190626000374,코오롱인더,20190626,연,2018,2019,1
00795135,코오롱인더,120110,Y,[첨부정정]사업보고서 (2021.12),20220325000069,코오롱인더,20220325,연,2021,2022,1
00795135,코오롱인더,120110,Y,[기재정정]사업보고서 (2024.12),20250319000318,코오롱인더,20250319,연,2024,2025,1
00797364,KC코트렐,119650,Y,[기재정정]사업보고서 (2018.12),20190401003359,KC코트렐,20190401,연,2018,2019,1
00797364,KC코트렐,119650,Y,[기재정정]사업보고서 (2024.12),20250814002924,KC코트렐,20250814,정연,2024,2025,1
00159698,지역난방공사,071320,Y,[기재정정]사업보고서 (2018.12),20190711000374,지역난방공사,20190711,연,2018,2019,1
00159698,지역난방공사,071320,Y,[기재정정]사업보고서 (2023.12),20240321001996,지역난방공사,20240321,연,2023,2024,1
00159698,지역난방공사,071320,Y,[기재정정]사업보고서 (2024.12),20250327000192,지역난방공사,20250327,연,2024,2025,1
00141477,영흥,012160,Y,[기재정정]사업보고서 (2024.12),20250328001676,영흥,20250328,연,2024,2025,1
00791209,메타케어,118000,Y,[기재정정]사업보고서 (2021.12),20220816001524,메타케어,20220816,연,2021,2022,1
00159209,한전기술,052690,Y,[기재정정]사업보고서 (2018.12),20200330003484,한전기술,20200330,,2019,2020,1
00159209,한전기술,052690,Y,[기재정정]사업보고서 (2017.12),20200330003430,한전기술,20200330,,2019,2020,1
00159209,한전기술,052690,Y,[기재정정]사업보고서 (2016.12),20200330003368,한전기술,20200330,,2019,2020,1
00159209,한전기술,052690,Y,[기재정정]사업보고서 (2015.12),20200330003306,한전기술,20200330,,2019,2020,1
00159209,한전기술,052690,Y,[기재정정]사업보고서 (2020.12),20210322000901,한전기술,20210322,연,2020,2021,1
00159209,한전기술,052690,Y,[기재정정]사업보고서 (2024.12),20250814001076,한전기술,20250814,연,2024,2025,1
00557508,GKL,114090,Y,[기재정정]사업보고서 (2018.12),20190705000387,GKL,20190705,연,2018,2019,1
00557508,GKL,114090,Y,[기재정정]사업보고서 (2022.12),20230713000041,GKL,20230713,연,2022,2023,1
00557508,GKL,114090,Y,[기재정정]사업보고서 (2024.12),20250328001704,GKL,20250328,연,2024,2025,1
00218575,황금에스티,032560,Y,[첨부정정]사업보고서 (2019.12),20200330002435,황금에스티,20200330,정연,2019,2020,1
00218575,황금에스티,032560,Y,[기재정정]사업보고서 (2020.12),20211130001721,황금에스티,20211130,정연,2020,2021,1
00218575,황금에스티,032560,Y,[기재정정]사업보고서 (2019.12),20210202000187,황금에스티,20210202,정연,2020,2021,1
00218575,황금에스티,032560,Y,[첨부정정]사업보고서 (2020.12),20220225000997,황금에스티,20220225,연,2021,2022,1
00218575,황금에스티,032560,Y,[기재정정]사업보고서 (2020.12),20220224004228,황금에스티,20220224,정연,2021,2022,1
00218575,황금에스티,032560,Y,[기재정정]사업보고서 (2019.12),20220224003906,황금에스티,20220224,연,2021,2022,1
00369833,유니온머티리얼,047400,Y,[기재정정]사업보고서 (2018.12),20190613000344,유니온머티리얼,20190613,연,2018,2019,1
00369833,유니온머티리얼,047400,Y,[기재정정]사업보고서 (2020.12),20210324000592,유니온머티리얼,20210324,연,2020,2021,1
00369833,유니온머티리얼,047400,Y,[기재정정]사업보고서 (2020.12),20210323000204,유니온머티리얼,20210323,정연,2020,2021,1
00369833,유니온머티리얼,047400,Y,[기재정정]사업보고서 (2022.12),20230324001267,유니온머티리얼,20230324,연,2022,2023,1
00441243,형지엘리트,093240,Y,[기재정정]사업보고서 (2019.06),20200130000570,형지엘리트,20200130,연,2019,2020,1
00776820,영원무역,111770,Y,[첨부정정]사업보고서 (2021.12),20220321001505,영원무역,20220321,연,2021,2022,1
00413523,한미글로벌,053690,Y,[기재정정]사업보고서 (2020.12),20210326001219,한미글로벌,20210326,연,2020,2021,1
00413523,한미글로벌,053690,Y,[기재정정]사업보고서 (2021.12),20220816000695,한미글로벌,20220816,연,2021,2022,1
00413523,한미글로벌,053690,Y,[기재정정]사업보고서 (2024.12),20250814003308,한미글로벌,20250814,연,2024,2025,1
00178754,동아지질,028100,Y,[기재정정]사업보고서 (2019.12),20200605000203,동아지질,20200605,연,2019,2020,1
00178754,동아지질,028100,Y,[기재정정]사업보고서 (2024.12),20250814003141,동아지질,20250814,연,2024,2025,1
00406046,HD현대마린엔진,071970,Y,[기재정정]사업보고서 (2018.12),20191120000307,HD현대마린엔진,20191120,연,2018,2019,1
00406046,HD현대마린엔진,071970,Y,[기재정정]사업보고서 (2018.12),20190724000525,HD현대마린엔진,20190724,정연,2018,2019,1
00406046,HD현대마린엔진,071970,Y,[기재정정]사업보고서 (2019.12),20210322000831,HD현대마린엔진,20210322,연,2020,2021,1
00406046,HD현대마린엔진,071970,Y,[기재정정]사업보고서 (2021.12),20220727000136,HD현대마린엔진,20220727,연,2021,2022,1
00406046,HD현대마린엔진,071970,Y,[기재정정]사업보고서 (2022.12),20230712000453,HD현대마린엔진,20230712,연,2022,2023,1
00406046,HD현대마린엔진,071970,Y,[기재정정]사업보고서 (2023.12),20240411003898,HD현대마린엔진,20240411,연,2023,2024,1
00728638,한세실업,105630,Y,[기재정정]사업보고서 (2020.12),20211112000526,한세실업,20211112,연,2020,2021,1
00728638,한세실업,105630,Y,[기재정정]사업보고서 (2021.12),20220324000782,한세실업,20220324,연,2021,2022,1
00753643,주성코퍼레이션,109070,Y,[기재정정]사업보고서 (2018.12),20191128000368,주성코퍼레이션,20191128,연,2018,2019,1
00753643,주성코퍼레이션,109070,Y,[첨부정정]사업보고서 (2019.12),20201007000364,주성코퍼레이션,20201007,연,2019,2020,1
00753643,주성코퍼레이션,109070,Y,[기재정정]사업보고서 (2019.12),20201006000580,주성코퍼레이션,20201006,정연,2019,2020,1
00123781,부국철강,026940,Y,[기재정정]사업보고서 (2018.12),20190618000123,부국철강,20190618,,2018,2019,1
00687711,한국철강,104700,Y,[기재정정]사업보고서 (2021.12),20220412002260,한국철강,20220412,,2021,2022,1
00687711,한국철강,104700,Y,[기재정정]사업보고서 (2022.12),20230324001254,한국철강,20230324,,2022,2023,1
00683469,일진전기,103590,Y,[기재정정]사업보고서 (2018.12),20190814001579,일진전기,20190814,연,2018,2019,1
00683469,일진전기,103590,Y,[기재정정]사업보고서 (2020.12),20210329000663,일진전기,20210329,연,2020,2021,1
00105961,LG이노텍,011070,Y,[기재정정]사업보고서 (2020.12),20210310001053,LG이노텍,20210310,연,2020,2021,1
00105961,LG이노텍,011070,Y,[첨부정정]사업보고서 (2023.12),20240313000953,LG이노텍,20240313,연,2023,2024,1
00105961,LG이노텍,011070,Y,[기재정정]사업보고서 (2024.12),20250318001384,LG이노텍,20250318,연,2024,2025,1
00121039,명문제약,017180,Y,[기재정정]사업보고서 (2018.12),20190814000367,명문제약,20190814,연,2018,2019,1
00121039,명문제약,017180,Y,[기재정정]사업보고서 (2019.12),20200331001577,명문제약,20200331,연,2019,2020,1
00121039,명문제약,017180,Y,[기재정정]사업보고서 (2020.12),20210419000320,명문제약,20210419,연,2020,2021,1
00121039,명문제약,017180,Y,[기재정정]사업보고서 (2020.12),20210331003077,명문제약,20210331,정연,2020,2021,1
00121039,명문제약,017180,Y,[기재정정]사업보고서 (2021.12),20220331000338,명문제약,20220331,연,2021,2022,1
00121039,명문제약,017180,Y,[기재정정]사업보고서 (2022.12),20230811000292,명문제약,20230811,정연,2022,2023,1
00121039,명문제약,017180,Y,[기재정정]사업보고서 (2022.12),20230331000352,명문제약,20230331,정연,2022,2023,1
00121039,명문제약,017180,Y,[기재정정]사업보고서 (2022.12),20240412002739,명문제약,20240412,연,2023,2024,1
00121039,명문제약,017180,Y,[기재정정]사업보고서 (2023.12),20240412001340,명문제약,20240412,연,2023,2024,1
00121039,명문제약,017180,Y,[기재정정]사업보고서 (2023.12),20240329000463,명문제약,20240329,정연,2023,2024,1
00121039,명문제약,017180,Y,[기재정정]사업보고서 (2023.12),20240329000420,명문제약,20240329,정연,2023,2024,1
00121039,명문제약,017180,Y,[기재정정]사업보고서 (2024.12),20250326000618,명문제약,20250326,연,2024,2025,1
00520887,비상교육,100220,Y,[기재정정]사업보고서 (2018.12),20190624000211,비상교육,20190624,연,2018,2019,1
00520887,비상교육,100220,Y,[기재정정]사업보고서 (2020.12),20210514000152,비상교육,20210514,연,2020,2021,1
00520887,비상교육,100220,Y,[기재정정]사업보고서 (2021.12),20220712000315,비상교육,20220712,연,2021,2022,1
00679314,동성케미컬,102260,Y,[기재정정]사업보고서 (2018.12),20190724000555,동성케미컬,20190724,연,2018,2019,1
00679314,동성케미컬,102260,Y,[기재정정]사업보고서 (2021.12),20220527000618,동성케미컬,20220527,연,2021,2022,1
00679314,동성케미컬,102260,Y,[기재정정]사업보고서 (2024.12),20250515001393,동성케미컬,20250515,연,2024,2025,1
00231363,LG유플러스,032640,Y,[기재정정]사업보고서 (2023.12),20240313001130,LG유플러스,20240313,연,2023,2024,1
00652423,인바이오젠,101140,Y,[기재정정]사업보고서 (2023.12),20250110000648,인바이오젠,20250110,,2024,2025,1
00652423,인바이오젠,101140,Y,[기재정정]사업보고서 (2022.12),20250110000571,인바이오젠,20250110,,2024,2025,1
00138792,아시아나항공,020560,Y,[기재정정]사업보고서 (2020.12),20210331000044,아시아나항공,20210331,연,2020,2021,1
00138792,아시아나항공,020560,Y,[기재정정]사업보고서 (2022.12),20230829000707,아시아나항공,20230829,연,2022,2023,1
00138792,아시아나항공,020560,Y,[기재정정]사업보고서 (2022.12),20230324001243,아시아나항공,20230324,정연,2022,2023,1
00138792,아시아나항공,020560,Y,[기재정정]사업보고서 (2023.12),20240325000904,아시아나항공,20240325,연,2023,2024,1
00172228,엔케이,085310,Y,[기재정정]사업보고서 (2018.12),20190620000075,엔케이,20190620,연,2018,2019,1
00172228,엔케이,085310,Y,[기재정정]사업보고서 (2021.12),20220712000231,엔케이,20220712,연,2021,2022,1
00159218,한전KPS,051600,Y,[기재정정]사업보고서 (2019.12),20200406002229,한전KPS,20200406,연,2019,2020,1
00159218,한전KPS,051600,Y,[기재정정]사업보고서 (2024.12),20250514000974,한전KPS,20250514,연,2024,2025,1
00160232,KSS해운,044450,Y,[기재정정]사업보고서 (2019.12),20210618000417,KSS해운,20210618,연,2020,2021,1
00160232,KSS해운,044450,Y,[기재정정]사업보고서 (2024.12),20250814001308,KSS해운,20250814,연,2024,2025,1
00158963,유나이티드,033270,Y,[기재정정]사업보고서 (2022.12),20230317000918,유나이티드,20230317,,2022,2023,1
00158963,유나이티드,033270,Y,[기재정정]사업보고서 (2024.12),20250728000359,유나이티드,20250728,,2024,2025,1
00112165,디아이씨,092200,Y,[기재정정]사업보고서 (2019.12),20200807000340,디아이씨,20200807,연,2019,2020,1
00112165,디아이씨,092200,Y,[기재정정]사업보고서 (2021.12),20220318000617,디아이씨,20220318,연,2021,2022,1
00635134,CJ제일제당,097950,Y,[기재정정]사업보고서 (2022.12),20230814001661,CJ제일제당,20230814,연,2022,2023,1
00635134,CJ제일제당,097950,Y,[기재정정]사업보고서 (2022.12),20230417000204,CJ제일제당,20230417,정연,2022,2023,1
00635134,CJ제일제당,097950,Y,[기재정정]사업보고서 (2024.12),20250321001604,CJ제일제당,20250321,연,2024,2025,1
00633835,HJ중공업,097230,Y,[기재정정]사업보고서 (2023.12),20240523000216,HJ중공업,20240523,연,2023,2024,1
00633835,HJ중공업,097230,Y,[기재정정]사업보고서 (2023.12),20240322001064,HJ중공업,20240322,정연,2023,2024,1
00633835,HJ중공업,097230,Y,[기재정정]사업보고서 (2024.12),20250813000454,HJ중공업,20250813,연,2024,2025,1
00633835,HJ중공업,097230,Y,[첨부정정]사업보고서 (2024.12),20250321000826,HJ중공업,20250321,정연,2024,2025,1
00631518,SK이노베이션,096770,Y,[첨부정정]사업보고서 (2020.12),20210318001405,SK이노베이션,20210318,연,2020,2021,1
00117027,알루코,001780,Y,[기재정정]사업보고서 (2019.12),20200814002063,알루코,20200814,연,2019,2020,1
00442835,메타랩스,090370,Y,[기재정정]사업보고서 (2018.12),20190719000452,메타랩스,20190719,연,2018,2019,1
00442835,메타랩스,090370,Y,[첨부정정]사업보고서 (2020.12),20210405003124,메타랩스,20210405,연,2020,2021,1
00589127,KEC,092220,Y,[기재정정]사업보고서 (2022.12),20230329001071,KEC,20230329,연,2022,2023,1
00589127,KEC,092220,Y,[기재정정]사업보고서 (2023.12),20240322001053,KEC,20240322,연,2023,2024,1
00589127,KEC,092220,Y,[기재정정]사업보고서 (2023.12),20240321000520,KEC,20240321,정연,2023,2024,1
00357935,HDC현대EP,089470,Y,[기재정정]사업보고서 (2023.12),20240322000680,HDC현대EP,20240322,연,2023,2024,1
00357935,HDC현대EP,089470,Y,[첨부정정]사업보고서 (2024.12),20250812000172,HDC현대EP,20250812,연,2024,2025,1
00357935,HDC현대EP,089470,Y,[기재정정]사업보고서 (2024.12),20250812000160,HDC현대EP,20250812,정연,2024,2025,1
00583424,아모레퍼시픽,090430,Y,[기재정정]사업보고서 (2019.12),20200429000691,아모레퍼시픽,20200429,연,2019,2020,1
00231372,롯데관광개발,032350,Y,[기재정정]사업보고서 (2020.12),20220701000479,롯데관광개발,20220701,연,2021,2022,1
00231372,롯데관광개발,032350,Y,[기재정정]사업보고서 (2022.12),20230418000483,롯데관광개발,20230418,,2022,2023,1
00303217,우진플라임,049800,Y,[기재정정]사업보고서 (2020.12),20210331001840,우진플라임,20210331,연,2020,2021,1
00303217,우진플라임,049800,Y,[기재정정]사업보고서 (2023.12),20240704000362,우진플라임,20240704,연,2023,2024,1
00303217,우진플라임,049800,Y,[기재정정]사업보고서 (2023.12),20240329001547,우진플라임,20240329,정연,2023,2024,1
00219486,신세계I&C,035510,Y,[기재정정]사업보고서 (2021.12),20220816001345,신세계I&C,20220816,,2021,2022,1
00219486,신세계I&C,035510,Y,[기재정정]사업보고서 (2022.12),20230814001758,신세계I&C,20230814,연,2022,2023,1
00219486,신세계I&C,035510,Y,[기재정정]사업보고서 (2023.12),20240319000595,신세계I&C,20240319,연,2023,2024,1
00557933,진도,088790,Y,[기재정정]사업보고서 (2021.12),20220328000433,진도,20220328,연,2021,2022,1
00557933,진도,088790,Y,[기재정정]사업보고서 (2024.12),20250327001019,진도,20250327,,2024,2025,1
00120526,롯데쇼핑,023530,Y,[기재정정]사업보고서 (2019.12),20200814001581,롯데쇼핑,20200814,연,2019,2020,1
00360595,현대글로비스,086280,Y,[기재정정]사업보고서 (2023.12),20240319000815,현대글로비스,20240319,연,2023,2024,1
00360595,현대글로비스,086280,Y,[첨부정정]사업보고서 (2024.12),20250318000748,현대글로비스,20250318,연,2024,2025,1
00409672,티비에이치글로벌,084870,Y,[기재정정]사업보고서 (2020.12),20210318001348,티비에이치글로벌,20210318,,2020,2021,1
00300548,현대리바트,079430,Y,[기재정정]사업보고서 (2023.12),20240320001190,현대리바트,20240320,연,2023,2024,1
00300548,현대리바트,079430,Y,[기재정정]사업보고서 (2024.12),20250829001312,현대리바트,20250829,연,2024,2025,1
00113225,대한제강,084010,Y,[기재정정]사업보고서 (2020.12),20210318000302,대한제강,20210318,연,2020,2021,1
00113225,대한제강,084010,Y,[기재정정]사업보고서 (2022.12),20230331003410,대한제강,20230331,연,2022,2023,1
00210856,코아스,071950,Y,[기재정정]사업보고서 (2020.12),20210318000429,코아스,20210318,연,2020,2021,1
00540641,동양고속,084670,Y,[기재정정]사업보고서 (2021.12),20221013000113,동양고속,20221013,연,2021,2022,1
00161383,한미반도체,042700,Y,[기재정정]사업보고서 (2021.12),20220415000576,한미반도체,20220415,연,2021,2022,1
00172936,동일산업,004890,Y,[기재정정]사업보고서 (2020.12),20210323000594,동일산업,20210323,연,2020,2021,1
00172936,동일산업,004890,Y,[기재정정]사업보고서 (2021.12),20220325001115,동일산업,20220325,연,2021,2022,1
00172936,동일산업,004890,Y,[기재정정]사업보고서 (2022.12),20230324000928,동일산업,20230324,연,2022,2023,1
00172936,동일산업,004890,Y,[기재정정]사업보고서 (2023.12),20240322000958,동일산업,20240322,연,2023,2024,1
00172936,동일산업,004890,Y,[기재정정]사업보고서 (2024.12),20250328001290,동일산업,20250328,연,2024,2025,1
00128980,삼호개발,010960,Y,[기재정정]사업보고서 (2023.12),20240321001103,삼호개발,20240321,연,2023,2024,1
00481454,금호타이어,073240,Y,[기재정정]사업보고서 (2018.12),20190627000491,금호타이어,20190627,정연,2018,2019,1
00481454,금호타이어,073240,Y,[기재정정]사업보고서 (2019.12),20200504000397,금호타이어,20200506,연,2019,2020,1
00481454,금호타이어,073240,Y,[기재정정]사업보고서 (2018.12),20200504000163,금호타이어,20200504,연,2019,2020,1
00481454,금호타이어,073240,Y,[기재정정]사업보고서 (2017.12),20200429001485,금호타이어,20200429,연,2019,2020,1
00481454,금호타이어,073240,Y,[기재정정]사업보고서 (2020.12),20210330001151,금호타이어,20210330,연,2020,2021,1
00481454,금호타이어,073240,Y,[첨부정정]사업보고서 (2020.12),20210330001126,금호타이어,20210330,정연,2020,2021,1
00481454,금호타이어,073240,Y,[첨부정정]사업보고서 (2020.12),20210323000140,금호타이어,20210323,정연,2020,2021,1
00481454,금호타이어,073240,Y,[기재정정]사업보고서 (2021.12),20220330001690,금호타이어,20220330,연,2021,2022,1
00481454,금호타이어,073240,Y,[기재정정]사업보고서 (2023.12),20240326000919,금호타이어,20240326,연,2023,2024,1
00303873,CJ CGV,079160,Y,[기재정정]사업보고서 (2018.12),20190702000269,CJ CGV,20190702,연,2018,2019,1
00303873,CJ CGV,079160,Y,[기재정정]사업보고서 (2024.12),20250321001474,CJ CGV,20250321,연,2024,2025,1
00159786,유니드,014830,Y,[기재정정]사업보고서 (2024.12),20250318000116,유니드,20250318,연,2024,2025,1
00129642,상신브레이크,041650,Y,[첨부정정]사업보고서 (2021.12),20220318001064,상신브레이크,20220318,연,2021,2022,1
00414601,유니퀘스트,077500,Y,[기재정정]사업보고서 (2017.12),20190320000830,유니퀘스트,20190321,연,2018,2019,1
00414601,유니퀘스트,077500,Y,[기재정정]사업보고서 (2016.12),20190320000632,유니퀘스트,20190320,연,2018,2019,1
00414601,유니퀘스트,077500,Y,[기재정정]사업보고서 (2015.12),20190320000621,유니퀘스트,20190320,연,2018,2019,1
00414601,유니퀘스트,077500,Y,[기재정정]사업보고서 (2014.12),20190320000606,유니퀘스트,20190320,연,2018,2019,1
00414601,유니퀘스트,077500,Y,[기재정정]사업보고서 (2013.12),20190320000593,유니퀘스트,20190320,연,2018,2019,1
00414601,유니퀘스트,077500,Y,[기재정정]사업보고서 (2012.12),20190320000584,유니퀘스트,20190320,연,2018,2019,1
00414601,유니퀘스트,077500,Y,[기재정정]사업보고서 (2011.12),20190320000409,유니퀘스트,20190320,연,2018,2019,1
00353878,다스코,058730,Y,[첨부정정]사업보고서 (2018.12),20200317000866,다스코,20200317,연,2019,2020,1
00353878,다스코,058730,Y,[기재정정]사업보고서 (2018.12),20200317000674,다스코,20200317,정연,2019,2020,1
00353878,다스코,058730,Y,[기재정정]사업보고서 (2021.12),20220405002851,다스코,20220405,연,2021,2022,1
00361488,텔코웨어,078000,Y,[기재정정]사업보고서 (2024.12),20250814001427,텔코웨어,20250814,연,2024,2025,1
00480455,STX엔진,077970,Y,[기재정정]사업보고서 (2018.12),20190708000358,STX엔진,20190708,연,2018,2019,1
00108913,대교,019680,Y,[기재정정]사업보고서 (2021.12),20220725000180,대교,20220725,연,2021,2022,1
00108913,대교,019680,Y,[기재정정]사업보고서 (2022.12),20230713000378,대교,20230713,연,2022,2023,1
00108913,대교,019680,Y,[기재정정]사업보고서 (2024.12),20250819000071,대교,20250819,연,2024,2025,1
00108913,대교,019680,Y,[기재정정]사업보고서 (2024.12),20250814000849,대교,20250814,정연,2024,2025,1
00469799,이엔플러스,074610,Y,[기재정정]사업보고서 (2020.12),20210331001669,이엔플러스,20210331,연,2020,2021,1
00469799,이엔플러스,074610,Y,[기재정정]사업보고서 (2021.12),20220331003484,이엔플러스,20220331,연,2021,2022,1
00469799,이엔플러스,074610,Y,[첨부정정]사업보고서 (2021.12),20220323000895,이엔플러스,20220323,정연,2021,2022,1
00203582,한솔홈데코,025750,Y,[기재정정]사업보고서 (2018.12),20190401004409,한솔홈데코,20190401,연,2018,2019,1
00203582,한솔홈데코,025750,Y,[기재정정]사업보고서 (2020.12),20210331002373,한솔홈데코,20210331,연,2020,2021,1
00203582,한솔홈데코,025750,Y,[기재정정]사업보고서 (2023.12),20240329002820,한솔홈데코,20240329,연,2023,2024,1
00107613,이수페타시스,007660,Y,[기재정정]사업보고서 (2020.12),20210405003044,이수페타시스,20210405,연,2020,2021,1
00107613,이수페타시스,007660,Y,[기재정정]사업보고서 (2024.12),20250321001007,이수페타시스,20250321,연,2024,2025,1
00255619,강원랜드,035250,Y,[첨부정정]사업보고서 (2020.12),20210323000044,강원랜드,20210323,연,2020,2021,1
00416654,유엔젤,072130,Y,[기재정정]사업보고서 (2020.12),20210504000460,유엔젤,20210504,연,2020,2021,1
00416654,유엔젤,072130,Y,[기재정정]사업보고서 (2021.12),20221007000390,유엔젤,20221007,연,2021,2022,1
00416654,유엔젤,072130,Y,[기재정정]사업보고서 (2024.12),20250328001604,유엔젤,20250328,연,2024,2025,1
00261443,NC,036570,Y,[기재정정]사업보고서 (2018.12),20190531002169,NC,20190603,연,2018,2019,1
00261443,NC,036570,Y,[첨부정정]사업보고서 (2019.12),20200401000539,NC,20200401,연,2019,2020,1
00261443,NC,036570,Y,[기재정정]사업보고서 (2023.12),20240322000989,NC,20240322,연,2023,2024,1
00261443,NC,036570,Y,[기재정정]사업보고서 (2024.12),20250328002285,NC,20250328,연,2024,2025,1
00435312,하이스틸,071090,Y,[기재정정]사업보고서 (2024.12),20250312001033,하이스틸,20250312,연,2024,2025,1
00109161,태경케미컬,006890,Y,[기재정정]사업보고서 (2021.12),20220816000755,태경케미컬,20220816,연,2021,2022,1
00428729,대호에이엘,069460,Y,[첨부정정]사업보고서 (2018.12),20190401004665,대호에이엘,20190401,,2018,2019,1
00428729,대호에이엘,069460,Y,[기재정정]사업보고서 (2022.12),20230711000241,대호에이엘,20230711,정,2022,2023,1
00428729,대호에이엘,069460,Y,[기재정정]사업보고서 (2022.12),20240312000869,대호에이엘,20240312,,2023,2024,1
00428729,대호에이엘,069460,Y,[기재정정]사업보고서 (2024.12),20250711000353,대호에이엘,20250711,,2024,2025,1
00427483,대웅제약,069620,Y,[기재정정]사업보고서 (2020.12),20210817000156,대웅제약,20210817,연,2020,2021,1
00427483,대웅제약,069620,Y,[기재정정]사업보고서 (2024.12),20250814004375,대웅제약,20250814,연,2024,2025,1
00427483,대웅제약,069620,Y,[기재정정]사업보고서 (2024.12),20250401003870,대웅제약,20250401,정연,2024,2025,1
00427483,대웅제약,069620,Y,[기재정정]사업보고서 (2024.12),20250324000813,대웅제약,20250324,정연,2024,2025,1
00204208,마니커,027740,Y,[기재정정]사업보고서 (2020.12),20210419000434,마니커,20210419,연,2020,2021,1
00204208,마니커,027740,Y,[기재정정]사업보고서 (2024.12),20250324000626,마니커,20250324,연,2024,2025,1
00134510,SJG세종,033530,Y,[기재정정]사업보고서 (2022.12),20230726000502,SJG세종,20230726,연,2022,2023,1
00134510,SJG세종,033530,Y,[기재정정]사업보고서 (2022.12),20230320001100,SJG세종,20230320,정연,2022,2023,1
00155258,포스코스틸리온,058430,Y,[기재정정]사업보고서 (2024.12),20250408001924,포스코스틸리온,20250408,연,2024,2025,1
00423690,삼성출판사,068290,Y,[기재정정]사업보고서 (2022.12),20230713000163,삼성출판사,20230713,,2022,2023,1
00423690,삼성출판사,068290,Y,[기재정정]사업보고서 (2024.12),20251114002511,삼성출판사,20251114,,2024,2025,1
00161693,한샘,009240,Y,[기재정정]사업보고서 (2020.12),20210319001191,한샘,20210319,연,2020,2021,1
00161693,한샘,009240,Y,[기재정정]사업보고서 (2021.12),20220816002277,한샘,20220816,연,2021,2022,1
00161693,한샘,009240,Y,[기재정정]사업보고서 (2021.12),20220331003635,한샘,20220331,정연,2021,2022,1
00161693,한샘,009240,Y,[기재정정]사업보고서 (2023.12),20240328001271,한샘,20240328,연,2023,2024,1
00142883,우신시스템,017370,Y,[기재정정]사업보고서 (2020.12),20220429001497,우신시스템,20220429,연,2021,2022,1
00142883,우신시스템,017370,Y,[기재정정]사업보고서 (2019.12),20220429001462,우신시스템,20220429,연,2021,2022,1
