fiscal_year,corp_code,corp_name,stock_code,market,sector,n_annual_report_filings,n_annual_corrections,any_correction
2022,00104856,삼성증권,016360,KOSPI,금융 지원 서비스업,1,0,0
2022,00104999,윌비스,008600,KOSPI,생활용품 도매업,1,0,0
2022,00105101,INVENI,015360,KOSPI,회사 본부 및 경영 컨설팅 서비스업,3,2,1
2022,00105156,극동유화,014530,KOSPI,석유 정제품 제조업,1,0,0
2022,00105271,케이씨씨,002380,KOSPI,기타 화학제품 제조업,1,0,0
2022,00105280,현대지에프홀딩스,005440,KOSPI,기타 금융업,1,0,0
2022,00105299,금강공업,014280,KOSPI,1차 철강 제조업,1,0,0
2022,00105606,금호에이치티,214330,KOSPI,자동차 신품 부품 제조업,2,1,1
2022,00105855,엘에스일렉트릭,010120,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",1,0,0
2022,00105873,LG디스플레이,034220,KOSPI,전자부품 제조업,1,0,0
2022,00105952,LS,006260,KOSPI,기타 금융업,2,1,1
2022,00105961,LG이노텍,011070,KOSPI,전자부품 제조업,1,0,0
2022,00106119,금양,001570,KOSPI,기초 화학물질 제조업,2,1,1
2022,00106313,금호건설,002990,KOSPI,건물 건설업,1,0,0
2022,00106368,금호석유화학,011780,KOSPI,기초 화학물질 제조업,1,0,0
2022,00106395,금호전기,001210,KOSPI,전구 및 조명장치 제조업,1,0,0
2022,00106614,기신정기,092440,KOSPI,특수 목적용 기계 제조업,1,0,0
2022,00106623,현대위아,011210,KOSPI,자동차 신품 부품 제조업,1,0,0
2022,00106641,기아,000270,KOSPI,자동차용 엔진 및 자동차 제조업,1,0,0
2022,00106669,세아베스틸지주,001430,KOSPI,1차 철강 제조업,1,0,0
2022,00106881,인디에프,014990,KOSPI,봉제의복 제조업,1,0,0
2022,00107066,남광토건,001260,KOSPI,기타 금융업,2,2,1
2022,00107224,남선알미늄,008350,KOSPI,1차 비철금속 제조업,1,0,0
2022,00107598,남양유업,003920,KOSPI,동·식물성 유지 및 낙농제품 제조업,1,0,0
2022,00107613,이수페타시스,007660,KOSPI,전자부품 제조업,1,0,0
2022,00107677,비비안,002070,KOSPI,봉제의복 제조업,1,0,0
2022,00107987,남해화학,025860,KOSPI,"비료, 농약 및 살균, 살충제 제조업",1,0,0
2022,00108038,엔피씨,004250,KOSPI,플라스틱제품 제조업,1,0,0
2022,00108135,녹십자홀딩스,005250,KOSPI,회사 본부 및 경영 컨설팅 서비스업,1,0,0
2022,00108241,농심,004370,KOSPI,기타 식품 제조업,1,0,0
2022,00108746,DKME,015590,KOSPI,일반 목적용 기계 제조업,2,1,1
2022,00108913,대교,019680,KOSPI,초등 교육기관,2,1,1
2022,00108940,대성홀딩스,016710,KOSPI,회사 본부 및 경영 컨설팅 서비스업,1,0,0
2022,00108977,대구백화점,006370,KOSPI,종합 소매업,2,1,1
2022,00109161,태경케미컬,006890,KOSPI,기초 화학물질 제조업,1,0,0
2022,00109189,대덕,008060,KOSPI,기타 금융업,1,0,0
2022,00109286,대동,000490,KOSPI,특수 목적용 기계 제조업,1,0,0
2022,00109514,티웨이홀딩스,004870,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업",1,0,0
2022,00109693,DL,000210,KOSPI,기초 화학물질 제조업,3,2,1
2022,00109718,사조대림,003960,KOSPI,수산물 가공 및 저장 처리업,1,0,0
2022,00109754,대림바스,005750,KOSPI,"내화, 비내화 요업제품 제조업",1,0,0
2022,00109806,삼일씨엔에스,004440,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업",1,0,0
2022,00109824,대림통상,006570,KOSPI,기타 금속 가공제품 제조업,1,0,0
2022,00110608,DSR,155660,KOSPI,1차 비철금속 제조업,1,0,0
2022,00110893,대신증권,003540,KOSPI,금융 지원 서비스업,1,0,0
2022,00111111,대양금속,009190,KOSPI,1차 철강 제조업,1,0,0
2022,00111421,휴니드테크놀러지스,005870,KOSPI,통신 및 방송 장비 제조업,1,0,0
2022,00111458,대영포장,014160,KOSPI,"골판지, 종이 상자 및 종이용기 제조업",1,0,0
2022,00111689,아진전자부품,009320,KOSPI,자동차 신품 부품 제조업,1,0,0
2022,00111704,한화오션,042660,KOSPI,선박 및 보트 건조업,1,0,0
2022,00111722,미래에셋증권,006800,KOSPI,금융 지원 서비스업,1,0,0
2022,00111810,대웅,003090,KOSPI,의약품 제조업,1,0,0
2022,00111847,대원강업,000430,KOSPI,자동차 신품 부품 제조업,2,1,1
2022,00111999,대원제약,003220,KOSPI,의약품 제조업,1,0,0
2022,00112022,대원화성,024890,KOSPI,플라스틱제품 제조업,1,0,0
2022,00112059,상상인증권,001290,KOSPI,금융 지원 서비스업,1,0,0
2022,00112165,디아이씨,092200,KOSPI,자동차 신품 부품 제조업,1,0,0
2022,00112332,미래에셋생명,085620,KOSPI,보험업,1,0,0
2022,00112378,KR모터스,000040,KOSPI,그외 기타 운송장비 제조업,1,0,0
2022,00112651,대창,012800,KOSPI,1차 비철금속 제조업,1,0,0
2022,00112679,대창단조,015230,KOSPI,자동차 신품 부품 제조업,1,0,0
2022,00112970,대한방직,001070,KOSPI,직물직조 및 직물제품 제조업,1,0,0
2022,00113058,한화생명,088350,KOSPI,보험업,1,0,0
2022,00113191,코리안리,003690,KOSPI,재 보험업,1,0,0
2022,00113207,대한전선,001440,KOSPI,절연선 및 케이블 제조업,1,0,0
2022,00113225,대한제강,084010,KOSPI,1차 철강 제조업,2,1,1
2022,00113234,대한제당,001790,KOSPI,"곡물가공품, 전분 및 전분제품 제조업",1,0,0
2022,00113243,대한제분,001130,KOSPI,"곡물가공품, 전분 및 전분제품 제조업",1,0,0
2022,00113359,교보증권,030610,KOSPI,금융 지원 서비스업,1,0,0
2022,00113410,CJ대한통운,000120,KOSPI,도로 화물 운송업,1,0,0
2022,00113492,깨끗한나라,004540,KOSPI,"펄프, 종이 및 판지 제조업",1,0,0
2022,00113508,노루홀딩스,000320,KOSPI,기타 금융업,1,0,0
2022,00113526,대한항공,003490,KOSPI,항공 여객 운송업,1,0,0
2022,00113535,대한해운,005880,KOSPI,해상 운송업,1,0,0
2022,00113544,대한화섬,003830,KOSPI,화학섬유 제조업,1,0,0
2022,00113562,롯데손해보험,000400,KOSPI,보험업,1,0,0
2022,00113614,대현,016090,KOSPI,봉제의복 제조업,1,0,0
2022,00113997,롯데에너지머티리얼즈,020150,KOSPI,전자부품 제조업,1,0,0
2022,00114093,덕성,004830,KOSPI,플라스틱제품 제조업,1,0,0
2022,00114154,디와이덕양,024900,KOSPI,자동차 신품 부품 제조업,2,1,1
2022,00114552,도화엔지니어링,002150,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",1,0,0
2022,00114765,케이비아이동국실업,001620,KOSPI,자동차 신품 부품 제조업,1,0,0
2022,00114792,동국홀딩스,001230,KOSPI,기타 금융업,1,0,0
2022,00115065,동남합성,023450,KOSPI,기초 화학물질 제조업,1,0,0
2022,00115287,동방,004140,KOSPI,기타 운송관련 서비스업,1,0,0
2022,00115384,동방아그로,007590,KOSPI,"비료, 농약 및 살균, 살충제 제조업",1,0,0
2022,00115612,동부건설,005960,KOSPI,토목 건설업,1,0,0
2022,00115676,KG스틸,016380,KOSPI,1차 철강 제조업,1,0,0
2022,00115694,DB증권,016610,KOSPI,금융 지원 서비스업,1,0,0
2022,00115977,아이에스동서,010780,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업",1,0,0
2022,00116268,동성제약,002210,KOSPI,의약품 제조업,2,1,1
2022,00116301,NI스틸,008260,KOSPI,1차 철강 제조업,1,0,0
2022,00116824,동아쏘시오홀딩스,000640,KOSPI,기타 금융업,1,0,0
2022,00116949,DN오토모티브,007340,KOSPI,일차전지 및 이차전지 제조업,2,1,1
2022,00117027,알루코,001780,KOSPI,1차 비철금속 제조업,1,0,0
2022,00117179,디와이,013570,KOSPI,기타 금융업,1,0,0
2022,00117188,효성,004800,KOSPI,기타 금융업,2,1,1
2022,00117212,두산,000150,KOSPI,전자부품 제조업,1,0,0
2022,00117230,TYM,002900,KOSPI,특수 목적용 기계 제조업,1,0,0
2022,00117267,동양생명,082640,KOSPI,보험업,1,0,0
2022,00117300,TCC스틸,002710,KOSPI,1차 철강 제조업,1,0,0
2022,00117337,동양,001520,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업",2,1,1
2022,00117498,스틱인베스트먼트,026890,KOSPI,신탁업 및 집합투자업,1,0,0
2022,00117577,오리온홀딩스,001800,KOSPI,기타 금융업,1,0,0
2022,00117601,유안타증권,003470,KOSPI,금융 지원 서비스업,1,0,0
2022,00117629,KBI동양철관,008970,KOSPI,1차 철강 제조업,1,0,0
2022,00117726,DYP,092780,KOSPI,자동차용 엔진 및 자동차 제조업,1,0,0
2022,00118008,동원금속,018500,KOSPI,자동차 신품 부품 제조업,1,0,0
2022,00118026,동원산업,006040,KOSPI,기타 금융업,2,1,1
2022,00118044,동원수산,030720,KOSPI,어로 어업,1,0,0
2022,00118266,DRB동일,004840,KOSPI,고무제품 제조업,1,0,0
2022,00118275,디아이,003160,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",10,9,1
2022,00118345,디아이동일,001530,KOSPI,상품 중개업,1,0,0
2022,00118451,동일제강,002690,KOSPI,1차 철강 제조업,1,0,0
2022,00118521,진원생명과학,011000,KOSPI,의약품 제조업,2,1,1
2022,00118965,티에이치엔,019180,KOSPI,기타 전기장비 제조업,1,0,0
2022,00119007,무림P&P,009580,KOSPI,"펄프, 종이 및 판지 제조업",1,0,0
2022,00119140,핸즈코퍼레이션,143210,KOSPI,자동차 신품 부품 제조업,1,0,0
2022,00119195,동화약품,000020,KOSPI,의약품 제조업,1,0,0
2022,00119672,두올,016740,KOSPI,자동차 신품 부품 제조업,2,1,1
2022,00120021,LG,003550,KOSPI,기타 금융업,1,0,0
2022,00120030,GS건설,006360,KOSPI,건물 건설업,1,0,0
2022,00120076,LX인터내셔널,001120,KOSPI,상품 중개업,1,0,0
2022,00120182,NH투자증권,005940,KOSPI,금융 지원 서비스업,1,0,0
2022,00120526,롯데쇼핑,023530,KOSPI,종합 소매업,1,0,0
2022,00120562,롯데지주,004990,KOSPI,기타 금융업,1,0,0
2022,00120571,롯데칠성음료,005300,KOSPI,비알코올음료 및 얼음 제조업,1,0,0
2022,00120872,만호제강,001080,KOSPI,1차 철강 제조업,1,0,0
2022,00121039,명문제약,017180,KOSPI,의약품 제조업,3,2,1
2022,00121288,모나미,005360,KOSPI,생활용품 도매업,1,0,0
2022,00121534,MH에탄올,023150,KOSPI,알코올음료 제조업,1,0,0
2022,00121543,무학,033920,KOSPI,알코올음료 제조업,1,0,0
2022,00121570,문배철강,008420,KOSPI,1차 철강 제조업,1,0,0
2022,00121932,미원상사,002840,KOSPI,기타 화학제품 제조업,1,0,0
2022,00121941,대상,001680,KOSPI,기타 식품 제조업,1,0,0
2022,00121969,에쓰씨엔지니어링,023960,KOSPI,토목 건설업,1,0,0
2022,00122056,미창석유공업,003650,KOSPI,석유 정제품 제조업,1,0,0
2022,00122348,방림,003610,KOSPI,직물직조 및 직물제품 제조업,1,0,0
2022,00122472,PKC,001340,KOSPI,기초 화학물질 제조업,2,1,1
2022,00122481,태경비케이,014580,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업",1,0,0
2022,00122551,백산,035150,KOSPI,플라스틱제품 제조업,1,0,0
2022,00122579,BYC,001460,KOSPI,봉제의복 제조업,1,0,0
2022,00122694,범양건영,002410,KOSPI,건물 건설업,2,1,1
2022,00122737,팬오션,028670,KOSPI,해상 운송업,1,0,0
2022,00122825,인스코비,006490,KOSPI,전기 통신업,1,0,0
2022,00122898,벽산,007210,KOSPI,기타 비금속 광물제품 제조업,1,0,0
2022,00123107,보락,002760,KOSPI,기타 화학제품 제조업,1,0,0
2022,00123143,보령,003850,KOSPI,의약품 제조업,1,0,0
2022,00123541,보해양조,000890,KOSPI,알코올음료 제조업,1,0,0
2022,00123718,부광약품,003000,KOSPI,의약품 제조업,2,1,1
2022,00123772,부국증권,001270,KOSPI,금융 지원 서비스업,2,1,1
2022,00123781,부국철강,026940,KOSPI,1차 철강 제조업,1,0,0
2022,00124027,부산산업,011390,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업",1,0,0
2022,00124090,한국특강,007280,KOSPI,1차 철강 제조업,1,0,0
2022,00124151,부산주공,005030,KOSPI,자동차 신품 부품 제조업,2,1,1
2022,00124197,세아제강지주,003030,KOSPI,기타 금융업,1,0,0
2022,00124504,포스코인터내셔널,047050,KOSPI,상품 중개업,1,0,0
2022,00124540,대우건설,047040,KOSPI,건물 건설업,1,0,0
2022,00124726,빙그레,005180,KOSPI,동·식물성 유지 및 낙농제품 제조업,1,0,0
2022,00124780,사조씨푸드,014710,KOSPI,수산물 가공 및 저장 처리업,1,0,0
2022,00124799,사조산업,007160,KOSPI,수산물 가공 및 저장 처리업,1,0,0
2022,00125080,AK홀딩스,006840,KOSPI,기타 금융업,1,0,0
2022,00125150,SGC에너지,005090,KOSPI,전기업,1,0,0
2022,00125521,에스엘,005850,KOSPI,자동차 신품 부품 제조업,1,0,0
2022,00125530,삼립,005610,KOSPI,기타 식품 제조업,1,0,0
2022,00125576,체시스,033250,KOSPI,자동차 신품 부품 제조업,1,0,0
2022,00125743,현대비앤지스틸,004560,KOSPI,1차 철강 제조업,1,0,0
2022,00125974,삼부토건,001470,KOSPI,토목 건설업,9,8,1
2022,00126089,DH오토넥스,000300,KOSPI,신탁업 및 집합투자업,2,2,1
2022,00126186,삼성에스디에스,018260,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",1,0,0
2022,00126201,삼성공조,006660,KOSPI,자동차 신품 부품 제조업,1,0,0
2022,00126256,삼성생명,032830,KOSPI,보험업,1,0,0
2022,00126292,삼성카드,029780,KOSPI,기타 금융업,1,0,0
2022,00126308,삼성E&A,028050,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",2,1,1
2022,00126362,삼성SDI,006400,KOSPI,일차전지 및 이차전지 제조업,2,1,1
2022,00126371,삼성전기,009150,KOSPI,전자부품 제조업,1,0,0
2022,00126380,삼성전자,005930,KOSPI,통신 및 방송 장비 제조업,1,0,0
2022,00126414,삼성제약,001360,KOSPI,의약품 제조업,1,0,0
2022,00126478,삼성중공업,010140,KOSPI,선박 및 보트 건조업,1,0,0
2022,00126487,F&F 홀딩스,007700,KOSPI,기타 금융업,1,0,0
2022,00126566,한화에어로스페이스,012450,KOSPI,"항공기,우주선 및 부품 제조업",2,1,1
2022,00126779,삼아알미늄,006110,KOSPI,1차 비철금속 제조업,1,0,0
2022,00126937,삼양홀딩스,000070,KOSPI,기타 금융업,1,0,0
2022,00126955,삼양식품,003230,KOSPI,기타 식품 제조업,1,0,0
2022,00127042,SYTS,002170,KOSPI,"가죽, 가방 및 유사제품 제조업",1,0,0
2022,00127158,씨아이테크,004920,KOSPI,영상 및 음향기기 제조업,1,0,0
2022,00127167,삼영무역,002810,KOSPI,기타 전문 도매업,2,1,1
2022,00127200,삼영전자공업,005680,KOSPI,전자부품 제조업,1,0,0
2022,00127255,삼영,003720,KOSPI,플라스틱제품 제조업,2,1,1
2022,00127802,삼익THK,004380,KOSPI,일반 목적용 기계 제조업,1,0,0
2022,00127857,삼익악기,002450,KOSPI,악기 제조업,1,0,0
2022,00128032,삼일제약,000520,KOSPI,의약품 제조업,1,0,0
2022,00128227,삼정펄프,009770,KOSPI,"펄프, 종이 및 판지 제조업",1,0,0
2022,00128412,삼진제약,005500,KOSPI,의약품 제조업,2,1,1
2022,00128555,삼천리,004690,KOSPI,연료용 가스 제조 및 배관공급업,1,0,0
2022,00128980,삼호개발,010960,KOSPI,기반조성 및 시설물 축조관련 전문공사업,1,0,0
2022,00129013,CJ씨푸드,011150,KOSPI,기타 식품 제조업,1,0,0
2022,00129235,삼화왕관,004450,KOSPI,기타 금속 가공제품 제조업,1,0,0
2022,00129271,삼화전기,009470,KOSPI,전자부품 제조업,1,0,0
2022,00129280,삼화전자공업,011230,KOSPI,영상 및 음향기기 제조업,2,1,1
2022,00129350,삼화콘덴서공업,001820,KOSPI,전자부품 제조업,1,0,0
2022,00129387,SP삼화,000390,KOSPI,기타 화학제품 제조업,1,0,0
2022,00129420,까뮤이앤씨,013700,KOSPI,건물 건설업,1,0,0
2022,00129509,한익스프레스,014130,KOSPI,도로 화물 운송업,2,1,1
2022,00129554,갤럭시아에스엠,011420,KOSPI,스포츠 서비스업,1,0,0
2022,00129642,상신브레이크,041650,KOSPI,자동차 신품 부품 제조업,1,0,0
2022,00129679,녹십자,006280,KOSPI,의약품 제조업,1,0,0
2022,00129989,코스모신소재,005070,KOSPI,기타 화학제품 제조업,1,0,0
2022,00130091,샘표,007540,KOSPI,기타 금융업,1,0,0
2022,00130684,서울도시가스,017390,KOSPI,연료용 가스 제조 및 배관공급업,1,0,0
2022,00130772,SBS,034120,KOSPI,텔레비전 방송업,1,0,0
2022,00130879,서울식품공업,004410,KOSPI,기타 식품 제조업,1,0,0
2022,00131054,유진증권,001200,KOSPI,의약품 제조업,1,0,0
2022,00131197,서원,021050,KOSPI,금속 주조업,2,1,1
2022,00131692,서흥,008490,KOSPI,기타 화학제품 제조업,1,0,0
2022,00131780,SK네트웍스,001740,KOSPI,기타 전문 도매업,3,2,1
2022,00131832,SK디스커버리,006120,KOSPI,기타 금융업,1,0,0
2022,00131850,SK증권,001510,KOSPI,금융 지원 서비스업,2,1,1
2022,00131939,선도전기,007610,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",3,2,1
2022,00132211,SUN&L,002820,KOSPI,플라스틱제품 제조업,2,1,1
2022,00132354,쿠쿠홀딩스,192400,KOSPI,기타 금융업,2,1,1
2022,00132628,성문전자,014910,KOSPI,전자부품 제조업,1,0,0
2022,00132637,동원시스템즈,014820,KOSPI,플라스틱제품 제조업,1,0,0
2022,00132725,SB성보,003080,KOSPI,"비료, 농약 및 살균, 살충제 제조업",1,0,0
2022,00132804,성신양회,004980,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업",1,0,0
2022,00132868,우성머티리얼스,011300,KOSPI,직물직조 및 직물제품 제조업,1,0,0
2022,00133335,성창기업지주,000180,KOSPI,회사 본부 및 경영 컨설팅 서비스업,1,0,0
2022,00133511,SG세계물산,004060,KOSPI,상품 종합 도매업,1,0,0
2022,00133618,세기상사,002420,KOSPI,연료 소매업,1,0,0
2022,00133706,한국제지,027970,KOSPI,"펄프, 종이 및 판지 제조업",1,0,0
2022,00133812,세방,004360,KOSPI,도로 화물 운송업,1,0,0
2022,00133858,세방전지,004490,KOSPI,일차전지 및 이차전지 제조업,1,0,0
2022,00134176,세우글로벌,013000,KOSPI,기타 전문 도매업,3,2,1
2022,00134316,세원정공,021820,KOSPI,자동차 신품 부품 제조업,6,5,1
2022,00134477,SNT다이내믹스,003570,KOSPI,자동차 신품 부품 제조업,1,0,0
2022,00134510,SJG세종,033530,KOSPI,자동차 신품 부품 제조업,3,2,1
2022,00134565,이스타코,015020,KOSPI,부동산 임대 및 공급업,1,0,0
2022,00134723,페이퍼코리아,001020,KOSPI,"펄프, 종이 및 판지 제조업",1,0,0
2022,00134963,송원산업,004430,KOSPI,기타 화학제품 제조업,1,0,0
2022,00135050,팜젠사이언스,004720,KOSPI,의약품 제조업,1,0,0
2022,00135111,수산세보틱스,017550,KOSPI,특수 목적용 기계 제조업,1,0,0
2022,00135777,신대양제지,016590,KOSPI,"골판지, 종이 상자 및 종이용기 제조업",5,4,1
2022,00135795,신도리코,029530,KOSPI,컴퓨터 및 주변장치 제조업,1,0,0
2022,00135917,한화손해보험,000370,KOSPI,보험업,1,0,0
2022,00135962,신라교역,004970,KOSPI,어로 어업,1,0,0
2022,00136086,무림페이퍼,009200,KOSPI,"펄프, 종이 및 판지 제조업",1,0,0
2022,00136271,신성이엔지,011930,KOSPI,반도체 제조업,1,0,0
2022,00136378,신세계,004170,KOSPI,종합 소매업,1,0,0
2022,00136402,신송홀딩스,006880,KOSPI,산업용 농·축산물 및 동·식물 도매업,1,0,0
2022,00136457,SH에너지화학,002360,KOSPI,기초 화학물질 제조업,1,0,0
2022,00136624,신영와코루,005800,KOSPI,봉제의복 제조업,1,0,0
2022,00136721,신영증권,001720,KOSPI,금융 지원 서비스업,1,0,0
2022,00136776,차AI헬스케어,025620,KOSPI,기타 화학제품 제조업,1,0,0
2022,00136864,신원,009270,KOSPI,봉제의복 제조업,2,1,1
2022,00137207,유니켐,011330,KOSPI,자동차 신품 부품 제조업,2,1,1
2022,00137252,사조동아원,008040,KOSPI,"곡물가공품, 전분 및 전분제품 제조업",1,0,0
2022,00137359,신풍제약,019170,KOSPI,의약품 제조업,11,10,1
2022,00137368,신풍,002870,KOSPI,기타 전문 도매업,1,0,0
2022,00137809,SHD,001770,KOSPI,1차 철강 제조업,1,0,0
2022,00137997,현대차증권,001500,KOSPI,금융 지원 서비스업,1,0,0
2022,00138057,써니전자,004770,KOSPI,전자부품 제조업,1,0,0
2022,00138190,GS글로벌,001250,KOSPI,상품 종합 도매업,2,1,1
2022,00138242,KG모빌리티,003620,KOSPI,자동차용 엔진 및 자동차 제조업,1,0,0
2022,00138260,SIMPAC,009160,KOSPI,1차 철강 제조업,1,0,0
2022,00138279,S-Oil,010950,KOSPI,석유 정제품 제조업,1,0,0
2022,00138297,STX,011810,KOSPI,상품 종합 도매업,1,0,0
2022,00138516,아남전자,008700,KOSPI,영상 및 음향기기 제조업,1,0,0
2022,00138701,아세아,002030,KOSPI,회사 본부 및 경영 컨설팅 서비스업,1,0,0
2022,00138729,아세아제지,002310,KOSPI,"골판지, 종이 상자 및 종이용기 제조업",1,0,0
2022,00138792,아시아나항공,020560,KOSPI,항공 여객 운송업,3,2,1
2022,00139214,삼성화재해상보험,000810,KOSPI,보험업,1,0,0
2022,00139454,애경산업,018250,KOSPI,기타 화학제품 제조업,1,0,0
2022,00139764,에넥스,011090,KOSPI,가구 제조업,1,0,0
2022,00139834,LG씨엔에스,064400,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",1,0,0
2022,00139889,SKC,011790,KOSPI,기타 화학제품 제조업,1,0,0
2022,00140131,키다리스튜디오,020120,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",1,0,0
2022,00140168,HS애드,035000,KOSPI,광고업,1,0,0
2022,00140177,GS리테일,007070,KOSPI,종합 소매업,1,0,0
2022,00140779,영보화학,014440,KOSPI,플라스틱제품 제조업,1,0,0
2022,00140946,한솔로지스틱스,009180,KOSPI,기타 운송관련 서비스업,1,0,0
2022,00140955,한솔케미칼,014680,KOSPI,기초 화학물질 제조업,1,0,0
2022,00140964,영원무역홀딩스,009970,KOSPI,기타 금융업,1,0,0
2022,00141149,영진약품,003520,KOSPI,의약품 제조업,1,0,0
2022,00141307,영풍,000670,KOSPI,1차 비철금속 제조업,2,1,1
2022,00141404,블루산업개발,006740,KOSPI,"골판지, 종이 상자 및 종이용기 제조업",4,3,1
2022,00141413,영화금속,012280,KOSPI,자동차 신품 부품 제조업,1,0,0
2022,00141477,영흥,012160,KOSPI,1차 철강 제조업,1,0,0
2022,00141529,오뚜기,007310,KOSPI,기타 식품 제조업,1,0,0
2022,00141626,오리엔트바이오,002630,KOSPI,의약품 제조업,1,0,0
2022,00141875,사조오양,006090,KOSPI,수산물 가공 및 저장 처리업,1,0,0
2022,00142661,우성,006980,KOSPI,"곡물가공품, 전분 및 전분제품 제조업",1,0,0
2022,00142865,WISCOM,024070,KOSPI,플라스틱제품 제조업,1,0,0
2022,00142883,우신시스템,017370,KOSPI,특수 목적용 기계 제조업,2,1,1
2022,00143262,우진아이엔에스,010400,KOSPI,건물설비 설치 공사업,1,0,0
2022,00143314,에이엔피,015260,KOSPI,전자부품 제조업,2,1,1
2022,00143527,경동인베스트,012320,KOSPI,기타 금융업,1,0,0
2022,00143651,웅진,016880,KOSPI,회사 본부 및 경영 컨설팅 서비스업,1,0,0
2022,00143794,원림,005820,KOSPI,직물직조 및 직물제품 제조업,1,0,0
2022,00144164,SK가스,018670,KOSPI,기타 전문 도매업,1,0,0
2022,00144252,유니온,000910,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업",1,0,0
2022,00144395,동서,026960,KOSPI,음·식료품 및 담배 도매업,1,0,0
2022,00144720,와이투솔루션,011690,KOSPI,반도체 제조업,1,0,0
2022,00144818,유유제약,000220,KOSPI,의약품 제조업,1,0,0
2022,00145109,유한양행,000100,KOSPI,의약품 제조업,1,0,0
2022,00145163,파미셀,005690,KOSPI,전자부품 제조업,1,0,0
2022,00145190,유화증권,003460,KOSPI,금융 지원 서비스업,1,0,0
2022,00145260,율촌화학,008730,KOSPI,플라스틱제품 제조업,2,1,1
2022,00145437,아센디오,012170,KOSPI,"영화, 비디오물, 방송프로그램 제작 및 배급업",1,0,0
2022,00145446,이건산업,008250,KOSPI,나무제품 제조업,1,0,0
2022,00145464,이구산업,025820,KOSPI,1차 비철금속 제조업,1,0,0
2022,00145552,이수화학,005950,KOSPI,기초 화학물질 제조업,2,1,1
2022,00145598,이연제약,102460,KOSPI,의약품 제조업,1,0,0
2022,00145686,이화산업,000760,KOSPI,기타 전문 도매업,1,0,0
2022,00145862,인천도시가스,034590,KOSPI,연료용 가스 제조 및 배관공급업,1,0,0
2022,00145880,현대제철,004020,KOSPI,1차 철강 제조업,1,0,0
2022,00146083,일동홀딩스,000230,KOSPI,의약품 제조업,1,0,0
2022,00146214,일성아이에스,003120,KOSPI,의약품 제조업,1,0,0
2022,00146232,일성건설,013360,KOSPI,토목 건설업,1,0,0
2022,00146269,일신방직,003200,KOSPI,방적 및 가공사 제조업,1,0,0
2022,00146296,일신석재,007110,KOSPI,"건축자재, 철물 및 난방장치 도매업",1,0,0
2022,00146454,일양약품,007570,KOSPI,의약품 제조업,1,0,0
2022,00146542,일정실업,008500,KOSPI,편조원단 제조업,1,0,0
2022,00146649,일진홀딩스,015860,KOSPI,기타 금융업,1,0,0
2022,00146861,자화전자,033240,KOSPI,전자부품 제조업,1,0,0
2022,00147222,전방,000950,KOSPI,방적 및 가공사 제조업,2,1,1
2022,00147860,에스엠벡셀,010580,KOSPI,자동차 신품 부품 제조업,1,0,0
2022,00148276,제일기획,030000,KOSPI,광고업,1,0,0
2022,00148443,제일파마홀딩스,002620,KOSPI,회사 본부 및 경영 컨설팅 서비스업,1,0,0
2022,00148461,제일연마,001560,KOSPI,기타 비금속 광물제품 제조업,1,0,0
2022,00148522,퍼스텍,010820,KOSPI,무기 및 총포탄 제조업,1,0,0
2022,00148540,CJ,001040,KOSPI,기타 금융업,1,0,0
2022,00148610,한화투자증권,003530,KOSPI,금융 지원 서비스업,1,0,0
2022,00148832,제주은행,006220,KOSPI,은행 및 저축기관,1,0,0
2022,00148896,OCI홀딩스,010060,KOSPI,기타 금융업,1,0,0
2022,00148920,조광페인트,004910,KOSPI,기타 화학제품 제조업,2,1,1
2022,00148939,조광피혁,004700,KOSPI,"가죽, 가방 및 유사제품 제조업",1,0,0
2022,00148948,조비,001550,KOSPI,"비료, 농약 및 살균, 살충제 제조업",1,0,0
2022,00148984,시알홀딩스,000480,KOSPI,"내화, 비내화 요업제품 제조업",1,0,0
2022,00148993,하이트진로홀딩스,000140,KOSPI,기타 금융업,1,0,0
2022,00149026,CS홀딩스,000590,KOSPI,기타 금융업,2,1,1
2022,00149239,조일알미늄,018470,KOSPI,1차 비철금속 제조업,1,0,0
2022,00149345,조흥,002600,KOSPI,기타 식품 제조업,1,0,0
2022,00149354,종근당홀딩스,001630,KOSPI,의약품 제조업,1,0,0
