fiscal_year,corp_code,corp_name,stock_code,market,sector,n_annual_report_filings,n_annual_corrections,any_correction
2019,00274933,신세계푸드,031440,KOSPI,음식점업,1,0,0
2019,00296290,키움증권,039490,KOSPI,금융 지원 서비스업,2,1,1
2019,00299002,HL홀딩스,060980,KOSPI,기타 금융업,1,0,0
2019,00300548,현대리바트,079430,KOSPI,가구 제조업,1,0,0
2019,00302926,현대로템,064350,KOSPI,그외 기타 운송장비 제조업,1,0,0
2019,00303217,우진플라임,049800,KOSPI,특수 목적용 기계 제조업,1,0,0
2019,00303873,CJ CGV,079160,KOSPI,"영화, 비디오물, 방송프로그램 제작 및 배급업",1,0,0
2019,00305668,새론오토모티브,075180,KOSPI,자동차 신품 부품 제조업,1,0,0
2019,00309503,한국항공우주,047810,KOSPI,"항공기,우주선 및 부품 제조업",1,0,0
2019,00332927,제이에스코퍼레이션,194370,KOSPI,"가죽, 가방 및 유사제품 제조업",1,0,0
2019,00339391,한화시스템,272210,KOSPI,전자부품 제조업,1,0,0
2019,00347734,진양화학,051630,KOSPI,플라스틱제품 제조업,1,0,0
2019,00349097,케이티스카이라이프,053210,KOSPI,텔레비전 방송업,1,0,0
2019,00350312,HDC랩스,039570,KOSPI,전기 및 통신 공사업,1,0,0
2019,00353878,다스코,058730,KOSPI,"구조용 금속제품, 탱크 및 증기발생기 제조업",3,2,1
2019,00356361,LG화학,051910,KOSPI,기초 화학물질 제조업,2,1,1
2019,00356370,LG생활건강,051900,KOSPI,기타 화학제품 제조업,1,0,0
2019,00357360,한세엠케이,069640,KOSPI,"섬유, 의복, 신발 및 가죽제품 소매업",1,0,0
2019,00357935,HDC현대EP,089470,KOSPI,기타 화학제품 제조업,1,0,0
2019,00360142,아이마켓코리아,122900,KOSPI,상품 종합 도매업,2,1,1
2019,00360595,현대글로비스,086280,KOSPI,기타 운송관련 서비스업,1,0,0
2019,00361008,한화엔진,082740,KOSPI,일반 목적용 기계 제조업,1,0,0
2019,00361488,텔코웨어,078000,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",1,0,0
2019,00362238,휴비스,079980,KOSPI,화학섬유 제조업,1,0,0
2019,00362441,현대오토에버,307950,KOSPI,소프트웨어 개발 및 공급업,1,0,0
2019,00365387,AJ네트웍스,095570,KOSPI,산업용 기계 및 장비 임대업,1,0,0
2019,00365989,모나용평,070960,KOSPI,일반 및 생활 숙박시설 운영업,1,0,0
2019,00367844,자이에스앤디,317400,KOSPI,부동산 임대 및 공급업,1,0,0
2019,00369833,유니온머티리얼,047400,KOSPI,"내화, 비내화 요업제품 제조업",1,0,0
2019,00372873,KTis,058860,KOSPI,기타 정보 서비스업,1,0,0
2019,00372882,KTcs,058850,KOSPI,기타 정보 서비스업,1,0,0
2019,00377610,세아홀딩스,058650,KOSPI,1차 철강 제조업,1,0,0
2019,00382199,신한지주,055550,KOSPI,기타 금융업,2,1,1
2019,00390055,종근당바이오,063160,KOSPI,의약품 제조업,2,1,1
2019,00398701,엘앤에프,066970,KOSPI,일차전지 및 이차전지 제조업,1,0,0
2019,00398792,SNT모티브,064960,KOSPI,자동차 신품 부품 제조업,1,0,0
2019,00400857,에이블씨엔씨,078520,KOSPI,기타 화학제품 제조업,2,1,1
2019,00401731,LG전자,066570,KOSPI,통신 및 방송 장비 제조업,1,0,0
2019,00403632,현대퓨처넷,126560,KOSPI,전기 통신업,1,0,0
2019,00404701,한국자산신탁,123890,KOSPI,신탁업 및 집합투자업,1,0,0
2019,00406046,HD현대마린엔진,071970,KOSPI,일반 목적용 기계 제조업,1,0,0
2019,00409672,티비에이치글로벌,084870,KOSPI,봉제의복 제조업,1,0,0
2019,00412597,현대홈쇼핑,057050,KOSPI,무점포 소매업,1,0,0
2019,00413046,셀트리온,068270,KOSPI,기초 의약물질 제조업,2,1,1
2019,00413523,한미글로벌,053690,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",1,0,0
2019,00414601,유니퀘스트,077500,KOSPI,기계장비 및 관련 물품 도매업,1,0,0
2019,00414850,효성 ITX,094280,KOSPI,기타 사업지원 서비스업,1,0,0
2019,00415628,세진중공업,075580,KOSPI,선박 및 보트 건조업,1,0,0
2019,00415646,드림텍,192650,KOSPI,전자부품 제조업,1,0,0
2019,00416654,유엔젤,072130,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",1,0,0
2019,00422895,세이브존I&C,067830,KOSPI,종합 소매업,1,0,0
2019,00423690,삼성출판사,068290,KOSPI,"서적, 잡지 및 기타 인쇄물 출판업",1,0,0
2019,00426086,티케이지휴켐스,069260,KOSPI,기타 화학제품 제조업,1,0,0
2019,00427483,대웅제약,069620,KOSPI,의약품 제조업,1,0,0
2019,00428251,현대백화점,069960,KOSPI,종합 소매업,1,0,0
2019,00428321,해태제과식품,101530,KOSPI,기타 식품 제조업,1,0,0
2019,00428729,대호에이엘,069460,KOSPI,1차 비철금속 제조업,1,0,0
2019,00432102,한국금융지주,071050,KOSPI,기타 금융업,1,0,0
2019,00435312,하이스틸,071090,KOSPI,1차 철강 제조업,1,0,0
2019,00441243,형지엘리트,093240,KOSPI,봉제의복 제조업,2,1,1
2019,00442835,메타랩스,090370,KOSPI,봉제의복 제조업,1,0,0
2019,00447609,비에이치,090460,KOSPI,전자부품 제조업,1,0,0
2019,00450010,씨티알모빌리티,308170,KOSPI,자동차 신품 부품 제조업,1,0,0
2019,00453488,다이나믹디자인,145210,KOSPI,특수 목적용 기계 제조업,1,0,0
2019,00454946,그린케미칼,083420,KOSPI,기타 화학제품 제조업,1,0,0
2019,00458234,아시아나IDT,267850,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",1,0,0
2019,00459871,농심홀딩스,072710,KOSPI,기타 금융업,1,0,0
2019,00469799,이엔플러스,074610,KOSPI,일반 목적용 기계 제조업,1,0,0
2019,00480367,SK오션플랜트,100090,KOSPI,1차 철강 제조업,1,0,0
2019,00480455,STX엔진,077970,KOSPI,일반 목적용 기계 제조업,1,0,0
2019,00481454,금호타이어,073240,KOSPI,고무제품 제조업,4,3,1
2019,00500254,GS,078930,KOSPI,기타 금융업,1,0,0
2019,00503668,LIG디펜스앤에어로스페이스,079550,KOSPI,무기 및 총포탄 제조업,2,1,1
2019,00508274,일진다이아,081000,KOSPI,기타 화학제품 제조업,1,0,0
2019,00508344,SK디앤디,210980,KOSPI,부동산 임대 및 공급업,1,0,0
2019,00520887,비상교육,100220,KOSPI,"서적, 잡지 및 기타 인쇄물 출판업",1,0,0
2019,00525934,LX세미콘,108320,KOSPI,반도체 제조업,1,0,0
2019,00526599,덴티움,145720,KOSPI,의료용 기기 제조업,1,0,0
2019,00539274,대상홀딩스,084690,KOSPI,기타 금융업,1,0,0
2019,00540605,이월드,084680,KOSPI,귀금속 및 장신용품 제조업,1,0,0
2019,00540641,동양고속,084670,KOSPI,육상 여객 운송업,1,0,0
2019,00544452,이리츠코크렙,088260,KOSPI,부동산 임대 및 공급업,2,0,0
2019,00545716,롯데렌탈,089860,KOSPI,운송장비 임대업,1,0,0
2019,00547583,하나금융지주,086790,KOSPI,기타 금융업,1,0,0
2019,00555874,제주항공,089590,KOSPI,항공 여객 운송업,2,1,1
2019,00557508,GKL,114090,KOSPI,유원지 및 기타 오락관련 서비스업,1,0,0
2019,00557933,진도,088790,KOSPI,기타 전문 도매업,1,0,0
2019,00564562,엠씨넥스,097520,KOSPI,영상 및 음향기기 제조업,1,0,0
2019,00565154,이노션,214320,KOSPI,광고업,1,0,0
2019,00573579,평화산업,090080,KOSPI,자동차 신품 부품 제조업,1,0,0
2019,00583424,아모레퍼시픽,090430,KOSPI,기타 화학제품 제조업,2,1,1
2019,00583442,노루페인트,090350,KOSPI,기타 화학제품 제조업,1,0,0
2019,00587466,KPX홀딩스,092230,KOSPI,기초 화학물질 제조업,1,0,0
2019,00589127,KEC,092220,KOSPI,반도체 제조업,1,0,0
2019,00593032,LF,093050,KOSPI,봉제의복 제조업,1,0,0
2019,00595191,후성,093370,KOSPI,기초 화학물질 제조업,1,0,0
2019,00628189,웅진씽크빅,095720,KOSPI,초등 교육기관,1,0,0
2019,00631518,SK이노베이션,096770,KOSPI,석유 정제품 제조업,1,0,0
2019,00632304,JW홀딩스,096760,KOSPI,기타 금융업,1,0,0
2019,00633835,HJ중공업,097230,KOSPI,토목 건설업,1,0,0
2019,00635134,CJ제일제당,097950,KOSPI,기타 식품 제조업,1,0,0
2019,00646732,진양홀딩스,100250,KOSPI,플라스틱제품 제조업,1,0,0
2019,00648721,SNT에너지,100840,KOSPI,일반 목적용 기계 제조업,1,0,0
2019,00651901,에어부산,298690,KOSPI,항공 여객 운송업,1,0,0
2019,00652423,인바이오젠,101140,KOSPI,기계장비 및 관련 물품 도매업,1,0,0
2019,00653024,진에어,272450,KOSPI,항공 여객 운송업,1,0,0
2019,00661847,화인베스틸,133820,KOSPI,1차 철강 제조업,1,0,0
2019,00670340,씨에스윈드,112610,KOSPI,"구조용 금속제품, 탱크 및 증기발생기 제조업",2,1,1
2019,00671376,트리니티항공,091810,KOSPI,항공 여객 운송업,1,0,0
2019,00679314,동성케미컬,102260,KOSPI,합성고무 및 플라스틱 물질 제조업,1,0,0
2019,00683469,일진전기,103590,KOSPI,절연선 및 케이블 제조업,1,0,0
2019,00684714,풍산,103140,KOSPI,1차 비철금속 제조업,1,0,0
2019,00684802,에이플러스에셋,244920,KOSPI,보험 및 연금관련 서비스업,1,0,0
2019,00687711,한국철강,104700,KOSPI,1차 철강 제조업,1,0,0
2019,00688996,KB금융,105560,KOSPI,기타 금융업,1,0,0
2019,00706715,미원홀딩스,107590,KOSPI,기타 금융업,1,0,0
2019,00728638,한세실업,105630,KOSPI,봉제의복 제조업,1,0,0
2019,00753643,주성코퍼레이션,109070,KOSPI,통신 및 방송 장비 제조업,3,2,1
2019,00759513,LX하우시스,108670,KOSPI,플라스틱제품 제조업,1,0,0
2019,00760971,크래프톤,259960,KOSPI,소프트웨어 개발 및 공급업,4,3,1
2019,00767460,PI첨단소재,178920,KOSPI,플라스틱제품 제조업,1,0,0
2019,00776820,영원무역,111770,KOSPI,상품 종합 도매업,1,0,0
2019,00787376,대성에너지,117580,KOSPI,연료용 가스 제조 및 배관공급업,1,0,0
2019,00791209,메타케어,118000,KOSPI,기계장비 및 관련 물품 도매업,1,0,0
2019,00795135,코오롱인더,120110,KOSPI,화학섬유 제조업,1,0,0
2019,00796994,조선선재,120030,KOSPI,기타 금속 가공제품 제조업,1,0,0
2019,00797364,KC코트렐,119650,KOSPI,일반 목적용 기계 제조업,1,0,0
2019,00815369,에스제이엠,123700,KOSPI,자동차 신품 부품 제조업,1,0,0
2019,00816544,토니모리,214420,KOSPI,기타 화학제품 제조업,1,0,0
2019,00823429,한국화장품,123690,KOSPI,생활용품 도매업,1,0,0
2019,00828497,한미약품,128940,KOSPI,의약품 제조업,2,1,1
2019,00828789,대성산업,128820,KOSPI,연료 소매업,1,0,0
2019,00838500,엘브이엠씨,900140,KOSPI,자동차 판매업,2,1,1
2019,00852087,시디즈,134790,KOSPI,가구 제조업,1,0,0
2019,00855093,선진,136490,KOSPI,동물용 사료 및 조제식품 제조업,1,0,0
2019,00855163,미원화학,134380,KOSPI,기타 화학제품 제조업,1,0,0
2019,00858364,BNK금융지주,138930,KOSPI,기타 금융업,1,0,0
2019,00860332,메리츠금융지주,138040,KOSPI,기타 금융업,1,0,0
2019,00860730,에이리츠,140910,KOSPI,부동산 임대 및 공급업,2,1,1
2019,00861076,케이탑리츠,145270,KOSPI,부동산 임대 및 공급업,1,0,0
2019,00872984,이마트,139480,KOSPI,종합 소매업,1,0,0
2019,00877059,삼성바이오로직스,207940,KOSPI,기초 의약물질 제조업,1,0,0
2019,00878915,iM금융지주,139130,KOSPI,기타 금융업,1,0,0
2019,00896285,삼양사,145990,KOSPI,기타 식품 제조업,2,1,1
2019,00904672,넷마블,251270,KOSPI,소프트웨어 개발 및 공급업,2,1,1
2019,00911955,잇츠한불,226320,KOSPI,기타 화학제품 제조업,1,0,0
2019,00936787,애경케미칼,161000,KOSPI,기초 화학물질 제조업,1,0,0
2019,00937324,한국타이어앤테크놀로지,161390,KOSPI,고무제품 제조업,1,0,0
2019,00939331,한국콜마,161890,KOSPI,기타 화학제품 제조업,1,0,0
2019,00939687,동일고무벨트,163560,KOSPI,고무제품 제조업,1,0,0
2019,00956930,동아에스티,170900,KOSPI,의약품 제조업,1,0,0
2019,00980122,JB금융지주,175330,KOSPI,기타 금융업,2,1,1
2019,00983040,한진칼,180640,KOSPI,기타 금융업,4,3,1
2019,00983271,NHN,181710,KOSPI,소프트웨어 개발 및 공급업,1,0,0
2019,00990165,아세아시멘트,183190,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업",1,0,0
2019,00992871,종근당,185750,KOSPI,의약품 제조업,1,0,0
2019,01009789,코스맥스,192820,KOSPI,기타 화학제품 제조업,1,0,0
2019,01010110,더블유게임즈,192080,KOSPI,소프트웨어 개발 및 공급업,1,0,0
2019,01032413,해성디에스,195870,KOSPI,전자부품 제조업,1,0,0
2019,01032486,두산밥캣,241560,KOSPI,특수 목적용 기계 제조업,1,0,0
2019,01035289,JK리버스톤리츠,204210,KOSPI,부동산 임대 및 공급업,1,0,0
2019,01036446,서연이화,200880,KOSPI,자동차 신품 부품 제조업,2,1,1
2019,01042775,HL만도,204320,KOSPI,자동차 신품 부품 제조업,1,0,0
2019,01059605,디와이파워,210540,KOSPI,특수 목적용 기계 제조업,1,0,0
2019,01060744,한솔제지,213500,KOSPI,"펄프, 종이 및 판지 제조업",1,0,0
2019,01060814,삼양패키징,272550,KOSPI,플라스틱제품 제조업,1,0,0
2019,01093007,LS에코에너지,229640,KOSPI,기타 금융업,1,0,0
2019,01108099,현대코퍼레이션홀딩스,227840,KOSPI,음·식료품 및 담배 도매업,1,0,0
2019,01128613,화승엔터프라이즈,241590,KOSPI,신발 및 신발 부분품 제조업,1,0,0
2019,01159233,솔루엠,248070,KOSPI,전자부품 제조업,5,4,1
2019,01167056,샘표식품,248170,KOSPI,기타 식품 제조업,1,0,0
2019,01168383,일동제약,249420,KOSPI,의약품 제조업,1,0,0
2019,01190568,에이피알,278470,KOSPI,기타 화학제품 제조업,6,5,1
2019,01199550,HD현대에너지솔루션,322000,KOSPI,반도체 제조업,2,1,1
2019,01205329,크라운제과,264900,KOSPI,"떡, 빵 및 과자류 제조업",1,0,0
2019,01205709,HD현대,267250,KOSPI,기타 금융업,1,0,0
2019,01205842,HD건설기계,267270,KOSPI,특수 목적용 기계 제조업,1,0,0
2019,01205851,HD현대일렉트릭,267260,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",1,0,0
2019,01208885,경동도시가스,267290,KOSPI,연료용 가스 제조 및 배관공급업,1,0,0
2019,01234297,미원에스씨,268280,KOSPI,기초 화학물질 제조업,1,0,0
2019,01236897,제일약품,271980,KOSPI,의약품 제조업,1,0,0
2019,01238169,오리온,271560,KOSPI,기타 식품 제조업,1,0,0
2019,01258507,롯데웰푸드,280360,KOSPI,기타 식품 제조업,1,0,0
2019,01261893,케이씨텍,281820,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",1,0,0
2019,01262032,롯데이노베이트,286940,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",1,0,0
2019,01263022,BGF리테일,282330,KOSPI,종합 소매업,1,0,0
2019,01267170,SK케미칼,285130,KOSPI,합성고무 및 플라스틱 물질 제조업,1,0,0
2019,01267684,쿠쿠홈시스,284740,KOSPI,개인 및 가정용품 임대업,1,0,0
2019,01276594,신한알파리츠,293940,KOSPI,부동산 임대 및 공급업,3,1,1
2019,01310269,IPARK현대산업개발,294870,KOSPI,건물 건설업,3,2,1
2019,01316227,효성티앤씨,298020,KOSPI,화학섬유 제조업,1,0,0
2019,01316236,효성화학,298000,KOSPI,기초 화학물질 제조업,1,0,0
2019,01316245,효성중공업,298040,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",1,0,0
2019,01316254,HS효성첨단소재,298050,KOSPI,화학섬유 제조업,2,1,1
2019,01319808,한일시멘트,300720,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업",2,1,1
2019,01319899,SK바이오사이언스,302440,KOSPI,기초 의약물질 제조업,2,1,1
2019,01325979,세아제강,306200,KOSPI,1차 철강 제조업,1,0,0
2019,01350869,우리금융지주,316140,KOSPI,기타 금융업,1,0,0
2019,01363818,롯데리츠,330590,KOSPI,부동산 임대 및 공급업,3,1,1
2019,01391033,NH프라임리츠,338100,KOSPI,부동산 임대 및 공급업,2,0,0
2019,01394377,이지스밸류플러스리츠,334890,KOSPI,부동산 임대 및 공급업,1,0,0
2019,01412725,두산퓨얼셀,336260,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",1,0,0
2019,01412822,솔루스첨단소재,336370,KOSPI,전자부품 제조업,1,0,0
2019,01415892,제이알글로벌리츠,348950,KOSPI,부동산 임대 및 공급업,1,0,0
2020,00100939,강남제비스코,000860,KOSPI,기타 화학제품 제조업,1,0,0
2020,00101044,에이프로젠바이오로직스,003060,KOSPI,의약품 제조업,1,0,0
2020,00101220,KG케미칼,001390,KOSPI,기초 화학물질 제조업,1,0,0
2020,00101433,경농,002100,KOSPI,"비료, 농약 및 살균, 살충제 제조업",1,0,0
2020,00101488,경동나비엔,009450,KOSPI,가정용 기기 제조업,3,2,1
2020,00101628,경방,000050,KOSPI,종합 소매업,1,0,0
2020,00101664,경보제약,214390,KOSPI,기초 의약물질 제조업,1,0,0
2020,00102113,경인양행,012610,KOSPI,기초 화학물질 제조업,2,1,1
2020,00102140,경인전자,009140,KOSPI,전자부품 제조업,1,0,0
2020,00102432,계룡건설산업,013580,KOSPI,토목 건설업,2,1,1
2020,00102618,계양전기,012200,KOSPI,일반 목적용 기계 제조업,1,0,0
2020,00102751,고려산업,002140,KOSPI,"곡물가공품, 전분 및 전분제품 제조업",1,0,0
2020,00102858,고려아연,010130,KOSPI,1차 비철금속 제조업,1,0,0
2020,00103006,고려제강,002240,KOSPI,1차 철강 제조업,1,0,0
2020,00103042,케이씨티시,009070,KOSPI,도로 화물 운송업,2,1,1
2020,00103130,플레이그램,009810,KOSPI,기타 전문 도매업,3,2,1
2020,00103176,흥국화재,000540,KOSPI,보험업,2,1,1
2020,00103510,인지컨트롤스,023800,KOSPI,자동차 신품 부품 제조업,1,0,0
2020,00103592,광동제약,009290,KOSPI,의약품 제조업,3,2,1
2020,00103662,광명전기,017040,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",1,0,0
2020,00104388,국도화학,007690,KOSPI,기초 화학물질 제조업,3,2,1
2020,00104698,LS네트웍스,000680,KOSPI,상품 종합 도매업,1,0,0
2020,00104722,국제약품,002720,KOSPI,의약품 제조업,1,0,0
2020,00104768,가온전선,000500,KOSPI,절연선 및 케이블 제조업,1,0,0
2020,00104786,미래아이앤지,007120,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",1,0,0
2020,00104856,삼성증권,016360,KOSPI,금융 지원 서비스업,1,0,0
2020,00104999,윌비스,008600,KOSPI,생활용품 도매업,1,0,0
2020,00105101,INVENI,015360,KOSPI,회사 본부 및 경영 컨설팅 서비스업,1,0,0
2020,00105156,극동유화,014530,KOSPI,석유 정제품 제조업,1,0,0
2020,00105271,케이씨씨,002380,KOSPI,기타 화학제품 제조업,6,5,1
2020,00105280,현대지에프홀딩스,005440,KOSPI,기타 금융업,1,0,0
2020,00105299,금강공업,014280,KOSPI,1차 철강 제조업,1,0,0
2020,00105606,금호에이치티,214330,KOSPI,자동차 신품 부품 제조업,2,1,1
2020,00105855,엘에스일렉트릭,010120,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",1,0,0
2020,00105873,LG디스플레이,034220,KOSPI,전자부품 제조업,1,0,0
2020,00105952,LS,006260,KOSPI,기타 금융업,5,4,1
2020,00105961,LG이노텍,011070,KOSPI,전자부품 제조업,2,1,1
2020,00106119,금양,001570,KOSPI,기초 화학물질 제조업,1,0,0
2020,00106313,금호건설,002990,KOSPI,건물 건설업,1,0,0
2020,00106368,금호석유화학,011780,KOSPI,기초 화학물질 제조업,2,1,1
2020,00106395,금호전기,001210,KOSPI,전구 및 조명장치 제조업,2,1,1
2020,00106614,기신정기,092440,KOSPI,특수 목적용 기계 제조업,1,0,0
2020,00106623,현대위아,011210,KOSPI,자동차 신품 부품 제조업,1,0,0
2020,00106641,기아,000270,KOSPI,자동차용 엔진 및 자동차 제조업,8,7,1
2020,00106669,세아베스틸지주,001430,KOSPI,1차 철강 제조업,1,0,0
2020,00106881,인디에프,014990,KOSPI,봉제의복 제조업,2,1,1
2020,00107066,남광토건,001260,KOSPI,기타 금융업,2,2,1
2020,00107224,남선알미늄,008350,KOSPI,1차 비철금속 제조업,1,0,0
2020,00107598,남양유업,003920,KOSPI,동·식물성 유지 및 낙농제품 제조업,1,0,0
2020,00107613,이수페타시스,007660,KOSPI,전자부품 제조업,2,1,1
2020,00107677,비비안,002070,KOSPI,봉제의복 제조업,3,2,1
2020,00107987,남해화학,025860,KOSPI,"비료, 농약 및 살균, 살충제 제조업",1,0,0
2020,00108038,엔피씨,004250,KOSPI,플라스틱제품 제조업,1,0,0
2020,00108135,녹십자홀딩스,005250,KOSPI,회사 본부 및 경영 컨설팅 서비스업,1,0,0
2020,00108241,농심,004370,KOSPI,기타 식품 제조업,1,0,0
2020,00108746,DKME,015590,KOSPI,일반 목적용 기계 제조업,1,0,0
2020,00108913,대교,019680,KOSPI,초등 교육기관,1,0,0
2020,00108940,대성홀딩스,016710,KOSPI,회사 본부 및 경영 컨설팅 서비스업,9,8,1
2020,00108977,대구백화점,006370,KOSPI,종합 소매업,1,0,0
2020,00109161,태경케미컬,006890,KOSPI,기초 화학물질 제조업,1,0,0
2020,00109189,대덕,008060,KOSPI,기타 금융업,1,0,0
2020,00109286,대동,000490,KOSPI,특수 목적용 기계 제조업,1,0,0
2020,00109514,티웨이홀딩스,004870,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업",1,0,0
2020,00109693,DL,000210,KOSPI,기초 화학물질 제조업,3,2,1
2020,00109718,사조대림,003960,KOSPI,수산물 가공 및 저장 처리업,1,0,0
2020,00109754,대림바스,005750,KOSPI,"내화, 비내화 요업제품 제조업",2,1,1
2020,00109806,삼일씨엔에스,004440,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업",1,0,0
2020,00109824,대림통상,006570,KOSPI,기타 금속 가공제품 제조업,1,0,0
2020,00110608,DSR,155660,KOSPI,1차 비철금속 제조업,1,0,0
2020,00110893,대신증권,003540,KOSPI,금융 지원 서비스업,1,0,0
2020,00111111,대양금속,009190,KOSPI,1차 철강 제조업,2,1,1
2020,00111421,휴니드테크놀러지스,005870,KOSPI,통신 및 방송 장비 제조업,1,0,0
2020,00111458,대영포장,014160,KOSPI,"골판지, 종이 상자 및 종이용기 제조업",1,0,0
2020,00111689,아진전자부품,009320,KOSPI,자동차 신품 부품 제조업,2,1,1
2020,00111704,한화오션,042660,KOSPI,선박 및 보트 건조업,1,0,0
2020,00111722,미래에셋증권,006800,KOSPI,금융 지원 서비스업,1,0,0
2020,00111810,대웅,003090,KOSPI,의약품 제조업,1,0,0
2020,00111847,대원강업,000430,KOSPI,자동차 신품 부품 제조업,1,0,0
2020,00111999,대원제약,003220,KOSPI,의약품 제조업,3,2,1
2020,00112022,대원화성,024890,KOSPI,플라스틱제품 제조업,4,3,1
2020,00112059,상상인증권,001290,KOSPI,금융 지원 서비스업,1,0,0
2020,00112165,디아이씨,092200,KOSPI,자동차 신품 부품 제조업,1,0,0
2020,00112332,미래에셋생명,085620,KOSPI,보험업,2,1,1
2020,00112378,KR모터스,000040,KOSPI,그외 기타 운송장비 제조업,1,0,0
2020,00112651,대창,012800,KOSPI,1차 비철금속 제조업,1,0,0
2020,00112679,대창단조,015230,KOSPI,자동차 신품 부품 제조업,1,0,0
2020,00112970,대한방직,001070,KOSPI,직물직조 및 직물제품 제조업,2,1,1
2020,00113058,한화생명,088350,KOSPI,보험업,1,0,0
2020,00113191,코리안리,003690,KOSPI,재 보험업,2,1,1
2020,00113207,대한전선,001440,KOSPI,절연선 및 케이블 제조업,1,0,0
2020,00113225,대한제강,084010,KOSPI,1차 철강 제조업,2,1,1
2020,00113234,대한제당,001790,KOSPI,"곡물가공품, 전분 및 전분제품 제조업",2,1,1
2020,00113243,대한제분,001130,KOSPI,"곡물가공품, 전분 및 전분제품 제조업",1,0,0
2020,00113359,교보증권,030610,KOSPI,금융 지원 서비스업,2,1,1
2020,00113410,CJ대한통운,000120,KOSPI,도로 화물 운송업,1,0,0
2020,00113492,깨끗한나라,004540,KOSPI,"펄프, 종이 및 판지 제조업",1,0,0
2020,00113508,노루홀딩스,000320,KOSPI,기타 금융업,1,0,0
2020,00113526,대한항공,003490,KOSPI,항공 여객 운송업,2,1,1
2020,00113535,대한해운,005880,KOSPI,해상 운송업,1,0,0
2020,00113544,대한화섬,003830,KOSPI,화학섬유 제조업,1,0,0
2020,00113562,롯데손해보험,000400,KOSPI,보험업,2,1,1
2020,00113614,대현,016090,KOSPI,봉제의복 제조업,2,1,1
2020,00113997,롯데에너지머티리얼즈,020150,KOSPI,전자부품 제조업,3,2,1
2020,00114093,덕성,004830,KOSPI,플라스틱제품 제조업,1,0,0
2020,00114154,디와이덕양,024900,KOSPI,자동차 신품 부품 제조업,2,1,1
2020,00114552,도화엔지니어링,002150,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",1,0,0
2020,00114765,케이비아이동국실업,001620,KOSPI,자동차 신품 부품 제조업,1,0,0
2020,00114792,동국홀딩스,001230,KOSPI,기타 금융업,2,1,1
2020,00115065,동남합성,023450,KOSPI,기초 화학물질 제조업,1,0,0
2020,00115287,동방,004140,KOSPI,기타 운송관련 서비스업,8,7,1
2020,00115384,동방아그로,007590,KOSPI,"비료, 농약 및 살균, 살충제 제조업",1,0,0
2020,00115612,동부건설,005960,KOSPI,토목 건설업,4,3,1
2020,00115676,KG스틸,016380,KOSPI,1차 철강 제조업,1,0,0
2020,00115694,DB증권,016610,KOSPI,금융 지원 서비스업,2,1,1
2020,00115977,아이에스동서,010780,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업",1,0,0
2020,00116268,동성제약,002210,KOSPI,의약품 제조업,1,0,0
2020,00116301,NI스틸,008260,KOSPI,1차 철강 제조업,1,0,0
2020,00116824,동아쏘시오홀딩스,000640,KOSPI,기타 금융업,1,0,0
2020,00116949,DN오토모티브,007340,KOSPI,일차전지 및 이차전지 제조업,1,0,0
2020,00117027,알루코,001780,KOSPI,1차 비철금속 제조업,1,0,0
2020,00117179,디와이,013570,KOSPI,기타 금융업,1,0,0
2020,00117188,효성,004800,KOSPI,기타 금융업,4,3,1
2020,00117212,두산,000150,KOSPI,전자부품 제조업,1,0,0
2020,00117230,TYM,002900,KOSPI,특수 목적용 기계 제조업,1,0,0
2020,00117267,동양생명,082640,KOSPI,보험업,4,3,1
2020,00117300,TCC스틸,002710,KOSPI,1차 철강 제조업,1,0,0
2020,00117337,동양,001520,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업",1,0,0
2020,00117498,스틱인베스트먼트,026890,KOSPI,신탁업 및 집합투자업,1,0,0
2020,00117577,오리온홀딩스,001800,KOSPI,기타 금융업,1,0,0
2020,00117601,유안타증권,003470,KOSPI,금융 지원 서비스업,1,0,0
2020,00117629,KBI동양철관,008970,KOSPI,1차 철강 제조업,1,0,0
