stock_code,corp_name,market,market_raw,sector,main_products,listing_date,fiscal_month,region,is_financial_narrow,is_financial_conservative,exclude_reason,is_standard_stock_code
477850,마키나락스,KOSDAQ,코스닥,소프트웨어 개발 및 공급업,Runway Platform (산업특화 인공지능 개발 및 운영 체계 구축 플랫폼),2026-05-20,12월,서울특별시,False,False,,True
288180,케이피항공산업,KOSDAQ,코스닥,"항공기,우주선 및 부품 제조업",항공기 및 우주 방산 구조물 제작,2026-05-19,12월,경상남도,False,False,,True
487580,폴레드,KOSDAQ,코스닥,가정용 기기 제조업,"유아용품(카시트 및 관련 악세서리, 유아가전 등)",2026-05-14,12월,충청남도,False,False,,True
439960,코스모로보틱스,KOSDAQ,코스닥,의료용 기기 제조업,웨어러블 로봇,2026-05-11,12월,서울특별시,False,False,,True
001290,신한제18호스팩,KOSDAQ,코스닥,금융 지원 서비스업,금융 지원 서비스업,2026-04-30,12월,서울특별시,True,True,금융,True
000110,채비,KOSDAQ,코스닥,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전기차 충전 서비스, 전기차 충전기",2026-04-29,12월,대구광역시,False,False,,True
000700,에스테크엠,KONEX,코넥스,특수 목적용 기계 제조업,이차전지 장비,2026-04-27,12월,경기도,False,False,,True
001310,키움히어로제2호스팩,KOSDAQ,코스닥,금융 지원 서비스업,기업 인수 합병,2026-04-23,12월,서울특별시,True,True,금융,True
000100,보원케미칼,KOSDAQ,코스닥,플라스틱제품 제조업,"차량 내장재용 표면소재, SPC바닥재 등",2026-04-03,12월,충청북도,False,False,,True
001320,교보20호스팩,KOSDAQ,코스닥,기타 금융업,기업 인수 및 합병,2026-04-02,12월,서울특별시,True,True,금융,True
000070,인벤테라,KOSDAQ,코스닥,자연과학 및 공학 연구개발업,철(Fe) 기반 질환 특이성 나노-MRI 조영제 신약,2026-04-02,12월,서울특별시,False,False,,True
001300,신한제17호스팩,KOSDAQ,코스닥,금융 지원 서비스업,금융지원 서비스업,2026-04-01,12월,서울특별시,True,True,금융,True
394420,리센스메디컬,KOSDAQ,코스닥,의료용 기기 제조업,"피부 냉각마취 의료기기, 경피약물전달 의료기기, 동물용 경피약물전달 의료기기, 안구 냉각마취 의료기기",2026-03-31,12월,경기도,False,False,,True
001300,엔에이치스팩33호,KOSDAQ,코스닥,금융 지원 서비스업,기업인수,2026-03-27,12월,서울특별시,True,True,금융,True
000880,메쥬,KOSDAQ,코스닥,의료용 기기 제조업,웨어러블 패치형 환자 감시장치(HiCardi),2026-03-26,12월,강원특별자치도,False,False,,True
408470,한패스,KOSDAQ,코스닥,기타 금융업,"디지털 송금 서비스, 전자지갑 서비스, 선불카드 서비스",2026-03-25,12월,서울특별시,True,True,금융,True
493280,아이엠바이오로직스,KOSDAQ,코스닥,자연과학 및 공학 연구개발업,"IMB-101 (OX40L/TNF 타깃 자가면역질환 치료용 이중항체), IMB-102 (OX40L 타깃 자가면역질환 치료용 단일항체)",2026-03-20,12월,경기도,False,False,,True
000820,카나프테라퓨틱스,KOSDAQ,코스닥,자연과학 및 공학 연구개발업,항암제 및 안과 질환 치료제 개발,2026-03-16,12월,서울특별시,False,False,,True
000110,액스비스,KOSDAQ,코스닥,기타 전기장비 제조업,지능형 고출력 레이저 솔루션 등,2026-03-09,12월,대전광역시,False,False,,True
458350,에스팀,KOSDAQ,코스닥,기타 사업지원 서비스업,"콘텐츠, 매니지먼트",2026-03-06,12월,서울특별시,False,False,,True
279570,케이뱅크,KOSPI,유가,은행 및 저축기관,은행 및 저축기관,2026-03-05,12월,서울특별시,True,True,은행,True
000010,덕양에너젠,KOSDAQ,코스닥,연료용 가스 제조 및 배관공급업,"수소가스, 고순도 수소가스",2026-01-30,12월,전라남도,False,False,,True
001150,삼성스팩13호,KOSDAQ,코스닥,금융 지원 서비스업,기업인수합병,2026-01-21,12월,서울특별시,True,True,금융,True
000040,엔비알모션,KOSDAQ,코스닥,기타 금속 가공제품 제조업,강구 및 테이퍼롤러,2026-01-14,12월,경상남도,False,False,,True
493330,지에프아이,KOSDAQ,코스닥,일반 목적용 기계 제조업,"2차전지소화안전제품, 일반소화안전제품",2026-01-14,12월,경기도,False,False,,True
012210,삼미금속,KOSDAQ,코스닥,기타 금속 가공제품 제조업,"자동차부품, 중장비부품, 선박부품, 방산부품 등",2025-12-29,12월,경상남도,False,False,,True
490470,세미파이브,KOSDAQ,코스닥,"건축기술, 엔지니어링 및 관련 기술 서비스업",반도체 설계 서비스,2025-12-29,12월,경기도,False,False,,True
491000,리브스메드,KOSDAQ,코스닥,의료용 기기 제조업,"다관절 다자유도 복강경 수술기구인 ArtiSential, ArtiSeal, ArtiStapler, LivsCam, Stark",2025-12-24,12월,경기도,False,False,,True
000970,미래에셋비전스팩10호,KOSDAQ,코스닥,금융 지원 서비스업,기업인수합병,2025-12-23,12월,서울특별시,True,True,금융,True
000990,미래에셋비전스팩11호,KOSDAQ,코스닥,금융 지원 서비스업,기업인수합병,2025-12-22,12월,서울특별시,True,True,금융,True
000130,삼진식품,KOSDAQ,코스닥,수산물 가공 및 저장 처리업,"반찬용 어묵, 국탕용 어묵 등 어묵관련 제품 판매",2025-12-22,12월,부산광역시,False,False,,True
059180,엔더블유시,KONEX,코넥스,통신 및 방송 장비 제조업,"FTTH Drop, FTTH 커넥터류, 5G CPRI, MDU, 광접속함체",2025-12-22,12월,경기도,False,False,,True
001010,하나36호스팩,KOSDAQ,코스닥,금융 지원 서비스업,기업인수합병,2025-12-22,12월,서울특별시,True,True,금융,True
000990,IBKS제25호스팩,KOSDAQ,코스닥,금융 지원 서비스업,기업인수 및 합병,2025-12-19,12월,서울특별시,True,True,금융,True
476830,알지노믹스,KOSDAQ,코스닥,자연과학 및 공학 연구개발업,"인체질환치료제 및 진단제, 진단용 유전자재조합 의약품",2025-12-18,12월,경기도,False,False,,True
478340,나라스페이스테크놀로지,KOSDAQ,코스닥,"항공기,우주선 및 부품 제조업",초소형 인공위성 및 위성 데이터 서비스,2025-12-17,12월,서울특별시,False,False,,True
000070,아크릴,KOSDAQ,코스닥,소프트웨어 개발 및 공급업,"통합 인공지능 플랫폼 조나단, 의료특화 인공지능 플랫폼 나디아",2025-12-16,12월,서울특별시,False,False,,True
000880,메리츠제1호스팩,KOSDAQ,코스닥,금융 지원 서비스업,기업인수합병,2025-12-15,12월,서울특별시,True,True,금융,True
217590,티엠씨,KOSPI,유가,절연선 및 케이블 제조업,"선박용케이블, 해양용케이블, 전력용케이블, 광케이블 등",2025-12-15,12월,충청남도,False,False,,True
000980,교보19호스팩,KOSDAQ,코스닥,금융 지원 서비스업,기업인수 및 합병,2025-12-12,12월,서울특별시,True,True,금융,True
464490,쿼드메디슨,KOSDAQ,코스닥,기초 의약물질 제조업,마이크로니들 의약품,2025-12-12,12월,경기도,False,False,,True
466690,키움히어로제1호스팩,KOSDAQ,코스닥,금융 지원 서비스업,다른 회사와 인수합병,2025-12-12,12월,서울특별시,True,True,금융,True
001050,유진스팩12호,KOSDAQ,코스닥,금융 지원 서비스업,합병,2025-12-11,12월,서울특별시,True,True,금융,True
261520,이지스,KOSDAQ,코스닥,소프트웨어 개발 및 공급업,디지털트윈 플랫폼,2025-12-11,12월,대구광역시,False,False,,True
000150,페스카로,KOSDAQ,코스닥,"그외 기타 전문, 과학 및 기술 서비스업","임베디드 보안 솔루션, 차량전장 소프트웨어",2025-12-10,12월,경기도,False,False,,True
950250,테라뷰,KOSDAQ,코스닥,기타 금융업,테라헤르츠 전자기파 발생 및 응용 검사장비,2025-12-09,04월,영국,True,True,금융,True
000540,엔에이치스팩32호,KOSDAQ,코스닥,금융 지원 서비스업,합병,2025-12-05,12월,서울특별시,True,True,금융,True
000090,에임드바이오,KOSDAQ,코스닥,자연과학 및 공학 연구개발업,ADC 기반 항암제,2025-12-04,12월,서울특별시,False,False,,True
000960,미래에셋비전스팩9호,KOSDAQ,코스닥,금융 지원 서비스업,기업인수합병,2025-12-01,12월,서울특별시,True,True,금융,True
000960,삼성스팩12호,KOSDAQ,코스닥,기타 금융업,기업인수합병,2025-11-28,12월,서울특별시,True,True,금융,True
000930,미래에셋비전스팩8호,KOSDAQ,코스닥,금융 지원 서비스업,기업인수합병,2025-11-27,12월,서울특별시,True,True,금융,True
000150,아로마티카,KOSDAQ,코스닥,기타 화학제품 제조업,천연·비건 화장품,2025-11-27,12월,서울특별시,False,False,,True
001260,삼성에피스홀딩스,KOSPI,유가,기타 금융업,지주회사,2025-11-24,12월,인천광역시,True,True,금융,True
001200,삼양바이오팜,KOSPI,유가,의약품 제조업,의료기기 및 의약품,2025-11-24,12월,경기도,False,False,,True
000910,신영스팩11호,KOSDAQ,코스닥,금융 지원 서비스업,기업인수합병,2025-11-24,12월,서울특별시,True,True,금융,True
000680,비엔케이제3호스팩,KOSDAQ,코스닥,금융 지원 서비스업,기업인수합병,2025-11-21,12월,서울특별시,True,True,금융,True
488900,비츠로넥스텍,KOSDAQ,코스닥,"항공기,우주선 및 부품 제조업","로켓연소기 및 가스발생기, 초전도가속장치, 핵융합 플라즈마 대향장치 등 제조",2025-11-21,12월,경기도,False,False,,True
388210,씨엠티엑스,KOSDAQ,코스닥,전자부품 제조업,반도체 장비용 소모성 부품,2025-11-20,12월,경상북도,False,False,,True
403850,더핑크퐁컴퍼니,KOSDAQ,코스닥,"영화, 비디오물, 방송프로그램 제작 및 배급업","콘텐츠, 라이선스, MD, 기타",2025-11-18,12월,서울특별시,False,False,,True
403810,아이엘로보틱스,KONEX,코넥스,전자부품 제조업,IoT 스마트제어솔루션,2025-11-18,12월,제주특별자치도,False,False,,True
000150,그린광학,KOSDAQ,코스닥,사진장비 및 광학기기 제조업,초정밀 광학 시스템 및 광학 소재,2025-11-17,12월,충청북도,False,False,,True
459550,알트,KOSDAQ,코스닥,통신 및 방송 장비 제조업,"시니어폰 및 키즈폰, 셋탑박스",2025-11-17,12월,경기도,False,False,,True
061090,세나테크놀로지,KOSDAQ,코스닥,통신 및 방송 장비 제조업,"메시통신제품, 스마트 헬멧",2025-11-14,12월,서울특별시,False,False,,True
494120,큐리오시스,KOSDAQ,코스닥,사진장비 및 광학기기 제조업,라이브셀 이미징 기기 등,2025-11-13,12월,서울특별시,False,False,,True
469610,이노테크,KOSDAQ,코스닥,특수 목적용 기계 제조업,복합 신뢰성 환경시험 장비,2025-11-07,12월,충청남도,False,False,,True
486990,노타,KOSDAQ,코스닥,소프트웨어 개발 및 공급업,AI 최적화 및 경량화 소프트웨어,2025-11-03,12월,대전광역시,False,False,,True
014950,삼익제약,KOSDAQ,코스닥,의약품 제조업,완제의약품 제조 및 CMO,2025-10-27,12월,인천광역시,False,False,,True
317450,명인제약,KOSPI,유가,의약품 제조업,"신경정신계열, 구강계열 완제의약품",2025-10-01,12월,경기도,False,False,,True
000720,KB제33호스팩,KOSDAQ,코스닥,금융 지원 서비스업,기업인수합병,2025-09-30,12월,서울특별시,True,True,금융,True
000710,삼성스팩11호,KOSDAQ,코스닥,금융 지원 서비스업,기업인수합병,2025-09-30,12월,서울특별시,True,True,금융,True
488280,에스투더블유,KOSDAQ,코스닥,소프트웨어 개발 및 공급업,"공공/정부기관용 사이버안보 빅데이터 플랫폼, 기업 및 기관용 사이버위협 인텔리전스 플랫폼, 산업용 생성형 AI 플랫폼",2025-09-19,12월,경기도,False,False,,True
342870,오아,KOSDAQ,코스닥,가전제품 및 정보통신장비 소매업,계절/생활/주방/건강가전 및 헬스/건강식품,2025-09-09,12월,서울특별시,False,False,,True
496320,본시스템즈,KONEX,코넥스,특수 목적용 기계 제조업,감속기 등 로봇부품,2025-09-08,12월,경상남도,False,False,,True
318060,그래피,KOSDAQ,코스닥,합성고무 및 플라스틱 물질 제조업,"형상기억 투명교정장치, 3D프린팅 소재, 질소경화기 등",2025-08-25,12월,서울특별시,False,False,,True
397810,애드포러스,KOSDAQ,코스닥,광고업,모바일 광고 플랫폼,2025-08-22,12월,서울특별시,False,False,,True
000440,삼성스팩10호,KOSDAQ,코스닥,금융 지원 서비스업,기업인수합병,2025-08-21,12월,서울특별시,True,True,금융,True
000100,제이피아이헬스케어,KOSDAQ,코스닥,의료용 기기 제조업,"X-ray Grid, 의료영상기기 등",2025-08-21,12월,서울특별시,False,False,,True
125490,한라캐스트,KOSDAQ,코스닥,자동차 신품 부품 제조업,"마그네슘 및 알루미늄 다이캐스팅 제품(차량, 가전용 경량화 소재 부품)",2025-08-20,12월,인천광역시,False,False,,True
000080,에스엔시스,KOSDAQ,코스닥,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","파워솔루션, 에코솔루션, 운항제어솔루션, MRO 솔루션",2025-08-19,12월,경기도,False,False,,True
484590,삼양컴텍,KOSDAQ,코스닥,무기 및 총포탄 제조업,"방위산업방탄제품(K-SAP, 유리섬유제품, 방탄헬멧, 위장망, 방탄복), 항공기부품 제조, 도매, 무역",2025-08-18,12월,서울특별시,False,False,,True
000410,교보18호스팩,KOSDAQ,코스닥,금융 지원 서비스업,기업인수합병,2025-08-14,12월,서울특별시,True,True,금융,True
456160,지투지바이오,KOSDAQ,코스닥,의약품 제조업,장기 약효지속성 주사제 개발,2025-08-14,12월,충청북도,False,False,,True
309710,아이티켐,KOSDAQ,코스닥,기초 의약물질 제조업,"원료의약품, 의약품중간체 및 전자재료 등",2025-08-07,12월,충청북도,False,False,,True
000410,하나35호스팩,KOSDAQ,코스닥,금융 지원 서비스업,기업인수합병,2025-08-06,12월,서울특별시,True,True,금융,True
439260,대한조선,KOSPI,유가,선박 및 보트 건조업,선박 및 보트 건조업,2025-08-01,12월,전라남도,False,False,,True
468530,프로티나,KOSDAQ,코스닥,자연과학 및 공학 연구개발업,단백질간 상호작용 바이오마커 개발 및 분석서비스,2025-07-29,12월,서울특별시,False,False,,True
475230,엔알비,KOSDAQ,코스닥,기타 금속 가공제품 제조업,이동형 모듈러 임대 및 판매,2025-07-28,12월,전북특별자치도,False,False,,True
380550,뉴로핏,KOSDAQ,코스닥,소프트웨어 개발 및 공급업,"Neurophet AQUA, Neurophet Scale PET, Neurophet AQUA AD",2025-07-25,12월,서울특별시,False,False,,True
484120,도우인시스,KOSDAQ,코스닥,전자부품 제조업,초박형 유리(UTG),2025-07-23,12월,충청북도,False,False,,True
000040,디비금융제14호스팩,KOSDAQ,코스닥,기타 금융업,기업인수목적회사,2025-07-22,12월,서울특별시,True,True,금융,True
000410,엘에스스팩1호,KOSDAQ,코스닥,금융 지원 서비스업,기업인수합병,2025-07-22,12월,서울특별시,True,True,금융,True
331740,아우토크립트,KOSDAQ,코스닥,소프트웨어 개발 및 공급업,자동차 사이버보안 소프트웨어 및 솔루션,2025-07-15,12월,서울특별시,False,False,,True
000300,대신밸류리츠,KOSPI,유가,신탁업 및 집합투자업,부동산 임대,2025-07-10,08월,서울특별시,True,True,"투자, 신탁",True
462310,뉴키즈온,KOSDAQ,코스닥,봉제의복 제조업,유아동용 의복,2025-07-09,12월,서울특별시,False,False,,True
234030,싸이닉솔루션,KOSDAQ,코스닥,반도체 제조업,"ASIC, ASSP, 용역, 상품 등",2025-07-07,12월,경기도,False,False,,True
000370,KB제32호스팩,KOSDAQ,코스닥,금융 지원 서비스업,기업인수합병,2025-07-04,12월,서울특별시,True,True,금융,True
463020,뉴엔AI,KOSDAQ,코스닥,소프트웨어 개발 및 공급업,AI 빅데이터 분석 플랫폼,2025-07-04,12월,경기도,False,False,,True
388610,지에프씨생명과학,KOSDAQ,코스닥,기타 화학제품 제조업,"마이크로바이옴, 엑소좀 기반 바이오 소재",2025-06-30,12월,경기도,False,False,,True
455180,케이지에이,KOSDAQ,코스닥,특수 목적용 기계 제조업,"2차전지 전극장비 (코터, 프레스, 슬리터), 덕트자동화 장비",2025-06-17,12월,경기도,False,False,,True
340450,지씨지놈,KOSDAQ,코스닥,"그외 기타 전문, 과학 및 기술 서비스업","G-NIPT, 아이캔서치, 암패널, 희귀패널 등",2025-06-11,12월,경기도,False,False,,True
474650,링크솔루션,KOSDAQ,코스닥,특수 목적용 기계 제조업,3D 프린터 및 3D 프린팅 서비스,2025-06-10,12월,경기도,False,False,,True
475430,키스트론,KOSDAQ,코스닥,절연선 및 케이블 제조업,"전자부품용 와이어, 케이블용 와이어 등",2025-06-02,12월,경기도,False,False,,True
496070,신한제16호스팩,KOSDAQ,코스닥,금융 지원 서비스업,기타금융서비스(기업합병),2025-05-29,12월,서울특별시,True,True,금융,True
287840,인투셀,KOSDAQ,코스닥,자연과학 및 공학 연구개발업,ADC 링커/톡신 플랫폼 기술,2025-05-23,12월,대전광역시,False,False,,True
483650,달바글로벌,KOSPI,유가,기타 화학제품 제조업,"기초 화장품, 건강기능식품 등",2025-05-22,12월,서울특별시,False,False,,True
489460,바이오비쥬,KOSDAQ,코스닥,기타 화학제품 제조업,스킨부스터 제품 및 필러,2025-05-20,12월,경기도,False,False,,True
424870,이뮨온시아,KOSDAQ,코스닥,자연과학 및 공학 연구개발업,면역항암제 신약개발,2025-05-19,12월,경기도,False,False,,True
188040,바이오포트,KOSDAQ,코스닥,기타 식품 제조업,"후라이드오징어튀김, 유자생강차 등 스낵 및 음료",2025-05-16,12월,부산광역시,False,False,,True
125020,티씨머티리얼즈,KOSDAQ,코스닥,절연선 및 케이블 제조업,"에나멜동선, 초고압케이블, 각동선, CTC 등",2025-05-15,12월,울산광역시,False,False,,True
376900,로킷헬스케어,KOSDAQ,코스닥,의료용품 및 기타 의약 관련제품 제조업,장기 재생 플랫폼,2025-05-12,12월,서울특별시,False,False,,True
476040,오가노이드사이언스,KOSDAQ,코스닥,자연과학 및 공학 연구개발업,"오가노이드 기반 재생치료제, 오가노이드 기반 신소재평가 솔루션",2025-05-09,12월,충청북도,False,False,,True
136150,원일티엔아이,KOSDAQ,코스닥,일반 목적용 기계 제조업,"수소저장합금, 고압연소식기화기",2025-05-09,12월,경기도,False,False,,True
459510,나우로보틱스,KOSDAQ,코스닥,특수 목적용 기계 제조업,산업용로봇 및 로봇자동화시스템,2025-05-08,12월,인천광역시,False,False,,True
364950,에이아이코리아,KOSDAQ,코스닥,특수 목적용 기계 제조업,"2차전지 중앙 전해액 공급시스템(CESS), 프로세스파이핑, 건식세정장비",2025-04-29,12월,경기도,False,False,,True
081180,쎄크,KOSDAQ,코스닥,일반 목적용 기계 제조업,"X-ray 검사장비, LINAC, Tabletop SEM",2025-04-28,12월,경기도,False,False,,True
448900,한국피아이엠,KOSDAQ,코스닥,자동차 신품 부품 제조업,"내연기관 부품(터보차저, DCT변속기), IT 부품(스마트워치/스마트링), 자율주행 부품(카메라 모듈 케이스)",2025-04-04,12월,대구광역시,False,False,,True
481070,에이유브랜즈,KOSDAQ,코스닥,"섬유, 의복, 신발 및 가죽제품 소매업","레인부츠, 스니커즈, 겨울화, 패션잡화 등",2025-04-03,12월,서울특별시,False,False,,True
101970,우양에이치씨,KOSDAQ,코스닥,"구조용 금속제품, 탱크 및 증기발생기 제조업","화공 플랜트, 에너지 플랜트",2025-03-28,12월,경기도,False,False,,True
462860,더즌,KOSDAQ,코스닥,전기 통신업,디지털뱅킹 솔루션(B2B 금융 서비스),2025-03-24,12월,서울특별시,False,False,,True
444530,심플랫폼,KOSDAQ,코스닥,소프트웨어 개발 및 공급업,NUBISON AIoT(산업용 데이터 수집과 산업용 AI서비스 운영),2025-03-21,12월,서울특별시,False,False,,True
484810,티엑스알로보틱스,KOSDAQ,코스닥,일반 목적용 기계 제조업,"물류자동화, 로봇자동화, AMR/AGV",2025-03-20,12월,경기도,False,False,,True
098070,한텍,KOSDAQ,코스닥,"구조용 금속제품, 탱크 및 증기발생기 제조업","열교환기 등 화공기기, 저장용 탱크",2025-03-20,12월,울산광역시,False,False,,True
498390,한화플러스제5호스팩,KOSDAQ,코스닥,금융 지원 서비스업,-,2025-03-20,12월,서울특별시,True,True,금융,True
480370,씨케이솔루션,KOSPI,유가,일반 목적용 기계 제조업,"드라이룸/클린룸 등 건물용 기계, 장비 설치 공사업",2025-03-17,12월,경기도,False,False,,True
031210,서울보증보험,KOSPI,유가,보험업,"보증보험, 신용보험 등",2025-03-14,12월,서울특별시,True,True,보험,True
460870,에스엠씨지,KOSDAQ,코스닥,유리 및 유리제품 제조업,화장품 유리용기,2025-03-07,12월,경기도,False,False,,True
226590,엠디바이스,KOSDAQ,코스닥,전자부품 제조업,반도체기억장치,2025-03-07,12월,경기도,False,False,,True
393970,대진첨단소재,KOSDAQ,코스닥,플라스틱제품 제조업,"이차전지 공정용 대전방지트레이, 대전방지코팅액, 이차전지용 PET이형필름",2025-03-06,12월,서울특별시,False,False,,True
435570,에르코스,KOSDAQ,코스닥,도시락 및 식사용 조리식품 제조업,"영유아식, 고령친화식품, 식물기반 대체식품",2025-02-28,12월,대전광역시,False,False,,True
489500,엘케이켐,KOSDAQ,코스닥,기타 화학제품 제조업,"반도체 소재(CP, PCP, DIS) 등",2025-02-25,12월,충청남도,False,False,,True
479960,위너스일렉,KOSDAQ,코스닥,기타 전기장비 제조업,"배선기구(스위치, 콘센트, 멀티탭), 전기차 충전기(급속, 완속)",2025-02-24,12월,,False,False,,True
463480,모티브링크,KOSDAQ,코스닥,전자부품 제조업,"EV용 Main Transformer, EV용 Line Filter",2025-02-20,12월,경기도,False,False,,True
303810,동국생명과학,KOSDAQ,코스닥,의약품 제조업,"조영제 완제 및 원료, 의료기기 유통",2025-02-17,12월,서울특별시,False,False,,True
475830,오름테라퓨틱,KOSDAQ,코스닥,기초 의약물질 제조업,항체약물접합체(ADC) 단백질 분해제(TPD) 연구 개발,2025-02-14,12월,대전광역시,False,False,,True
240550,동방메디컬,KOSDAQ,코스닥,의료용 기기 제조업,"필러, 한방침",2025-02-13,12월,충청남도,False,False,,True
212710,아이에스티이,KOSDAQ,코스닥,반도체 제조업,반도체 제조용 장비,2025-02-12,12월,경기도,False,False,,True
064400,LG씨엔에스,KOSPI,유가,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컨설팅, 시스템 구축/운영, 토탈 아웃소싱 및 AI, 클라우드·스마트팩토리 등 IT신기술 기반의 DX사업",2025-02-05,12월,서울특별시,False,False,,True
462980,아이지넷,KOSDAQ,코스닥,기타 정보 서비스업,"보험 서비스 어플리케이션, 기업용 보험 솔루션",2025-02-04,12월,서울특별시,False,False,,True
452450,피아이이,KOSDAQ,코스닥,특수 목적용 기계 제조업,AI 비전 솔루션 및 스마트팩토리 솔루션,2025-02-04,12월,경기도,False,False,,True
482630,삼양엔씨켐,KOSDAQ,코스닥,기타 화학제품 제조업,"반도체 포토레지스트용 기초화합물(KrF PR용 소재, ArF PR용 소재, Wet Chemical)",2025-02-03,12월,경기도,False,False,,True
373160,데이원컴퍼니,KOSDAQ,코스닥,기타 교육기관,성인대상 교육서비스,2025-01-24,12월,서울특별시,False,False,,True
450950,아스테라시스,KOSDAQ,코스닥,의료용 기기 제조업,"피부 미용의료기기 제조, 판매",2025-01-24,12월,서울특별시,False,False,,True
096250,와이즈넛,KOSDAQ,코스닥,소프트웨어 개발 및 공급업,"검색엔진, 챗봇, 클라우드서비스",2025-01-24,12월,경기도,False,False,,True
475460,미트박스,KOSDAQ,코스닥,기타 정보 서비스업,축산물 도소매 판매 및 중개,2025-01-23,12월,서울특별시,False,False,,True
493790,유안타제17호스팩,KOSDAQ,코스닥,금융 지원 서비스업,금융 지원 서비스업,2025-01-23,12월,서울특별시,True,True,금융,True
478560,블랙야크아이앤씨,KOSDAQ,코스닥,신발 및 신발 부분품 제조업,"산업용 안전화, 안전복 및 안전용품",2025-01-21,12월,서울특별시,False,False,,True
332190,오션스바이오,KONEX,코넥스,의료용 기기 제조업,전자약,2025-01-14,12월,경상남도,False,False,,True
432980,엠에프씨,KOSDAQ,코스닥,기초 의약물질 제조업,원료의약품(API) 및 핵심소재,2024-12-26,12월,경기도,False,False,,True
387570,파인메딕스,KOSDAQ,코스닥,의료용 기기 제조업,"인젝터, 스네어, 나이프, 포셉 등 내시경용 시술기구",2024-12-26,12월,대구광역시,False,False,,True
177900,쓰리에이로직스,KOSDAQ,코스닥,반도체 제조업,NFC/IoT SoC 및 모듈,2024-12-24,12월,경기도,False,False,,True
499790,GS피앤엘,KOSPI,유가,기타 금융업,지주회사,2024-12-23,12월,서울특별시,True,True,금융,True
487360,신한제14호스팩,KOSDAQ,코스닥,금융 지원 서비스업,금융 지원 서비스업,2024-12-23,12월,서울특별시,True,True,금융,True
495810,유비씨,KONEX,코넥스,소프트웨어 개발 및 공급업,"디지털트윈 구현 플랫폼(Flexing CPS, Flexing DT 등)",2024-12-23,12월,경기도,False,False,,True
176750,듀켐바이오,KOSDAQ,코스닥,의약품 제조업,방사성의약품,2024-12-20,12월,서울특별시,False,False,,True
487720,키움제10호스팩,KOSDAQ,코스닥,금융 지원 서비스업,기업 인수합병,2024-12-20,12월,서울특별시,True,True,금융,True
398120,에스지헬스케어,KOSDAQ,코스닥,의료용 기기 제조업,의료용 영상진단기기,2024-12-19,12월,경기도,False,False,,True
476060,온코닉테라퓨틱스,KOSDAQ,코스닥,자연과학 및 공학 연구개발업,"자큐보정(Zastaprazan, 소화기질환 신약), Nesuparib(표적항암제 신약)",2024-12-19,12월,서울특별시,False,False,,True
382150,온코크로스,KOSDAQ,코스닥,자연과학 및 공학 연구개발업,AI플랫폼 기반 신약개발 용역서비스,2024-12-18,12월,서울특별시,False,False,,True
457600,벡트,KOSDAQ,코스닥,영상 및 음향기기 제조업,"프로젝터, 전자칠판, 전자교탁 및 관련 영상 소프트웨어, 콘텐츠 등",2024-12-16,12월,서울특별시,False,False,,True
484870,엠앤씨솔루션,KOSPI,유가,특수 목적용 기계 제조업,방위산업용 유압식/전기식 부품 및 시스템,2024-12-16,12월,경상남도,False,False,,True
471820,셀로맥스사이언스,KOSDAQ,코스닥,기타 식품 제조업,건강기능식품,2024-12-13,12월,경기도,False,False,,True
492220,KB제31호스팩,KOSDAQ,코스닥,금융 지원 서비스업,기업인수합병,2024-12-12,12월,서울특별시,True,True,금융,True
489480,키움제11호스팩,KOSDAQ,코스닥,금융 지원 서비스업,기업 인수합병,2024-12-11,12월,서울특별시,True,True,금융,True
415640,KB발해인프라,KOSPI,유가,신탁업 및 집합투자업,,2024-11-29,12월,서울특별시,True,True,"투자, 신탁",True
489730,디비금융제13호스팩,KOSDAQ,코스닥,기타 금융업,기업인수 및 합병,2024-11-28,12월,서울특별시,True,True,금융,True
489210,교보17호스팩,KOSDAQ,코스닥,금융 지원 서비스업,기업인수합병,2024-11-21,12월,서울특별시,True,True,금융,True
482690,대신밸런스제19호스팩,KOSDAQ,코스닥,금융 지원 서비스업,기업 인수 및 합병,2024-11-20,12월,서울특별시,True,True,금융,True
459100,위츠,KOSDAQ,코스닥,전자부품 제조업,"무선충전소재, 부품 제조",2024-11-20,12월,경기도,False,False,,True
389680,유디엠텍,KOSDAQ,코스닥,소프트웨어 개발 및 공급업,"PLC eXpert, OPTRA Black-box, OPTRA Tracker",2024-11-20,12월,경기도,False,False,,True
474610,RF시스템즈,KOSDAQ,코스닥,기타 금속 가공제품 제조업,"방산제품(레이더시스템, 안테나시스템, 환경제어시스템 등)",2024-11-19,12월,경기도,False,False,,True
466410,사이냅소프트,KOSDAQ,코스닥,소프트웨어 개발 및 공급업,"웹 기반 문서뷰어, 문서필터, 웹 에디터 등",2024-11-19,12월,서울특별시,False,False,,True
484130,하나34호스팩,KOSDAQ,코스닥,금융 지원 서비스업,기업인수목적,2024-11-19,12월,서울특별시,True,True,금융,True
475660,에스켐,KOSDAQ,코스닥,기타 화학제품 제조업,OLED 유기화합물 등,2024-11-18,12월,충청북도,False,False,,True
413390,엠오티,KOSDAQ,코스닥,특수 목적용 기계 제조업,이차전지 제조 자동화 설비,2024-11-18,12월,경상남도,False,False,,True
