stock_code,corp_name,market,market_raw,sector,main_products,listing_date,fiscal_month,region,is_financial_narrow,is_financial_conservative,exclude_reason,is_standard_stock_code,corp_code,corp_name_dart,modify_date,dart_matched
183190,아세아시멘트,KOSPI,유가,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 레미콘, 몰탈",2013-11-06,12월,서울특별시,False,False,,True,00990165,아세아시멘트,20221209,True
064350,현대로템,KOSPI,유가,그외 기타 운송장비 제조업,"철도차량, 특수중기, 산업기계",2013-10-30,12월,경상남도,False,False,,True,00302926,현대로템,20260504,True
181710,NHN,KOSPI,유가,소프트웨어 개발 및 공급업,한게임,2013-08-29,12월,경기도,False,False,,True,00983271,NHN,20260303,True
155660,DSR,KOSPI,유가,1차 비철금속 제조업,합섬섬유로프,2013-05-15,12월,부산광역시,False,False,,True,00110608,DSR,20230223,True
170900,동아에스티,KOSPI,유가,의약품 제조업,"스티렌, 자이데나",2013-04-08,12월,서울특별시,False,False,,True,00956930,동아에스티,20240809,True
013870,지엠비코리아,KOSPI,유가,자동차 신품 부품 제조업,"V/S,EWP,ITM,CVJOINT",2012-11-20,12월,경상남도,False,False,,True,00156354,지엠비코리아,20230223,True
037560,LG헬로비전,KOSPI,유가,텔레비전 방송업,"케이블TV, 인터넷서비스 등",2012-11-09,12월,경기도,False,False,,True,00222532,LG헬로비전,20260325,True
163560,동일고무벨트,KOSPI,유가,고무제품 제조업,"산업용고무제품, 종합고무부품",2012-10-19,12월,부산광역시,False,False,,True,00939687,동일고무벨트,20250321,True
161890,한국콜마,KOSPI,유가,기타 화학제품 제조업,"화장품, 의약품",2012-10-19,12월,세종특별자치시,False,False,,True,00939331,한국콜마,20221220,True
161390,한국타이어앤테크놀로지,KOSPI,유가,고무제품 제조업,타이어 제조,2012-10-04,12월,경기도,False,False,,True,00937324,한국타이어앤테크놀로지,20250327,True
161000,애경케미칼,KOSPI,유가,기초 화학물질 제조업,무수프탈산 등,2012-09-17,12월,서울특별시,False,False,,True,00936787,애경케미칼,20240517,True
014710,사조씨푸드,KOSPI,유가,수산물 가공 및 저장 처리업,횟감용 참치 및 기타 일반수산물,2012-06-29,12월,서울특별시,False,False,,True,00124780,사조씨푸드,20240321,True
079980,휴비스,KOSPI,유가,화학섬유 제조업,"합성섬유(폴리에스테르원사,원면),재생섬유,폴리에스텔 원사,원면,고상칩 제조,도소매",2012-02-23,12월,서울특별시,False,False,,True,00362238,휴비스,20240327,True
007070,GS리테일,KOSPI,유가,종합 소매업,"체인화 편의점,슈퍼마켓,마트,전자상거래/부동산(빌딩) 임대",2011-12-23,12월,서울특별시,False,False,,True,00140177,GS리테일,20250321,True
129260,인터지스,KOSPI,유가,도로 화물 운송업,"화물운송,알선,하역",2011-12-16,12월,부산광역시,False,False,,True,00151368,인터지스,20260114,True
145990,삼양사,KOSPI,유가,기타 식품 제조업,설탕,2011-12-05,12월,서울특별시,False,False,,True,00896285,삼양사,20260327,True
039130,하나투어,KOSPI,유가,여행사 및 기타 여행보조 서비스업,"일반여행알선,컴퓨터프로그램 개발,보급,통신판매",2011-11-01,12월,서울특별시,False,False,,True,00269940,하나투어,20230103,True
078520,에이블씨엔씨,KOSPI,유가,기타 화학제품 제조업,"화장품 제조,도소매/소프트웨어 자문,개발,공급/전자상거래",2011-09-07,12월,서울특별시,False,False,,True,00400857,에이블씨엔씨,20260319,True
023000,삼원강재,KOSPI,유가,자동차 신품 부품 제조업,"열간압연제품(평강,봉강,특수이형강,환강,자동차용 겹판스프링) 제조,판매",2011-07-22,12월,경상북도,False,False,,True,00191588,삼원강재,20260325,True
031430,신세계인터내셔날,KOSPI,유가,"섬유, 의복, 신발 및 가죽제품 소매업","섬유, 의복, 신발 및 가죽제품 소매",2011-07-14,12월,서울특별시,False,False,,True,00234412,신세계인터내셔날,20260112,True
047810,한국항공우주,KOSPI,유가,"항공기,우주선 및 부품 제조업","정부방산 및 완제기 수출(T-50계열, KUH계열, KT-1계열 등), 기체부품",2011-06-30,12월,경상남도,False,False,,True,00309503,한국항공우주,20260319,True
071840,롯데하이마트,KOSPI,유가,가전제품 및 정보통신장비 소매업,"가전제품,잡화 도소매/부동산 임대",2011-06-29,12월,서울특별시,False,False,,True,00158307,롯데하이마트,20251119,True
069640,한세엠케이,KOSPI,유가,"섬유, 의복, 신발 및 가죽제품 소매업","케주얼웨어(BUCKAROO, TBJ 등)",2011-06-21,12월,서울특별시,False,False,,True,00357360,한세엠케이,20240329,True
139480,이마트,KOSPI,유가,종합 소매업,대형마트,2011-06-10,12월,서울특별시,False,False,,True,00872984,이마트,20240329,True
053210,케이티스카이라이프,KOSPI,유가,텔레비전 방송업,위성방송서비스,2011-06-03,12월,서울특별시,False,False,,True,00349097,케이티스카이라이프,20260528,True
023350,한국종합기술,KOSPI,유가,"건축기술, 엔지니어링 및 관련 기술 서비스업","토목설계,건축설계,감리,측량/토목건축공사",2011-04-28,12월,경기도,False,False,,True,00159500,한국종합기술,20250813,True
020150,롯데에너지머티리얼즈,KOSPI,유가,전자부품 제조업,"인쇄회로기판(PCB)용 전해동박(ACF,UCF),에폭시용 동박,전해콘덴서용 알루미늄박 제조,판매",2011-03-04,12월,전북특별자치도,False,False,,True,00113997,롯데에너지머티리얼즈,20230331,True
011210,현대위아,KOSPI,유가,자동차 신품 부품 제조업,"자동차부품, 공작기계 등",2011-02-21,12월,경상남도,False,False,,True,00106623,현대위아,20250811,True
136490,선진,KOSPI,유가,동물용 사료 및 조제식품 제조업,조제동물사료,2011-02-16,12월,경기도,False,False,,True,00855093,선진,20240701,True
134380,미원화학,KOSPI,유가,기타 화학제품 제조업,"계면활성제, 황산및분황",2011-02-15,12월,울산광역시,False,False,,True,00855163,미원화학,20230322,True
134790,시디즈,KOSPI,유가,가구 제조업,의자,2011-01-25,12월,경기도,False,False,,True,00852087,시디즈,20250331,True
082740,한화엔진,KOSPI,유가,일반 목적용 기계 제조업,"대형선박용엔진,내연발전엔진",2011-01-04,12월,경상남도,False,False,,True,00361008,한화엔진,20260309,True
117580,대성에너지,KOSPI,유가,연료용 가스 제조 및 배관공급업,천연가스,2010-12-24,12월,대구광역시,False,False,,True,00787376,대성에너지,20260306,True
126560,현대퓨처넷,KOSPI,유가,전기 통신업,"디지털 사이니지, 기업 메시징 등",2010-12-23,12월,서울특별시,False,False,,True,00403632,현대퓨처넷,20240206,True
058860,KTis,KOSPI,유가,기타 정보 서비스업,"114전화번호안내, 고객센터",2010-12-17,12월,서울특별시,False,False,,True,00372873,KTis,20260528,True
130660,한전산업,KOSPI,유가,"건축기술, 엔지니어링 및 관련 기술 서비스업","발전설비 운전·정비, 전기검침",2010-12-16,12월,서울특별시,False,False,,True,00194947,한전산업,20260319,True
900140,엘브이엠씨,KOSPI,유가,자동차 판매업,지주회사,2010-11-30,12월,케이맨 제도,False,False,,True,00838500,엘브이엠씨,20260408,True
081660,미스토홀딩스,KOSPI,유가,생활용품 도매업,"스포츠의류,신발,가방,시계,골프장비,화장품,가죽제품(지갑,키홀더) 도매,수출입",2010-09-28,12월,서울특별시,False,False,,True,00195229,미스토홀딩스,20250428,True
058850,KTcs,KOSPI,유가,기타 정보 서비스업,전화번호검색 데이타제공/콜센터 운영,2010-09-16,12월,대전광역시,False,False,,True,00372882,KTcs,20260528,True
057050,현대홈쇼핑,KOSPI,유가,무점포 소매업,TV홈쇼핑 도소매/홈쇼핑프로그램 제작,2010-09-13,12월,서울특별시,False,False,,True,00412597,현대홈쇼핑,20250122,True
002150,도화엔지니어링,KOSPI,유가,"건축기술, 엔지니어링 및 관련 기술 서비스업","토목설계,건축설계,종합감리전문업,종합기술용역,엔지니어링",2010-08-12,12월,서울특별시,False,False,,True,00114552,도화엔지니어링,20230327,True
128820,대성산업,KOSPI,유가,연료 소매업,"주요소운영,기계판매 등",2010-07-30,12월,서울특별시,False,False,,True,00828789,대성산업,20231020,True
122900,아이마켓코리아,KOSPI,유가,상품 종합 도매업,B2B 전자상거래,2010-07-30,12월,서울특별시,False,False,,True,00360142,아이마켓코리아,20250514,True
128940,한미약품,KOSPI,유가,의약품 제조업,의약품,2010-07-30,12월,경기도,False,False,,True,00828497,한미약품,20260401,True
105840,우진,KOSPI,유가,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",원전용계측기,2010-07-26,12월,경기도,False,False,,True,00173944,우진,20211210,True
033920,무학,KOSPI,유가,알코올음료 제조업,소주,2010-07-20,12월,경상남도,False,False,,True,00121543,무학,20260424,True
102460,이연제약,KOSPI,유가,의약품 제조업,"항생제,순환기제",2010-06-10,12월,서울특별시,False,False,,True,00145598,이연제약,20230802,True
123690,한국화장품,KOSPI,유가,생활용품 도매업,화장품,2010-06-01,12월,서울특별시,False,False,,True,00823429,한국화장품,20221130,True
123700,에스제이엠,KOSPI,유가,자동차 신품 부품 제조업,자동차및산업용Bellows,2010-05-31,12월,경기도,False,False,,True,00815369,에스제이엠,20251212,True
031440,신세계푸드,KOSPI,유가,음식점업,"단체급식, 식자재유통, 외식",2010-04-29,12월,서울특별시,False,False,,True,00274933,신세계푸드,20260327,True
120030,조선선재,KOSPI,유가,기타 금속 가공제품 제조업,용접재료,2010-02-19,12월,경상북도,False,False,,True,00796994,조선선재,20230727,True
120110,코오롱인더,KOSPI,유가,화학섬유 제조업,"산업자재, 화학, 필름",2010-02-01,12월,서울특별시,False,False,,True,00795135,코오롱인더,20260401,True
119650,KC코트렐,KOSPI,유가,일반 목적용 기계 제조업,전기집진기 등,2010-01-29,12월,서울특별시,False,False,,True,00797364,KC코트렐,20241022,True
071320,지역난방공사,KOSPI,유가,"증기, 냉·온수 및 공기조절 공급업","집단에너지공급 및 전기,증기 생산,판매",2010-01-29,12월,경기도,False,False,,True,00159698,지역난방공사,20260406,True
012160,영흥,KOSPI,유가,1차 철강 제조업,와이어로프 등,2010-01-25,12월,충청남도,False,False,,True,00141477,영흥,20260401,True
118000,메타케어,KOSPI,유가,기계장비 및 관련 물품 도매업,"의약품, 의료소모품, 의료기기 도매",2009-12-30,12월,경기도,False,False,,True,00791209,메타케어,20260310,True
052690,한전기술,KOSPI,유가,"건축기술, 엔지니어링 및 관련 기술 서비스업",원자력발전소 설계 등,2009-12-14,12월,경상북도,False,False,,True,00159209,한전기술,20250416,True
114090,GKL,KOSPI,유가,유원지 및 기타 오락관련 서비스업,카지노,2009-11-19,12월,서울특별시,False,False,,True,00557508,GKL,20241203,True
032560,황금에스티,KOSPI,유가,1차 비철금속 제조업,"스테인레스 냉연, 열연",2009-10-29,12월,경기도,False,False,,True,00218575,황금에스티,20220518,True
000080,하이트진로,KOSPI,유가,알코올음료 제조업,"맥주, 소주",2009-10-19,12월,서울특별시,False,False,,True,01294110,에스엔시스,20260102,True
047400,유니온머티리얼,KOSPI,유가,"내화, 비내화 요업제품 제조업","페라이트,세라믹 제조,도매",2009-09-29,12월,대구광역시,False,False,,True,00369833,유니온머티리얼,20260327,True
093240,형지엘리트,KOSPI,유가,봉제의복 제조업,"학생복,스포츠의류,작업복 제조,도매",2009-09-28,06월,인천광역시,False,False,,True,00441243,형지엘리트,20241002,True
111770,영원무역,KOSPI,유가,상품 종합 도매업,스포츠의류,2009-07-30,12월,서울특별시,False,False,,True,00776820,영원무역,20230223,True
053690,한미글로벌,KOSPI,유가,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축 설계,감리/건축공사,토목공사,설비공사,전기공사,안전공사",2009-06-23,12월,서울특별시,False,False,,True,00413523,한미글로벌,20230223,True
028100,동아지질,KOSPI,유가,기반조성 및 시설물 축조관련 전문공사업,"보링그라우팅공사,토공사,철근콘크리트공사,상하수도공사,비계구조물해체공사,수중공사/지질조사,시공감리",2009-06-12,12월,부산광역시,False,False,,True,00178754,동아지질,20260310,True
071970,HD현대마린엔진,KOSPI,유가,일반 목적용 기계 제조업,"조선기자재, 기계부품",2009-05-15,12월,경상남도,False,False,,True,00406046,HD현대마린엔진,20260325,True
108670,LX하우시스,KOSPI,유가,플라스틱제품 제조업,"창호재, 자동차부품 등",2009-04-20,12월,서울특별시,False,False,,True,00759513,LX하우시스,20260325,True
105630,한세실업,KOSPI,유가,봉제의복 제조업,의류 완제품,2009-03-20,12월,서울특별시,False,False,,True,00728638,한세실업,20251107,True
109070,주성코퍼레이션,KOSPI,유가,통신 및 방송 장비 제조업,"ICS중계기, 블랙박스",2009-03-17,12월,충청남도,False,False,,True,00753643,주성코퍼레이션,20240503,True
035420,NAVER,KOSPI,유가,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",포털 서비스 및 온라인 광고,2008-11-28,12월,경기도,False,False,,True,00266961,NAVER,20240311,True
026940,부국철강,KOSPI,유가,1차 철강 제조업,철강,2008-10-14,12월,광주광역시,False,False,,True,00123781,부국철강,20221201,True
104700,한국철강,KOSPI,유가,1차 철강 제조업,철근,2008-09-29,12월,경상남도,False,False,,True,00687711,한국철강,20260304,True
103590,일진전기,KOSPI,유가,절연선 및 케이블 제조업,,2008-08-01,12월,경기도,False,False,,True,00683469,일진전기,20260320,True
103140,풍산,KOSPI,유가,1차 비철금속 제조업,,2008-07-30,12월,경기도,False,False,,True,00684714,풍산,20230102,True
011070,LG이노텍,KOSPI,유가,전자부품 제조업,기타 전자부품 제조업,2008-07-24,12월,서울특별시,False,False,,True,00105961,LG이노텍,20240322,True
017180,명문제약,KOSPI,유가,의약품 제조업,"의약품(ROBAXIN 주사,KIMITE패취) 제조,판매",2008-07-10,12월,경기도,False,False,,True,00121039,명문제약,20240703,True
100220,비상교육,KOSPI,유가,"서적, 잡지 및 기타 인쇄물 출판업","참고서 출판/소프트웨어 개발,공급",2008-06-30,12월,경기도,False,False,,True,00520887,비상교육,20260319,True
102260,동성케미컬,KOSPI,유가,합성고무 및 플라스틱 물질 제조업,,2008-06-23,12월,부산광역시,False,False,,True,00679314,동성케미컬,20250502,True
032640,LG유플러스,KOSPI,유가,전기 통신업,"개인휴대통신서비스,음성서비스,데이터서비스,부가통신/단말기 도소매/프로그램 개발,자료제공",2008-04-21,12월,서울특별시,False,False,,True,00231363,LG유플러스,20250326,True
101140,인바이오젠,KOSPI,유가,기계장비 및 관련 물품 도매업,"신발,의류,스포츠용품 도매,제조",2008-04-02,12월,서울특별시,False,False,,True,00652423,인바이오젠,20240411,True
020560,아시아나항공,KOSPI,유가,항공 여객 운송업,"항공운송(여객운송,화물운송)/항공기 제조,정비수리",2008-03-28,12월,서울특별시,False,False,,True,00138792,아시아나항공,20250117,True
100840,SNT에너지,KOSPI,유가,일반 목적용 기계 제조업,"공냉식 열교환장치,폐열회수장치 제조",2008-02-22,12월,경상남도,False,False,,True,00648721,SNT에너지,20260515,True
100250,진양홀딩스,KOSPI,유가,플라스틱제품 제조업,"투자,경영컨설팅",2008-02-15,12월,부산광역시,False,False,,True,00646732,진양홀딩스,20230516,True
085310,엔케이,KOSPI,유가,"구조용 금속제품, 탱크 및 증기발생기 제조업","고압가스용기,선박용,육상용 소화설비장치,천연가스이동식충전소 제조,도매",2008-01-24,12월,부산광역시,False,False,,True,00172228,엔케이,20250811,True
051600,한전KPS,KOSPI,유가,전기 및 통신 공사업,"일반전기공사,발전설비정비공사,점검,수리,엔지니어링",2007-12-14,12월,전라남도,False,False,,True,00159218,한전KPS,20260303,True
092440,기신정기,KOSPI,유가,특수 목적용 기계 제조업,"몰드베이스,금형부품,정밀기계기구 제조,도매,무역",2007-10-30,03월,인천광역시,False,False,,True,00106614,기신정기,20240813,True
044450,KSS해운,KOSPI,유가,해상 운송업,"특수화물해상운송(액화가스,LPG,암모니아,VCM,석유화학제품 등), 선박대여",2007-10-26,12월,서울특별시,False,False,,True,00160232,KSS해운,20231116,True
094280,효성 ITX,KOSPI,유가,기타 사업지원 서비스업,"컨택센터서비스, Cloud솔루션, CDN, 프로젝터판매",2007-10-25,12월,서울특별시,False,False,,True,00414850,효성 ITX,20240719,True
033270,유나이티드,KOSPI,유가,의약품 제조업,"홈타민 진생연질60C(비타민제),항암제,항생제,순환기계,해열진통제,소화기계약품 제조",2007-10-23,12월,세종특별자치시,False,False,,True,00158963,유나이티드,20240701,True
092200,디아이씨,KOSPI,유가,자동차 신품 부품 제조업,"자동차부품(트란스밋숀,프런트액슬,기어,전동축),변속동력전달장치,특수공구,농기계 및 산업기계부품 제조,무역",2007-10-18,12월,울산광역시,False,False,,True,00112165,디아이씨,20230216,True
097950,CJ제일제당,KOSPI,유가,기타 식품 제조업,"설탕,소맥분,조미식품,육가공식품(돈육,돼지비계,돼지식용설육),대두가공식품,사료,의약품,생활화학제품 제조,도매,무역/통신판매",2007-09-28,12월,서울특별시,False,False,,True,00635134,CJ제일제당,20260325,True
028670,팬오션,KOSPI,유가,해상 운송업,"해상화물운송(외항,운수보관)",2007-09-21,12월,서울특별시,False,False,,True,00122737,팬오션,20260108,True
097230,HJ중공업,KOSPI,유가,토목 건설업,"선박건조,기계플랜트 제조/토목공사,건축공사,조경공사,전기공사,가스공사,준설공사,기계설비공사",2007-08-31,12월,부산광역시,False,False,,True,00633835,HJ중공업,20260330,True
096770,SK이노베이션,KOSPI,유가,석유 정제품 제조업,"석유정제,석유화학제품,윤활유제품,아스팔트제품,의약중간체 제조,판매,유전개발,대체에너지사업",2007-07-25,12월,서울특별시,False,False,,True,00631518,SK이노베이션,20260325,True
001780,알루코,KOSPI,유가,1차 비철금속 제조업,"알루미늄제품,샷시 제조",2007-06-07,12월,대전광역시,False,False,,True,00117027,알루코,20240923,True
095720,웅진씽크빅,KOSPI,유가,초등 교육기관,"기타출판 제조/서적,교구,통신판매 도소매/부동산 임대/교구렌탈,컴퓨터운용관련서비스",2007-05-31,12월,경기도,False,False,,True,00628189,웅진씽크빅,20260410,True
090370,메타랩스,KOSPI,유가,봉제의복 제조업,"여성용 의류(캐쥬얼티셔츠,바지) 제조",2006-12-26,12월,서울특별시,False,False,,True,00442835,메타랩스,20240805,True
093370,후성,KOSPI,유가,기초 화학물질 제조업,"불소화물 제조,도매",2006-12-22,12월,경기도,False,False,,True,00595191,후성,20240314,True
093050,LF,KOSPI,유가,봉제의복 제조업,"기성복, 의류, 잡화, 제조",2006-12-01,12월,서울특별시,False,False,,True,00593032,LF,20221209,True
044380,주연테크,KOSPI,유가,컴퓨터 및 주변장치 제조업,"각종컴퓨터,주변기기 제조/소프트웨어 개발",2006-11-15,12월,서울특별시,False,False,,True,00269241,주연테크,20260319,True
034590,인천도시가스,KOSPI,유가,연료용 가스 제조 및 배관공급업,도시가스 공급/가스설비공사,2006-11-07,12월,인천광역시,False,False,,True,00145862,인천도시가스,20251231,True
009770,삼정펄프,KOSPI,유가,"펄프, 종이 및 판지 제조업","지류화장지,안면용,위생용 티슈 제조,판매",2006-10-17,12월,경기도,False,False,,True,00128227,삼정펄프,20231130,True
092220,KEC,KOSPI,유가,반도체 제조업,반도체 제조,2006-10-16,12월,서울특별시,False,False,,True,00589127,KEC,20250328,True
092230,KPX홀딩스,KOSPI,유가,기초 화학물질 제조업,지주회사,2006-10-12,12월,서울특별시,False,False,,True,00587466,KPX홀딩스,20221128,True
089470,HDC현대EP,KOSPI,유가,기타 화학제품 제조업,"합성수지(PP컴파운딩가공,자동차범퍼,내장제) 제조,도소매",2006-09-25,12월,충청남도,False,False,,True,00357935,HDC현대EP,20260327,True
090350,노루페인트,KOSPI,유가,기타 화학제품 제조업,페인트 제조,2006-07-03,12월,경기도,False,False,,True,00583442,노루페인트,20260323,True
090430,아모레퍼시픽,KOSPI,유가,기타 화학제품 제조업,"화장품,생활용품 제조, 판매",2006-06-29,12월,서울특별시,False,False,,True,00583424,아모레퍼시픽,20240102,True
032350,롯데관광개발,KOSPI,유가,여행사 및 기타 여행보조 서비스업,"국내외여행알선,관광개발,전세운수,항공권매매대행",2006-06-08,12월,제주특별자치도,False,False,,True,00231372,롯데관광개발,20221207,True
090080,평화산업,KOSPI,유가,자동차 신품 부품 제조업,"자동차부품(방진고무,방류고무(COVER류,CUP류),호스류),장비시설용 부품 제조,판매",2006-06-02,12월,대구광역시,False,False,,True,00573579,평화산업,20230330,True
049800,우진플라임,KOSPI,유가,특수 목적용 기계 제조업,"플라스틱사출성형기 제조,판매",2006-05-24,12월,충청북도,False,False,,True,00303217,우진플라임,20211227,True
035510,신세계I&C,KOSPI,유가,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","IT시스템 개발, 운영 및 유지보수, IT 컨설팅, IT장비솔루션 총판, 아웃소싱, IDC, IT기기 및 휴대폰 유통, 전자상품권",2006-05-18,12월,서울특별시,False,False,,True,00219486,신세계I&C,20250414,True
088790,진도,KOSPI,유가,기타 전문 도매업,"모피제품 제조,가공",2006-03-28,12월,서울특별시,False,False,,True,00557933,진도,20240829,True
023530,롯데쇼핑,KOSPI,유가,종합 소매업,"백화점(의류,식품 및 잡화),할인점 운영/전자상거래",2006-02-09,12월,서울특별시,False,False,,True,00120526,롯데쇼핑,20260323,True
086280,현대글로비스,KOSPI,유가,기타 운송관련 서비스업,"화물운송주선,화물포장,자동차 수리/산업용 기계장비 임대",2005-12-26,12월,서울특별시,False,False,,True,00360595,현대글로비스,20240108,True
084870,티비에이치글로벌,KOSPI,유가,봉제의복 제조업,"캐주얼의류,여성의류,남성의류 제조,도소매",2005-12-19,12월,서울특별시,False,False,,True,00409672,티비에이치글로벌,20230922,True
001560,제일연마,KOSPI,유가,기타 비금속 광물제품 제조업,"연마석,다이아몬드공구 제조,도소매/주택건설",2005-12-09,12월,경상북도,False,False,,True,00148461,제일연마,20260311,True
079430,현대리바트,KOSPI,유가,가구 제조업,"일반목재가구(책상,침실가구),주방가구,목창호,사무용가구,선실가구 제조",2005-11-22,12월,경기도,False,False,,True,00300548,현대리바트,20260325,True
084010,대한제강,KOSPI,유가,1차 철강 제조업,"제강,철재,철근,환봉,마환봉,빌레트 제조",2005-10-31,12월,부산광역시,False,False,,True,00113225,대한제강,20260310,True
075180,새론오토모티브,KOSPI,유가,자동차 신품 부품 제조업,"자동차부품(브레이크패드,라이닝)",2005-10-21,12월,충청남도,False,False,,True,00305668,새론오토모티브,20260331,True
083420,그린케미칼,KOSPI,유가,기타 화학제품 제조업,"비이온계면활성제 제조,도매",2005-10-20,12월,충청남도,False,False,,True,00454946,그린케미칼,20260317,True
071950,코아스,KOSPI,유가,가구 제조업,"사무용가구,금속가구 도매,제조",2005-08-04,12월,서울특별시,False,False,,True,00210856,코아스,20260330,True
084680,이월드,KOSPI,유가,귀금속 및 장신용품 제조업,"놀이시설 운영,입장료,식음료 소매,부동산 임대",2005-07-26,12월,대구광역시,False,False,,True,00540605,이월드,20260130,True
084670,동양고속,KOSPI,유가,육상 여객 운송업,고속버스 운송/부동산 임대,2005-07-25,12월,경기도,False,False,,True,00540641,동양고속,20240329,True
042700,한미반도체,KOSPI,유가,특수 목적용 기계 제조업,"반도체 후공정장비,반도체금형 제조/부동산 매매,임대",2005-07-22,12월,인천광역시,False,False,,True,00161383,한미반도체,20240328,True
004890,동일산업,KOSPI,유가,1차 철강 제조업,"봉강,합금철,철근,마봉강,냉간압조용선재,주조,지선,주강,다이아몬드공구 제조,도매",2005-06-30,12월,경상북도,False,False,,True,00172936,동일산업,20260327,True
010960,삼호개발,KOSPI,유가,기반조성 및 시설물 축조관련 전문공사업,"토공사,철근콘크리트공사,포장공사,미장방수공사,상하수도공사,수중공사,비계구조물해체공사/골재,아스콘 제조,판매,중기임대",2005-05-12,12월,충청남도,False,False,,True,00128980,삼호개발,20251124,True
073240,금호타이어,KOSPI,유가,고무제품 제조업,"타이어,튜브 제조,도매,무역",2005-02-17,12월,광주광역시,False,False,,True,00481454,금호타이어,20241231,True
079160,CJ CGV,KOSPI,유가,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",2004-12-24,12월,서울특별시,False,False,,True,00303873,CJ CGV,20250326,True
081000,일진다이아,KOSPI,유가,기타 화학제품 제조업,"공업용 합성다이아몬드 제조,도매,수출입",2004-12-22,12월,충청북도,False,False,,True,00508274,일진다이아,20260320,True
014830,유니드,KOSPI,유가,기초 화학물질 제조업,"탄산칼륨,가성칼륨,가성카리,탄산카리(무기화합물),MDF(가공목재) 제조,도매",2004-12-03,12월,서울특별시,False,False,,True,00159786,유니드,20260320,True
041650,상신브레이크,KOSPI,유가,자동차 신품 부품 제조업,"자동차 브레이크 슈 어셈블리,브레이크패드 제조/군납업,무역/부동산 임대",2004-10-27,12월,대구광역시,False,False,,True,00129642,상신브레이크,20241008,True
023810,인팩,KOSPI,유가,자동차 신품 부품 제조업,"자동차용 케이블,전자정보통신관련기기 제조,도매",2004-09-21,12월,서울특별시,False,False,,True,00180795,인팩,20230427,True
077500,유니퀘스트,KOSPI,유가,기계장비 및 관련 물품 도매업,"반도체직접회로 도매,무역,제조",2004-08-05,12월,경기도,False,False,,True,00414601,유니퀘스트,20221212,True
058730,다스코,KOSPI,유가,"구조용 금속제품, 탱크 및 증기발생기 제조업","데크플레이트,도로안전시설물(가드레일,강재방호책),건축용단열재보드(경질우레탄보드),신재생에너지사업",2004-08-02,12월,전라남도,False,False,,True,00353878,다스코,20230508,True
034220,LG디스플레이,KOSPI,유가,전자부품 제조업,"고화질, 초대형, 폴더블 고부가가치 디스플레이 제품 개발, 제조",2004-07-23,12월,서울특별시,False,False,,True,00105873,LG디스플레이,20250620,True
078000,텔코웨어,KOSPI,유가,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","소프트웨어(핵심망솔루션,무선데이터솔루션,요소기술) 개발,유지보수,무역",2004-07-20,12월,서울특별시,False,False,,True,00361488,텔코웨어,20250331,True
077970,STX엔진,KOSPI,유가,일반 목적용 기계 제조업,"엔진,터빈,내연기관 제조,도매",2004-05-10,12월,경상남도,False,False,,True,00480455,STX엔진,20230331,True
019680,대교,KOSPI,유가,초등 교육기관,"학습지,참고서 출판/건설업/종합유선방송 프로그램공급,디지털학원",2004-02-03,12월,서울특별시,False,False,,True,00108913,대교,20250326,True
074610,이엔플러스,KOSPI,유가,일반 목적용 기계 제조업,소방자동차 제조,2003-12-23,12월,경기도,False,False,,True,00469799,이엔플러스,20260407,True
025750,한솔홈데코,KOSPI,유가,제재 및 목재 가공업,"PB,MDF,바닥재,강화,재생목재,LPM,제재목 제조,도소매,무역/임업,벌목관련 사업",2003-11-04,12월,서울특별시,False,False,,True,00203582,한솔홈데코,20260331,True
007660,이수페타시스,KOSPI,유가,전자부품 제조업,"P.C.B(인쇄회로기판),M.L.B 제조",2003-10-07,12월,대구광역시,False,False,,True,00107613,이수페타시스,20260309,True
035250,강원랜드,KOSPI,유가,유원지 및 기타 오락관련 서비스업,"카지노,관광호텔,골프장,스키장,체육시설 운영",2003-09-04,12월,강원특별자치도,False,False,,True,00255619,강원랜드,20260305,True
037270,YG PLUS,KOSPI,유가,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","광고대행,광고물 제작",2003-08-01,12월,서울특별시,False,False,,True,00249247,YG PLUS,20230220,True
072130,유엔젤,KOSPI,유가,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","소프트웨어(무선인터넷 솔루션,ASP통신사업자용 지능망솔루션 및 단문메세지센터) 개발,공급",2003-07-01,12월,경기도,False,False,,True,00416654,유엔젤,20230130,True
034120,SBS,KOSPI,유가,텔레비전 방송업,"TV,라디오방송,광고",2003-06-25,12월,서울특별시,False,False,,True,00130772,SBS,20251022,True
036570,NC,KOSPI,유가,소프트웨어 개발 및 공급업,"인터넷머그게임(리니지),그룹웨어,인터넷커뮤니티 개발,유지,공급",2003-05-22,12월,경기도,False,False,,True,00261443,NC,20260504,True
