stock_code,corp_name,market,market_raw,sector,main_products,listing_date,fiscal_month,region,is_financial_narrow,is_financial_conservative,exclude_reason,is_standard_stock_code,corp_code,corp_name_dart,modify_date,dart_matched
446070,유니드비티플러스,KOSPI,유가,제재 및 목재 가공업,MDF 등,2022-11-28,12월,서울특별시,False,False,,True,01702017,유니드비티플러스,20260317,True
108320,LX세미콘,KOSPI,유가,반도체 제조업,Display Driver IC,2022-11-03,12월,대전광역시,False,False,,True,00525934,LX세미콘,20240322,True
403550,쏘카,KOSPI,유가,운송장비 임대업,"카셰어링, 모빌리티 플랫폼 등",2022-08-22,12월,제주특별자치도,False,False,,True,01026157,쏘카,20251113,True
126720,수산인더스트리,KOSPI,유가,전기 및 통신 공사업,전력발전설비 정비 용역,2022-08-01,12월,충청남도,False,False,,True,00193328,수산인더스트리,20260504,True
373220,LG에너지솔루션,KOSPI,유가,일차전지 및 이차전지 제조업,"2차전지 (소형,ESS,자동차전지)",2022-01-27,12월,서울특별시,False,False,,True,01515323,LG에너지솔루션,20250812,True
381970,케이카,KOSPI,유가,자동차 판매업,오프라인 및 온라인 중고차 매매업,2021-10-13,12월,서울특별시,False,False,,True,01323032,케이카,20231114,True
329180,HD현대중공업,KOSPI,유가,선박 및 보트 건조업,"선박, 해양플랜트 및 엔진기계 등",2021-09-17,12월,울산광역시,False,False,,True,01390344,HD현대중공업,20260401,True
271940,일진하이솔루스,KOSPI,유가,그외 기타 운송장비 제조업,"수소승용용기, 매연저감장치 등",2021-09-01,12월,전북특별자치도,False,False,,True,00972503,일진하이솔루스,20260320,True
139990,아주스틸,KOSPI,유가,1차 철강 제조업,"프리미엄 가전용 고품질 컬러강판, 건자재 등",2021-08-20,12월,경상북도,False,False,,True,00486705,아주스틸,20250109,True
089860,롯데렌탈,KOSPI,유가,운송장비 임대업,"렌터카, 카셰어링(그린카), 중고차매매, 일반렌탈(측정기,OA, 리프트 등)",2021-08-19,12월,경기도,False,False,,True,00545716,롯데렌탈,20230324,True
372910,한컴라이프케어,KOSPI,유가,의료용 기기 제조업,"공기호흡기, 방독면, 보호복 등",2021-08-17,12월,경기도,False,False,,True,00534598,한컴라이프케어,20250103,True
259960,크래프톤,KOSPI,유가,소프트웨어 개발 및 공급업,<배틀그라운드> 등 게임 소프트웨어,2021-08-10,12월,서울특별시,False,False,,True,00760971,크래프톤,20231027,True
178920,PI첨단소재,KOSPI,유가,플라스틱제품 제조업,PI(Polyimide)제품,2021-08-09,12월,충청북도,False,False,,True,00767460,PI첨단소재,20230324,True
137310,에스디바이오센서,KOSPI,유가,의료용 기기 제조업,STANDARD Q 항원/항체 진단키트(COVID-19 진단키트),2021-07-16,12월,경기도,False,False,,True,00854997,에스디바이오센서,20250327,True
097520,엠씨넥스,KOSPI,유가,영상 및 음향기기 제조업,"모바일 카메라모듈,전장 카메라모듈,블랙박스,IP 카메라",2021-07-06,12월,인천광역시,False,False,,True,00564562,엠씨넥스,20230227,True
383220,F&F,KOSPI,유가,봉제의복 제조업,"MLB, MLB KIDS, DISCOVERY 등 패션의류제품",2021-05-21,12월,서울특별시,False,False,,True,01568413,F&F,20250414,True
361610,SK아이이테크놀로지,KOSPI,유가,일차전지 및 이차전지 제조업,2차전지용 습식 분리막 및 폴더블 커버 윈도우,2021-05-11,12월,서울특별시,False,False,,True,01386916,SK아이이테크놀로지,20250707,True
302440,SK바이오사이언스,KOSPI,유가,기초 의약물질 제조업,백신 제품 및 제제,2021-03-18,12월,경기도,False,False,,True,01319899,SK바이오사이언스,20240701,True
378850,화승알앤에이,KOSPI,유가,자동차 신품 부품 제조업,자동차용 고무제품,2021-03-15,12월,경상남도,False,False,,True,01532603,화승알앤에이,20220330,True
950210,프레스티지바이오파마,KOSPI,유가,자연과학 및 공학 연구개발업,바이오시밀러 및 항체의약품 신약,2021-02-05,06월,싱가포르,False,False,,True,01510489,프레스티지바이오파마,20240816,True
248070,솔루엠,KOSPI,유가,전자부품 제조업,"POWER, 3in1 Board, ESL 등",2021-02-02,12월,경기도,False,False,,True,01159233,솔루엠,20260305,True
375500,DL이앤씨,KOSPI,유가,토목 건설업,토목 건설 사업,2021-01-25,12월,서울특별시,False,False,,True,01524093,DL이앤씨,20250911,True
009900,명신산업,KOSPI,유가,자동차 신품 부품 제조업,자동차차체부품,2020-12-07,12월,경상북도,False,False,,True,00173078,명신산업,20230330,True
339770,교촌에프앤비,KOSPI,유가,음·식료품 및 담배 도매업,치킨 프랜차이즈,2020-11-12,12월,경기도,False,False,,True,00453284,교촌에프앤비,20250925,True
352820,하이브,KOSPI,유가,오디오물 출판 및 원판 녹음업,"음악 기획/제작, 퍼블리싱, 아티스트 매니지먼트",2020-10-15,12월,서울특별시,False,False,,True,01204056,하이브,20240913,True
326030,에스케이바이오팜,KOSPI,유가,자연과학 및 공학 연구개발업,신경질환 및 정신질환을 포함한 중추신경 관련 신약 개발,2020-07-02,12월,경기도,False,False,,True,00878696,에스케이바이오팜,20230329,True
353200,대덕전자,KOSPI,유가,전자부품 제조업,"PCB(Printed Circuit Board, 인쇄회로기판)의 제조 및 판매",2020-05-21,12월,경기도,False,False,,True,01478712,대덕전자,20230216,True
344820,케이씨씨글라스,KOSPI,유가,유리 및 유리제품 제조업,판유리 등,2020-01-21,12월,서울특별시,False,False,,True,01428203,케이씨씨글라스,20250508,True
308170,씨티알모빌리티,KOSPI,유가,자동차 신품 부품 제조업,"이너레이스, 오디 클러치보스, 로터샤프트, 슬리브기어, 컨트롤 암, 엑슬",2019-11-25,12월,울산광역시,False,False,,True,00450010,씨티알모빌리티,20260504,True
322000,HD현대에너지솔루션,KOSPI,유가,반도체 제조업,"태양광 셀·모듈, PV시스템, ESS",2019-11-19,12월,경기도,False,False,,True,01199550,HD현대에너지솔루션,20231101,True
272210,한화시스템,KOSPI,유가,전자부품 제조업,"정밀기기(육해공군관련전자제어시스템,열영상감시장비,탐지추적장치,전투지휘체계시스템) 제조",2019-11-13,12월,경상북도,False,False,,True,00339391,한화시스템,20260327,True
013890,지누스,KOSPI,유가,가구 제조업,매트리스 및 가구제품,2019-10-30,12월,경기도,False,False,,True,00150633,지누스,20250321,True
336260,두산퓨얼셀,KOSPI,유가,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",연료전지,2019-10-18,12월,전북특별자치도,False,False,,True,01412725,두산퓨얼셀,20250328,True
336370,솔루스첨단소재,KOSPI,유가,전자부품 제조업,"동박, 유압기기 등",2019-10-18,12월,전북특별자치도,False,False,,True,01412822,솔루스첨단소재,20260316,True
036420,콘텐트리중앙,KOSPI,유가,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화 및 방송프로그램 제작, 유통, 광고",2019-10-18,12월,서울특별시,False,False,,True,00203315,콘텐트리중앙,20250331,True
003670,포스코퓨처엠,KOSPI,유가,일차전지 및 이차전지 제조업,"내화물, 생석회, 음극재 및 양극재",2019-05-29,12월,경상북도,False,False,,True,00155276,포스코퓨처엠,20250325,True
307950,현대오토에버,KOSPI,유가,소프트웨어 개발 및 공급업,"차량SW, 내비게이션, 스마트팩토리, AI·클라우드 기반 솔루션, 디지털 전환 컨설팅 및 IT서비스",2019-03-28,12월,서울특별시,False,False,,True,00362441,현대오토에버,20260102,True
192650,드림텍,KOSPI,유가,전자부품 제조업,"모바일 PBA, 지문인식 모듈, 전장 LED 모듈 등",2019-03-14,12월,경기도,False,False,,True,00415646,드림텍,20260305,True
192080,더블유게임즈,KOSPI,유가,소프트웨어 개발 및 공급업,모바일게임,2019-03-12,12월,서울특별시,False,False,,True,01010110,더블유게임즈,20260319,True
298690,에어부산,KOSPI,유가,항공 여객 운송업,항공 여객 및 화물 운송,2018-12-27,12월,부산광역시,False,False,,True,00651901,에어부산,20250117,True
267850,아시아나IDT,KOSPI,유가,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","IT 서비스, IT 솔루션",2018-11-23,12월,서울특별시,False,False,,True,00458234,아시아나IDT,20260327,True
306200,세아제강,KOSPI,유가,1차 철강 제조업,강관,2018-10-05,12월,서울특별시,False,False,,True,01325979,세아제강,20250515,True
293480,하나제약,KOSPI,유가,의약품 제조업,완제의약품,2018-10-02,12월,경기도,False,False,,True,00248974,하나제약,20230403,True
010400,우진아이엔에스,KOSPI,유가,건물설비 설치 공사업,반도체/디스플레이 코팅덕트,2018-09-14,12월,서울특별시,False,False,,True,00143262,우진아이엔에스,20230210,True
300720,한일시멘트,KOSPI,유가,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 레미콘, 레미탈",2018-08-06,12월,서울특별시,False,False,,True,01319808,한일시멘트,20260312,True
091810,트리니티항공,KOSPI,유가,항공 여객 운송업,저가 항공운송,2018-08-01,12월,대구광역시,False,False,,True,00671376,트리니티항공,20260514,True
286940,롯데이노베이트,KOSPI,유가,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","SM, SI",2018-07-27,12월,서울특별시,False,False,,True,01262032,롯데이노베이트,20250519,True
298050,HS효성첨단소재,KOSPI,유가,화학섬유 제조업,PET타이어코드,2018-07-13,12월,서울특별시,False,False,,True,01316254,HS효성첨단소재,20250325,True
298040,효성중공업,KOSPI,유가,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",-,2018-07-13,12월,서울특별시,False,False,,True,01316245,효성중공업,20240326,True
298020,효성티앤씨,KOSPI,유가,화학섬유 제조업,"섬유, 산업자재, 화학, 중공업, 건설, 무역,금융 등",2018-07-13,12월,서울특별시,False,False,,True,01316227,효성티앤씨,20260324,True
298000,효성화학,KOSPI,유가,기초 화학물질 제조업,-,2018-07-13,12월,서울특별시,False,False,,True,01316236,효성화학,20251104,True
294870,IPARK현대산업개발,KOSPI,유가,건물 건설업,"외주주택, 자체공사, 일반건축, 토목 등",2018-06-12,12월,서울특별시,False,False,,True,01310269,IPARK현대산업개발,20260410,True
018250,애경산업,KOSPI,유가,기타 화학제품 제조업,"Age 20's,루나, 트리오, 2080치약, 순샘, 제트 등",2018-03-22,12월,서울특별시,False,False,,True,00139454,애경산업,20260327,True
068270,셀트리온,KOSPI,유가,기초 의약물질 제조업,"램시마, 트룩시마, 허쥬마",2018-02-09,12월,인천광역시,False,False,,True,00413046,셀트리온,20260325,True
284740,쿠쿠홈시스,KOSPI,유가,개인 및 가정용품 임대업,"정수기, 공기청정기 등",2018-01-11,12월,경기도,False,False,,True,01267684,쿠쿠홈시스,20220304,True
285130,SK케미칼,KOSPI,유가,합성고무 및 플라스틱 물질 제조업,"PETG 수지, PET 수지, 바이오디젤, 백신",2018-01-05,12월,경기도,False,False,,True,01267170,SK케미칼,20260325,True
282330,BGF리테일,KOSPI,유가,종합 소매업,체인화 편의점,2017-12-08,12월,서울특별시,False,False,,True,01263022,BGF리테일,20250715,True
092780,DYP,KOSPI,유가,자동차용 엔진 및 자동차 제조업,자동차엔진용 피스톤,2017-12-08,12월,경기도,False,False,,True,00117726,DYP,20260324,True
272450,진에어,KOSPI,유가,항공 여객 운송업,"여객, 화물 등 항공운송",2017-12-08,12월,서울특별시,False,False,,True,00653024,진에어,20260401,True
281820,케이씨텍,KOSPI,유가,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","반도체, 디스플레이 제조 장비",2017-12-05,12월,경기도,False,False,,True,01261893,케이씨텍,20250909,True
272550,삼양패키징,KOSPI,유가,플라스틱제품 제조업,PET 용기 및 아셉틱 OEM,2017-11-29,12월,서울특별시,False,False,,True,01060814,삼양패키징,20260324,True
055490,테이팩스,KOSPI,유가,플라스틱제품 제조업,"OCA, 2차전지용 테이프, 산업용 랩 등",2017-10-31,12월,경기도,False,False,,True,00256955,테이팩스,20250319,True
280360,롯데웰푸드,KOSPI,유가,기타 식품 제조업,"껌,캔디,초코,비스켓,빙과",2017-10-30,12월,서울특별시,False,False,,True,01258507,롯데웰푸드,20260323,True
271980,제일약품,KOSPI,유가,의약품 제조업,의약품,2017-07-17,12월,서울특별시,False,False,,True,01236897,제일약품,20250326,True
035720,카카오,KOSPI,유가,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",인터넷 서비스(인터넷 광고),2017-07-10,12월,제주특별자치도,False,False,,True,00258801,카카오,20240329,True
271560,오리온,KOSPI,유가,기타 식품 제조업,스낵 등 과자류,2017-07-07,12월,서울특별시,False,False,,True,01238169,오리온,20240701,True
268280,미원에스씨,KOSPI,유가,기초 화학물질 제조업,에너지경화수지,2017-05-22,12월,전북특별자치도,False,False,,True,01234297,미원에스씨,20260320,True
267290,경동도시가스,KOSPI,유가,연료용 가스 제조 및 배관공급업,도시가스,2017-05-12,12월,울산광역시,False,False,,True,01208885,경동도시가스,20260325,True
251270,넷마블,KOSPI,유가,소프트웨어 개발 및 공급업,온라인·모바일 게임 소프트웨어 개발 및 공급,2017-05-12,12월,서울특별시,False,False,,True,00904672,넷마블,20251222,True
267270,HD건설기계,KOSPI,유가,특수 목적용 기계 제조업,"굴삭기, 지게차, 휠로더 등",2017-05-10,12월,경기도,False,False,,True,01205842,HD건설기계,20260327,True
267260,HD현대일렉트릭,KOSPI,유가,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","변압기, 고압차단기, 회전기, 배전반 등",2017-05-10,12월,경기도,False,False,,True,01205851,HD현대일렉트릭,20250326,True
264900,크라운제과,KOSPI,유가,"떡, 빵 및 과자류 제조업","비스킷, 스낵, 당과",2017-04-11,12월,서울특별시,False,False,,True,01205329,크라운제과,20240701,True
145720,덴티움,KOSPI,유가,의료용 기기 제조업,치과용 기기 제조업,2017-03-15,12월,경기도,False,False,,True,00526599,덴티움,20240715,True
111110,호전실업,KOSPI,유가,봉제의복 제조업,스포츠웨어 및 아웃도어 웨어 OEM,2017-02-02,12월,서울특별시,False,False,,True,00226316,호전실업,20241203,True
143210,핸즈코퍼레이션,KOSPI,유가,자동차 신품 부품 제조업,자동차 알루미늄 휠,2016-12-02,12월,인천광역시,False,False,,True,00119140,핸즈코퍼레이션,20260401,True
241560,두산밥캣,KOSPI,유가,특수 목적용 기계 제조업,"Compact Equipment, Heavy Equipment, Portable Power",2016-11-18,12월,경기도,False,False,,True,01032486,두산밥캣,20221229,True
207940,삼성바이오로직스,KOSPI,유가,기초 의약물질 제조업,바이오의약품,2016-11-10,12월,인천광역시,False,False,,True,00877059,삼성바이오로직스,20240701,True
234080,JW생명과학,KOSPI,유가,의약품 제조업,"기초수액, TPN, 특수수액, HEMO, 영양수액 등",2016-10-27,12월,충청남도,False,False,,True,00225706,JW생명과학,20241203,True
241590,화승엔터프라이즈,KOSPI,유가,신발 및 신발 부분품 제조업,,2016-10-04,12월,부산광역시,False,False,,True,01128613,화승엔터프라이즈,20230214,True
249420,일동제약,KOSPI,유가,의약품 제조업,"아로나민, 후루마린, 큐란, 라비에트, 사미온 등",2016-08-31,12월,서울특별시,False,False,,True,01168383,일동제약,20260106,True
248170,샘표식품,KOSPI,유가,기타 식품 제조업,간장,2016-08-09,12월,서울특별시,False,False,,True,01167056,샘표식품,20240701,True
016740,두올,KOSPI,유가,자동차 신품 부품 제조업,시트 커버 및 시트 원단,2016-07-29,12월,서울특별시,False,False,,True,00119672,두올,20240520,True
026960,동서,KOSPI,유가,음·식료품 및 담배 도매업,"식품 유통, 다류 및 연포장재 제조 등",2016-07-15,12월,서울특별시,False,False,,True,00144395,동서,20260323,True
195870,해성디에스,KOSPI,유가,전자부품 제조업,반도체 패키지용 Substrate,2016-06-24,12월,경상남도,False,False,,True,01032413,해성디에스,20250325,True
070960,모나용평,KOSPI,유가,일반 및 생활 숙박시설 운영업,"리조트 운영, 콘도 분양",2016-05-27,12월,강원특별자치도,False,False,,True,00365989,모나용평,20250826,True
101530,해태제과식품,KOSPI,유가,기타 식품 제조업,"홈런볼, 오예스, 맛동산, 부라보콘 등",2016-05-11,12월,충청남도,False,False,,True,00428321,해태제과식품,20240701,True
004440,삼일씨엔에스,KOSPI,유가,"시멘트, 석회, 플라스터 및 그 제품 제조업","PHC파일, 강교, PC",2016-03-30,12월,경기도,False,False,,True,00109806,삼일씨엔에스,20251016,True
194370,제이에스코퍼레이션,KOSPI,유가,"가죽, 가방 및 유사제품 제조업",핸드백 및 지갑,2016-02-04,12월,서울특별시,False,False,,True,00332927,제이에스코퍼레이션,20230220,True
226320,잇츠한불,KOSPI,유가,기타 화학제품 제조업,"스킨케어 베이직, 포인트 메이크업, 스킨케어 스페셜, 베이스 메이크업 등",2015-12-28,12월,서울특별시,False,False,,True,00911955,잇츠한불,20250520,True
075580,세진중공업,KOSPI,유가,선박 및 보트 건조업,"선박 Deck House, LPG Tank, Upper Deck Unit, 해양플랜트 Living Quarter",2015-11-30,12월,울산광역시,False,False,,True,00415628,세진중공업,20260401,True
214330,금호에이치티,KOSPI,유가,자동차 신품 부품 제조업,자동차용 전구 및 LED모듈,2015-11-11,12월,광주광역시,False,False,,True,00105606,금호에이치티,20221201,True
089590,제주항공,KOSPI,유가,항공 여객 운송업,"여객운송서비스, 화물운송서비스",2015-11-06,12월,제주특별자치도,False,False,,True,00555874,제주항공,20221227,True
227840,현대코퍼레이션홀딩스,KOSPI,유가,음·식료품 및 담배 도매업,"브랜드사업, 육류유통",2015-10-23,12월,서울특별시,False,False,,True,01108099,현대코퍼레이션홀딩스,20250327,True
079550,LIG디펜스앤에어로스페이스,KOSPI,유가,무기 및 총포탄 제조업,정밀유도무기 등,2015-10-02,12월,경기도,False,False,,True,00503668,LIG디펜스앤에어로스페이스,20260415,True
039570,HDC랩스,KOSPI,유가,전기 및 통신 공사업,"기계설비공사, 스마트홈, 지능형 빌딩, SOC, 인테리어, 조경, 시설관리",2015-09-24,12월,서울특별시,False,False,,True,00350312,HDC랩스,20260327,True
002690,동일제강,KOSPI,유가,1차 철강 제조업,"PC강연선, 경강선, 도금선, 마봉강",2015-09-24,12월,경기도,False,False,,True,00118451,동일제강,20260331,True
095570,AJ네트웍스,KOSPI,유가,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",2015-08-21,12월,서울특별시,False,False,,True,00365387,AJ네트웍스,20260327,True
214320,이노션,KOSPI,유가,광고업,광고대행 및 광고물의 제작 등,2015-07-17,12월,서울특별시,False,False,,True,00565154,이노션,20251219,True
214420,토니모리,KOSPI,유가,기타 화학제품 제조업,"스킨케어 베이직, 포인트 메이크업, 스킨케어 스페셜, 베이스 메이크업 등",2015-07-10,12월,서울특별시,False,False,,True,00816544,토니모리,20260401,True
214390,경보제약,KOSPI,유가,기초 의약물질 제조업,"아토르바스타틴, 세프티족심, 세프트리약손",2015-06-29,12월,충청남도,False,False,,True,00101664,경보제약,20250207,True
145210,다이나믹디자인,KOSPI,유가,특수 목적용 기계 제조업,"타이어 금형, 타이어 제조설비",2015-03-19,12월,광주광역시,False,False,,True,00453488,다이나믹디자인,20250822,True
213500,한솔제지,KOSPI,유가,"펄프, 종이 및 판지 제조업","인쇄용지, 산업용지, 특수지 제조 및 판매",2015-01-26,12월,서울특별시,False,False,,True,01060744,한솔제지,20260324,True
210540,디와이파워,KOSPI,유가,특수 목적용 기계 제조업,유공압기기 등,2015-01-15,12월,경상남도,False,False,,True,01059605,디와이파워,20221213,True
028260,삼성물산,KOSPI,유가,기타 전문 도매업,"도소매, 건설, 남자용 정장 제조업 등",2014-12-18,12월,서울특별시,False,False,,True,00149655,삼성물산,20260323,True
112610,씨에스윈드,KOSPI,유가,"구조용 금속제품, 탱크 및 증기발생기 제조업",풍력발전타워 제조,2014-11-27,12월,서울특별시,False,False,,True,00670340,씨에스윈드,20241028,True
018260,삼성에스디에스,KOSPI,유가,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","IT서비스, 물류BPO",2014-11-14,12월,서울특별시,False,False,,True,00126186,삼성에스디에스,20250320,True
204320,HL만도,KOSPI,유가,자동차 신품 부품 제조업,"제동장치, 조향장치, 현가장치",2014-10-06,12월,경기도,False,False,,True,01042775,HL만도,20260327,True
200880,서연이화,KOSPI,유가,자동차 신품 부품 제조업,자동차 도어 트림 및 시트,2014-08-08,12월,경기도,False,False,,True,01036446,서연이화,20211215,True
133820,화인베스틸,KOSPI,유가,1차 철강 제조업,"조선용 형강(부등변 부등후 앵글, 부등호 앵글, 등변앵글 평철 등)",2014-07-22,12월,경상남도,False,False,,True,00661847,화인베스틸,20250401,True
192820,코스맥스,KOSPI,유가,기타 화학제품 제조업,화장품,2014-04-07,12월,경기도,False,False,,True,01009789,코스맥스,20250328,True
185750,종근당,KOSPI,유가,의약품 제조업,"딜라트렌,리피로우",2013-12-06,12월,서울특별시,False,False,,True,00992871,종근당,20240701,True
006880,신송홀딩스,KOSPI,유가,산업용 농·축산물 및 동·식물 도매업,사업경영 및 관리자문,2013-11-21,12월,서울특별시,False,False,,True,00136402,신송홀딩스,20230222,True
