tail_type,contamination,overlap,nuisance,learner,estimator,clip_quantile,mean_theta_hat,bias,sd,rmse,coverage,mean_ci_length,mean_share_top1pct,mean_share_top0_5pct,mean_share_top0_1pct,mean_max_abs_score,mean_p99_abs_score,reps
t3,0.0,weak,linear,lasso,score_clipped_dml,0.95,1.0102019143851189,0.010201914385118922,0.03005619999467436,0.03145451815047817,0.96,0.10895664054118116,0.09445506430485733,0.04799540358065954,0.009606907652840873,11.736712457323334,10.531101890304779,50
t3,0.0,weak,linear,lasso,score_clipped_dml,0.97,1.0107739092395034,0.010773909239503303,0.030491532978234766,0.032050211106895606,0.98,0.11215972662781767,0.1165097837659319,0.0655392595374658,0.013833586751541338,17.312817283057985,11.006546813435044,50
t3,0.0,weak,linear,lasso,score_clipped_dml,0.99,1.010999353328081,0.010999353328080946,0.02943534153719171,0.031146369265435514,0.96,0.11630403741421069,0.13616050320411918,0.08523521044073565,0.023774660060525497,30.52440954676576,11.099624221114134,50
t3,0.0,weak,linear,lasso,score_clipped_dml,0.995,1.0104760702567293,0.01047607025672911,0.028571687152179726,0.030162269951240668,0.96,0.11666662807308366,0.14040502661920976,0.08970565740701474,0.027992828280054814,36.34479796494739,11.149973452680806,50
t3,0.0,weak,linear,lasso,score_clipped_dml,0.999,1.0112894937304946,0.011289493730494513,0.02890491572249717,0.030760964525792182,0.96,0.12048207894749872,0.14310496604057155,0.09243871639175842,0.030783534190639207,40.49150223736613,11.20386344483062,50
t3,0.0,weak,linear,lasso,standard_dml,,1.0111022444637165,0.011102244463716578,0.029063849333791733,0.03083947184157867,0.96,0.12108250957890247,0.14340439112623543,0.09273573727534831,0.03109534446103103,40.99551801304116,11.191262384689049,50
t3,0.0,weak,nonlinear,lasso,covariate_winsorized_dml,,0.9348360526281632,-0.06516394737183694,0.03448084827946696,0.07356283271591518,0.48,0.1297724870641034,0.13172469570520198,0.08212869985991256,0.024855162666890595,74.92732534536394,25.784796844091975,50
t3,0.0,weak,nonlinear,lasso,outcome_winsorized_dml,,0.8826478407904932,-0.11735215920950676,0.04589589679447852,0.12584050995943816,0.08,0.1405500094990478,0.136581670169762,0.09162749029303108,0.036763696574750086,114.18912095452608,23.422845435662268,50
t3,0.0,weak,nonlinear,lasso,score_clipped_dml,0.95,0.9426715601535366,-0.057328439846463394,0.032642498073400625,0.06580860158134419,0.52,0.12142401149159289,0.08700275094000086,0.04374996248648911,0.00874999249729782,25.143130472532008,24.253635068909933,50
t3,0.0,weak,nonlinear,lasso,score_clipped_dml,0.97,0.9412621846430754,-0.05873781535692455,0.03264998951412029,0.06704351073646787,0.46,0.1229808985314617,0.10728562596413264,0.057483978864818736,0.0116777939455491,34.39076968104883,25.90082098704539,50
t3,0.0,weak,nonlinear,lasso,score_clipped_dml,0.99,0.9398392515220502,-0.06016074847794989,0.03391155163058749,0.06889346213350923,0.46,0.1263018582960177,0.12516945639849314,0.0751881370201058,0.018691769069562623,56.2902308428646,25.96034351095651,50
t3,0.0,weak,nonlinear,lasso,score_clipped_dml,0.995,0.939658217240292,-0.06034178275970795,0.03466310739907725,0.06941636075802701,0.48,0.12793503699026815,0.12900821269814192,0.07926423254300424,0.02207455058937172,66.90683478059303,25.938704774930805,50
t3,0.0,weak,nonlinear,lasso,score_clipped_dml,0.999,0.939986792074775,-0.06001320792522503,0.034805620361493206,0.06920106726091524,0.52,0.12882330383634394,0.13063750072251654,0.08098387745330124,0.02374700848237275,72.07553614297676,25.940131816738784,50
t3,0.0,weak,nonlinear,lasso,standard_dml,,0.9399249342803552,-0.060075065719644855,0.034922456068203774,0.06931233584506122,0.52,0.1295661700256715,0.1314354694654327,0.0818274263249414,0.024633679251046682,74.99152236244443,25.939345452914576,50
t3,0.05,strong,linear,lasso,covariate_winsorized_dml,,0.5956803910612531,-0.40431960893874686,0.12629479048000414,0.42320882882180233,0.04,0.48253590008431785,0.25054288853157614,0.1438551496655428,0.03880637689586006,202.21268465462535,99.15818824991251,50
t3,0.05,strong,linear,lasso,outcome_winsorized_dml,,0.5568177648543634,-0.44318223514563665,0.1100071678147953,0.45636612383031044,0.02,0.44081920857474544,0.24047080663193512,0.136665717272163,0.03505751281430166,172.69374065160852,90.17589176610761,50
t3,0.05,strong,linear,lasso,score_clipped_dml,0.95,0.8925235698685968,-0.1074764301314032,0.09108740399739079,0.1402931213475365,0.86,0.35227389374054374,0.13402553367398923,0.06701276683699461,0.013402553367398923,41.22855207403168,41.22855207403168,50
t3,0.05,strong,linear,lasso,score_clipped_dml,0.97,0.7770904521274339,-0.22290954787256612,0.11610810590843558,0.25079899709776243,0.58,0.4499828771315865,0.16351229858133107,0.08175614929066553,0.016351229858133108,63.134479072000275,63.134479072000275,50
t3,0.05,strong,linear,lasso,score_clipped_dml,0.99,0.6519070580687009,-0.34809294193129914,0.1292189541999349,0.37085345297626826,0.12,0.5120908068915191,0.20267041138211384,0.10139701755592208,0.020279403511184416,94.67949027902287,93.35324256484888,50
t3,0.05,strong,linear,lasso,score_clipped_dml,0.995,0.6216141349272198,-0.37838586507278016,0.1271233144742975,0.3987643329438438,0.04,0.5126543898515119,0.21970414817973524,0.11157693286774231,0.02237217902697755,108.99026725295283,98.94439543798231,50
