model,variable,coef,std_err,t_or_z,p_value,nobs
M7_material_auditor_basic,C(sector)[T.동물용 사료 및 조제식품 제조업],-0.1028318910326361,0.04479235674067026,-2.2957463843215797,0.02169038664324784,3217.0
M7_material_auditor_basic,"C(sector)[T.떡, 빵 및 과자류 제조업]",0.1544100467668017,0.04440108835689706,3.477618510736716,0.0005058893612760428,3217.0
M7_material_auditor_basic,C(sector)[T.무기 및 총포탄 제조업],0.00913209408391464,0.059116787632285436,0.15447547895730604,0.8772348440946637,3217.0
M7_material_auditor_basic,C(sector)[T.무점포 소매업],-0.15352779608363076,0.046722209278965,-3.2859703865234633,0.0010163169408085682,3217.0
M7_material_auditor_basic,C(sector)[T.반도체 제조업],-0.006545222651591919,0.0700696235923585,-0.09341027275485057,0.9255776297238393,3217.0
M7_material_auditor_basic,C(sector)[T.방적 및 가공사 제조업],0.07945897702590667,0.049712556109042134,1.5983683649582847,0.10996102076640753,3217.0
M7_material_auditor_basic,C(sector)[T.봉제의복 제조업],-0.004353480186561512,0.06081796447656954,-0.07158214228361283,0.942934452006426,3217.0
M7_material_auditor_basic,"C(sector)[T.비료, 농약 및 살균, 살충제 제조업]",-0.07176183534234049,0.04466578258715107,-1.6066400538783818,0.10813335071877198,3217.0
M7_material_auditor_basic,C(sector)[T.비알코올음료 및 얼음 제조업],-0.09643211393973634,0.045111879746919444,-2.137621275830817,0.03254749353184232,3217.0
M7_material_auditor_basic,C(sector)[T.산업용 기계 및 장비 임대업],0.09747422305592406,0.04670161926895438,2.0871700934944144,0.03687276182041134,3217.0
M7_material_auditor_basic,C(sector)[T.산업용 농·축산물 및 동·식물 도매업],-0.05414865338566039,0.04392163766089114,-1.2328468670437494,0.21763290192591644,3217.0
M7_material_auditor_basic,C(sector)[T.상품 종합 도매업],-0.009151967300585073,0.06806514510918056,-0.13445894056208607,0.8930396768823077,3217.0
M7_material_auditor_basic,C(sector)[T.상품 중개업],-0.016650343245508327,0.07118865452100238,-0.2338904051149902,0.8150700622520358,3217.0
M7_material_auditor_basic,C(sector)[T.생활용품 도매업],0.060700257731585446,0.07068751772093572,0.8587125377810187,0.39049913150659066,3217.0
M7_material_auditor_basic,"C(sector)[T.서적, 잡지 및 기타 인쇄물 출판업]",0.04046272657030003,0.1053803064939182,0.38396857929650496,0.7010017358592542,3217.0
M7_material_auditor_basic,C(sector)[T.석유 정제품 제조업],-0.11809196322894096,0.05597709786938642,-2.109647833199385,0.03488870097712537,3217.0
M7_material_auditor_basic,C(sector)[T.선박 및 보트 건조업],0.013908012297654997,0.06728784218710895,0.20669428303229945,0.8362486224722705,3217.0
M7_material_auditor_basic,"C(sector)[T.섬유, 의복, 신발 및 가죽제품 소매업]",0.1844924516981603,0.11508853722009314,1.603048019850495,0.10892405275608405,3217.0
M7_material_auditor_basic,C(sector)[T.소프트웨어 개발 및 공급업],-0.08713402957165571,0.06840740733449388,-1.2737513811273926,0.20275154062897682,3217.0
M7_material_auditor_basic,C(sector)[T.수산물 가공 및 저장 처리업],-0.043873519455053134,0.05412781520752121,-0.8105540429970428,0.41762181775046725,3217.0
M7_material_auditor_basic,C(sector)[T.스포츠 서비스업],-0.030923801457807962,0.045174752918148244,-0.6845372572117558,0.49363597125058123,3217.0
M7_material_auditor_basic,"C(sector)[T.시멘트, 석회, 플라스터 및 그 제품 제조업]",-0.06782182371642219,0.04858589410604207,-1.39591593330353,0.1627398119903155,3217.0
M7_material_auditor_basic,C(sector)[T.신발 및 신발 부분품 제조업],-0.09759408739028765,0.04504753393986638,-2.166469035143306,0.03027536357175119,3217.0
M7_material_auditor_basic,C(sector)[T.악기 제조업],-0.0899011049633922,0.043828602897167675,-2.0511971411528123,0.04024775220389838,3217.0
M7_material_auditor_basic,C(sector)[T.알코올음료 제조업],-0.1013427591424386,0.04335509893731752,-2.337504967730767,0.019412942935564306,3217.0
M7_material_auditor_basic,C(sector)[T.어로 어업],0.012445541717693465,0.09053262888371931,0.1374702344463961,0.8906591188197172,3217.0
M7_material_auditor_basic,C(sector)[T.여행사 및 기타 여행보조 서비스업],0.18278791622736704,0.08750780720484493,2.08881838165003,0.036724075090841725,3217.0
M7_material_auditor_basic,C(sector)[T.연료 소매업],-0.11214655415698348,0.05326651193866842,-2.1053857306464914,0.03525774488695344,3217.0
M7_material_auditor_basic,C(sector)[T.연료용 가스 제조 및 배관공급업],0.008246578095564637,0.05068226214371994,0.162711326344901,0.8707457287063596,3217.0
M7_material_auditor_basic,C(sector)[T.영상 및 음향기기 제조업],0.09058142742052519,0.07978096642656311,1.1353764121659733,0.25621763844303447,3217.0
M7_material_auditor_basic,"C(sector)[T.영화, 비디오물, 방송프로그램 제작 및 배급업]",0.005924926222556445,0.13003976247431545,0.04556241960013342,0.9636590228618497,3217.0
