corp_code,corp_name,year,rcept_no,rcept_dt,report_nm,MaterialCorrection,MaterialKeywordHits,MaterialKeywords
00118275,디아이,2023,20230309000380,20230309,[기재정정]사업보고서 (2021.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00118275,디아이,2023,20230309000372,20230309,[기재정정]사업보고서 (2020.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00118275,디아이,2023,20230309000368,20230309,[기재정정]사업보고서 (2019.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00118275,디아이,2023,20230309000365,20230309,[기재정정]사업보고서 (2018.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00118275,디아이,2023,20230309000360,20230309,[기재정정]사업보고서 (2017.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00118275,디아이,2023,20230309000359,20230309,[기재정정]사업보고서 (2016.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00118275,디아이,2023,20230309000352,20230309,[기재정정]사업보고서 (2015.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00118275,디아이,2023,20230309000346,20230309,[기재정정]사업보고서 (2014.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00118275,디아이,2023,20230309000336,20230309,[기재정정]사업보고서 (2013.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00136271,신성이엔지,2018,20180713000462,20180713,[기재정정]사업보고서 (2017.12),0,0,
00136271,신성이엔지,2018,20180420000431,20180420,[기재정정]사업보고서 (2017.12),0,0,
00136271,신성이엔지,2021,20210621000284,20210621,[첨부정정]사업보고서 (2020.12),0,0,
00136271,신성이엔지,2021,20210621000279,20210621,[첨부정정]사업보고서 (2019.12),0,0,
00136271,신성이엔지,2021,20210621000273,20210621,[첨부정정]사업보고서 (2018.12),0,0,
00136271,신성이엔지,2021,20210621000264,20210621,[첨부정정]사업보고서 (2017.12),0,0,
00136271,신성이엔지,2021,20210621000259,20210621,[첨부정정]사업보고서 (2016.12),0,0,
00136271,신성이엔지,2021,20210322000367,20210322,[기재정정]사업보고서 (2020.12),0,0,
00136271,신성이엔지,2022,20220713000340,20220713,[기재정정]사업보고서 (2021.12),0,0,
00161125,한온시스템,2019,20190409002102,20190409,[기재정정]사업보고서 (2018.12),0,0,
00161125,한온시스템,2022,20220816000770,20220816,[기재정정]사업보고서 (2021.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00161125,한온시스템,2023,20230515000867,20230515,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00141404,블루산업개발,2021,20210323000566,20210323,[기재정정]사업보고서 (2020.12),0,0,
00141404,블루산업개발,2023,20230712000496,20230712,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00141404,블루산업개발,2023,20230712000488,20230712,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00141404,블루산업개발,2023,20230331004201,20230331,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00141404,블루산업개발,2024,20240321000051,20240321,[첨부정정]사업보고서 (2023.12),1,19,감사위원|감사의견|감사인|내부회계관리제도|당기순이익|매출|손익계산서|영업이익|이사회|자본변동표|자본총계|재무상태표|재무제표|종속기업|출자|특수관계|포괄손익계산서|현금흐름표|회계감사
00134316,세원정공,2018,20181018000325,20181018,[기재정정]사업보고서 (2018.06),0,0,
00134316,세원정공,2019,20191231000034,20191231,[기재정정]사업보고서 (2019.06),0,0,
00134316,세원정공,2023,20230228006867,20230302,[기재정정]사업보고서 (2022.06),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00134316,세원정공,2023,20230228006856,20230302,[기재정정]사업보고서 (2021.06),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00134316,세원정공,2023,20230228006838,20230228,[기재정정]사업보고서 (2020.06),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00134316,세원정공,2023,20230228006816,20230228,[기재정정]사업보고서 (2019.06),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00134316,세원정공,2023,20230228006791,20230228,[기재정정]사업보고서 (2018.06),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00134316,세원정공,2024,20241122000438,20241122,[기재정정]사업보고서 (2024.06),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00140131,키다리스튜디오,2019,20190418000517,20190418,[기재정정]사업보고서 (2018.12),0,0,
00140131,키다리스튜디오,2019,20190401005014,20190401,[기재정정]사업보고서 (2018.12),0,0,
00188089,한섬,2022,20220816002184,20220816,[기재정정]사업보고서 (2021.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00164724,현대엘리베이터,2018,20180814001528,20180814,[기재정정]사업보고서 (2017.12),0,0,
00102432,계룡건설산업,2019,20190401005146,20190401,[기재정정]사업보고서 (2018.12),0,0,
00102432,계룡건설산업,2021,20211025000143,20211025,[기재정정]사업보고서 (2020.12),0,0,
00131197,서원,2021,20210316000275,20210316,[기재정정]사업보고서 (2020.12),0,0,
00131197,서원,2023,20230309000649,20230309,[기재정정]사업보고서 (2021.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00135777,신대양제지,2023,20230905000316,20230905,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00135777,신대양제지,2023,20230217001599,20230217,[기재정정]사업보고서 (2018.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00135777,신대양제지,2023,20230217001593,20230217,[기재정정]사업보고서 (2017.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00135777,신대양제지,2023,20230217001583,20230217,[기재정정]사업보고서 (2016.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00144720,와이투솔루션,2019,20190613000369,20190613,[기재정정]사업보고서 (2018.12),0,0,
00118008,동원금속,2020,20200116000259,20200116,[기재정정]사업보고서 (2019.03),0,0,
00118008,동원금속,2021,20210706000358,20210706,[기재정정]사업보고서 (2021.03),0,0,
00132868,우성머티리얼스,2022,20220218001138,20220218,[기재정정]사업보고서 (2019.12),0,0,
00164645,HMM,2018,20180907000532,20180907,[기재정정]사업보고서 (2017.12),0,0,
00164645,HMM,2018,20180907000531,20180907,[기재정정]사업보고서 (2016.12),0,0,
00164645,HMM,2018,20180907000529,20180907,[기재정정]사업보고서 (2015.12),0,0,
00164645,HMM,2018,20180907000528,20180907,[기재정정]사업보고서 (2014.12),0,0,
00164645,HMM,2023,20230714000061,20230714,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00164645,HMM,2024,20240328001188,20240328,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00102113,경인양행,2021,20210331000615,20210331,[기재정정]사업보고서 (2020.12),0,0,
00102113,경인양행,2022,20220330000263,20220330,[기재정정]사업보고서 (2021.12),0,0,
00155355,풀무원,2021,20210616000380,20210616,[기재정정]사업보고서 (2020.12),0,0,
00130684,서울도시가스,2024,20240319000303,20240319,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00139764,에넥스,2024,20240321001860,20240321,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00152385,에이프로젠,2020,20201113000797,20201113,[기재정정]사업보고서 (2019.12),0,0,
00136776,차AI헬스케어,2018,20180814002959,20180814,[기재정정]사업보고서 (2017.12),0,0,
00136776,차AI헬스케어,2019,20191031000400,20191031,[기재정정]사업보고서 (2018.12),0,0,
00136776,차AI헬스케어,2019,20190814002215,20190814,[기재정정]사업보고서 (2018.12),0,0,
00136776,차AI헬스케어,2022,20220816002378,20220816,[기재정정]사업보고서 (2021.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00136776,차AI헬스케어,2022,20220331003404,20220331,[기재정정]사업보고서 (2021.12),0,0,
00159795,한국카본,2019,20190711000324,20190711,[기재정정]사업보고서 (2018.12),0,0,
00147860,에스엠벡셀,2021,20210819000375,20210820,[기재정정]사업보고서 (2020.12),0,0,
00147860,에스엠벡셀,2021,20210811000351,20210811,[기재정정]사업보고서 (2019.12),0,0,
00121570,문배철강,2018,20180611000284,20180611,[기재정정]사업보고서 (2017.12),0,0,
00121570,문배철강,2019,20190618000154,20190618,[기재정정]사업보고서 (2018.12),0,0,
00121570,문배철강,2021,20210312000680,20210312,[첨부정정]사업보고서 (2020.12),0,0,
00161116,HL D&I,2021,20210422000308,20210422,[기재정정]사업보고서 (2020.12),0,0,
00146542,일정실업,2018,20180330000900,20180330,[기재정정]사업보고서 (2017.12),0,0,
00146542,일정실업,2018,20180330000879,20180330,[기재정정]사업보고서 (2017.12),0,0,
00146542,일정실업,2021,20210506000464,20210506,[기재정정]사업보고서 (2020.12),0,0,
00146542,일정실업,2021,20210330000743,20210330,[기재정정]사업보고서 (2020.12),0,0,
00146542,일정실업,2024,20240321001893,20240321,[기재정정]사업보고서 (2021.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00146542,일정실업,2024,20240321001879,20240321,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00105855,엘에스일렉트릭,2019,20190401004824,20190401,[기재정정]사업보고서 (2018.12),0,0,
00105855,엘에스일렉트릭,2024,20240326000494,20240326,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00111111,대양금속,2018,20180615000370,20180615,[기재정정]사업보고서 (2017.12),0,0,
00111111,대양금속,2020,20200814001420,20200814,[기재정정]사업보고서 (2019.12),0,0,
00111111,대양금속,2021,20210323001091,20210323,[기재정정]사업보고서 (2020.12),0,0,
00111111,대양금속,2022,20220422000699,20220422,[기재정정]사업보고서 (2020.12),0,0,
00145686,이화산업,2021,20210326001259,20210326,[기재정정]사업보고서 (2020.12),0,0,
00145686,이화산업,2024,20240315000810,20240315,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00145686,이화산업,2024,20240315000770,20240315,[기재정정]사업보고서 (2021.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00145686,이화산업,2024,20240315000757,20240315,[기재정정]사업보고서 (2020.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00145686,이화산업,2024,20240314000617,20240314,[기재정정]사업보고서 (2019.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00132637,동원시스템즈,2022,20220510000724,20220510,[기재정정]사업보고서 (2021.12),0,0,
00132637,동원시스템즈,2022,20220324000294,20220324,[첨부정정]사업보고서 (2021.12),0,0,
00126478,삼성중공업,2024,20240315000850,20240315,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00151128,모토닉,2020,20200724000009,20200724,[기재정정]사업보고서 (2017.12),0,0,
00151128,모토닉,2020,20200724000008,20200724,[기재정정]사업보고서 (2016.12),0,0,
00151128,모토닉,2020,20200724000007,20200724,[기재정정]사업보고서 (2015.12),0,0,
00151128,모토닉,2020,20200724000006,20200724,[기재정정]사업보고서 (2014.12),0,0,
00151128,모토닉,2020,20200724000005,20200724,[기재정정]사업보고서 (2013.12),0,0,
00101488,경동나비엔,2021,20210419000238,20210419,[기재정정]사업보고서 (2020.12),0,0,
00101488,경동나비엔,2021,20210319000017,20210319,[첨부정정]사업보고서 (2020.12),0,0,
00101488,경동나비엔,2024,20240319000499,20240319,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00125150,SGC에너지,2018,20181105000418,20181106,[기재정정]사업보고서 (2017.12),0,0,
00125150,SGC에너지,2022,20220812000745,20220812,[기재정정]사업보고서 (2021.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00109754,대림바스,2021,20210318001112,20210318,[첨부정정]사업보고서 (2020.12),0,0,
00113535,대한해운,2020,20200318000678,20200318,[기재정정]사업보고서 (2018.12),0,0,
00111421,휴니드테크놀러지스,2019,20191016000377,20191016,[기재정정]사업보고서 (2018.12),0,0,
00111421,휴니드테크놀러지스,2019,20191016000372,20191016,[기재정정]사업보고서 (2017.12),0,0,
00135111,수산세보틱스,2018,20181016000110,20181016,[첨부정정]사업보고서 (2017.12),0,0,
00135111,수산세보틱스,2018,20180330002208,20180330,[기재정정]사업보고서 (2017.12),0,0,
00135111,수산세보틱스,2020,20200330003516,20200330,[기재정정]사업보고서 (2019.12),0,0,
00165413,롯데케미칼,2019,20190726000472,20190726,[기재정정]사업보고서 (2018.12),0,0,
00165413,롯데케미칼,2020,20200331002363,20200331,[기재정정]사업보고서 (2019.12),0,0,
00165413,롯데케미칼,2023,20230321001511,20230321,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00165413,롯데케미칼,2024,20240401004380,20240401,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00106669,세아베스틸지주,2019,20190401005181,20190401,[기재정정]사업보고서 (2018.12),0,0,
00165680,호텔신라,2022,20220310000632,20220310,[기재정정]사업보고서 (2021.12),0,0,
00166272,화승코퍼레이션,2022,20220328000684,20220328,[첨부정정]사업보고서 (2021.12),0,0,
00173795,신흥,2023,20230411002838,20230411,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00166227,화승인더스트리,2020,20200402002415,20200402,[기재정정]사업보고서 (2019.12),0,0,
00166227,화승인더스트리,2022,20220812000471,20220812,[기재정정]사업보고서 (2021.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00102751,고려산업,2024,20240318000158,20240318,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00113614,대현,2021,20210419000142,20210419,[기재정정]사업보고서 (2020.12),0,0,
00113614,대현,2024,20240329000905,20240329,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00103662,광명전기,2019,20190314000279,20190314,[기재정정]사업보고서 (2017.12),0,0,
00103662,광명전기,2019,20190314000275,20190314,[기재정정]사업보고서 (2016.12),0,0,
00103662,광명전기,2024,20241114000278,20241114,[기재정정]사업보고서 (2021.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00103662,광명전기,2024,20241114000271,20241114,[기재정정]사업보고서 (2020.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00103662,광명전기,2024,20241114000265,20241114,[기재정정]사업보고서 (2019.12),1,28,감사용역|감사위원|감사의견|감사인|관계기업|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
