corp_code,corp_name,year,rcept_no,rcept_dt,report_nm,MaterialCorrection,MaterialKeywordHits,MaterialKeywords
00159209,한전기술,2021,20210322000901,20210322,[기재정정]사업보고서 (2020.12),0,0,
00557508,GKL,2019,20190705000387,20190705,[기재정정]사업보고서 (2018.12),0,0,
00557508,GKL,2023,20230713000041,20230713,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00218575,황금에스티,2020,20200330002435,20200330,[첨부정정]사업보고서 (2019.12),0,0,
00218575,황금에스티,2021,20211130001721,20211130,[기재정정]사업보고서 (2020.12),0,0,
00218575,황금에스티,2021,20210202000187,20210202,[기재정정]사업보고서 (2019.12),0,0,
00218575,황금에스티,2022,20220225000997,20220225,[첨부정정]사업보고서 (2020.12),0,0,
00218575,황금에스티,2022,20220224004228,20220224,[기재정정]사업보고서 (2020.12),0,0,
00218575,황금에스티,2022,20220224003906,20220224,[기재정정]사업보고서 (2019.12),0,0,
00150244,하이트진로,2018,20180411002381,20180411,[기재정정]사업보고서 (2017.12),0,0,
00150244,하이트진로,2021,20210210001227,20210210,[기재정정]사업보고서 (2018.12),0,0,
00150244,하이트진로,2021,20210210001210,20210210,[기재정정]사업보고서 (2017.12),0,0,
00150244,하이트진로,2021,20210210001197,20210210,[기재정정]사업보고서 (2016.12),0,0,
00369833,유니온머티리얼,2019,20190613000344,20190613,[기재정정]사업보고서 (2018.12),0,0,
00369833,유니온머티리얼,2021,20210324000592,20210324,[기재정정]사업보고서 (2020.12),0,0,
00369833,유니온머티리얼,2021,20210323000204,20210323,[기재정정]사업보고서 (2020.12),0,0,
00369833,유니온머티리얼,2023,20230324001267,20230324,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00441243,형지엘리트,2020,20200130000570,20200130,[기재정정]사업보고서 (2019.06),0,0,
00776820,영원무역,2022,20220321001505,20220321,[첨부정정]사업보고서 (2021.12),0,0,
00413523,한미글로벌,2021,20210326001219,20210326,[기재정정]사업보고서 (2020.12),0,0,
00413523,한미글로벌,2022,20220816000695,20220816,[기재정정]사업보고서 (2021.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00178754,동아지질,2020,20200605000203,20200605,[기재정정]사업보고서 (2019.12),0,0,
00406046,HD현대마린엔진,2019,20191120000307,20191120,[기재정정]사업보고서 (2018.12),0,0,
00406046,HD현대마린엔진,2019,20190724000525,20190724,[기재정정]사업보고서 (2018.12),0,0,
00406046,HD현대마린엔진,2021,20210322000831,20210322,[기재정정]사업보고서 (2019.12),0,0,
00406046,HD현대마린엔진,2022,20220727000136,20220727,[기재정정]사업보고서 (2021.12),0,0,
00406046,HD현대마린엔진,2023,20230712000453,20230712,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00406046,HD현대마린엔진,2024,20240411003898,20240411,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00728638,한세실업,2021,20211112000526,20211112,[기재정정]사업보고서 (2020.12),0,0,
00728638,한세실업,2022,20220324000782,20220324,[기재정정]사업보고서 (2021.12),0,0,
00753643,주성코퍼레이션,2018,20180608000537,20180608,[기재정정]사업보고서 (2017.12),0,0,
00753643,주성코퍼레이션,2019,20191128000368,20191128,[기재정정]사업보고서 (2018.12),0,0,
00753643,주성코퍼레이션,2020,20201007000364,20201007,[첨부정정]사업보고서 (2019.12),0,0,
00753643,주성코퍼레이션,2020,20201006000580,20201006,[기재정정]사업보고서 (2019.12),0,0,
00123781,부국철강,2019,20190618000123,20190618,[기재정정]사업보고서 (2018.12),0,0,
00687711,한국철강,2022,20220412002260,20220412,[기재정정]사업보고서 (2021.12),0,0,
00687711,한국철강,2023,20230324001254,20230324,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00683469,일진전기,2019,20190814001579,20190814,[기재정정]사업보고서 (2018.12),0,0,
00683469,일진전기,2021,20210329000663,20210329,[기재정정]사업보고서 (2020.12),0,0,
00105961,LG이노텍,2021,20210310001053,20210310,[기재정정]사업보고서 (2020.12),0,0,
00105961,LG이노텍,2024,20240313000953,20240313,[첨부정정]사업보고서 (2023.12),0,0,
00121039,명문제약,2018,20180626000029,20180626,[기재정정]사업보고서 (2017.12),0,0,
00121039,명문제약,2018,20180618000104,20180618,[기재정정]사업보고서 (2017.12),0,0,
00121039,명문제약,2019,20190814000367,20190814,[기재정정]사업보고서 (2018.12),0,0,
00121039,명문제약,2020,20200331001577,20200331,[기재정정]사업보고서 (2019.12),0,0,
00121039,명문제약,2021,20210419000320,20210419,[기재정정]사업보고서 (2020.12),0,0,
00121039,명문제약,2021,20210331003077,20210331,[기재정정]사업보고서 (2020.12),0,0,
00121039,명문제약,2022,20220331000338,20220331,[기재정정]사업보고서 (2021.12),0,0,
00121039,명문제약,2023,20230811000292,20230811,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00121039,명문제약,2023,20230331000352,20230331,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00121039,명문제약,2024,20240412002739,20240412,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00121039,명문제약,2024,20240412001340,20240412,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00121039,명문제약,2024,20240329000463,20240329,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00121039,명문제약,2024,20240329000420,20240329,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00520887,비상교육,2019,20190624000211,20190624,[기재정정]사업보고서 (2018.12),0,0,
00520887,비상교육,2021,20210514000152,20210514,[기재정정]사업보고서 (2020.12),0,0,
00520887,비상교육,2022,20220712000315,20220712,[기재정정]사업보고서 (2021.12),0,0,
00679314,동성케미컬,2018,20180703000322,20180703,[기재정정]사업보고서 (2017.12),0,0,
00679314,동성케미컬,2019,20190724000555,20190724,[기재정정]사업보고서 (2018.12),0,0,
00679314,동성케미컬,2022,20220527000618,20220527,[기재정정]사업보고서 (2021.12),0,0,
00231363,LG유플러스,2024,20240313001130,20240313,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00138792,아시아나항공,2021,20210331000044,20210331,[기재정정]사업보고서 (2020.12),0,0,
00138792,아시아나항공,2023,20230829000707,20230829,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00138792,아시아나항공,2023,20230324001243,20230324,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00138792,아시아나항공,2024,20240325000904,20240325,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00646732,진양홀딩스,2018,20180402000599,20180402,[기재정정]사업보고서 (2017.12),0,0,
00172228,엔케이,2019,20190620000075,20190620,[기재정정]사업보고서 (2018.12),0,0,
00172228,엔케이,2022,20220712000231,20220712,[기재정정]사업보고서 (2021.12),0,0,
00159218,한전KPS,2020,20200406002229,20200406,[기재정정]사업보고서 (2019.12),0,0,
00160232,KSS해운,2021,20210618000417,20210618,[기재정정]사업보고서 (2019.12),0,0,
00158963,유나이티드,2018,20180629000583,20180629,[기재정정]사업보고서 (2017.12),0,0,
00158963,유나이티드,2023,20230317000918,20230317,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00112165,디아이씨,2020,20200807000340,20200807,[기재정정]사업보고서 (2019.12),0,0,
00112165,디아이씨,2022,20220318000617,20220318,[기재정정]사업보고서 (2021.12),0,0,
00635134,CJ제일제당,2018,20180406002292,20180406,[기재정정]사업보고서 (2017.12),0,0,
00635134,CJ제일제당,2023,20230814001661,20230814,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00635134,CJ제일제당,2023,20230417000204,20230417,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00122737,팬오션,2018,20180417000426,20180417,[기재정정]사업보고서 (2017.12),0,0,
00633835,HJ중공업,2018,20180615000415,20180615,[기재정정]사업보고서 (2017.12),0,0,
00633835,HJ중공업,2018,20180402005378,20180402,[기재정정]사업보고서 (2017.12),0,0,
00633835,HJ중공업,2024,20240523000216,20240523,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00633835,HJ중공업,2024,20240322001064,20240322,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00631518,SK이노베이션,2021,20210318001405,20210318,[첨부정정]사업보고서 (2020.12),0,0,
00117027,알루코,2020,20200814002063,20200814,[기재정정]사업보고서 (2019.12),0,0,
00442835,메타랩스,2019,20190719000452,20190719,[기재정정]사업보고서 (2018.12),0,0,
00442835,메타랩스,2021,20210405003124,20210405,[첨부정정]사업보고서 (2020.12),0,0,
00589127,KEC,2023,20230329001071,20230329,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00589127,KEC,2024,20240322001053,20240322,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00589127,KEC,2024,20240321000520,20240321,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00357935,HDC현대EP,2024,20240322000680,20240322,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00583424,아모레퍼시픽,2018,20180814001068,20180814,[기재정정]사업보고서 (2017.12),0,0,
00583424,아모레퍼시픽,2020,20200429000691,20200429,[기재정정]사업보고서 (2019.12),0,0,
00231372,롯데관광개발,2018,20180615000509,20180615,[기재정정]사업보고서 (2017.12),0,0,
00231372,롯데관광개발,2022,20220701000479,20220701,[기재정정]사업보고서 (2020.12),0,0,
00231372,롯데관광개발,2023,20230418000483,20230418,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00303217,우진플라임,2021,20210331001840,20210331,[기재정정]사업보고서 (2020.12),0,0,
00303217,우진플라임,2024,20240704000362,20240704,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00303217,우진플라임,2024,20240329001547,20240329,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00219486,신세계I&C,2022,20220816001345,20220816,[기재정정]사업보고서 (2021.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00219486,신세계I&C,2023,20230814001758,20230814,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00219486,신세계I&C,2024,20240319000595,20240319,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00557933,진도,2022,20220328000433,20220328,[기재정정]사업보고서 (2021.12),0,0,
00120526,롯데쇼핑,2020,20200814001581,20200814,[기재정정]사업보고서 (2019.12),0,0,
00360595,현대글로비스,2024,20240319000815,20240319,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00409672,티비에이치글로벌,2021,20210318001348,20210318,[기재정정]사업보고서 (2020.12),0,0,
00300548,현대리바트,2018,20180619000235,20180619,[기재정정]사업보고서 (2017.12),0,0,
00300548,현대리바트,2018,20180423000586,20180423,[기재정정]사업보고서 (2017.12),0,0,
00300548,현대리바트,2024,20240320001190,20240320,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00113225,대한제강,2018,20180404000063,20180404,[기재정정]사업보고서 (2017.12),0,0,
00113225,대한제강,2021,20210318000302,20210318,[기재정정]사업보고서 (2020.12),0,0,
00113225,대한제강,2023,20230331003410,20230331,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00210856,코아스,2021,20210318000429,20210318,[기재정정]사업보고서 (2020.12),0,0,
00540641,동양고속,2022,20221013000113,20221013,[기재정정]사업보고서 (2021.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00161383,한미반도체,2022,20220415000576,20220415,[기재정정]사업보고서 (2021.12),0,0,
00172936,동일산업,2021,20210323000594,20210323,[기재정정]사업보고서 (2020.12),0,0,
00172936,동일산업,2022,20220325001115,20220325,[기재정정]사업보고서 (2021.12),0,0,
00172936,동일산업,2023,20230324000928,20230324,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00172936,동일산업,2024,20240322000958,20240322,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00128980,삼호개발,2024,20240321001103,20240321,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00481454,금호타이어,2018,20180515002626,20180515,[기재정정]사업보고서 (2017.12),0,0,
00481454,금호타이어,2019,20190627000491,20190627,[기재정정]사업보고서 (2018.12),0,0,
00481454,금호타이어,2020,20200504000397,20200506,[기재정정]사업보고서 (2019.12),0,0,
00481454,금호타이어,2020,20200504000163,20200504,[기재정정]사업보고서 (2018.12),0,0,
00481454,금호타이어,2020,20200429001485,20200429,[기재정정]사업보고서 (2017.12),0,0,
00481454,금호타이어,2021,20210330001151,20210330,[기재정정]사업보고서 (2020.12),0,0,
00481454,금호타이어,2021,20210330001126,20210330,[첨부정정]사업보고서 (2020.12),0,0,
00481454,금호타이어,2021,20210323000140,20210323,[첨부정정]사업보고서 (2020.12),0,0,
00481454,금호타이어,2022,20220330001690,20220330,[기재정정]사업보고서 (2021.12),0,0,
00481454,금호타이어,2024,20240326000919,20240326,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00303873,CJ CGV,2019,20190702000269,20190702,[기재정정]사업보고서 (2018.12),0,0,
00129642,상신브레이크,2022,20220318001064,20220318,[첨부정정]사업보고서 (2021.12),0,0,
00414601,유니퀘스트,2019,20190320000830,20190321,[기재정정]사업보고서 (2017.12),0,0,
00414601,유니퀘스트,2019,20190320000632,20190320,[기재정정]사업보고서 (2016.12),0,0,
00414601,유니퀘스트,2019,20190320000621,20190320,[기재정정]사업보고서 (2015.12),0,0,
00414601,유니퀘스트,2019,20190320000606,20190320,[기재정정]사업보고서 (2014.12),0,0,
00414601,유니퀘스트,2019,20190320000593,20190320,[기재정정]사업보고서 (2013.12),0,0,
00414601,유니퀘스트,2019,20190320000584,20190320,[기재정정]사업보고서 (2012.12),0,0,
00414601,유니퀘스트,2019,20190320000409,20190320,[기재정정]사업보고서 (2011.12),0,0,
00353878,다스코,2020,20200317000866,20200317,[첨부정정]사업보고서 (2018.12),0,0,
00353878,다스코,2020,20200317000674,20200317,[기재정정]사업보고서 (2018.12),0,0,
00353878,다스코,2022,20220405002851,20220405,[기재정정]사업보고서 (2021.12),0,0,
00480455,STX엔진,2019,20190708000358,20190708,[기재정정]사업보고서 (2018.12),0,0,
00108913,대교,2022,20220725000180,20220725,[기재정정]사업보고서 (2021.12),0,0,
00108913,대교,2023,20230713000378,20230713,[기재정정]사업보고서 (2022.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00469799,이엔플러스,2021,20210331001669,20210331,[기재정정]사업보고서 (2020.12),0,0,
00469799,이엔플러스,2022,20220331003484,20220331,[기재정정]사업보고서 (2021.12),0,0,
00469799,이엔플러스,2022,20220323000895,20220323,[첨부정정]사업보고서 (2021.12),0,0,
00203582,한솔홈데코,2019,20190401004409,20190401,[기재정정]사업보고서 (2018.12),0,0,
00203582,한솔홈데코,2021,20210331002373,20210331,[기재정정]사업보고서 (2020.12),0,0,
00203582,한솔홈데코,2024,20240329002820,20240329,[기재정정]사업보고서 (2023.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00107613,이수페타시스,2021,20210405003044,20210405,[기재정정]사업보고서 (2020.12),0,0,
00255619,강원랜드,2021,20210323000044,20210323,[첨부정정]사업보고서 (2020.12),0,0,
00249247,YG PLUS,2018,20180614000766,20180614,[기재정정]사업보고서 (2017.12),0,0,
00416654,유엔젤,2021,20210504000460,20210504,[기재정정]사업보고서 (2020.12),0,0,
00416654,유엔젤,2022,20221007000390,20221007,[기재정정]사업보고서 (2021.12),1,29,감사용역|감사위원|감사의견|감사인|관계기업|내부회계관리제도|당기순이익|매출|부채총계|비감사용역|사외이사|소액주주|손익계산서|연결재무제표|영업이익|이사회|자본변동표|자본총계|자산총계|재무상태표|재무제표|종속기업|최대주주|출자|타법인|특수관계|포괄손익계산서|현금흐름표|회계감사
00261443,NC,2018,20180402005029,20180402,[첨부정정]사업보고서 (2017.12),0,0,
00261443,NC,2019,20190531002169,20190603,[기재정정]사업보고서 (2018.12),0,0,
00261443,NC,2020,20200401000539,20200401,[첨부정정]사업보고서 (2019.12),0,0,
