model,variable,coef,std_err,t_or_z,p_value,nobs,stars,coef_stars,std_err_fmt
M3_governance_auditor_basic,LogMinorityShareholderCount_w,-0.005888827764489824,0.010169165933445176,-0.5790866038602213,0.5625307386163454,3217.0,,-0.0059,(0.0102)
M3_governance_auditor_basic,Big4Auditor,-0.028044618172517147,0.017853258553943183,-1.5708403083829778,0.11621974660856299,3217.0,,-0.0280,(0.0179)
M3_governance_auditor_basic,CleanOpinion,0.013180439065449565,0.02603353075837324,0.5062870337405272,0.6126551640916862,3217.0,,0.0132,(0.0260)
M5_material_controls,LogAssets_w,0.016504548002755196,0.003203982463794264,5.151260404593462,2.587416276698798e-07,4610.0,***,0.0165***,(0.0032)
M5_material_controls,Leverage_w,-0.00316192831262832,0.024759877339503827,-0.1277037147346257,0.8983834502330831,4610.0,,-0.0032,(0.0248)
M5_material_controls,ROA_w,-0.18254798329144306,0.07891550160557885,-2.3132081730129688,0.02071119643062985,4610.0,**,-0.1825**,(0.0789)
M5_material_controls,Loss,0.008395335465061637,0.012722662002329636,0.6598725536781826,0.509335618605427,4610.0,,0.0084,(0.0127)
M6_material_governance,LogAssets_w,0.023063650715931278,0.005699572936164101,4.0465576937512555,5.197631869800461e-05,3218.0,***,0.0231***,(0.0057)
M6_material_governance,Leverage_w,-0.021434385269024053,0.03467666834986199,-0.6181212408518295,0.5364954216430431,3218.0,,-0.0214,(0.0347)
M6_material_governance,ROA_w,-0.20352842198155324,0.10693416532407107,-1.90330584584213,0.05700064850462189,3218.0,*,-0.2035*,(0.1069)
M6_material_governance,Loss,0.014987445234069441,0.01874539828859683,0.7995266359950634,0.4239851082000825,3218.0,,0.0150,(0.0187)
M6_material_governance,OutsideDirectorRatio_w,0.09368220054519291,0.044565592680680007,2.102119480749234,0.03554281080432688,3218.0,**,0.0937**,(0.0446)
M6_material_governance,LargestShareholderOwnership_w,-0.001375648100719677,0.0004091619194740375,-3.3621117588069334,0.0007734881126585925,3218.0,***,-0.0014***,(0.0004)
M6_material_governance,LogMinorityShareholderCount_w,-0.010546130297790004,0.007227080580966987,-1.4592517932571505,0.14449581823034513,3218.0,,-0.0105,(0.0072)
M7_material_auditor_basic,LogAssets_w,0.02394156587529593,0.006012465909797914,3.981987795769579,6.834128980207517e-05,3217.0,***,0.0239***,(0.0060)
M7_material_auditor_basic,Leverage_w,-0.022974725224562814,0.03488810555418031,-0.6585260179542759,0.5102001842175355,3217.0,,-0.0230,(0.0349)
M7_material_auditor_basic,ROA_w,-0.20932679040946756,0.10688500217933129,-1.9584299587537994,0.05017958225182552,3217.0,*,-0.2093*,(0.1069)
M7_material_auditor_basic,Loss,0.014402625329629895,0.018776804548765298,0.7670434706941105,0.44305567007861535,3217.0,,0.0144,(0.0188)
M7_material_auditor_basic,OutsideDirectorRatio_w,0.0959951895857551,0.0447001211164289,2.147537572341687,0.03175050932761037,3217.0,**,0.0960**,(0.0447)
M7_material_auditor_basic,LargestShareholderOwnership_w,-0.0013764934364280778,0.0004118032656001074,-3.3425996134881517,0.0008299755981650454,3217.0,***,-0.0014***,(0.0004)
M7_material_auditor_basic,LogMinorityShareholderCount_w,-0.010431679224621144,0.007261007389041027,-1.436671065831111,0.15081148014704526,3217.0,,-0.0104,(0.0073)
M7_material_auditor_basic,Big4Auditor,-0.006206565721729691,0.012933521809004745,-0.4798821089402327,0.6313112236172536,3217.0,,-0.0062,(0.0129)
M7_material_auditor_basic,CleanOpinion,0.021644785015645523,0.017108356346722208,1.2651586497841711,0.20581446202083797,3217.0,,0.0216,(0.0171)
P1_count_controls,LogAssets_w,0.10878263511116992,0.020080382369883187,5.417358748821611,6.04859000759958e-08,4610.0,***,0.1088***,(0.0201)
P1_count_controls,Leverage_w,0.5630974855754289,0.16023386410774215,3.514222718842997,0.0004410428565918032,4610.0,***,0.5631***,(0.1602)
P1_count_controls,ROA_w,-2.6753591902682023,0.47221607610605265,-5.665540259301458,1.4656200657556451e-08,4610.0,***,-2.6754***,(0.4722)
P1_count_controls,Loss,0.08199990731132532,0.08251239581827859,0.9937889513221512,0.320325626235079,4610.0,,0.0820,(0.0825)
P2_count_governance,LogAssets_w,,,,,3218.0,,nan,
P2_count_governance,Leverage_w,,,,,3218.0,,nan,
P2_count_governance,ROA_w,,,,,3218.0,,nan,
P2_count_governance,Loss,,,,,3218.0,,nan,
P2_count_governance,OutsideDirectorRatio_w,,,,,3218.0,,nan,
P2_count_governance,LargestShareholderOwnership_w,,,,,3218.0,,nan,
P2_count_governance,LogMinorityShareholderCount_w,,,,,3218.0,,nan,
P3_count_auditor_basic,LogAssets_w,,,,,3217.0,,nan,
P3_count_auditor_basic,Leverage_w,,,,,3217.0,,nan,
P3_count_auditor_basic,ROA_w,,,,,3217.0,,nan,
P3_count_auditor_basic,Loss,,,,,3217.0,,nan,
P3_count_auditor_basic,OutsideDirectorRatio_w,,,,,3217.0,,nan,
P3_count_auditor_basic,LargestShareholderOwnership_w,,,,,3217.0,,nan,
P3_count_auditor_basic,LogMinorityShareholderCount_w,,,,,3217.0,,nan,
P3_count_auditor_basic,Big4Auditor,,,,,3217.0,,nan,
P3_count_auditor_basic,CleanOpinion,,,,,3217.0,,nan,
