selected_q,risk_proxy,selected_theta,selected_se,selected_bias_proxy,selected_top1_share,selected_ess,selector,lambda_bias
0.95,394830.31377250643,6038.622274968824,628.3552445487829,2050.7208909114343,0.03976178763527555,4591.478090172989,risk_proxy,1e-10
0.95,394830.317557417,6038.622274968824,628.3552445487829,2050.7208909114343,0.03976178763527555,4591.478090172989,risk_proxy,1e-09
0.95,394830.3554065225,6038.622274968824,628.3552445487829,2050.7208909114343,0.03976178763527555,4591.478090172989,risk_proxy,1e-08
0.95,394830.73389757803,6038.622274968824,628.3552445487829,2050.7208909114343,0.03976178763527555,4591.478090172989,risk_proxy,1e-07
0.95,394834.5188081332,6038.622274968824,628.3552445487829,2050.7208909114343,0.03976178763527555,4591.478090172989,risk_proxy,1e-06
0.95,394872.367913685,6038.622274968824,628.3552445487829,2050.7208909114343,0.03976178763527555,4591.478090172989,risk_proxy,1e-05
