estimator,theta,se,ci_low,ci_high,J_hat,score_sd,top1_share,top05_share,ess,tau,q,bias_proxy,notes,true_theta,bias,rmse_component,covered,tail,contamination,weak_overlap,nonlinear,rep
standard_dml,0.5101892067857488,0.07604305414787706,0.3611475593814806,0.6592308541900169,-0.22161620673730917,0.6526896078242183,0.0609349102136686,0.032702623468524025,759.4662352868211,,,,Standard orthogonal-score DML.,0.5,0.01018920678574875,0.00010381993492274838,1,t5,0.0,False,True,9
outcome_winsorized_dml,0.5028518915377758,0.07396397708874697,0.357885160290486,0.6478186227850655,-0.22161620673730917,0.6348445593110289,0.05668605516742477,0.029582232676698808,782.6868250937621,,,,Standard orthogonal-score DML.,0.5,0.0028518915377757637,8.13328534323701e-06,1,t5,0.0,False,True,9
covariate_winsorized_dml,0.49388784774297234,0.07573930919253748,0.3454415295116554,0.6423341659742893,-0.22110942545884893,0.6485959392238713,0.0602362306950972,0.032404311605793955,762.038824430466,,,,Standard orthogonal-score DML.,0.5,-0.006112152257027659,3.73584052130883e-05,1,t5,0.0,False,True,9
score_clipped_dml_q0.95,0.4861246195447083,0.0727306726952636,0.34357512049062094,0.6286741185987956,-0.20086493524291407,0.5658057583211714,0.03049850211641667,0.014232634320994444,892.5213860063745,1.3306527818145526,0.95,0.02784653701723468,Clipped-score DML using empirical preliminary-score quantile.,0.5,-0.013875380455291686,0.00019252618277909052,1,t5,0.0,False,True,9
score_clipped_dml_q0.97,0.49111976652201245,0.0738284904901869,0.34641858412828824,0.6358209489157367,-0.20728701797022053,0.5927092734573577,0.035836933769864396,0.016723902425936722,853.7454080667975,1.6019402520357264,0.97,0.017177277391291032,Clipped-score DML using empirical preliminary-score quantile.,0.5,-0.008880233477987554,7.885854662357092e-05,1,t5,0.0,False,True,9
score_clipped_dml_q0.99,0.5003673396464957,0.07447437229798877,0.3544002521712102,0.6463344271217812,-0.21549014539690603,0.621555473400844,0.045598473198849264,0.021279287492796315,810.5641952307104,2.082732344810223,0.99,0.0074629187839083426,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.0003673396464957124,1.3493841588759493e-07,1,t5,0.0,False,True,9
score_clipped_dml_q0.995,0.5082228840422345,0.0757778517155265,0.3597010238539858,0.6567447442304832,-0.21813555902822596,0.6401981070527097,0.05583210574241469,0.027585625565237092,780.8465239552252,2.72949837286432,0.995,0.002510529801959517,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.00822288404223448,6.761582197203446e-05,1,t5,0.0,False,True,9
score_clipped_dml_q0.999,0.5086343148669651,0.07598612811625029,0.35970424043446814,0.657564389299462,-0.2205878886710503,0.6491747344795032,0.059727370345082055,0.03145516254482096,765.7135994651837,3.510486161786822,0.999,0.0005997788991893999,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.008634314866965087,7.455139322189433e-05,1,t5,0.0,False,True,9
standard_dml,0.4241448895489537,0.08253600642918855,0.26237728951997774,0.5859124895779296,-0.223760300312421,0.7152734701248341,0.06504663159688058,0.03861937762125721,693.1834035377509,,,,Standard orthogonal-score DML.,0.5,-0.07585511045104631,0.005753997781540436,1,t5,0.0,False,True,10
outcome_winsorized_dml,0.38942639142441215,0.07479390700030435,0.2428330274407774,0.5360197554080469,-0.223760300312421,0.6481788945070938,0.05206214825295575,0.027324487093788395,803.8438764487196,,,,Standard orthogonal-score DML.,0.5,-0.11057360857558785,0.012226522913427313,1,t5,0.0,False,True,10
covariate_winsorized_dml,0.4161324585508474,0.08247224121212746,0.25448983605077763,0.5777750810509172,-0.2233130798523158,0.7132923850074675,0.06439138382847379,0.03812623837020768,692.4421234864911,,,,Standard orthogonal-score DML.,0.5,-0.0838675414491526,0.007033764508725328,1,t5,0.0,False,True,10
score_clipped_dml_q0.95,0.40619152973821515,0.07509790143760901,0.25900234760596275,0.5533807118704676,-0.2051622787431606,0.5967204817517439,0.03098185605349096,0.014458199491629119,883.5307543302786,1.4184001533728485,0.95,0.0283060385069842,Clipped-score DML using empirical preliminary-score quantile.,0.5,-0.09380847026178485,0.008800029092856172,1,t5,0.0,False,True,10
score_clipped_dml_q0.97,0.4058893112708915,0.07514290531681678,0.2586119231562273,0.5531666993855557,-0.21165001943636091,0.6159591695526941,0.03450009472156735,0.016100044203398094,857.5059799405911,1.6062026876495452,0.97,0.020558712079161875,Clipped-score DML using empirical preliminary-score quantile.,0.5,-0.0941106887291085,0.008856821733067148,1,t5,0.0,False,True,10
score_clipped_dml_q0.99,0.404374384778183,0.07618246581909496,0.2550594955193032,0.5536892740370628,-0.21988305266796182,0.6487724699544118,0.04655126050255913,0.021726852263751772,810.3981829701922,2.2194288636182318,0.99,0.00942343247243823,Clipped-score DML using empirical preliminary-score quantile.,0.5,-0.095625615221817,0.009144258286551,1,t5,0.0,False,True,10
score_clipped_dml_q0.995,0.40388144544852783,0.0766605662829561,0.2536294964994883,0.5541333943975674,-0.22173774391766266,0.6583506626104701,0.05179147478829193,0.024969791182283166,795.7180424079521,2.564806269536945,0.995,0.006808256488021024,Clipped-score DML using empirical preliminary-score quantile.,0.5,-0.09611855455147217,0.009238776529064331,1,t5,0.0,False,True,10
score_clipped_dml_q0.999,0.4021914266407363,0.0770416566765243,0.2511925542454489,0.5531902990360238,-0.22311315029710657,0.6657273678457574,0.055254938688756104,0.028529671020052032,783.9192876683774,3.111770984967676,0.999,0.005032570825383676,Clipped-score DML using empirical preliminary-score quantile.,0.5,-0.09780857335926368,0.009566517022574465,1,t5,0.0,False,True,10
standard_dml,0.5613183757098749,0.07475100644807613,0.4148090952635243,0.7078276561562254,-0.23165132296057786,0.6706523623431618,0.054754234522317,0.02829625409486396,824.7885244216181,,,,Standard orthogonal-score DML.,0.5,0.06131837570987486,0.0037599431996973715,1,t5,0.0,False,True,11
outcome_winsorized_dml,0.5674810214644962,0.0727466271238191,0.42490025230504613,0.7100617906239463,-0.23165132296057786,0.652669437527581,0.050170341193465175,0.026786602122788963,849.8877014749597,,,,Standard orthogonal-score DML.,0.5,0.0674810214644962,0.004553688257891796,1,t5,0.0,False,True,11
covariate_winsorized_dml,0.5544544733517686,0.07457307710137198,0.4082939280167509,0.7006150186867862,-0.23136423464658762,0.6682268434885706,0.05420339805228226,0.027666647933819944,825.4883543251705,,,,Standard orthogonal-score DML.,0.5,0.05445447335176856,0.0029652896680184724,1,t5,0.0,False,True,11
score_clipped_dml_q0.95,0.5971149207477818,0.07220472328175068,0.4555962636018698,0.7386335778936939,-0.21241770589149667,0.5940212093498536,0.02820552974362342,0.013162580547024266,942.3323475117904,1.3275406233299385,0.95,0.026367694350832072,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.09711492074778183,0.009431307831847946,1,t5,0.0,False,True,11
score_clipped_dml_q0.97,0.5853376250104434,0.07338186241599873,0.4415118175566125,0.7291634324642743,-0.21914104990406355,0.6228136143228443,0.03411580034338785,0.01592070682691433,901.080847289342,1.6462852922717754,0.97,0.01446284618505536,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.0853376250104434,0.007282510242423055,1,t5,0.0,False,True,11
score_clipped_dml_q0.99,0.5709811180057418,0.07421676636548334,0.4255189288803708,0.7164433071311128,-0.2273413469964976,0.6534706501556076,0.04651538908921173,0.021707181574965474,853.6509874695015,2.292305389577535,0.99,0.004297441999031205,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.0709811180057418,0.005038319113345044,1,t5,0.0,False,True,11
score_clipped_dml_q0.995,0.5640410168293862,0.07469327891226239,0.4176448802741468,0.7104371533846257,-0.22928491122785388,0.6632887477357448,0.051549796536710234,0.025023173751115818,837.4782018107026,2.656651294218294,0.995,0.0016822071636602546,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.06404101682938623,0.004101251836541731,1,t5,0.0,False,True,11
score_clipped_dml_q0.999,0.5605081377362036,0.07489261957558292,0.41372130066020163,0.7072949748122055,-0.23085753853571586,0.6696204552483339,0.05435176173641084,0.027884299338400923,826.6393599789609,3.152672196287958,0.999,0.00020953588927817357,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.06050813773620356,0.0036612347323033813,1,t5,0.0,False,True,11
standard_dml,0.38381315151501877,0.08044267704889663,0.2261484016791946,0.541477901350843,-0.22755940390352497,0.7089684876482686,0.0633851883443986,0.03400325038402959,766.9184354690987,,,,Standard orthogonal-score DML.,0.5,-0.11618684848498123,0.013499383760871985,1,t5,0.0,False,True,12
outcome_winsorized_dml,0.37067183901600065,0.07703850604452074,0.21967914174596873,0.5216645362860326,-0.22755940390352497,0.6789663786035701,0.05420664878807898,0.029131241397567367,808.872108573291,,,,Standard orthogonal-score DML.,0.5,-0.12932816098399935,0.016725773223503253,1,t5,0.0,False,True,12
covariate_winsorized_dml,0.3749120744160239,0.08027048242135207,0.21758481984851835,0.5322393289835294,-0.22709872775412926,0.7060186994587835,0.062888725684883,0.03350217156271528,767.6301245878626,,,,Standard orthogonal-score DML.,0.5,-0.12508792558397608,0.015646989126902336,1,t5,0.0,False,True,12
score_clipped_dml_q0.95,0.3906176100428385,0.0756187217910094,0.24240763877550592,0.538827581310171,-0.2079388276656916,0.6089905488826165,0.029601738387242765,0.013814144580713294,913.4456638639089,1.406302294942884,0.95,0.03167457960603466,Clipped-score DML using empirical preliminary-score quantile.,0.5,-0.10938238995716149,0.011964507232740541,1,t5,0.0,False,True,12
score_clipped_dml_q0.97,0.3841432620907958,0.07671326305655306,0.23378802936340473,0.5344984948181869,-0.2147761954405869,0.6381198151259884,0.03511630048732281,0.016387606894083986,873.6938959824897,1.709622384173757,0.97,0.01992340586314287,Clipped-score DML using empirical preliminary-score quantile.,0.5,-0.1158567379092042,0.013422783718962033,1,t5,0.0,False,True,12
score_clipped_dml_q0.99,0.3841467495802286,0.07779690562224455,0.23166761645196765,0.5366258827084895,-0.22280301285585818,0.6713191129703342,0.04666596457261285,0.021777450133885996,825.6125124406343,2.3234158597054626,0.99,0.008887566671857791,Clipped-score DML using empirical preliminary-score quantile.,0.5,-0.1158532504197714,0.013421975632826263,1,t5,0.0,False,True,12
score_clipped_dml_q0.995,0.3869375499397109,0.08019220045786285,0.2297637252012833,0.5441113746781385,-0.22472611505377788,0.6979612377170358,0.05929882906557863,0.02983818813123232,784.4306756916751,3.2261444783644384,0.995,0.0021989181375177817,Clipped-score DML using empirical preliminary-score quantile.,0.5,-0.11306245006028909,0.012783117613635365,1,t5,0.0,False,True,12
score_clipped_dml_q0.999,0.3839241987730214,0.08066470580259856,0.22582428057640913,0.5420241169696337,-0.226888284287039,0.7088286367145996,0.06333837479471413,0.033955219672193365,767.1440496120368,3.9265830490716183,0.999,2.519532184301513e-05,Clipped-score DML using empirical preliminary-score quantile.,0.5,-0.11607580122697858,0.013473591630485043,1,t5,0.0,False,True,12
standard_dml,0.42827997208102886,0.07486267445097251,0.28155182637077586,0.5750081177912818,-0.22415456956347685,0.6499179986544827,0.06349213925958108,0.03584326478460571,759.167624245729,,,,Standard orthogonal-score DML.,0.5,-0.07172002791897114,0.005143762404698,1,t5,0.0,False,True,13
outcome_winsorized_dml,0.4289690173417454,0.07009265894821992,0.2915899302225852,0.5663481044609056,-0.22415456956347685,0.6085072562272925,0.04969207930362968,0.025887448464523757,822.2940740958334,,,,Standard orthogonal-score DML.,0.5,-0.07103098265825458,0.005045400497397263,1,t5,0.0,False,True,13
covariate_winsorized_dml,0.425310933169044,0.07516830724800201,0.27798375818411897,0.5726381081539691,-0.223744361853964,0.6513771206884837,0.06313984531542785,0.03588076686900993,755.7839929202298,,,,Standard orthogonal-score DML.,0.5,-0.074689066830956,0.005578456704079011,1,t5,0.0,False,True,13
score_clipped_dml_q0.95,0.447489137728038,0.07012252399303788,0.31005151619663796,0.584926759259438,-0.20563094294537915,0.5584594397179004,0.029318392631952142,0.013681916561577665,904.5463495687387,1.2710328143631817,0.95,0.0286296516736161,Clipped-score DML using empirical preliminary-score quantile.,0.5,-0.052510862271962,0.0027573906565449622,1,t5,0.0,False,True,13
score_clipped_dml_q0.97,0.44055934087356596,0.07093401184094687,0.30153123238637236,0.5795874493607596,-0.212724990979849,0.5844113831707843,0.03470250874725315,0.016194504082051465,866.996062705104,1.541337195352965,0.97,0.018027018991494396,Clipped-score DML using empirical preliminary-score quantile.,0.5,-0.05944065912643404,0.003533191957384926,1,t5,0.0,False,True,13
score_clipped_dml_q0.99,0.4385391493354488,0.0720239036397047,0.2973748921756443,0.5797034064952533,-0.21981623002614487,0.6131716129898771,0.04630275609928069,0.021607952846330988,822.3390578436315,2.1014734121742,0.99,0.008331806999050695,Clipped-score DML using empirical preliminary-score quantile.,0.5,-0.0614608506645512,0.003777436164410264,1,t5,0.0,False,True,13
score_clipped_dml_q0.995,0.43562741115342907,0.0734986798070559,0.29157264582035813,0.5796821764865,-0.2220098896770217,0.6319714934231484,0.056318247197983964,0.028760541119924363,790.6775432282548,2.8268126116566137,0.995,0.0035067933791082264,Clipped-score DML using empirical preliminary-score quantile.,0.5,-0.06437258884657093,0.004143830194809669,1,t5,0.0,False,True,13
score_clipped_dml_q0.999,0.4289749391148075,0.07496520072715707,0.2820458455957638,0.5759040326338511,-0.22351845252646993,0.6489611816796969,0.06317606118535786,0.035518912933446875,760.887664067021,3.8894208192743442,0.999,0.00015533795594711966,Clipped-score DML using empirical preliminary-score quantile.,0.5,-0.0710250608851925,0.005044559273745302,1,t5,0.0,False,True,13
standard_dml,0.6009000879373945,0.08096240414174315,0.4422166917178014,0.7595834841569875,-0.2230193734076183,0.6993130241166904,0.0646381018888804,0.03592217499129652,727.7006408171186,,,,Standard orthogonal-score DML.,0.5,0.10090008793739447,0.010180827745773936,1,t5,0.0,False,True,14
outcome_winsorized_dml,0.5796275473249823,0.07703213181286259,0.42864734331942955,0.7306077513305351,-0.2230193734076183,0.6653652843349054,0.05742100938759223,0.029017301190854317,773.7238171001339,,,,Standard orthogonal-score DML.,0.5,0.07962754732498234,0.006340546292992302,1,t5,0.0,False,True,14
covariate_winsorized_dml,0.5937350769828292,0.08070925673311233,0.4355478405669322,0.7519223133987263,-0.22303431979223093,0.697173182813973,0.06378784004514995,0.03534093064926312,731.5216681089282,,,,Standard orthogonal-score DML.,0.5,0.09373507698282924,0.008786264656976923,1,t5,0.0,False,True,14
score_clipped_dml_q0.95,0.5812519159044086,0.07551589877866909,0.433243474038045,0.7292603577707722,-0.2022933146685535,0.5916509357988012,0.030626852234423525,0.01429253104273098,883.4088301726323,1.3901393738049628,0.95,0.03291276342637279,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.08125191590440861,0.006601873838137089,1,t5,0.0,False,True,14
score_clipped_dml_q0.97,0.5837651859427292,0.07651655275280392,0.4337954983260744,0.733734873559384,-0.20930505159140486,0.6202699414085362,0.036431324512083814,0.01700128477230578,844.4342510643718,1.694915978853402,0.97,0.021585363499260036,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.08376518594272919,0.007016606376019996,1,t5,0.0,False,True,14
score_clipped_dml_q0.99,0.5910233097709128,0.07901429078138224,0.4361581455754284,0.7458884739663971,-0.21703551345835237,0.664174318761702,0.05001234790846228,0.023339095690615725,781.9150850242082,2.3974451277435507,0.99,0.007499128901873263,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.09102330977091277,0.008285242921651545,1,t5,0.0,False,True,14
score_clipped_dml_q0.995,0.5906598143597716,0.07940628748284301,0.43502635074736556,0.7462932779721776,-0.21960980649460576,0.675386305713343,0.05576999315374647,0.026826616859482472,765.4197180036307,2.7724949040090974,0.995,0.0045726420454675395,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.09065981435977155,0.00821920193974824,1,t5,0.0,False,True,14
score_clipped_dml_q0.999,0.595113823253011,0.0803012065371756,0.4377263505250345,0.7525012959809875,-0.22209872278785942,0.6907386560684039,0.06215510291788405,0.033370295465592406,741.8349438603447,3.908062665638526,0.999,0.001285121996114275,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.09511382325301099,0.009046639373805013,1,t5,0.0,False,True,14
standard_dml,0.45677861168887807,0.08444321972248699,0.2912729422942012,0.6222842810835549,-0.22730930765929855,0.7434086889543484,0.06853515802414295,0.03684202942914885,707.7803298238204,,,,Standard orthogonal-score DML.,0.5,-0.04322138831112193,0.0018680884075407877,1,t5,0.0,False,True,15
outcome_winsorized_dml,0.4482277354141988,0.08032578131166669,0.29079209701329156,0.605663373815106,-0.22730930765929855,0.7071601955774068,0.060169273296750814,0.030375070803691676,757.2218828605436,,,,Standard orthogonal-score DML.,0.5,-0.0517722645858012,0.0026803673803422047,1,t5,0.0,False,True,15
covariate_winsorized_dml,0.45063884386782727,0.08445860526395907,0.2851030193659825,0.616174668369672,-0.22670302986383173,0.7415609621777394,0.0682431187464325,0.03657246848716087,707.0517298748338,,,,Standard orthogonal-score DML.,0.5,-0.049361156132172734,0.002436523734704734,1,t5,0.0,False,True,15
score_clipped_dml_q0.95,0.4539737358602683,0.07622172514399317,0.3045818997385306,0.6033655719820059,-0.20754018238186234,0.6126699752014891,0.030556111643022618,0.01425951876674389,885.2384530529204,1.4376871081720493,0.95,0.039963202527766285,Clipped-score DML using empirical preliminary-score quantile.,0.5,-0.04602626413973171,0.002118416990660353,1,t5,0.0,False,True,15
score_clipped_dml_q0.97,0.45830258570357424,0.07827797052785893,0.304880582686083,0.6117245887210655,-0.2143670532407012,0.649895043783939,0.03731202809227401,0.017412279776394538,836.3177793823218,1.810036375854011,0.97,0.025389552401149814,Clipped-score DML using empirical preliminary-score quantile.,0.5,-0.04169741429642576,0.0017386743590077714,1,t5,0.0,False,True,15
score_clipped_dml_q0.99,0.4458754086092,0.08238961882092281,0.28439472302020785,0.6073560941981921,-0.22204495636539553,0.7085312928327384,0.05485520455455498,0.025599095458792322,756.6333056673999,2.7594921269891857,0.99,0.007391526740182137,Clipped-score DML using empirical preliminary-score quantile.,0.5,-0.0541245913908,0.002929471393221062,1,t5,0.0,False,True,15
score_clipped_dml_q0.995,0.45001443239299493,0.08319097036243285,0.2869631266436875,0.6130657381423024,-0.22470072528109952,0.7239795413366081,0.06176783166221632,0.02993421651859372,735.4574550673135,3.250691406588485,0.995,0.0036778745262535926,Clipped-score DML using empirical preliminary-score quantile.,0.5,-0.049985567607005066,0.002498556968994474,1,t5,0.0,False,True,15
score_clipped_dml_q0.999,0.45457356262861703,0.08413506459877727,0.2896718661780627,0.6194752590791714,-0.226797218755701,0.7390271379369371,0.06727974833024812,0.03554540045031491,714.2400495072501,4.31091404370569,0.999,0.0006883912104438312,Clipped-score DML using empirical preliminary-score quantile.,0.5,-0.045426437371382966,0.002063561212256179,1,t5,0.0,False,True,15
standard_dml,0.5161536917477653,0.0807850976858767,0.35781780979589684,0.6744895736996337,-0.21949744880210148,0.6867621646492168,0.06324867322852971,0.03802664781803342,728.972454372371,,,,Standard orthogonal-score DML.,0.5,0.016153691747765264,0.0002609417570818196,1,t5,0.0,False,True,16
outcome_winsorized_dml,0.494239658520519,0.07559777051764803,0.34607075099440493,0.642408566046633,-0.21949744880210148,0.6426641795400249,0.05154160340682173,0.027692825269394067,795.7642539390554,,,,Standard orthogonal-score DML.,0.5,-0.005760341479481013,3.31815339602295e-05,1,t5,0.0,False,True,16
covariate_winsorized_dml,0.5109745585636152,0.08065855354055533,0.3528866985790311,0.6690624185481993,-0.21930823447219447,0.6850953150643688,0.06198191684949547,0.03701715719653697,733.5137744892319,,,,Standard orthogonal-score DML.,0.5,0.010974558563615178,0.00012044093566621923,1,t5,0.0,False,True,16
score_clipped_dml_q0.95,0.5318515652545911,0.07544610549844026,0.3839799157038388,0.6797232148053434,-0.1996193541309991,0.5832907672858596,0.030050227477409566,0.014023439489457798,886.2388227209188,1.3468455909743395,0.95,0.030483603183058837,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.0318515652545911,0.0010145222091674747,1,t5,0.0,False,True,16
score_clipped_dml_q0.97,0.5221222625515294,0.07660180186640607,0.3719854897425004,0.6722590353605584,-0.20660848992479033,0.6129609087256022,0.03568332260598444,0.016652217216126076,845.8027977221279,1.6418829042472411,0.97,0.018503213910546136,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.02212226255152938,0.0004893945003987992,1,t5,0.0,False,True,16
score_clipped_dml_q0.99,0.5142013394051638,0.0771457568236305,0.36299843447076285,0.6654042443395647,-0.2146845603935106,0.6414436137244423,0.04557005544130565,0.0212660258726093,804.894074265262,2.1405085404423905,0.99,0.008865644770810758,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.014201339405163771,0.0002016780409006573,1,t5,0.0,False,True,16
score_clipped_dml_q0.995,0.5139292669638267,0.07704892426952155,0.3629161503480104,0.664942383579643,-0.2170452270222389,0.6476829267652366,0.04918136078762146,0.023672497146235046,795.4645976774219,2.3917717186459564,0.995,0.007080600233496624,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.01392926696382668,0.00019402447814955337,1,t5,0.0,False,True,16
score_clipped_dml_q0.999,0.5183801706003026,0.08019616586560144,0.36119857380552334,0.6755617673950819,-0.21869202532777796,0.6792539640214941,0.06138247986968796,0.036109649504086676,742.2705828561216,4.9449633079537945,0.999,0.0009522496274381277,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.018380170600302614,0.0003378306712962286,1,t5,0.0,False,True,16
standard_dml,0.5029474588144541,0.08117662685187303,0.3438441937983359,0.6620507238305724,-0.21852177679890247,0.6870231220429882,0.06961426154561831,0.04010792756236107,723.0991014712774,,,,Standard orthogonal-score DML.,0.5,0.002947458814454129,8.687513462903341e-06,1,t5,0.0,False,True,17
outcome_winsorized_dml,0.4818167639497557,0.0768373015084118,0.3312184203240234,0.632415107575488,-0.21852177679890247,0.6502980576908444,0.06055062927311555,0.03390963168047818,773.9411999404322,,,,Standard orthogonal-score DML.,0.5,-0.0181832360502443,0.00033063007325890393,1,t5,0.0,False,True,17
covariate_winsorized_dml,0.5081915637270521,0.08098774203365061,0.34945850615187624,0.666924621302228,-0.21806350723629445,0.6839871034418455,0.06790776639500475,0.03850726658453197,728.7737194634545,,,,Standard orthogonal-score DML.,0.5,0.008191563727052098,6.710171629435566e-05,1,t5,0.0,False,True,17
score_clipped_dml_q0.95,0.517587691428766,0.07501073548925553,0.3705693514159647,0.6646060314415674,-0.19834315497918809,0.576217269904503,0.029749891354106616,0.013883282631916415,895.6709184645018,1.3242056864870433,0.95,0.031753636666343364,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.01758769142876604,0.0003093268897934904,1,t5,0.0,False,True,17
score_clipped_dml_q0.97,0.5141655131018915,0.07434299629512472,0.36845591786065235,0.6598751083431307,-0.20556707053164183,0.5918875940132319,0.03300021197135601,0.01540009891996614,873.9598435968032,1.4904289004879432,0.97,0.025230712819020663,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.014165513101891514,0.00020066176143986012,1,t5,0.0,False,True,17
score_clipped_dml_q0.99,0.5139317188293178,0.07781409490829579,0.36141889531947646,0.6664445423391591,-0.21314561122927364,0.6423626700224329,0.05228822972614821,0.024401173872202496,797.27355304552,2.447921403238848,0.99,0.008716196389973611,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.013931718829317763,0.0001940927895391671,1,t5,0.0,False,True,17
score_clipped_dml_q0.995,0.5107439224335385,0.0784495905611601,0.35698555033175133,0.6645022945353256,-0.2151377189469983,0.6536614461116024,0.05790678289952649,0.028090331939101532,779.1284700413672,2.8347649549380995,0.995,0.005922243250362889,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.0107439224335385,0.00011543186925789184,1,t5,0.0,False,True,17
score_clipped_dml_q0.999,0.5009194941200824,0.0805643874777089,0.3430161962272432,0.6588227920129216,-0.21760856705141052,0.6789921107548678,0.06749530125029664,0.037921133892772865,736.9294311520174,4.5813139027528855,0.999,0.0010814616127445707,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.0009194941200824092,8.454694368661239e-07,1,t5,0.0,False,True,17
standard_dml,0.6621464215842318,0.08194510806035449,0.5015369610766941,0.8227558820917694,-0.2206636599289136,0.7003247564532548,0.06817981383359997,0.03839292334226009,709.0509331321139,,,,Standard orthogonal-score DML.,0.5,0.16214642158423176,0.02629146203257142,0,t5,0.0,False,True,18
outcome_winsorized_dml,0.670523236647347,0.07669942892905372,0.5201951183116122,0.8208513549830818,-0.2206636599289136,0.6554937830490293,0.05782303312796428,0.030375414344789742,772.353505514302,,,,Standard orthogonal-score DML.,0.5,0.17052323664734703,0.029078174236687116,0,t5,0.0,False,True,18
covariate_winsorized_dml,0.658363251932848,0.08178853357352768,0.49806067178038865,0.8186658320853073,-0.22027546816031007,0.6977569710193586,0.06692692791286753,0.03711003866044796,710.3686475115719,,,,Standard orthogonal-score DML.,0.5,0.15836325193284795,0.02507891956274667,1,t5,0.0,False,True,18
score_clipped_dml_q0.95,0.6724813666693045,0.07432818029544462,0.5268008102538333,0.8181619230847756,-0.20081536656818627,0.5780908193289419,0.03085989516571685,0.014401284410667865,893.131802868366,1.3761249000934437,0.95,0.035322274247208935,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.17248136666930447,0.029749821848111056,0,t5,0.0,False,True,18
score_clipped_dml_q0.97,0.6776180509240901,0.07603059024570999,0.5286008323191762,0.826635269529004,-0.2082955595306372,0.6133579564258717,0.037530868159446756,0.01751440514107516,842.5940578279705,1.724730991592453,0.97,0.021660909222247823,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.1776180509240901,0.031548172014072666,0,t5,0.0,False,True,18
score_clipped_dml_q0.99,0.6808929977526538,0.07842361295222178,0.5271855408287902,0.8346004546765173,-0.21587031778497115,0.6556701412008233,0.05162027682890071,0.024089462520153662,780.3017527567741,2.44031890544888,0.99,0.00841416509479041,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.18089299775265377,0.0327222766359416,0,t5,0.0,False,True,18
score_clipped_dml_q0.995,0.6778079808686375,0.07917921126910499,0.5226195784569037,0.8329963832803713,-0.21821362233391223,0.6691733849627636,0.0583579408530449,0.02828802094400281,759.9725170821077,2.8863098023582894,0.995,0.005016572109703606,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.17780798086863747,0.03161567806058175,0,t5,0.0,False,True,18
score_clipped_dml_q0.999,0.6722977446952967,0.0801791314464127,0.5151495347486249,0.8294459546419685,-0.2198298867420482,0.6826431129196787,0.06382749721692679,0.03390892838766724,738.9973520497404,3.8431814365641563,0.999,0.002231564209787686,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.17229774469529668,0.029686512827085638,0,t5,0.0,False,True,18
standard_dml,0.5928982228055227,0.08347324837699745,0.4292936623140412,0.7565027832970043,-0.22321910928445854,0.721646176327085,0.06448711885577947,0.038205620729448185,734.1778858411326,,,,Standard orthogonal-score DML.,0.5,0.09289822280552273,0.008630079800424545,1,t5,0.0,False,True,19
outcome_winsorized_dml,0.5632175376056672,0.07792797955652406,0.41048150428690644,0.7159535709244279,-0.22321910928445854,0.6737060024533298,0.05119167455759363,0.02643212511155757,803.8138739345421,,,,Standard orthogonal-score DML.,0.5,0.06321753760566717,0.003996457060923943,1,t5,0.0,False,True,19
covariate_winsorized_dml,0.5801096048286701,0.08329304922542521,0.41685822818431484,0.7433609814730254,-0.222752308621741,0.7185824472474046,0.06467589506043811,0.038463408685569925,732.6624504008378,,,,Standard orthogonal-score DML.,0.5,0.08010960482867013,0.006417548785805689,1,t5,0.0,False,True,19
score_clipped_dml_q0.95,0.5774910549830423,0.07751492510725193,0.42556459350850895,0.7294175164575757,-0.2029862598464523,0.6093931985999924,0.029691133062430836,0.013855862095801056,897.0500126534437,1.3987569576081078,0.95,0.03355367525855366,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.07749105498304232,0.006004863602384888,1,t5,0.0,False,True,19
