estimator,theta,se,ci_low,ci_high,J_hat,score_sd,top1_share,top05_share,ess,tau,q,bias_proxy,notes,true_theta,bias,rmse_component,covered,tail,contamination,weak_overlap,nonlinear,rep
standard_dml,0.6274064384686886,0.07551267026507882,0.47940432437268543,0.7754085525646918,-0.17919975407265581,0.524086372103405,0.07332431285832837,0.04037703737950099,631.7775441797551,,,,Standard orthogonal-score DML.,0.5,0.1274064384686886,0.016232400563275733,1,normal,0.0,True,True,5
outcome_winsorized_dml,0.6260554773189085,0.0748172533798085,0.4794163552722762,0.7726945993655409,-0.17919975407265581,0.5192599170036002,0.07211582333273227,0.03905391457794777,637.0919285349107,,,,Standard orthogonal-score DML.,0.5,0.12605547731890854,0.015889983362097865,1,normal,0.0,True,True,5
covariate_winsorized_dml,0.6218283345918625,0.07551181617578198,0.47382789448012075,0.7698287747036042,-0.17895064685138845,0.5233519153708094,0.0731520776819775,0.04033063354091021,632.2023713307055,,,,Standard orthogonal-score DML.,0.5,0.12182833459186249,0.014842143109426798,1,normal,0.0,True,True,5
score_clipped_dml_q0.95,0.6722367186824733,0.07527802835184443,0.524694494285673,0.8197789430792735,-0.15092239567098265,0.4400150748662709,0.03507870678095859,0.016370063164447345,771.2972919277541,1.106449483646459,0.95,0.02469352375711764,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.17223671868247326,0.02966548726250543,0,normal,0.0,True,True,5
score_clipped_dml_q0.97,0.6680301360852292,0.07492255059355979,0.521184635291972,0.8148756368784864,-0.1593810127004754,0.46248192621577516,0.040550747835200594,0.018923682323093615,735.9647724669372,1.3132025092774284,0.97,0.016286409444189055,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.1680301360852292,0.02823412663282065,0,normal,0.0,True,True,5
score_clipped_dml_q0.99,0.6545100307644713,0.07439540163584685,0.5086977229428193,0.8003223385861233,-0.1713983544905536,0.49385376654928814,0.05520700497986497,0.02576326899060365,684.7843273630416,1.8415309437542815,0.99,0.006515852443312764,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.15451003076447134,0.02387334960683788,0,normal,0.0,True,True,5
score_clipped_dml_q0.995,0.6407677801076431,0.0753065504439864,0.493169653437481,0.7883659067778053,-0.17485371986316758,0.5099801353944077,0.06611993602076331,0.03303299887735528,657.1090155797626,2.3884862847543036,0.995,0.002611396833623434,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.14076778010764313,0.01981556791643377,1,normal,0.0,True,True,5
score_clipped_dml_q0.999,0.6296815824677244,0.07555660577069861,0.48159335636306394,0.777769808572385,-0.17820985389673802,0.521494561363724,0.07222621384485854,0.03924180104958466,636.5854309200009,3.174346124059969,0.999,0.0004054530796622601,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.12968158246772443,0.01681731283133321,1,normal,0.0,True,True,5
standard_dml,0.5258546115124296,0.06561339448574202,0.3972547214169563,0.654454501607903,-0.17915498856843567,0.4552679119007954,0.054695402977714504,0.028844448713810266,728.6453056236134,,,,Standard orthogonal-score DML.,0.5,0.025854611512429626,0.0006684609364586585,1,normal,0.0,True,True,6
outcome_winsorized_dml,0.5207806904431799,0.06526817376134444,0.3928574205342426,0.6487039603521172,-0.17915498856843567,0.4528725485824791,0.05501165792460441,0.028997162340604805,729.2600464700641,,,,Standard orthogonal-score DML.,0.5,0.020780690443179872,0.00043183709529526725,1,normal,0.0,True,True,6
covariate_winsorized_dml,0.5243780527007457,0.06602544350580931,0.39497056136607545,0.6537855440354159,-0.17881127398120217,0.4572480416166259,0.05459090904912855,0.027982146982127244,723.3470374861569,,,,Standard orthogonal-score DML.,0.5,0.024378052700745667,0.0005942894534803332,1,normal,0.0,True,True,6
score_clipped_dml_q0.95,0.5417572621663712,0.06731317999287662,0.4098258536954709,0.6736886706372716,-0.15822465634200236,0.412496149076774,0.03251329111217568,0.015172869185681982,807.7234007105048,0.9838337595080126,0.95,0.014677064449505811,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.04175726216637121,0.0017436689436310566,1,normal,0.0,True,True,6
score_clipped_dml_q0.97,0.5358347613720952,0.06667755406379003,0.4051491568298444,0.6665203659143459,-0.16548228594751652,0.42734320347659094,0.036672693597014354,0.017113923678606698,782.2327510128598,1.13135048199201,0.97,0.008733743520891624,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.03583476137209518,0.001284130122595005,1,normal,0.0,True,True,6
score_clipped_dml_q0.99,0.527571781568897,0.06599363644714734,0.3982266309236583,0.6569169322141356,-0.1739307031385806,0.44455340614222766,0.04620962356257117,0.021564490995866548,750.7083717324492,1.4527857110313047,0.99,0.002821584872032587,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.027571781568896947,0.0007602031388829654,1,normal,0.0,True,True,6
score_clipped_dml_q0.995,0.5254600246943165,0.06558728330331695,0.3969113115759901,0.6540087378126429,-0.17649990142115732,0.44834232435518195,0.049597763067302875,0.0236091019705479,743.2793754748308,1.5961291327035902,0.995,0.0017013425734886856,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.02546002469431652,0.0006482128574352069,1,normal,0.0,True,True,6
score_clipped_dml_q0.999,0.5265217554896079,0.06577449483962007,0.39760611450263694,0.6554373964765788,-0.1784949253987023,0.45470426154938176,0.05433634634656863,0.028474460725263145,729.9191376909998,2.0676319047454683,0.999,0.00012075249692069167,Clipped-score DML using empirical preliminary-score quantile.,0.5,0.02652175548960789,0.0007034035142505462,1,normal,0.0,True,True,6
standard_dml,0.5728004170568376,0.07323792267352575,0.4292567263141977,0.7163441077994774,-0.18535926136304673,0.5257701636061325,0.07059490163290333,0.0389993106161925,635.5790103834707,,,,Standard orthogonal-score DML.,0.5,0.0728004170568376,0.005299900723649491,1,normal,0.0,True,True,7
outcome_winsorized_dml,0.5638102861739392,0.0724668368962227,0.4217778957838044,0.7058426765640741,-0.18535926136304673,0.5202345902243722,0.06957563546909681,0.0383006983529841,641.295527551081,,,,Standard orthogonal-score DML.,0.5,0.06381028617393925,0.004071752621600022,1,normal,0.0,True,True,7
