rep,dgp,learner,strategy,winsor_level,theta_hat,se,ci_lo,ci_hi,denom_E_Dres2
30,contamination,rf_rf,S4_honest_winsor,0.05,1.102931227173411,0.3926722047762806,0.3332937058119011,1.872568748534921,0.23785132160774772
30,student_t_df3,lasso_logit,S1_data_winsor,0.01,0.48173251073104006,0.10765419671533921,0.27073028516897524,0.6927347362931049,0.2441924641595983
30,student_t_df3,lasso_logit,S4_honest_winsor,0.01,0.508355398847729,0.15793385676167954,0.19880503959483709,0.8179057581006208,0.2440673774679547
30,student_t_df3,lasso_logit,S1_data_winsor,0.05,0.47556534881668855,0.0946805317279746,0.28999150662985834,0.6611391910035187,0.2448557002808233
30,student_t_df3,lasso_logit,S4_honest_winsor,0.05,0.5218691553710687,0.15197029897219944,0.22400736938555782,0.8197309413565796,0.24485676713654447
30,student_t_df3,rf_rf,S1_data_winsor,0.01,0.5062756349890501,0.09894948058447012,0.31233465304348873,0.7002166169346116,0.24177832784807982
30,student_t_df3,rf_rf,S4_honest_winsor,0.01,0.5228228972576953,0.1345936427844928,0.2590193574000894,0.7866264371153011,0.24177832784807982
30,student_t_df3,rf_rf,S1_data_winsor,0.05,0.4708902618219522,0.08568545494393363,0.3029467701318423,0.6388337535120621,0.2420526157274469
30,student_t_df3,rf_rf,S4_honest_winsor,0.05,0.5307151532974768,0.13526109128886862,0.26560341437129426,0.7958268922236593,0.24203519933505485
31,contamination,lasso_logit,S1_data_winsor,0.01,0.6190856814928707,0.19939743789552977,0.22826670321763232,1.0099046597681092,0.22229427255009904
31,contamination,lasso_logit,S4_honest_winsor,0.01,0.7362899184617305,0.4040032489595144,-0.05555644949891769,1.5281362864223786,0.22215336476259245
31,contamination,lasso_logit,S1_data_winsor,0.05,0.3954495596795371,0.08576347869211781,0.22735314144298618,0.5635459779160881,0.22127193093356953
31,contamination,lasso_logit,S4_honest_winsor,0.05,0.7156866971658653,0.40798962198295663,-0.08397296192072967,1.5153463562524603,0.22123087949284695
31,contamination,rf_rf,S1_data_winsor,0.01,0.6421795027251321,0.1938490676939877,0.2622353300449163,1.022123675405348,0.2289073120972267
31,contamination,rf_rf,S4_honest_winsor,0.01,0.8424758238139222,0.3813357191893591,0.09505781420277837,1.5898938334250658,0.2289073120972267
31,contamination,rf_rf,S1_data_winsor,0.05,0.4006779421367006,0.07767554700244589,0.24843387001190667,0.5529220142614946,0.2289856713140501
31,contamination,rf_rf,S4_honest_winsor,0.05,0.9134223592282219,0.38021443810444394,0.16820206054351183,1.658642657912932,0.22893007080650463
31,student_t_df3,lasso_logit,S1_data_winsor,0.01,0.3866320066100512,0.10076493175243596,0.18913274037527672,0.5841312728448257,0.2282122805137633
31,student_t_df3,lasso_logit,S4_honest_winsor,0.01,0.3801189052049709,0.107444463869655,0.16952775602044706,0.5907100543894948,0.22830909678799804
31,student_t_df3,lasso_logit,S1_data_winsor,0.05,0.37756636589463377,0.09028534290326067,0.20060709380424288,0.5545256379850246,0.22905322413612958
31,student_t_df3,lasso_logit,S4_honest_winsor,0.05,0.3878867667579711,0.10702283863968444,0.17812200302418962,0.5976515304917527,0.2289620925154561
31,student_t_df3,rf_rf,S1_data_winsor,0.01,0.3770503521215572,0.1003298593119219,0.18040382787019027,0.5736968763729241,0.23042791134964402
31,student_t_df3,rf_rf,S4_honest_winsor,0.01,0.37077053779131286,0.10804404293829276,0.15900421363225906,0.5825368619503667,0.23042791134964402
31,student_t_df3,rf_rf,S1_data_winsor,0.05,0.3669755089311491,0.08935544172931935,0.19183884314168317,0.542112174720615,0.23070863390660962
31,student_t_df3,rf_rf,S4_honest_winsor,0.05,0.3992375403272789,0.10757565816869565,0.18838925031663542,0.6100858303379223,0.2307149810341781
32,contamination,lasso_logit,S1_data_winsor,0.01,0.5614050510725453,0.23137323429184664,0.10791351186052595,1.0148965902845648,0.22819753085776032
32,contamination,lasso_logit,S4_honest_winsor,0.01,0.46317993949024583,0.35272876679523957,-0.22816844342842368,1.1545283224089153,0.22810805201963705
32,contamination,lasso_logit,S1_data_winsor,0.05,0.3886851858778753,0.08059669191546766,0.2307156697235587,0.5466547020321919,0.22892410268730398
32,contamination,lasso_logit,S4_honest_winsor,0.05,0.469589897172303,0.35256610459906285,-0.22143966784186014,1.160619462186466,0.22881557067305192
32,contamination,rf_rf,S1_data_winsor,0.01,0.5431041448969943,0.2391185557109765,0.07443177570348036,1.0117765140905082,0.23049349809027855
32,contamination,rf_rf,S4_honest_winsor,0.01,0.45220833175622666,0.3650653340599019,-0.263319723001181,1.1677363865136343,0.23049349809027855
32,contamination,rf_rf,S1_data_winsor,0.05,0.37036633261155566,0.07676042754832763,0.21991589461683353,0.5208167706062778,0.23136082262454305
32,contamination,rf_rf,S4_honest_winsor,0.05,0.5311915325212319,0.3572814210324816,-0.1690800527024321,1.2314631177448958,0.23119569154078914
32,student_t_df3,lasso_logit,S1_data_winsor,0.01,0.6329278542692239,0.09814437310758377,0.4405648829783597,0.8252908255600881,0.24182221819460056
32,student_t_df3,lasso_logit,S4_honest_winsor,0.01,0.7373581768498654,0.12322000018692007,0.49584697648350207,0.9788693772162287,0.2418032348439483
32,student_t_df3,lasso_logit,S1_data_winsor,0.05,0.5759842766114692,0.08829842795131843,0.40291935782688515,0.7490491953960533,0.24244887338187282
32,student_t_df3,lasso_logit,S4_honest_winsor,0.05,0.7690976848594682,0.12327740163946208,0.5274739776461225,1.0107213920728138,0.2425314970902998
32,student_t_df3,rf_rf,S1_data_winsor,0.01,0.6309222575745383,0.10111822859475438,0.43273052952881974,0.829113985620257,0.2380068459182962
32,student_t_df3,rf_rf,S4_honest_winsor,0.01,0.7551354125849508,0.13032324482220528,0.49970185273342843,1.010568972436473,0.2380068459182962
32,student_t_df3,rf_rf,S1_data_winsor,0.05,0.5452279803981305,0.08884187850621661,0.37109789852594594,0.7193580622703151,0.23795537442949932
32,student_t_df3,rf_rf,S4_honest_winsor,0.05,0.7910277450359067,0.1321712085740419,0.5319721762307845,1.0500833138410288,0.2380818569031065
33,contamination,lasso_logit,S1_data_winsor,0.01,0.46878111013220347,0.2530390238078749,-0.027175376531231366,0.9647375967956383,0.2330901562713698
33,contamination,lasso_logit,S4_honest_winsor,0.01,0.49268072874893193,0.3778435625054063,-0.24789265376166442,1.2332541112595283,0.2330039671458935
33,contamination,lasso_logit,S1_data_winsor,0.05,0.4791984277645467,0.08844382208173192,0.3058485364843521,0.6525483190447412,0.2327805694018544
33,contamination,lasso_logit,S4_honest_winsor,0.05,0.5128166097585022,0.376905540331765,-0.2259182492917572,1.2515514688087617,0.23276806279668966
33,contamination,rf_rf,S1_data_winsor,0.01,0.44831140413886383,0.2503847427564665,-0.04244269166381048,0.9390654999415382,0.22977439206113007
33,contamination,rf_rf,S4_honest_winsor,0.01,0.4645082867770305,0.36690634477150863,-0.2546281489751264,1.1836447225291873,0.22977439206113007
33,contamination,rf_rf,S1_data_winsor,0.05,0.47449808733930526,0.08614189783708781,0.30565996757861313,0.6433362070999974,0.2297314267893354
33,contamination,rf_rf,S4_honest_winsor,0.05,0.5034997761795248,0.36887099023551295,-0.21948736468208063,1.22648691704113,0.2297305851650176
33,student_t_df3,lasso_logit,S1_data_winsor,0.01,0.40479774146922726,0.10043377514478491,0.20794754218544884,0.6016479407530057,0.23101893351298453
33,student_t_df3,lasso_logit,S4_honest_winsor,0.01,0.4172234425253032,0.11100066587576234,0.199662137408809,0.6347847476417974,0.2307706051400255
33,student_t_df3,lasso_logit,S1_data_winsor,0.05,0.3687232451709261,0.08864383391334826,0.19498133070076348,0.5424651596410887,0.23111395928142553
33,student_t_df3,lasso_logit,S4_honest_winsor,0.05,0.40418657505380023,0.11198262943491129,0.1847006213613741,0.6236725287462264,0.23101460925361966
33,student_t_df3,rf_rf,S1_data_winsor,0.01,0.43191487122566447,0.0964019662249809,0.2429670174247019,0.620862725026627,0.23078659419817749
33,student_t_df3,rf_rf,S4_honest_winsor,0.01,0.4484754851567778,0.10785615758174182,0.23707741629656387,0.6598735540169918,0.23078659419817749
33,student_t_df3,rf_rf,S1_data_winsor,0.05,0.3942311088831944,0.08389009414575857,0.22980652435750762,0.5586556934088812,0.23082638943982567
33,student_t_df3,rf_rf,S4_honest_winsor,0.05,0.4580005894635234,0.10760791674597409,0.2470890726414142,0.6689121062856326,0.23075381693991226
34,contamination,lasso_logit,S1_data_winsor,0.01,0.1879616246068053,0.17315349466155805,-0.15141922492984847,0.527342474143459,0.23116180475822848
34,contamination,lasso_logit,S4_honest_winsor,0.01,-0.024182284914227373,0.27610776566828377,-0.5653535056240635,0.5169889357956088,0.2311485620500927
34,contamination,lasso_logit,S1_data_winsor,0.05,0.3187695243408588,0.07866377817471906,0.16458851911840947,0.4729505295633082,0.23272472839680594
34,contamination,lasso_logit,S4_honest_winsor,0.05,-0.025302650793440268,0.26917665308673866,-0.552888890843448,0.5022835892565675,0.23272020841842417
34,contamination,rf_rf,S1_data_winsor,0.01,0.275952404713462,0.18081314425070552,-0.07844135801792079,0.6303461674448447,0.2370978292780681
34,contamination,rf_rf,S4_honest_winsor,0.01,0.1069170998502446,0.26172709504131736,-0.4060680064307374,0.6199022061312266,0.2370978292780681
34,contamination,rf_rf,S1_data_winsor,0.05,0.3640502691006747,0.07590667159924577,0.21527319276615295,0.5128273454351964,0.2368481951429001
34,contamination,rf_rf,S4_honest_winsor,0.05,0.13051829328235812,0.2582458434730801,-0.37564355992487886,0.636680146489595,0.23702887342816217
34,student_t_df3,lasso_logit,S1_data_winsor,0.01,0.42834690017008686,0.10115272784034529,0.2300875536030101,0.6266062467371636,0.23398024294718797
34,student_t_df3,lasso_logit,S4_honest_winsor,0.01,0.4768677131029207,0.10627716529138176,0.2685644691318124,0.685170957074029,0.2338119677355441
34,student_t_df3,lasso_logit,S1_data_winsor,0.05,0.3641692905792453,0.08706008057178558,0.19353153265854559,0.534807048499945,0.23380237325943348
34,student_t_df3,lasso_logit,S4_honest_winsor,0.05,0.4918952568639374,0.10705520010936238,0.2820670646495872,0.7017234490782877,0.23373938679944878
34,student_t_df3,rf_rf,S1_data_winsor,0.01,0.44667306270370166,0.09912960217516932,0.2523790424403698,0.6409670829670335,0.2322000932892081
34,student_t_df3,rf_rf,S4_honest_winsor,0.01,0.513475894654218,0.10646468799561658,0.3048051061828094,0.7221466831256265,0.2322000932892081
34,student_t_df3,rf_rf,S1_data_winsor,0.05,0.3706919252553104,0.08516401159438534,0.20377046253031514,0.5376133879803057,0.23214029620763493
34,student_t_df3,rf_rf,S4_honest_winsor,0.05,0.5455922440668215,0.10692925756087485,0.3360108992475068,0.7551735888861362,0.23231131898409957
35,contamination,lasso_logit,S1_data_winsor,0.01,0.16568613686591005,0.2744422460926673,-0.37222066547571786,0.703592939207538,0.24034491596432184
35,contamination,lasso_logit,S4_honest_winsor,0.01,0.4627069871143857,0.4224255936411869,-0.36524717642234067,1.290661150651112,0.24034568523912384
35,contamination,lasso_logit,S1_data_winsor,0.05,0.2524782334334495,0.08226043319159002,0.09124778437793307,0.4137086824889659,0.241196108226925
35,contamination,lasso_logit,S4_honest_winsor,0.05,0.4650451662734482,0.4195525343319028,-0.35727780101708123,1.2873681335639777,0.24117340416758776
35,contamination,rf_rf,S1_data_winsor,0.01,0.20955211990504558,0.2599186126913377,-0.29988836096997634,0.7189926007800675,0.24101379512462323
35,contamination,rf_rf,S4_honest_winsor,0.01,0.4705594263153291,0.3829543561833902,-0.28003111180411566,1.2211499644347739,0.24101379512462323
35,contamination,rf_rf,S1_data_winsor,0.05,0.343556582847781,0.07926354960161633,0.18820002562861302,0.498913140066949,0.24140307842046713
35,contamination,rf_rf,S4_honest_winsor,0.05,0.5245464410230006,0.38543518475438526,-0.2309065210955945,1.2799994031415958,0.24152501156600564
35,student_t_df3,lasso_logit,S1_data_winsor,0.01,0.3320550869911581,0.10205294199322895,0.13203132068442935,0.5320788532978868,0.23268044713554314
35,student_t_df3,lasso_logit,S4_honest_winsor,0.01,0.33011106955791875,0.10418195668284261,0.12591443445954723,0.5343077046562903,0.23267814640307027
35,student_t_df3,lasso_logit,S1_data_winsor,0.05,0.3429406409142624,0.09096365874032211,0.16465186978323107,0.5212294120452937,0.23473189415615509
35,student_t_df3,lasso_logit,S4_honest_winsor,0.05,0.34302833081913114,0.10333620909559188,0.14048936099177106,0.5455673006464912,0.2346105848844495
35,student_t_df3,rf_rf,S1_data_winsor,0.01,0.3431474087141812,0.09840258768032334,0.15027833686074746,0.536016480567615,0.2292630996181581
35,student_t_df3,rf_rf,S4_honest_winsor,0.01,0.3462258756677189,0.10141179431794835,0.14745875880454015,0.5449929925308976,0.2292630996181581
35,student_t_df3,rf_rf,S1_data_winsor,0.05,0.3522740708229852,0.08719027125720677,0.18138113915885992,0.5231670024871105,0.23056683238959794
35,student_t_df3,rf_rf,S4_honest_winsor,0.05,0.38075177331948457,0.10148192002699184,0.18184721006658056,0.5796563365723886,0.23081345510515258
36,contamination,lasso_logit,S1_data_winsor,0.01,0.5286567371788587,0.23095252391120463,0.07598979031289765,0.9813236840448198,0.23186321200040874
36,contamination,lasso_logit,S4_honest_winsor,0.01,0.6809327377454847,0.30968188975349625,0.07395623382863203,1.2879092416623372,0.23173220015784943
36,contamination,lasso_logit,S1_data_winsor,0.05,0.44356645696318314,0.08961828080395173,0.26791462658743775,0.6192182873389285,0.23235535558331444
36,contamination,lasso_logit,S4_honest_winsor,0.05,0.7400007022645364,0.31159393983280015,0.12927658019224808,1.3507248243368246,0.2322929220463642
36,contamination,rf_rf,S1_data_winsor,0.01,0.5539814330194451,0.22961817458118758,0.1039298108403175,1.0040330551985728,0.23488366253043905
36,contamination,rf_rf,S4_honest_winsor,0.01,0.7488713073491008,0.3037503516818488,0.15352061805267725,1.3442219966455244,0.23488366253043905
36,contamination,rf_rf,S1_data_winsor,0.05,0.47727307524025364,0.08441378873610997,0.31182204931747814,0.6427241011630291,0.2355867961530105
36,contamination,rf_rf,S4_honest_winsor,0.05,0.8643354236334685,0.30168474522409716,0.2730333229942381,1.4556375242726989,0.23549434335199287
36,student_t_df3,lasso_logit,S1_data_winsor,0.01,0.47000193499083986,0.10489274065788518,0.26441216330138495,0.6755917066802948,0.23771440420022633
36,student_t_df3,lasso_logit,S4_honest_winsor,0.01,0.4733119080832857,0.12388230827229785,0.23050258386958195,0.7161212322969894,0.23758753643034408
36,student_t_df3,lasso_logit,S1_data_winsor,0.05,0.43857153876901683,0.09043748128430139,0.2613140754517861,0.6158290020862476,0.23729046573323853
36,student_t_df3,lasso_logit,S4_honest_winsor,0.05,0.47690422828857243,0.12351755918552484,0.23480981228494374,0.7189986442922012,0.2371955782771701
36,student_t_df3,rf_rf,S1_data_winsor,0.01,0.4746528814326558,0.10111472055323159,0.2764680291483219,0.6728377337169897,0.23546608943549155
36,student_t_df3,rf_rf,S4_honest_winsor,0.01,0.46902016699145505,0.12217850863766867,0.22955029006162445,0.7084900439212857,0.23546608943549155
36,student_t_df3,rf_rf,S1_data_winsor,0.05,0.4599504337610608,0.08649403917206748,0.2904221169838086,0.629478750538313,0.2358227581040286
36,student_t_df3,rf_rf,S4_honest_winsor,0.05,0.5008460606865878,0.12245250801788932,0.2608391449715247,0.7408529764016508,0.23595254037796223
37,contamination,lasso_logit,S1_data_winsor,0.01,0.6213480584631188,0.2996473865284298,0.034039180867396324,1.2086569360588413,0.23962702735774757
37,contamination,lasso_logit,S4_honest_winsor,0.01,0.7048446874296223,0.3909195061337442,-0.06135754459251641,1.4710469194517608,0.23949344322880545
37,contamination,lasso_logit,S1_data_winsor,0.05,0.45245051801449443,0.08934210858722993,0.27733998518352376,0.6275610508454651,0.2406123352273341
37,contamination,lasso_logit,S4_honest_winsor,0.05,0.7204882702131614,0.3881161575320017,-0.04021939854956191,1.4811959389758846,0.24074320167412583
37,contamination,rf_rf,S1_data_winsor,0.01,0.6090622623080948,0.3113686665254071,-0.001220324081703139,1.2193448486978928,0.24220028821176054
37,contamination,rf_rf,S4_honest_winsor,0.01,0.6691272514789574,0.39915696969445136,-0.11322040912216724,1.4514749120800818,0.24220028821176054
37,contamination,rf_rf,S1_data_winsor,0.05,0.43098347347208954,0.08218718329708423,0.26989659420980444,0.5920703527343747,0.2417174419515716
37,contamination,rf_rf,S4_honest_winsor,0.05,0.6438094578531288,0.3971636493806792,-0.1346312949330024,1.42225021063926,0.2415920711834521
37,student_t_df3,lasso_logit,S1_data_winsor,0.01,0.4124905661251777,0.10000827475639003,0.21647434760265324,0.6085067846477021,0.2303054892152869
37,student_t_df3,lasso_logit,S4_honest_winsor,0.01,0.43584034392612664,0.106754611110555,0.22660130614943885,0.6450793817028144,0.23029859437649117
37,student_t_df3,lasso_logit,S1_data_winsor,0.05,0.38307814407270435,0.09077584479667948,0.20515748827121258,0.5609987998741961,0.2316015647961715
37,student_t_df3,lasso_logit,S4_honest_winsor,0.05,0.440054630896108,0.10744982577400355,0.22945297237906107,0.650656289413155,0.2315593734349754
37,student_t_df3,rf_rf,S1_data_winsor,0.01,0.42371839430855723,0.09575279295232872,0.23604292012199296,0.6113938684951215,0.2348896764336525
37,student_t_df3,rf_rf,S4_honest_winsor,0.01,0.45750587639845297,0.10316468862364943,0.25530308669610013,0.6597086661008058,0.2348896764336525
37,student_t_df3,rf_rf,S1_data_winsor,0.05,0.40323525075766425,0.08585863707952308,0.234952322081799,0.5715181794335296,0.2354471259025591
37,student_t_df3,rf_rf,S4_honest_winsor,0.05,0.5063710768873162,0.10361925302932498,0.30327734094983927,0.7094648128247931,0.23550896470707794
38,contamination,lasso_logit,S1_data_winsor,0.01,0.99472747276565,0.2621661615939271,0.4808817960415529,1.508573149489747,0.2468636921360431
38,contamination,lasso_logit,S4_honest_winsor,0.01,1.0622124560476445,0.3920097249423799,0.29387339516057986,1.830551516934709,0.2468778471394203
38,contamination,lasso_logit,S1_data_winsor,0.05,0.5842820617468962,0.08415450719841244,0.41933922763800785,0.7492248958557846,0.24760590733105067
38,contamination,lasso_logit,S4_honest_winsor,0.05,1.0134560387557945,0.39062541994694155,0.24783021565978902,1.7790818618517998,0.24767564944869885
38,contamination,rf_rf,S1_data_winsor,0.01,0.9267733208139677,0.2693594253776158,0.3988288470738407,1.4547177945540946,0.24111496163703056
38,contamination,rf_rf,S4_honest_winsor,0.01,0.9352219421240184,0.391123211970766,0.16862044666131715,1.7018234375867198,0.24111496163703056
38,contamination,rf_rf,S1_data_winsor,0.05,0.5673488759209653,0.07956062032503751,0.4114100600838918,0.7232876917580388,0.24086691121801132
38,contamination,rf_rf,S4_honest_winsor,0.05,0.952955951165335,0.39385918918003066,0.180991940372475,1.7249199619581952,0.24094181357833316
38,student_t_df3,lasso_logit,S1_data_winsor,0.01,0.41304735701739714,0.10204204557113865,0.2130449476979654,0.6130497663368288,0.24170905526192343
38,student_t_df3,lasso_logit,S4_honest_winsor,0.01,0.41380833859882543,0.10671321899507916,0.20465042936847028,0.6229662478291806,0.24162262529017478
38,student_t_df3,lasso_logit,S1_data_winsor,0.05,0.37087280703867886,0.08956478228130017,0.19532583376733054,0.5464197803100272,0.24259868916881805
38,student_t_df3,lasso_logit,S4_honest_winsor,0.05,0.42651758124790773,0.10728330292685487,0.21624230751127219,0.6367928549845433,0.24260631406436936
38,student_t_df3,rf_rf,S1_data_winsor,0.01,0.47537014931040106,0.10057205709780462,0.278248917398704,0.6724913812220981,0.23717199169260111
38,student_t_df3,rf_rf,S4_honest_winsor,0.01,0.48481974076969825,0.10510297173699498,0.2788179161651881,0.6908215653742085,0.23717199169260111
38,student_t_df3,rf_rf,S1_data_winsor,0.05,0.4173977444627196,0.08832574087409698,0.24427929234948953,0.5905161965759497,0.23663835232636535
38,student_t_df3,rf_rf,S4_honest_winsor,0.05,0.52532309235474,0.10601448696874667,0.3175346978959965,0.7331114868134834,0.23682041745537857
39,contamination,lasso_logit,S1_data_winsor,0.01,0.5236586468705529,0.19359559185491623,0.14421128683491707,0.9031060069061887,0.23887502957013387
39,contamination,lasso_logit,S4_honest_winsor,0.01,0.7296676861626891,0.2999904236497944,0.14168645580909212,1.3176489165162861,0.2388138843932551
39,contamination,lasso_logit,S1_data_winsor,0.05,0.3710726223229739,0.08016209575337839,0.21395491464635225,0.5281903299995956,0.23952979669581537
39,contamination,lasso_logit,S4_honest_winsor,0.05,0.7465104378361446,0.3029124086855087,0.15280211681254752,1.3402187588597416,0.23954872640122737
39,contamination,rf_rf,S1_data_winsor,0.01,0.5129807899400124,0.18884419636849809,0.14284616505775616,0.8831154148222686,0.23699641736028002
39,contamination,rf_rf,S4_honest_winsor,0.01,0.7588113053229927,0.3078599294865938,0.1554058435292689,1.3622167671167165,0.23699641736028002
39,contamination,rf_rf,S1_data_winsor,0.05,0.37293322972882714,0.07471607453302914,0.22648972364409004,0.5193767358135642,0.2367421010314203
39,contamination,rf_rf,S4_honest_winsor,0.05,0.774205975956989,0.3051025491885692,0.17620497954739334,1.3722069723665848,0.23660645243306822
39,student_t_df3,lasso_logit,S1_data_winsor,0.01,0.3704648472943219,0.11270771407549275,0.1495577277063561,0.5913719668822877,0.22817825656494267
39,student_t_df3,lasso_logit,S4_honest_winsor,0.01,0.3864156016724184,0.11980628018074929,0.1515952925181498,0.6212359108266869,0.22817348117405553
39,student_t_df3,lasso_logit,S1_data_winsor,0.05,0.3544349672741067,0.09740797029873537,0.1635153454885854,0.5453545890596281,0.22892969065214375
39,student_t_df3,lasso_logit,S4_honest_winsor,0.05,0.3865431940139244,0.11794855347277762,0.15536402920728026,0.6177223588205685,0.22892438351935748
39,student_t_df3,rf_rf,S1_data_winsor,0.01,0.4300993285409638,0.10753907520135446,0.21932274114630904,0.6408759159356185,0.22939737813863517
39,student_t_df3,rf_rf,S4_honest_winsor,0.01,0.4459105796431658,0.11402699413688377,0.22241767113487362,0.669403488151458,0.22939737813863517
39,student_t_df3,rf_rf,S1_data_winsor,0.05,0.39105665954851804,0.09392092908981654,0.2069716385324776,0.5751416805645585,0.23052648611417037
39,student_t_df3,rf_rf,S4_honest_winsor,0.05,0.44319895992320213,0.11439425923834867,0.21898621181603872,0.6674117080303655,0.2305066786948098
40,contamination,lasso_logit,S1_data_winsor,0.01,0.5061849071569136,0.19530955768514302,0.12337817409403323,0.8889916402197939,0.24213686741663099
40,contamination,lasso_logit,S4_honest_winsor,0.01,0.4717068227895611,0.30151494966229675,-0.11926247854854055,1.0626761241276628,0.24210471532826283
40,contamination,lasso_logit,S1_data_winsor,0.05,0.5190011582003856,0.08314327325043568,0.35604034262953166,0.6819619737712396,0.24356900509330767
40,contamination,lasso_logit,S4_honest_winsor,0.05,0.46737546061173507,0.2997640653697991,-0.12016210751307121,1.0549130287365414,0.24356611811160833
40,contamination,rf_rf,S1_data_winsor,0.01,0.39627739799730444,0.19510703620285128,0.013867607039715957,0.778687188954893,0.23863689578370645
40,contamination,rf_rf,S4_honest_winsor,0.01,0.32956492186025116,0.27932036051554343,-0.2179029847502139,0.8770328284707163,0.23863689578370645
40,contamination,rf_rf,S1_data_winsor,0.05,0.4777225744116667,0.07786756333311838,0.32510215027875466,0.6303429985445788,0.23880022558468125
40,contamination,rf_rf,S4_honest_winsor,0.05,0.35503588350832865,0.28004086157045693,-0.19384420516976691,0.9039159721864243,0.23850099299553984
40,student_t_df3,lasso_logit,S1_data_winsor,0.01,0.4800882071490102,0.10481660079304286,0.27464766959464615,0.6855287447033742,0.22870981850954963
40,student_t_df3,lasso_logit,S4_honest_winsor,0.01,0.4778773437209113,0.11306125711359157,0.25627727977827186,0.6994774076635507,0.22870499937959002
40,student_t_df3,lasso_logit,S1_data_winsor,0.05,0.47215038903751544,0.09491166223893868,0.28612353104919563,0.6581772470258352,0.22976273445992315
40,student_t_df3,lasso_logit,S4_honest_winsor,0.05,0.5032092353892644,0.11337876582730753,0.2809868543677417,0.7254316164107872,0.22979077425724725
40,student_t_df3,rf_rf,S1_data_winsor,0.01,0.5097905018521798,0.10219745745224389,0.30948348524578173,0.7100975184585778,0.2339823228851056
40,student_t_df3,rf_rf,S4_honest_winsor,0.01,0.5281972102298226,0.11283779767944613,0.3070351267781082,0.749359293681537,0.2339823228851056
40,student_t_df3,rf_rf,S1_data_winsor,0.05,0.4945885136879171,0.09074251678537183,0.31673318078858836,0.6724438465872459,0.23480333670797437
40,student_t_df3,rf_rf,S4_honest_winsor,0.05,0.5617147672879118,0.11237577272801744,0.3414582527409976,0.781971281834826,0.23484862658287783
41,contamination,lasso_logit,S1_data_winsor,0.01,0.28269493274470586,0.196998396915305,-0.10342192520929189,0.6688117906987037,0.24002623978985344
41,contamination,lasso_logit,S4_honest_winsor,0.01,0.1320136996816415,0.3118337436799942,-0.4791804379311471,0.7432078372944302,0.23990076958385573
41,contamination,lasso_logit,S1_data_winsor,0.05,0.37137917215739435,0.08347557938141696,0.20776703656981713,0.5349913077449716,0.2416261882482658
41,contamination,lasso_logit,S4_honest_winsor,0.05,0.13917359365407034,0.3140931716104938,-0.47644902270249756,0.7547962100106382,0.24166086235081383
41,contamination,rf_rf,S1_data_winsor,0.01,0.23999688250940793,0.209973950890116,-0.17155206123521943,0.6515458262540352,0.2371909224672107
41,contamination,rf_rf,S4_honest_winsor,0.01,0.1132157369065153,0.3290097845989542,-0.5316434409074349,0.7580749147204655,0.2371909224672107
41,contamination,rf_rf,S1_data_winsor,0.05,0.3642553365325078,0.08113742657503724,0.2052259804454348,0.5232846926195808,0.23782457251867814
41,contamination,rf_rf,S4_honest_winsor,0.05,0.18445175249215892,0.3259843767193612,-0.45447762587778895,0.8233811308621068,0.23776375195463836
41,student_t_df3,lasso_logit,S1_data_winsor,0.01,0.20157240862531817,0.11830650792793153,-0.030308346913427625,0.433453164164064,0.23990509709571672
41,student_t_df3,lasso_logit,S4_honest_winsor,0.01,0.16880018267697597,0.13110449654090442,-0.0881646305431967,0.42576499589714867,0.23993781454585744
41,student_t_df3,lasso_logit,S1_data_winsor,0.05,0.27240767942466754,0.09659466820753317,0.08308212973790255,0.46173322911143255,0.2415723659863628
41,student_t_df3,lasso_logit,S4_honest_winsor,0.05,0.18242595790765592,0.1313639935953299,-0.07504746953919067,0.4398993853545025,0.24151267763205606
41,student_t_df3,rf_rf,S1_data_winsor,0.01,0.2871298970354106,0.11081458117788352,0.06993331792675889,0.5043264761440622,0.23219810021503592
41,student_t_df3,rf_rf,S4_honest_winsor,0.01,0.2488821795933872,0.1228641538866628,0.008068437975528114,0.4896959212112463,0.23219810021503592
41,student_t_df3,rf_rf,S1_data_winsor,0.05,0.3528790943027809,0.09219348601993713,0.17217986170370414,0.5335783269018577,0.23240252672403683
41,student_t_df3,rf_rf,S4_honest_winsor,0.05,0.27878909877155567,0.12378173429975521,0.03617689954403547,0.5214012979990759,0.23236655757042415
42,contamination,lasso_logit,S1_data_winsor,0.01,0.1802936948283446,0.2401766109798924,-0.29045246269224456,0.6510398523489337,0.23512667296188253
42,contamination,lasso_logit,S4_honest_winsor,0.01,-0.10282798541158601,0.4224643471355955,-0.9308581057973532,0.7252021349741812,0.23502523728916166
42,contamination,lasso_logit,S1_data_winsor,0.05,0.385723927208219,0.08329154562726704,0.22247249777877562,0.5489753566376624,0.2357340591383687
42,contamination,lasso_logit,S4_honest_winsor,0.05,-0.12849378525866745,0.41952087291757667,-0.9507546961771176,0.6937671256597828,0.2356767422564224
42,contamination,rf_rf,S1_data_winsor,0.01,0.13274789745465235,0.23545286526969147,-0.3287397184739429,0.5942355133832476,0.2351384888298829
42,contamination,rf_rf,S4_honest_winsor,0.01,-0.11932572801686324,0.39323149636826954,-0.8900594608986715,0.651408004864945,0.2351384888298829
42,contamination,rf_rf,S1_data_winsor,0.05,0.37880574059151967,0.0808337414000693,0.22037160744738385,0.5372398737356555,0.23497253694372178
