var,coef,se,t,p
surp_target,-0.5161384887311968,0.6685329244286228,-0.772046476502749,0.4400869010975772
surp_path_next,1.4382919296558467,0.5242238613870668,2.7436597903998634,0.006075846989631235
target_x_unsched,0.9666867413806011,4.657804285904285,0.2075412967234463,0.8355871445629912
path_x_unsched,0.7484026384892726,3.606042027802002,0.2075412967234461,0.8355871445629913
