var,coef,se,t,p
surp_target,-0.30596280525651287,0.3541534054072407,-0.8639273280591118,0.3876278133453406
surp_path_next,0.08541865815925372,0.3717289683316609,0.22978746731151228,0.8182569238008689
sp_ret_same,-6.994403583040419,1.9989476947414948,-3.4990428221009253,0.00046693158451974485
