model,variable,coef,std_err,t_or_z,p_value
M2_audit,"C(sector)[T.서적, 잡지 및 기타 인쇄물 출판업]",0.13580423049343712,0.20115075909952693,0.6751365547979009,0.49958901098571884
M2_audit,C(sector)[T.석유 정제품 제조업],0.1018584363404209,0.16836871020602123,0.6049724810256236,0.5451972816834716
M2_audit,C(sector)[T.선박 및 보트 건조업],-0.024124663553897197,0.15963742901788008,-0.151121599128204,0.8798797945309053
M2_audit,"C(sector)[T.섬유, 의복, 신발 및 가죽제품 소매업]",0.07862002790409771,0.19710609737522286,0.39887161762648043,0.6899878032606799
M2_audit,C(sector)[T.소프트웨어 개발 및 공급업],0.6607851266683092,0.14903249467462712,4.433832555181728,9.257253435234709e-06
M2_audit,C(sector)[T.수산물 가공 및 저장 처리업],-0.05031294723988095,0.14133731735169525,-0.35597779965417947,0.7218571909270138
M2_audit,C(sector)[T.스포츠 서비스업],-0.13057270637482707,0.09195544279880885,-1.4199562570810484,0.15562041624849254
M2_audit,"C(sector)[T.시멘트, 석회, 플라스터 및 그 제품 제조업]",0.001451169813369263,0.12344365655974748,0.011755726084368603,0.9906205036932773
M2_audit,C(sector)[T.신발 및 신발 부분품 제조업],-0.12734735982131862,0.07658448354022103,-1.6628350017459828,0.09634546813597755
M2_audit,C(sector)[T.악기 제조업],0.868978675345581,0.07636790920258048,11.378845963170852,5.3300366784834464e-30
M2_audit,C(sector)[T.알코올음료 제조업],0.1986239512773504,0.14985802534982157,1.3254141766094405,0.18503381754705928
M2_audit,C(sector)[T.어로 어업],0.1369184545433486,0.20603366373901236,0.6645440946814711,0.5063421367769649
M2_audit,C(sector)[T.여행사 및 기타 여행보조 서비스업],-0.19403224856142115,0.08252289970804687,-2.3512534005455086,0.018710287036303747
M2_audit,C(sector)[T.연료 소매업],0.07617178218710768,0.18945408861359098,0.40205932078070394,0.6876403696778826
M2_audit,C(sector)[T.연료용 가스 제조 및 배관공급업],-0.004945418376377075,0.15688872663034317,-0.03152182111866668,0.9748533900542228
M2_audit,C(sector)[T.영상 및 음향기기 제조업],-0.15382524818464263,0.07944350194324612,-1.9362848366696412,0.052832824900229156
M2_audit,"C(sector)[T.영화, 비디오물, 방송프로그램 제작 및 배급업]",0.289318418589147,0.08073523629914568,3.583545820280314,0.00033896127026454873
M2_audit,C(sector)[T.유원지 및 기타 오락관련 서비스업],0.043374352897050175,0.17449120441333937,0.24857615627607144,0.8036886542040225
M2_audit,C(sector)[T.육상 여객 운송업],0.1764854100356295,0.19340380059943157,0.9125229674320485,0.3614934847477338
M2_audit,C(sector)[T.음·식료품 및 담배 도매업],0.1689161684618166,0.19635067759381594,0.8602780012363788,0.38963581639609635
M2_audit,C(sector)[T.음식점업],-0.16581041589386858,0.07670295499524454,-2.1617213561609008,0.030639660488710137
M2_audit,C(sector)[T.의료용 기기 제조업],-0.13137063761281542,0.07715701554930648,-1.7026402158966896,0.08863541919405649
M2_audit,C(sector)[T.의약품 제조업],0.1787571308396443,0.09466705704531442,1.8882717644225318,0.05898947586327122
M2_audit,C(sector)[T.일반 목적용 기계 제조업],0.07961310600316225,0.11262883198748976,0.7068625732708058,0.479651884407175
M2_audit,C(sector)[T.일반 및 생활 숙박시설 운영업],0.3450868344138077,0.07670876274576371,4.498662500365583,6.838231661256654e-06
M2_audit,C(sector)[T.일차전지 및 이차전지 제조업],0.12414869243901372,0.13903136573268438,0.8929545630567596,0.3718815055807567
M2_audit,C(sector)[T.자동차 부품 및 내장품 판매업],-0.08593886283880639,0.0790915419366792,-1.0865746290242915,0.27722484260161917
M2_audit,C(sector)[T.자동차 신품 부품 제조업],0.021472720597484465,0.08754438013287574,0.24527811568136018,0.8062410954421386
