rcept_no,corp_cls,corp_code,corp_name,stock_knd,nm,relate,bsis_posesn_stock_co,bsis_posesn_stock_qota_rt,trmend_posesn_stock_co,trmend_posesn_stock_qota_rt,rm,stlm_dt,query_year,endpoint_label
20230310000806,Y,00155212,포스코DX,보통주,정덕균,대표이사 사장,"3,006",0.00,"3,006",0.00,-,2022-12-31,2022,largest_shareholder
20230310000806,Y,00155212,포스코DX,보통주,김경식,사내이사,0,0.00,"2,000",0.00,-,2022-12-31,2022,largest_shareholder
20230310000806,Y,00155212,포스코DX,보통주,계,,"100,595,362",66.16,"100,597,362",66.16,-,2022-12-31,2022,largest_shareholder
20230310000806,Y,00155212,포스코DX,-,계,,-,-,-,-,-,2022-12-31,2022,largest_shareholder
20240618000197,Y,00155212,포스코DX,보통주,포스코홀딩스,최대주주,"99,403,282",65.38,"99,403,282",65.38,-,2023-12-31,2023,largest_shareholder
20240618000197,Y,00155212,포스코DX,보통주,포항공과대학교,최대주주의 비영리법인,"1,189,074",0.78,"1,189,074",0.78,-,2023-12-31,2023,largest_shareholder
20240618000197,Y,00155212,포스코DX,보통주,정덕균,대표이사 사장,"3,006",0.00,"18,008",0.01,-,2023-12-31,2023,largest_shareholder
20240618000197,Y,00155212,포스코DX,보통주,김경식,사내이사,"2,000",0.00,0,0.00,임기만료,2023-12-31,2023,largest_shareholder
20240618000197,Y,00155212,포스코DX,보통주,계,,"100,595,362",66.16,"100,610,364",66.17,-,2023-12-31,2023,largest_shareholder
20240618000197,Y,00155212,포스코DX,-,계,,-,-,-,-,-,2023-12-31,2023,largest_shareholder
20250314001261,Y,00155212,포스코DX,보통주,포스코홀딩스,최대주주,"99,403,282",65.38,"99,403,282",65.38,-,2024-12-31,2024,largest_shareholder
20250314001261,Y,00155212,포스코DX,보통주,포항공과대학교,최대주주의 비영리법인,"666,595",0.44,"666,595",0.44,-,2024-12-31,2024,largest_shareholder
20250314001261,Y,00155212,포스코DX,보통주,정덕균,대표이사 사장,"18,008",0.01,"18,008",0.01,-,2024-12-31,2024,largest_shareholder
20250314001261,Y,00155212,포스코DX,보통주,계,,"100,087,885",65.83,"100,087,885",65.83,-,2024-12-31,2024,largest_shareholder
20250314001261,Y,00155212,포스코DX,-,계,,-,-,-,-,-,2024-12-31,2024,largest_shareholder
20240320000618,Y,00108612,DS단석,보통주,한승욱,본인,"1,068,021",43.11,"2,136,042",36.44,-,2023-12-31,2023,largest_shareholder
20240320000618,Y,00108612,DS단석,보통주,한수현,친인척,"123,031",4.97,"246,062",4.20,-,2023-12-31,2023,largest_shareholder
20240320000618,Y,00108612,DS단석,보통주,유영박,매형,"436,500",17.62,0,0.00,(주3),2023-12-31,2023,largest_shareholder
20240320000618,Y,00108612,DS단석,보통주,한지희,친인척,0,0.00,1,0.00,-,2023-12-31,2023,largest_shareholder
20240320000618,Y,00108612,DS단석,보통주,송민석,친인척,0,0.00,2,0.00,-,2023-12-31,2023,largest_shareholder
20240320000618,Y,00108612,DS단석,보통주,계,,"1,627,552",65.69,"2,382,107",40.64,-,2023-12-31,2023,largest_shareholder
20240320000618,Y,00108612,DS단석,우선주,계,,-,-,-,-,-,2023-12-31,2023,largest_shareholder
20250321001800,Y,00108612,DS단석,보통주,한승욱,본인,"2,136,042",36.44,"6,408,126",36.44,-,2024-12-31,2024,largest_shareholder
20250321001800,Y,00108612,DS단석,보통주,한수현,친인척,"246,062",4.20,"608,186",3.46,-,2024-12-31,2024,largest_shareholder
20250321001800,Y,00108612,DS단석,보통주,한지희,친인척,1,0.00,"10,596",0.06,-,2024-12-31,2024,largest_shareholder
20250321001800,Y,00108612,DS단석,보통주,송민석,친인척,2,0.00,6,0.00,-,2024-12-31,2024,largest_shareholder
20250321001800,Y,00108612,DS단석,보통주,계,,"2,382,107",40.64,"7,026,914",39.96,-,2024-12-31,2024,largest_shareholder
20250321001800,Y,00108612,DS단석,우선주,계,,-,-,-,-,-,2024-12-31,2024,largest_shareholder
20240321000011,Y,00367710,동인기연,보통주,정인수,최대주주,"41,990",83.98,"4,096,600",66.85,-,2023-12-31,2023,largest_shareholder
20240321000011,Y,00367710,동인기연,보통주,정윤석,특수관계인,510,1.02,"51,000",0.83,-,2023-12-31,2023,largest_shareholder
20240321000011,Y,00367710,동인기연,보통주,정윤환,특수관계인,0,0.00,"40,000",0.65,-,2023-12-31,2023,largest_shareholder
20240321000011,Y,00367710,동인기연,보통주,계,,"42,500",85.00,"4,187,600",68.33,-,2023-12-31,2023,largest_shareholder
20240321000011,Y,00367710,동인기연,-,계,,-,-,-,-,-,2023-12-31,2023,largest_shareholder
20250320001366,Y,00367710,동인기연,보통주,정인수,최대주주,"4,096,600",66.85,"4,096,600",66.85,-,2024-12-31,2024,largest_shareholder
20250320001366,Y,00367710,동인기연,보통주,정윤석,특수관계인,"51,000",0.83,"51,000",0.83,-,2024-12-31,2024,largest_shareholder
20250320001366,Y,00367710,동인기연,보통주,정윤환,특수관계인,"40,000",0.65,"42,000",0.69,-,2024-12-31,2024,largest_shareholder
20250320001366,Y,00367710,동인기연,보통주,계,,"4,187,600",68.33,"4,189,600",68.37,-,2024-12-31,2024,largest_shareholder
20250320001366,Y,00367710,동인기연,우선주,계,,-,-,-,-,-,2024-12-31,2024,largest_shareholder
20230321001386,Y,01311408,에코프로머티,보통주,주식회사 에코프로,최대주주,"27,067,488",51.42,"30,559,067",52.78,-,2022-12-31,2022,largest_shareholder
20230321001386,Y,01311408,에코프로머티,보통주,박석준,계열회사의 임원,"54,200",0.09,"54,200",0.09,-,2022-12-31,2022,largest_shareholder
20230321001386,Y,01311408,에코프로머티,보통주,박석회,계열회사의 임원,"20,000",0.03,"20,000",0.03,-,2022-12-31,2022,largest_shareholder
20230321001386,Y,01311408,에코프로머티,보통주,박재하,계열회사의 임원,"58,000",0.10,"58,000",0.10,-,2022-12-31,2022,largest_shareholder
20230321001386,Y,01311408,에코프로머티,보통주,박종환,계열회사의 임원,"54,300",0.09,"54,300",0.09,-,2022-12-31,2022,largest_shareholder
20230321001386,Y,01311408,에코프로머티,보통주,신희연,계열회사의 임원,"30,000",0.06,"30,000",0.05,-,2022-12-31,2022,largest_shareholder
20230321001386,Y,01311408,에코프로머티,보통주,이규봉,계열회사의 임원,"42,900",0.07,"42,900",0.07,-,2022-12-31,2022,largest_shareholder
20230321001386,Y,01311408,에코프로머티,보통주,이재훈,계열회사의 임원,"37,200",0.06,"37,200",0.06,-,2022-12-31,2022,largest_shareholder
20230321001386,Y,01311408,에코프로머티,보통주,이주형,계열회사의 임원,"37,100",0.06,"37,100",0.06,-,2022-12-31,2022,largest_shareholder
20230321001386,Y,01311408,에코프로머티,보통주,이태근,계열회사의 임원,"37,800",0.07,"37,800",0.07,-,2022-12-31,2022,largest_shareholder
20230321001386,Y,01311408,에코프로머티,보통주,최문호,계열회사의 임원,"93,800",0.16,"93,800",0.16,-,2022-12-31,2022,largest_shareholder
20230321001386,Y,01311408,에코프로머티,보통주,주식회사 이룸티엔씨,계열회사,"1,473,438",2.80,"1,250,438",2.16,-,2022-12-31,2022,largest_shareholder
20230321001386,Y,01311408,에코프로머티,보통주,최상운,계열회사의 임원,"54,300",0.09,"54,300",0.09,-,2022-12-31,2022,largest_shareholder
20230321001386,Y,01311408,에코프로머티,보통주,최선미,계열회사의 임원,"5,000",0.01,"5,000",0.01,-,2022-12-31,2022,largest_shareholder
20230321001386,Y,01311408,에코프로머티,보통주,허태경,계열회사의 임원,"30,100",0.05,"30,100",0.05,-,2022-12-31,2022,largest_shareholder
20230321001386,Y,01311408,에코프로머티,보통주,김수연,계열회사의 임원,"105,800",0.20,"105,800",0.18,-,2022-12-31,2022,largest_shareholder
20230321001386,Y,01311408,에코프로머티,보통주,조병육,계열회사의 임원,"77,600",0.15,"77,600",0.13,-,2022-12-31,2022,largest_shareholder
20230321001386,Y,01311408,에코프로머티,보통주,김순주,계열회사의 임원,"20,000",0.04,"20,000",0.03,-,2022-12-31,2022,largest_shareholder
20230321001386,Y,01311408,에코프로머티,보통주,김병훈,계열회사의 임원,"85,000",0.15,"85,000",0.15,-,2022-12-31,2022,largest_shareholder
20230321001386,Y,01311408,에코프로머티,보통주,김윤태,계열회사의 임원,"53,300",0.09,"53,300",0.09,-,2022-12-31,2022,largest_shareholder
20230321001386,Y,01311408,에코프로머티,보통주,김애희,계열회사의 임원,"106,000",0.20,"56,000",0.10,-,2022-12-31,2022,largest_shareholder
20230321001386,Y,01311408,에코프로머티,보통주,김종섭,계열회사의 임원,"22,000",0.04,"22,000",0.04,-,2022-12-31,2022,largest_shareholder
20230321001386,Y,01311408,에코프로머티,보통주,계,,"29,565,326",56.03,"32,783,905",56.59,-,2022-12-31,2022,largest_shareholder
20230321001386,Y,01311408,에코프로머티,합계,계,,"29,565,326",56.03,"32,783,905",56.59,-,2022-12-31,2022,largest_shareholder
20240417000528,Y,01311408,에코프로머티,보통주,주식회사 에코프로,최대주주,"30,559,067",52.78,"30,559,067",44.30,-,2023-12-31,2023,largest_shareholder
20240417000528,Y,01311408,에코프로머티,보통주,이규봉,계열회사의 임원,"42,900",0.07,"42,900",0.06,-,2023-12-31,2023,largest_shareholder
20240417000528,Y,01311408,에코프로머티,보통주,이태근,계열회사의 임원,"37,800",0.07,"37,800",0.05,-,2023-12-31,2023,largest_shareholder
20240417000528,Y,01311408,에코프로머티,보통주,이재훈,계열회사의 임원,"37,200",0.06,"37,200",0.05,-,2023-12-31,2023,largest_shareholder
20240417000528,Y,01311408,에코프로머티,보통주,장선동,계열회사의 임원,"37,200",0.06,"37,200",0.05,-,2023-12-31,2023,largest_shareholder
20240417000528,Y,01311408,에코프로머티,보통주,이주형,계열회사의 임원,"37,100",0.06,"37,100",0.05,-,2023-12-31,2023,largest_shareholder
20240417000528,Y,01311408,에코프로머티,보통주,허태경,계열회사의 임원,"30,100",0.05,"30,100",0.04,-,2023-12-31,2023,largest_shareholder
20240417000528,Y,01311408,에코프로머티,보통주,김종섭,계열회사의 임원,"22,000",0.04,"22,000",0.03,-,2023-12-31,2023,largest_shareholder
20240417000528,Y,01311408,에코프로머티,보통주,김순주,계열회사의 임원,"20,000",0.03,"20,000",0.03,-,2023-12-31,2023,largest_shareholder
20240417000528,Y,01311408,에코프로머티,보통주,박석회,계열회사의 임원,"20,000",0.03,"20,000",0.03,-,2023-12-31,2023,largest_shareholder
20240417000528,Y,01311408,에코프로머티,보통주,강동현,계열회사의 임원,"30,000",0.05,"30,000",0.04,-,2023-12-31,2023,largest_shareholder
20240417000528,Y,01311408,에코프로머티,보통주,주식회사 데이지파트너스,계열회사,"1,250,438",2.16,"394,438",0.57,-,2023-12-31,2023,largest_shareholder
20240417000528,Y,01311408,에코프로머티,보통주,최선미,계열회사의 임원,"5,000",0.01,"5,000",0.01,-,2023-12-31,2023,largest_shareholder
20240417000528,Y,01311408,에코프로머티,보통주,최문호,계열회사의 임원,"93,800",0.16,"93,800",0.14,-,2023-12-31,2023,largest_shareholder
20240417000528,Y,01311408,에코프로머티,보통주,김병훈,계열회사의 임원,"85,000",0.15,"85,000",0.12,-,2023-12-31,2023,largest_shareholder
20240417000528,Y,01311408,에코프로머티,보통주,박재하,계열회사의 임원,"58,000",0.10,"58,000",0.08,-,2023-12-31,2023,largest_shareholder
20240417000528,Y,01311408,에코프로머티,보통주,김애희,계열회사의 임원,"56,000",0.10,"56,000",0.08,-,2023-12-31,2023,largest_shareholder
20240417000528,Y,01311408,에코프로머티,보통주,박종환,계열회사의 임원,"54,300",0.09,"54,300",0.08,-,2023-12-31,2023,largest_shareholder
20240417000528,Y,01311408,에코프로머티,보통주,최상운,계열회사의 임원,"54,300",0.09,"54,300",0.08,-,2023-12-31,2023,largest_shareholder
20240417000528,Y,01311408,에코프로머티,보통주,김윤태,계열회사의 임원,"53,300",0.09,"53,300",0.08,-,2023-12-31,2023,largest_shareholder
20240417000528,Y,01311408,에코프로머티,보통주,계,,"32,583,505",56.27,"31,727,505",45.99,-,2023-12-31,2023,largest_shareholder
20240417000528,Y,01311408,에코프로머티,합계,계,,"32,583,505",56.27,"31,727,505",45.99,-,2023-12-31,2023,largest_shareholder
20250402002504,Y,01311408,에코프로머티,보통주,주식회사 에코프로,최대주주,"30,559,067",44.30,"30,559,067",43.82,-,2024-12-31,2024,largest_shareholder
20250402002504,Y,01311408,에코프로머티,보통주,이규봉,계열회사의 임원,"42,900",0.06,"42,900",0.06,-,2024-12-31,2024,largest_shareholder
20250402002504,Y,01311408,에코프로머티,보통주,이태근,계열회사의 임원,"37,800",0.05,"37,800",0.05,-,2024-12-31,2024,largest_shareholder
20250402002504,Y,01311408,에코프로머티,보통주,이재훈,계열회사의 임원,"37,200",0.05,"27,200",0.04,-,2024-12-31,2024,largest_shareholder
20250402002504,Y,01311408,에코프로머티,보통주,장선동,-,"37,200",0.05,0,0.00,-,2024-12-31,2024,largest_shareholder
20250402002504,Y,01311408,에코프로머티,보통주,이주형,계열회사의 임원,"37,100",0.05,"37,100",0.05,-,2024-12-31,2024,largest_shareholder
20250402002504,Y,01311408,에코프로머티,보통주,허태경,계열회사의 임원,"30,100",0.04,"30,100",0.04,-,2024-12-31,2024,largest_shareholder
20250402002504,Y,01311408,에코프로머티,보통주,강동현,계열회사의 임원,"30,000",0.04,"30,000",0.04,-,2024-12-31,2024,largest_shareholder
20250402002504,Y,01311408,에코프로머티,보통주,김종섭,계열회사의 임원,"22,000",0.03,"22,000",0.03,-,2024-12-31,2024,largest_shareholder
20250402002504,Y,01311408,에코프로머티,보통주,김순주,계열회사의 임원,"20,000",0.03,"20,000",0.03,-,2024-12-31,2024,largest_shareholder
20250402002504,Y,01311408,에코프로머티,보통주,박석회,계열회사의 임원,"20,000",0.03,"20,000",0.03,-,2024-12-31,2024,largest_shareholder
20250402002504,Y,01311408,에코프로머티,보통주,주식회사 데이지파트너스,계열회사,"394,438",0.57,"394,438",0.57,-,2024-12-31,2024,largest_shareholder
20250402002504,Y,01311408,에코프로머티,보통주,최선미,계열회사의 임원,"5,000",0.01,"5,000",0.01,-,2024-12-31,2024,largest_shareholder
20250402002504,Y,01311408,에코프로머티,보통주,정회림,계열회사의 임원,0,0.00,"10,000",0.01,-,2024-12-31,2024,largest_shareholder
20250402002504,Y,01311408,에코프로머티,보통주,하주용,계열회사의 임원,0,0.00,"19,700",0.03,-,2024-12-31,2024,largest_shareholder
20250402002504,Y,01311408,에코프로머티,보통주,최문호,계열회사의 임원,"93,800",0.14,"93,800",0.13,-,2024-12-31,2024,largest_shareholder
20250402002504,Y,01311408,에코프로머티,보통주,김병훈,계열회사의 임원,"85,000",0.12,"85,000",0.12,-,2024-12-31,2024,largest_shareholder
20250402002504,Y,01311408,에코프로머티,보통주,박재하,계열회사의 임원,"58,000",0.08,"58,000",0.08,-,2024-12-31,2024,largest_shareholder
20250402002504,Y,01311408,에코프로머티,보통주,김애희,계열회사의 임원,"56,000",0.08,"56,000",0.08,-,2024-12-31,2024,largest_shareholder
20250402002504,Y,01311408,에코프로머티,보통주,박종환,계열회사의 임원,"54,300",0.08,"54,300",0.08,-,2024-12-31,2024,largest_shareholder
20250402002504,Y,01311408,에코프로머티,보통주,최상운,계열회사의 임원,"54,300",0.08,"41,000",0.06,-,2024-12-31,2024,largest_shareholder
20250402002504,Y,01311408,에코프로머티,보통주,김윤태,계열회사의 임원,"53,300",0.08,"53,300",0.08,-,2024-12-31,2024,largest_shareholder
20250402002504,Y,01311408,에코프로머티,보통주,계,,"31,727,505",45.99,"31,696,705",45.45,-,2024-12-31,2024,largest_shareholder
20250402002504,Y,01311408,에코프로머티,합계,계,,"31,727,505",45.99,"31,696,705",45.45,-,2024-12-31,2024,largest_shareholder
20240320001860,Y,01105153,두산로보틱스,보통주식,(주)두산,본인,"4,420,000",90.90,"44,200,000",68.20,"액면분할, 신규상장",2023-12-31,2023,largest_shareholder
20240320001860,Y,01105153,두산로보틱스,보통주식,박성민,특수관계인,0,0.00,27,0.00,신규상장,2023-12-31,2023,largest_shareholder
20240320001860,Y,01105153,두산로보틱스,보통주식,계,,"4,420,000",90.90,"44,200,027",68.20,-,2023-12-31,2023,largest_shareholder
20240320001860,Y,01105153,두산로보틱스,종류주식,계,,-,-,-,-,-,2023-12-31,2023,largest_shareholder
20250321001817,Y,01105153,두산로보틱스,보통주식,(주)두산,본인,"44,200,000",68.20,"44,200,000",68.20,-,2024-12-31,2024,largest_shareholder
20250321001817,Y,01105153,두산로보틱스,보통주식,박성민,특수관계인,27,0.00,27,0.00,-,2024-12-31,2024,largest_shareholder
20250321001817,Y,01105153,두산로보틱스,보통주식,계,,"44,200,027",68.20,"44,200,027",68.20,-,2024-12-31,2024,largest_shareholder
20250321001817,Y,01105153,두산로보틱스,종류주식,계,,-,-,-,-,-,2024-12-31,2024,largest_shareholder
20240321001878,Y,01784394,STX그린로지스,보통주,에이피씨머큐리(유),본인,"3,302,618",46.05,"3,302,618",46.05,-,2023-12-31,2023,largest_shareholder
20240321001878,Y,01784394,STX그린로지스,-,계,,-,-,-,-,-,2023-12-31,2023,largest_shareholder
20240321001878,Y,01784394,STX그린로지스,보통주,계,,"3,302,618",46.05,"3,302,618",46.05,-,2023-12-31,2023,largest_shareholder
20250320001570,Y,01784394,STX그린로지스,보통주,에이피씨머큐리(유),최대주주 본인,"3,302,618",46.05,"3,302,618",46.05,-,2024-12-31,2024,largest_shareholder
20250320001570,Y,01784394,STX그린로지스,보통주,계,,"3,302,618",46.05,"3,302,618",46.05,-,2024-12-31,2024,largest_shareholder
20250320001570,Y,01784394,STX그린로지스,우선주,계,,-,-,-,-,-,2024-12-31,2024,largest_shareholder
20240321001898,Y,00220613,넥스틸,보통주,박 효 정,본인,"704,000",64.14,"14,080,000",54.15,"최대주주, 등기임원",2023-12-31,2023,largest_shareholder
20240321001898,Y,00220613,넥스틸,보통주,이 지 수,미등기 임원,0,0.00,"2,000",0.01,우리사주조합 보유분,2023-12-31,2023,largest_shareholder
20240321001898,Y,00220613,넥스틸,보통주,유 재 협,미등기 임원,0,0.00,"3,000",0.01,우리사주조합 보유분,2023-12-31,2023,largest_shareholder
20240321001898,Y,00220613,넥스틸,보통주,배 상 수,미등기 임원,0,0.00,"3,000",0.01,우리사주조합 보유분,2023-12-31,2023,largest_shareholder
20240321001898,Y,00220613,넥스틸,보통주,이 천 기,미등기 임원,0,0.00,"4,250",0.02,우리사주조합 보유분,2023-12-31,2023,largest_shareholder
20240321001898,Y,00220613,넥스틸,보통주,윤 기 수,미등기 임원,0,0.00,"4,250",0.02,우리사주조합 보유분,2023-12-31,2023,largest_shareholder
20240321001898,Y,00220613,넥스틸,보통주,권 세 근,미등기 임원,0,0.00,"3,000",0.01,우리사주조합 보유분,2023-12-31,2023,largest_shareholder
20240321001898,Y,00220613,넥스틸,보통주,허 교 학,미등기 임원,0,0.00,"3,000",0.01,우리사주조합 보유분,2023-12-31,2023,largest_shareholder
20240321001898,Y,00220613,넥스틸,보통주,권 태 흥,미등기 임원,0,0.00,40,0.00,-,2023-12-31,2023,largest_shareholder
20240321001898,Y,00220613,넥스틸,보통주,임 황 빈,미등기 임원,0,0.00,"2,700",0.01,우리사주조합 보유분,2023-12-31,2023,largest_shareholder
20240321001898,Y,00220613,넥스틸,보통주,박 영 회,특수관계인,"96,000",8.75,"1,920,000",7.38,미등기 임원,2023-12-31,2023,largest_shareholder
20240321001898,Y,00220613,넥스틸,보통주,김 대 일,미등기 임원,0,0.00,"4,250",0.02,우리사주조합 보유분,2023-12-31,2023,largest_shareholder
20240321001898,Y,00220613,넥스틸,보통주,박 상 용,미등기 임원,0,0.00,"3,500",0.01,우리사주조합 보유분,2023-12-31,2023,largest_shareholder
20240321001898,Y,00220613,넥스틸,보통주,최 철 균,미등기 임원,0,0.00,"4,000",0.02,우리사주조합 보유분,2023-12-31,2023,largest_shareholder
20240321001898,Y,00220613,넥스틸,보통주,김 정 목,미등기 임원,0,0.00,"3,000",0.01,우리사주조합 보유분,2023-12-31,2023,largest_shareholder
20240321001898,Y,00220613,넥스틸,보통주,전 창 훈,미등기 임원,0,0.00,"3,000",0.01,우리사주조합 보유분,2023-12-31,2023,largest_shareholder
20240321001898,Y,00220613,넥스틸,보통주,이 문 정,미등기 임원,0,0.00,"4,000",0.02,우리사주조합 보유분,2023-12-31,2023,largest_shareholder
20240321001898,Y,00220613,넥스틸,보통주,최 용 석,미등기 임원,0,0.00,"4,250",0.02,우리사주조합 보유분,2023-12-31,2023,largest_shareholder
20240321001898,Y,00220613,넥스틸,보통주,계,,"800,000",72.89,"16,051,240",61.73,-,2023-12-31,2023,largest_shareholder
20240321001898,Y,00220613,넥스틸,우선주,계,,-,-,-,-,-,2023-12-31,2023,largest_shareholder
20250331002907,Y,00220613,넥스틸,보통주,박 효 정,본인,"14,080,000",54.15,"14,080,000",54.15,"최대주주, 등기임원",2024-12-31,2024,largest_shareholder
20250331002907,Y,00220613,넥스틸,보통주,이 천 기,미등기 임원,"4,250",0.02,"4,250",0.02,주2),2024-12-31,2024,largest_shareholder
20250331002907,Y,00220613,넥스틸,보통주,윤 기 수,미등기 임원,"4,250",0.02,"2,000",0.01,"우리사주조합 보유분 1,000 / 보통주 1,000",2024-12-31,2024,largest_shareholder
20250331002907,Y,00220613,넥스틸,보통주,권 세 근,미등기 임원,"3,000",0.01,"3,000",0.01,주2),2024-12-31,2024,largest_shareholder
20250331002907,Y,00220613,넥스틸,보통주,허 교 학,미등기 임원,"3,000",0.01,"3,000",0.01,주2),2024-12-31,2024,largest_shareholder
20250331002907,Y,00220613,넥스틸,보통주,권 태 흥,미등기 임원,40,0.00,40,0.00,-,2024-12-31,2024,largest_shareholder
20250331002907,Y,00220613,넥스틸,보통주,임 황 빈,미등기 임원,"2,700",0.01,"2,700",0.01,"우리사주조합 보유분 700 / 보통주 2,000",2024-12-31,2024,largest_shareholder
20250331002907,Y,00220613,넥스틸,보통주,금 동 직,미등기 임원,0,0.00,"1,000",0.00,주2),2024-12-31,2024,largest_shareholder
20250331002907,Y,00220613,넥스틸,보통주,이 지 수,미등기 임원,"2,000",0.01,0,0.00,주3),2024-12-31,2024,largest_shareholder
20250331002907,Y,00220613,넥스틸,보통주,김 대 일,미등기 임원,"4,250",0.02,0,0.00,주3),2024-12-31,2024,largest_shareholder
20250331002907,Y,00220613,넥스틸,보통주,유 재 협,미등기 임원,"3,000",0.01,0,0.00,주3),2024-12-31,2024,largest_shareholder
20250331002907,Y,00220613,넥스틸,보통주,박 영 회,특수관계인,"1,920,000",7.38,"1,920,000",7.38,미등기 임원,2024-12-31,2024,largest_shareholder
20250331002907,Y,00220613,넥스틸,보통주,박 상 용,미등기 임원,"3,500",0.01,"3,500",0.01,주2),2024-12-31,2024,largest_shareholder
20250331002907,Y,00220613,넥스틸,보통주,최 철 균,미등기 임원,"4,000",0.02,"4,000",0.02,주2),2024-12-31,2024,largest_shareholder
20250331002907,Y,00220613,넥스틸,보통주,김 정 목,미등기 임원,"3,000",0.01,"3,000",0.01,"우리사주조합 보유분 1,000 / 보통주 2,000",2024-12-31,2024,largest_shareholder
20250331002907,Y,00220613,넥스틸,보통주,전 창 훈,미등기 임원,"3,000",0.01,"3,000",0.01,주2),2024-12-31,2024,largest_shareholder
20250331002907,Y,00220613,넥스틸,보통주,이 문 정,미등기 임원,"4,000",0.02,"4,000",0.02,주2),2024-12-31,2024,largest_shareholder
20250331002907,Y,00220613,넥스틸,보통주,최 용 석,미등기 임원,"4,250",0.02,"3,500",0.01,"우리사주조합 보유분 2,500 / 보통주 1,000",2024-12-31,2024,largest_shareholder
20250331002907,Y,00220613,넥스틸,보통주,배 상 수,미등기 임원,"3,000",0.01,"3,000",0.01,주2),2024-12-31,2024,largest_shareholder
20250331002907,Y,00220613,넥스틸,보통주,계,,"16,051,240",61.73,"16,039,990",61.69,-,2024-12-31,2024,largest_shareholder
20250331002907,Y,00220613,넥스틸,우선주,계,,-,-,-,-,-,2024-12-31,2024,largest_shareholder
20190329002018,Y,00158325,NICE평가정보,보통주,(주)NICE홀딩스,특수관계인,"26,102,906",42.99,"26,102,906",42.99,-,2018-12-31,2018,largest_shareholder
20190329002018,Y,00158325,NICE평가정보,보통주,계,,"26,102,906",42.99,"26,102,906",42.99,-,2018-12-31,2018,largest_shareholder
20190329002018,Y,00158325,NICE평가정보,우선주,계,,-,-,-,-,-,2018-12-31,2018,largest_shareholder
20200330001709,Y,00158325,NICE평가정보,보통주,(주)NICE홀딩스,특수관계인,"26,102,906",42.99,"26,102,906",42.99,-,2019-12-31,2019,largest_shareholder
20200330001709,Y,00158325,NICE평가정보,보통주,계,,"26,102,906",42.99,"26,102,906",42.99,-,2019-12-31,2019,largest_shareholder
20200330001709,Y,00158325,NICE평가정보,우선주,계,,-,-,-,-,-,2019-12-31,2019,largest_shareholder
20210317000949,Y,00158325,NICE평가정보,보통주,(주)NICE홀딩스,특수관계인,"26,102,906",42.99,"26,102,906",42.99,-,2020-12-31,2020,largest_shareholder
20210317000949,Y,00158325,NICE평가정보,보통주,계,,"26,102,906",42.99,"26,102,906",42.99,-,2020-12-31,2020,largest_shareholder
20210317000949,Y,00158325,NICE평가정보,우선주,계,,-,-,-,-,-,2020-12-31,2020,largest_shareholder
20220318000520,Y,00158325,NICE평가정보,보통주,(주)NICE홀딩스,특수관계인,"26,102,906",42.99,"26,102,906",42.99,-,2021-12-31,2021,largest_shareholder
20220318000520,Y,00158325,NICE평가정보,보통주,계,,"26,102,906",42.99,"26,102,906",42.99,-,2021-12-31,2021,largest_shareholder
20220318000520,Y,00158325,NICE평가정보,우선주,계,,-,-,-,-,-,2021-12-31,2021,largest_shareholder
20230317000824,Y,00158325,NICE평가정보,보통주,(주)NICE홀딩스,특수관계인,"26,102,906",42.99,"26,102,906",42.99,-,2022-12-31,2022,largest_shareholder
20230317000824,Y,00158325,NICE평가정보,보통주,계,,"26,102,906",42.99,"26,102,906",42.99,-,2022-12-31,2022,largest_shareholder
20230317000824,Y,00158325,NICE평가정보,우선주,계,,-,-,-,-,-,2022-12-31,2022,largest_shareholder
20240319000797,Y,00158325,NICE평가정보,보통주,(주)NICE홀딩스,특수관계인,"26,102,906",42.99,"26,102,906",43.43,-,2023-12-31,2023,largest_shareholder
20240319000797,Y,00158325,NICE평가정보,보통주,계,,"26,102,906",42.99,"26,102,906",43.43,-,2023-12-31,2023,largest_shareholder
20240319000797,Y,00158325,NICE평가정보,우선주,계,,-,-,-,-,-,2023-12-31,2023,largest_shareholder
20250314001653,Y,00158325,NICE평가정보,보통주,(주)NICE홀딩스,특수관계인,"26,102,906",43.43,"26,102,906",43.87,-,2024-12-31,2024,largest_shareholder
20250314001653,Y,00158325,NICE평가정보,보통주,계,,"26,102,906",43.43,"26,102,906",43.87,-,2024-12-31,2024,largest_shareholder
20250314001653,Y,00158325,NICE평가정보,우선주,계,,-,-,-,-,-,2024-12-31,2024,largest_shareholder
20240315000658,Y,01770203,조선내화,보통주,(주)시알홀딩스,최대주주,"2,371,033",20.00,"6,997,550",59.03,-,2023-12-31,2023,largest_shareholder
20240315000658,Y,01770203,조선내화,보통주,이나경,특수관계인,"19,860",0.17,0,0.00,유상증자 참여,2023-12-31,2023,largest_shareholder
20240315000658,Y,01770203,조선내화,보통주,이채윤,특수관계인,"19,970",0.17,"19,970",0.17,-,2023-12-31,2023,largest_shareholder
20240315000658,Y,01770203,조선내화,보통주,이서안,특수관계인,"23,574",0.20,0,0.00,유상증자 참여,2023-12-31,2023,largest_shareholder
20240315000658,Y,01770203,조선내화,보통주,이서준,특수관계인,"39,966",0.34,"39,966",0.34,-,2023-12-31,2023,largest_shareholder
20240315000658,Y,01770203,조선내화,보통주,이재욱,특수관계인,"29,637",0.25,0,0.00,유상증자 참여,2023-12-31,2023,largest_shareholder
