corp_code,corp_name,stock_code,corp_cls,report_nm,rcept_no,flr_nm,rcept_dt,rm,query_year,year
00158325,NICE평가정보,030190,Y,반기보고서 (2022.06),20220816000647,NICE평가정보,20220816,,2022,2022
00158325,NICE평가정보,030190,Y,분기보고서 (2022.03),20220516000508,NICE평가정보,20220516,,2022,2022
00158325,NICE평가정보,030190,Y,사업보고서 (2021.12),20220318000520,NICE평가정보,20220318,연,2022,2022
00158325,NICE평가정보,030190,Y,분기보고서 (2023.09),20231114001262,NICE평가정보,20231114,,2023,2023
00158325,NICE평가정보,030190,Y,반기보고서 (2023.06),20230814001475,NICE평가정보,20230814,,2023,2023
00158325,NICE평가정보,030190,Y,분기보고서 (2023.03),20230515001000,NICE평가정보,20230515,,2023,2023
00158325,NICE평가정보,030190,Y,사업보고서 (2022.12),20230317000824,NICE평가정보,20230317,연,2023,2023
00158325,NICE평가정보,030190,Y,분기보고서 (2024.09),20241114002228,NICE평가정보,20241114,,2024,2024
00158325,NICE평가정보,030190,Y,반기보고서 (2024.06),20240814003857,NICE평가정보,20240814,,2024,2024
00158325,NICE평가정보,030190,Y,분기보고서 (2024.03),20240516002220,NICE평가정보,20240516,,2024,2024
00158325,NICE평가정보,030190,Y,사업보고서 (2023.12),20240319000797,NICE평가정보,20240319,연,2024,2024
01770203,조선내화,462520,Y,분기보고서 (2023.09),20231114002632,조선내화,20231114,,2023,2023
01770203,조선내화,462520,Y,분기보고서 (2024.09),20241113000470,조선내화,20241113,,2024,2024
01770203,조선내화,462520,Y,반기보고서 (2024.06),20240813001284,조선내화,20240813,,2024,2024
01770203,조선내화,462520,Y,[기재정정]분기보고서 (2024.03),20240514001277,조선내화,20240514,,2024,2024
01770203,조선내화,462520,Y,분기보고서 (2024.03),20240514000565,조선내화,20240514,정,2024,2024
01770203,조선내화,462520,Y,[기재정정]사업보고서 (2023.12),20240315000658,조선내화,20240315,연,2024,2024
01770203,조선내화,462520,Y,사업보고서 (2023.12),20240313001572,조선내화,20240313,정연,2024,2024
00447609,비에이치,090460,Y,분기보고서 (2018.09),20181114001001,비에이치,20181114,,2018,2018
00447609,비에이치,090460,Y,반기보고서 (2018.06),20180814002179,비에이치,20180814,,2018,2018
00447609,비에이치,090460,Y,[첨부추가]사업보고서 (2017.12),20180402002293,비에이치,20180402,정연,2018,2018
00447609,비에이치,090460,Y,분기보고서 (2018.03),20180515000808,비에이치,20180515,,2018,2018
00447609,비에이치,090460,Y,[기재정정]사업보고서 (2017.12),20180511003145,비에이치,20180511,연,2018,2018
00447609,비에이치,090460,Y,[기재정정]사업보고서 (2017.12),20180511002642,비에이치,20180511,정연,2018,2018
00447609,비에이치,090460,Y,분기보고서 (2019.09),20191114000844,비에이치,20191114,,2019,2019
00447609,비에이치,090460,Y,[기재정정]분기보고서 (2019.03),20190821000012,비에이치,20190821,,2019,2019
00447609,비에이치,090460,Y,반기보고서 (2019.06),20190814002906,비에이치,20190814,,2019,2019
00447609,비에이치,090460,Y,[기재정정]사업보고서 (2018.12),20190620000077,비에이치,20190620,연,2019,2019
00447609,비에이치,090460,Y,분기보고서 (2019.03),20190515000715,비에이치,20190515,정,2019,2019
00447609,비에이치,090460,Y,사업보고서 (2018.12),20190401003831,비에이치,20190401,정연,2019,2019
00447609,비에이치,090460,Y,분기보고서 (2020.09),20201116000180,비에이치,20201116,,2020,2020
00447609,비에이치,090460,Y,반기보고서 (2020.06),20200814001732,비에이치,20200814,,2020,2020
00447609,비에이치,090460,Y,분기보고서 (2020.03),20200515000223,비에이치,20200515,,2020,2020
00447609,비에이치,090460,Y,사업보고서 (2019.12),20200330000561,비에이치,20200330,연,2020,2020
00447609,비에이치,090460,Y,분기보고서 (2021.09),20211115000071,비에이치,20211115,,2021,2021
00447609,비에이치,090460,Y,반기보고서 (2021.06),20210817000198,비에이치,20210817,,2021,2021
00447609,비에이치,090460,Y,분기보고서 (2021.03),20210517000161,비에이치,20210517,,2021,2021
00447609,비에이치,090460,Y,[기재정정]사업보고서 (2020.12),20210331002350,비에이치,20210331,연,2021,2021
00447609,비에이치,090460,Y,[기재정정]사업보고서 (2020.12),20210322000225,비에이치,20210322,정연,2021,2021
00447609,비에이치,090460,Y,사업보고서 (2020.12),20210318001181,비에이치,20210318,정연,2021,2021
00447609,비에이치,090460,Y,분기보고서 (2022.09),20221114000278,비에이치,20221114,,2022,2022
00447609,비에이치,090460,Y,반기보고서 (2022.06),20220816000270,비에이치,20220816,,2022,2022
00447609,비에이치,090460,Y,분기보고서 (2022.03),20220516000341,비에이치,20220516,,2022,2022
00447609,비에이치,090460,Y,사업보고서 (2021.12),20220317000686,비에이치,20220317,연,2022,2022
00447609,비에이치,090460,Y,분기보고서 (2023.09),20231114001137,비에이치,20231114,,2023,2023
00447609,비에이치,090460,Y,반기보고서 (2023.06),20230814001354,비에이치,20230814,,2023,2023
00447609,비에이치,090460,Y,분기보고서 (2023.03),20230515001378,비에이치,20230515,,2023,2023
00447609,비에이치,090460,Y,사업보고서 (2022.12),20230323000767,비에이치,20230323,연,2023,2023
00447609,비에이치,090460,Y,분기보고서 (2024.09),20241114000751,비에이치,20241114,,2024,2024
00447609,비에이치,090460,Y,반기보고서 (2024.06),20240814002666,비에이치,20240814,,2024,2024
00447609,비에이치,090460,Y,분기보고서 (2024.03),20240516000249,비에이치,20240516,,2024,2024
00447609,비에이치,090460,Y,사업보고서 (2023.12),20240321001824,비에이치,20240321,연,2024,2024
01765256,동국씨엠,460850,Y,분기보고서 (2023.09),20231114000582,동국씨엠,20231114,,2023,2023
01765256,동국씨엠,460850,Y,반기보고서 (2023.06),20230811000937,동국씨엠,20230811,,2023,2023
01765256,동국씨엠,460850,Y,분기보고서 (2024.09),20241113000348,동국씨엠,20241113,,2024,2024
01765256,동국씨엠,460850,Y,반기보고서 (2024.06),20240814001198,동국씨엠,20240814,,2024,2024
01765256,동국씨엠,460850,Y,분기보고서 (2024.03),20240514000564,동국씨엠,20240514,,2024,2024
01765256,동국씨엠,460850,Y,사업보고서 (2023.12),20240313000637,동국씨엠,20240313,,2024,2024
01765265,동국제강,460860,Y,분기보고서 (2023.09),20231114000469,동국제강,20231114,,2023,2023
01765265,동국제강,460860,Y,반기보고서 (2023.06),20230811000902,동국제강,20230811,,2023,2023
01765265,동국제강,460860,Y,분기보고서 (2024.09),20241114001144,동국제강,20241114,,2024,2024
01765265,동국제강,460860,Y,반기보고서 (2024.06),20240814001519,동국제강,20240814,,2024,2024
01765265,동국제강,460860,Y,[기재정정]분기보고서 (2024.03),20240514001591,동국제강,20240514,,2024,2024
01765265,동국제강,460860,Y,[기재정정]분기보고서 (2024.03),20240514001563,동국제강,20240514,정,2024,2024
01765265,동국제강,460860,Y,분기보고서 (2024.03),20240514000641,동국제강,20240514,정,2024,2024
01765265,동국제강,460860,Y,사업보고서 (2023.12),20240312000543,동국제강,20240312,,2024,2024
01762569,이수스페셜티케미컬,457190,Y,분기보고서 (2023.09),20231114002962,이수스페셜티케미컬,20231114,,2023,2023
01762569,이수스페셜티케미컬,457190,Y,반기보고서 (2023.06),20230814003042,이수스페셜티케미컬,20230814,,2023,2023
01762569,이수스페셜티케미컬,457190,Y,분기보고서 (2024.09),20241114002323,이수스페셜티케미컬,20241114,,2024,2024
01762569,이수스페셜티케미컬,457190,Y,반기보고서 (2024.06),20240814004355,이수스페셜티케미컬,20240814,,2024,2024
01762569,이수스페셜티케미컬,457190,Y,분기보고서 (2024.03),20240516002309,이수스페셜티케미컬,20240516,,2024,2024
01762569,이수스페셜티케미컬,457190,Y,[기재정정]사업보고서 (2023.12),20240411004116,이수스페셜티케미컬,20240411,,2024,2024
01762569,이수스페셜티케미컬,457190,Y,사업보고서 (2023.12),20240321001821,이수스페셜티케미컬,20240321,정,2024,2024
01760738,OCI,456040,Y,분기보고서 (2023.09),20231113000643,OCI,20231113,,2023,2023
01760738,OCI,456040,Y,반기보고서 (2023.06),20230811000871,OCI,20230811,,2023,2023
01760738,OCI,456040,Y,분기보고서 (2024.09),20241113000330,OCI,20241113,,2024,2024
01760738,OCI,456040,Y,반기보고서 (2024.06),20240813001394,OCI,20240813,,2024,2024
01760738,OCI,456040,Y,분기보고서 (2024.03),20240514000618,OCI,20240514,,2024,2024
01760738,OCI,456040,Y,사업보고서 (2023.12),20240314000710,OCI,20240314,,2024,2024
00480367,SK오션플랜트,100090,Y,분기보고서 (2018.09),20181128000508,SK오션플랜트,20181128,,2018,2018
00480367,SK오션플랜트,100090,Y,반기보고서 (2018.06),20180824000293,SK오션플랜트,20180824,,2018,2018
00480367,SK오션플랜트,100090,Y,분기보고서 (2018.03),20180525000376,SK오션플랜트,20180525,,2018,2018
00480367,SK오션플랜트,100090,Y,[기재정정]사업보고서 (2017.12),20180330002750,SK오션플랜트,20180330,연,2018,2018
00480367,SK오션플랜트,100090,Y,사업보고서 (2017.12),20180330001434,SK오션플랜트,20180330,정연,2018,2018
00480367,SK오션플랜트,100090,Y,분기보고서 (2019.09),20191108000057,SK오션플랜트,20191108,,2019,2019
00480367,SK오션플랜트,100090,Y,반기보고서 (2019.06),20190814000059,SK오션플랜트,20190814,,2019,2019
00480367,SK오션플랜트,100090,Y,분기보고서 (2019.03),20190515000099,SK오션플랜트,20190515,,2019,2019
00480367,SK오션플랜트,100090,Y,사업보고서 (2018.12),20190329001733,SK오션플랜트,20190329,연,2019,2019
00480367,SK오션플랜트,100090,Y,분기보고서 (2020.09),20201113000264,SK오션플랜트,20201113,,2020,2020
00480367,SK오션플랜트,100090,Y,반기보고서 (2020.06),20200814000698,SK오션플랜트,20200814,,2020,2020
00480367,SK오션플랜트,100090,Y,분기보고서 (2020.03),20200512000379,SK오션플랜트,20200512,,2020,2020
00480367,SK오션플랜트,100090,Y,사업보고서 (2019.12),20200330003171,SK오션플랜트,20200330,연,2020,2020
00480367,SK오션플랜트,100090,Y,[기재정정]분기보고서 (2021.09),20211115002157,SK오션플랜트,20211115,,2021,2021
00480367,SK오션플랜트,100090,Y,분기보고서 (2021.09),20211115001305,SK오션플랜트,20211115,정,2021,2021
00480367,SK오션플랜트,100090,Y,반기보고서 (2021.06),20210817001392,SK오션플랜트,20210817,,2021,2021
00480367,SK오션플랜트,100090,Y,분기보고서 (2021.03),20210517000364,SK오션플랜트,20210517,,2021,2021
00480367,SK오션플랜트,100090,Y,사업보고서 (2020.12),20210318000211,SK오션플랜트,20210318,연,2021,2021
00480367,SK오션플랜트,100090,Y,분기보고서 (2022.09),20221114000400,SK오션플랜트,20221114,,2022,2022
00480367,SK오션플랜트,100090,Y,반기보고서 (2022.06),20220816000560,SK오션플랜트,20220816,,2022,2022
00480367,SK오션플랜트,100090,Y,분기보고서 (2022.03),20220516002149,SK오션플랜트,20220516,,2022,2022
00480367,SK오션플랜트,100090,Y,사업보고서 (2021.12),20220323001382,SK오션플랜트,20220323,연,2022,2022
00480367,SK오션플랜트,100090,Y,분기보고서 (2023.09),20231114001328,SK오션플랜트,20231114,,2023,2023
00480367,SK오션플랜트,100090,Y,[기재정정]사업보고서 (2022.12),20230831000707,SK오션플랜트,20230831,연,2023,2023
00480367,SK오션플랜트,100090,Y,반기보고서 (2023.06),20230814001885,SK오션플랜트,20230814,,2023,2023
00480367,SK오션플랜트,100090,Y,분기보고서 (2023.03),20230515002344,SK오션플랜트,20230515,,2023,2023
00480367,SK오션플랜트,100090,Y,사업보고서 (2022.12),20230321000779,SK오션플랜트,20230321,정연,2023,2023
00480367,SK오션플랜트,100090,Y,분기보고서 (2024.09),20241114000492,SK오션플랜트,20241114,,2024,2024
00480367,SK오션플랜트,100090,Y,반기보고서 (2024.06),20240814002323,SK오션플랜트,20240814,,2024,2024
00480367,SK오션플랜트,100090,Y,분기보고서 (2024.03),20240516001385,SK오션플랜트,20240516,,2024,2024
00480367,SK오션플랜트,100090,Y,사업보고서 (2023.12),20240320000346,SK오션플랜트,20240320,연,2024,2024
01721809,현대그린푸드,453340,Y,분기보고서 (2023.09),20231114002149,현대그린푸드,20231114,,2023,2023
01721809,현대그린푸드,453340,Y,반기보고서 (2023.06),20230814002044,현대그린푸드,20230814,,2023,2023
01721809,현대그린푸드,453340,Y,분기보고서 (2023.03),20230515002747,현대그린푸드,20230515,,2023,2023
01721809,현대그린푸드,453340,Y,분기보고서 (2024.09),20241114001501,현대그린푸드,20241114,,2024,2024
01721809,현대그린푸드,453340,Y,반기보고서 (2024.06),20240814002982,현대그린푸드,20240814,,2024,2024
01721809,현대그린푸드,453340,Y,분기보고서 (2024.03),20240516001363,현대그린푸드,20240516,,2024,2024
01721809,현대그린푸드,453340,Y,사업보고서 (2023.12),20240318000716,현대그린푸드,20240318,연,2024,2024
01722437,한화갤러리아,452260,Y,분기보고서 (2023.09),20231114002446,한화갤러리아,20231114,,2023,2023
01722437,한화갤러리아,452260,Y,반기보고서 (2023.06),20230811002164,한화갤러리아,20230811,,2023,2023
01722437,한화갤러리아,452260,Y,분기보고서 (2023.03),20230512001356,한화갤러리아,20230512,,2023,2023
01722437,한화갤러리아,452260,Y,분기보고서 (2024.09),20241113000688,한화갤러리아,20241113,,2024,2024
01722437,한화갤러리아,452260,Y,반기보고서 (2024.06),20240814004060,한화갤러리아,20240814,,2024,2024
01722437,한화갤러리아,452260,Y,분기보고서 (2024.03),20240514001478,한화갤러리아,20240514,,2024,2024
01722437,한화갤러리아,452260,Y,사업보고서 (2023.12),20240318000820,한화갤러리아,20240318,연,2024,2024
00622787,바이오노트,377740,Y,분기보고서 (2021.09),20211115001225,바이오노트,20211115,,2021,2021
00622787,바이오노트,377740,Y,반기보고서 (2021.06),20210817000668,바이오노트,20210817,,2021,2021
00622787,바이오노트,377740,Y,[기재정정]분기보고서 (2021.03),20210526000106,바이오노트,20210526,,2021,2021
00622787,바이오노트,377740,Y,분기보고서 (2021.03),20210517001715,바이오노트,20210517,정,2021,2021
00622787,바이오노트,377740,Y,[첨부추가]사업보고서 (2020.12),20210331003006,바이오노트,20210331,연,2021,2021
00622787,바이오노트,377740,Y,분기보고서 (2022.09),20221114001263,바이오노트,20221114,,2022,2022
00622787,바이오노트,377740,Y,반기보고서 (2022.06),20220816001310,바이오노트,20220816,,2022,2022
00622787,바이오노트,377740,Y,분기보고서 (2022.03),20220516002488,바이오노트,20220516,,2022,2022
00622787,바이오노트,377740,Y,사업보고서 (2021.12),20220331002923,바이오노트,20220331,연,2022,2022
00622787,바이오노트,377740,Y,분기보고서 (2023.09),20231114001427,바이오노트,20231114,,2023,2023
00622787,바이오노트,377740,Y,반기보고서 (2023.06),20230814002065,바이오노트,20230814,,2023,2023
00622787,바이오노트,377740,Y,[기재정정]분기보고서 (2023.03),20230523000026,바이오노트,20230523,,2023,2023
00622787,바이오노트,377740,Y,분기보고서 (2023.03),20230515001596,바이오노트,20230515,정,2023,2023
00622787,바이오노트,377740,Y,사업보고서 (2022.12),20230321001282,바이오노트,20230321,연,2023,2023
00622787,바이오노트,377740,Y,분기보고서 (2024.09),20241114000725,바이오노트,20241114,,2024,2024
00622787,바이오노트,377740,Y,반기보고서 (2024.06),20240814002024,바이오노트,20240814,,2024,2024
00622787,바이오노트,377740,Y,분기보고서 (2024.03),20240516000750,바이오노트,20240516,,2024,2024
00622787,바이오노트,377740,Y,[기재정정]사업보고서 (2023.12),20240322000144,바이오노트,20240322,연,2024,2024
00622787,바이오노트,377740,Y,[기재정정]사업보고서 (2023.12),20240320002051,바이오노트,20240320,정연,2024,2024
00622787,바이오노트,377740,Y,사업보고서 (2023.12),20240320001691,바이오노트,20240320,정연,2024,2024
01702017,유니드비티플러스,446070,Y,분기보고서 (2023.09),20231114000446,유니드비티플러스,20231114,,2023,2023
01702017,유니드비티플러스,446070,Y,반기보고서 (2023.06),20230814000184,유니드비티플러스,20230814,,2023,2023
01702017,유니드비티플러스,446070,Y,분기보고서 (2023.03),20230515000701,유니드비티플러스,20230515,,2023,2023
01702017,유니드비티플러스,446070,Y,사업보고서 (2022.12),20230322000303,유니드비티플러스,20230322,,2023,2023
01702017,유니드비티플러스,446070,Y,분기보고서 (2024.09),20241114000308,유니드비티플러스,20241114,,2024,2024
01702017,유니드비티플러스,446070,Y,반기보고서 (2024.06),20240814000853,유니드비티플러스,20240814,,2024,2024
01702017,유니드비티플러스,446070,Y,분기보고서 (2024.03),20240516000101,유니드비티플러스,20240516,,2024,2024
01702017,유니드비티플러스,446070,Y,사업보고서 (2023.12),20240320000313,유니드비티플러스,20240320,,2024,2024
00525934,LX세미콘,108320,Y,분기보고서 (2018.09),20181114002336,LX세미콘,20181114,,2018,2018
00525934,LX세미콘,108320,Y,반기보고서 (2018.06),20180814001097,LX세미콘,20180814,,2018,2018
00525934,LX세미콘,108320,Y,분기보고서 (2018.03),20180515001942,LX세미콘,20180515,,2018,2018
00525934,LX세미콘,108320,Y,사업보고서 (2017.12),20180402003898,LX세미콘,20180402,연,2018,2018
00525934,LX세미콘,108320,Y,분기보고서 (2019.09),20191113000252,LX세미콘,20191113,,2019,2019
00525934,LX세미콘,108320,Y,반기보고서 (2019.06),20190813000526,LX세미콘,20190813,,2019,2019
00525934,LX세미콘,108320,Y,분기보고서 (2019.03),20190514001088,LX세미콘,20190514,,2019,2019
00525934,LX세미콘,108320,Y,사업보고서 (2018.12),20190401002209,LX세미콘,20190401,연,2019,2019
00525934,LX세미콘,108320,Y,분기보고서 (2020.09),20201116000669,LX세미콘,20201116,,2020,2020
00525934,LX세미콘,108320,Y,반기보고서 (2020.06),20200814000879,LX세미콘,20200814,,2020,2020
00525934,LX세미콘,108320,Y,분기보고서 (2020.03),20200515000940,LX세미콘,20200515,,2020,2020
00525934,LX세미콘,108320,Y,사업보고서 (2019.12),20200330002510,LX세미콘,20200330,연,2020,2020
00525934,LX세미콘,108320,Y,분기보고서 (2021.09),20211115000740,LX세미콘,20211115,,2021,2021
00525934,LX세미콘,108320,Y,[기재정정]반기보고서 (2021.06),20210901000402,LX세미콘,20210901,,2021,2021
00525934,LX세미콘,108320,Y,반기보고서 (2021.06),20210813000795,LX세미콘,20210813,정,2021,2021
00525934,LX세미콘,108320,Y,분기보고서 (2021.03),20210514001066,LX세미콘,20210514,,2021,2021
00525934,LX세미콘,108320,Y,사업보고서 (2020.12),20210310001052,LX세미콘,20210310,연,2021,2021
00525934,LX세미콘,108320,Y,분기보고서 (2022.09),20221114001156,LX세미콘,20221114,,2022,2022
00525934,LX세미콘,108320,Y,반기보고서 (2022.06),20220816001417,LX세미콘,20220816,,2022,2022
00525934,LX세미콘,108320,Y,분기보고서 (2022.03),20220516000897,LX세미콘,20220516,,2022,2022
00525934,LX세미콘,108320,Y,사업보고서 (2021.12),20220314000950,LX세미콘,20220314,연,2022,2022
00525934,LX세미콘,108320,Y,분기보고서 (2023.09),20231114001846,LX세미콘,20231114,,2023,2023
00525934,LX세미콘,108320,Y,반기보고서 (2023.06),20230814002053,LX세미콘,20230814,,2023,2023
00525934,LX세미콘,108320,Y,분기보고서 (2023.03),20230515002633,LX세미콘,20230515,,2023,2023
00525934,LX세미콘,108320,Y,사업보고서 (2022.12),20230315001207,LX세미콘,20230315,연,2023,2023
00525934,LX세미콘,108320,Y,분기보고서 (2024.09),20241114001362,LX세미콘,20241114,,2024,2024
00525934,LX세미콘,108320,Y,반기보고서 (2024.06),20240814002936,LX세미콘,20240814,,2024,2024
00525934,LX세미콘,108320,Y,분기보고서 (2024.03),20240516001061,LX세미콘,20240516,,2024,2024
00525934,LX세미콘,108320,Y,사업보고서 (2023.12),20240313001269,LX세미콘,20240313,연,2024,2024
01026157,쏘카,403550,Y,분기보고서 (2022.09),20221110000347,쏘카,20221110,,2022,2022
01026157,쏘카,403550,Y,분기보고서 (2023.09),20231114000994,쏘카,20231114,,2023,2023
01026157,쏘카,403550,Y,반기보고서 (2023.06),20230811001580,쏘카,20230811,,2023,2023
01026157,쏘카,403550,Y,분기보고서 (2023.03),20230512000226,쏘카,20230512,,2023,2023
01026157,쏘카,403550,Y,사업보고서 (2022.12),20230322000801,쏘카,20230322,연,2023,2023
01026157,쏘카,403550,Y,분기보고서 (2024.09),20241113000768,쏘카,20241113,,2024,2024
01026157,쏘카,403550,Y,반기보고서 (2024.06),20240814003114,쏘카,20240814,,2024,2024
01026157,쏘카,403550,Y,분기보고서 (2024.03),20240514001266,쏘카,20240514,,2024,2024
01026157,쏘카,403550,Y,사업보고서 (2023.12),20240320001168,쏘카,20240320,연,2024,2024
00193328,수산인더스트리,126720,Y,[기재정정]분기보고서 (2022.09),20221130001938,수산인더스트리,20221130,,2022,2022
00193328,수산인더스트리,126720,Y,분기보고서 (2022.09),20221114002208,수산인더스트리,20221114,정,2022,2022
00193328,수산인더스트리,126720,Y,분기보고서 (2023.09),20231114001119,수산인더스트리,20231114,,2023,2023
00193328,수산인더스트리,126720,Y,반기보고서 (2023.06),20230814003168,수산인더스트리,20230814,,2023,2023
00193328,수산인더스트리,126720,Y,분기보고서 (2023.03),20230515001003,수산인더스트리,20230515,,2023,2023
00193328,수산인더스트리,126720,Y,사업보고서 (2022.12),20230323001537,수산인더스트리,20230323,연,2023,2023
00193328,수산인더스트리,126720,Y,분기보고서 (2024.09),20241114002470,수산인더스트리,20241114,,2024,2024
00193328,수산인더스트리,126720,Y,반기보고서 (2024.06),20240814001918,수산인더스트리,20240814,,2024,2024
00193328,수산인더스트리,126720,Y,분기보고서 (2024.03),20240516001575,수산인더스트리,20240516,,2024,2024
00193328,수산인더스트리,126720,Y,사업보고서 (2023.12),20240320000834,수산인더스트리,20240320,연,2024,2024
01515323,LG에너지솔루션,373220,Y,[기재정정]분기보고서 (2021.09),20211115002487,LG에너지솔루션,20211115,,2021,2021
01515323,LG에너지솔루션,373220,Y,분기보고서 (2021.09),20211115001636,LG에너지솔루션,20211115,정,2021,2021
01515323,LG에너지솔루션,373220,Y,반기보고서 (2021.06),20210817001368,LG에너지솔루션,20210817,,2021,2021
01515323,LG에너지솔루션,373220,Y,분기보고서 (2021.03),20210514001603,LG에너지솔루션,20210514,,2021,2021
01515323,LG에너지솔루션,373220,Y,사업보고서 (2020.12),20210317000676,LG에너지솔루션,20210317,연,2021,2021
01515323,LG에너지솔루션,373220,Y,분기보고서 (2022.09),20221114001585,LG에너지솔루션,20221114,,2022,2022
01515323,LG에너지솔루션,373220,Y,반기보고서 (2022.06),20220816002372,LG에너지솔루션,20220816,,2022,2022
01515323,LG에너지솔루션,373220,Y,분기보고서 (2022.03),20220516001898,LG에너지솔루션,20220516,,2022,2022
01515323,LG에너지솔루션,373220,Y,사업보고서 (2021.12),20220315001026,LG에너지솔루션,20220315,연,2022,2022
01515323,LG에너지솔루션,373220,Y,분기보고서 (2023.09),20231114001430,LG에너지솔루션,20231114,,2023,2023
01515323,LG에너지솔루션,373220,Y,반기보고서 (2023.06),20230814002063,LG에너지솔루션,20230814,,2023,2023
01515323,LG에너지솔루션,373220,Y,분기보고서 (2023.03),20230515002279,LG에너지솔루션,20230515,,2023,2023
01515323,LG에너지솔루션,373220,Y,사업보고서 (2022.12),20230315001342,LG에너지솔루션,20230315,연,2023,2023
01515323,LG에너지솔루션,373220,Y,분기보고서 (2024.09),20241114000371,LG에너지솔루션,20241114,,2024,2024
01515323,LG에너지솔루션,373220,Y,반기보고서 (2024.06),20240814001471,LG에너지솔루션,20240814,,2024,2024
01515323,LG에너지솔루션,373220,Y,분기보고서 (2024.03),20240514000898,LG에너지솔루션,20240514,,2024,2024
01515323,LG에너지솔루션,373220,Y,사업보고서 (2023.12),20240314001110,LG에너지솔루션,20240314,연,2024,2024
01323032,케이카,381970,Y,분기보고서 (2021.09),20211115002500,케이카,20211115,,2021,2021
01323032,케이카,381970,Y,분기보고서 (2022.09),20221114000435,케이카,20221114,정,2022,2022
01323032,케이카,381970,Y,반기보고서 (2022.06),20220816000308,케이카,20220816,정,2022,2022
01323032,케이카,381970,Y,분기보고서 (2022.03),20220516000180,케이카,20220516,,2022,2022
01323032,케이카,381970,Y,사업보고서 (2021.12),20220321001421,케이카,20220321,,2022,2022
01323032,케이카,381970,Y,분기보고서 (2023.09),20231114001843,케이카,20231114,,2023,2023
01323032,케이카,381970,Y,반기보고서 (2023.06),20230814000986,케이카,20230814,,2023,2023
01323032,케이카,381970,Y,분기보고서 (2023.03),20230515000494,케이카,20230515,,2023,2023
01323032,케이카,381970,Y,[기재정정]사업보고서 (2022.12),20230407002574,케이카,20230407,,2023,2023
01323032,케이카,381970,Y,[기재정정]분기보고서 (2022.09),20230407002541,케이카,20230407,,2023,2023
01323032,케이카,381970,Y,[기재정정]반기보고서 (2022.06),20230407002500,케이카,20230407,,2023,2023
01323032,케이카,381970,Y,사업보고서 (2022.12),20230321000608,케이카,20230321,정,2023,2023
01323032,케이카,381970,Y,[첨부추가]분기보고서 (2024.09),20241114000788,케이카,20241114,,2024,2024
01323032,케이카,381970,Y,[기재정정]반기보고서 (2024.06),20240912000539,케이카,20240912,,2024,2024
01323032,케이카,381970,Y,[기재정정]반기보고서 (2024.06),20240912000519,케이카,20240912,정,2024,2024
01323032,케이카,381970,Y,[기재정정]반기보고서 (2024.06),20240912000491,케이카,20240912,정,2024,2024
01323032,케이카,381970,Y,반기보고서 (2024.06),20240814001776,케이카,20240814,정,2024,2024
01323032,케이카,381970,Y,분기보고서 (2024.03),20240516001019,케이카,20240516,,2024,2024
01323032,케이카,381970,Y,[기재정정]사업보고서 (2023.12),20240424000584,케이카,20240424,,2024,2024
01323032,케이카,381970,Y,사업보고서 (2023.12),20240319000627,케이카,20240319,정,2024,2024
01390344,HD현대중공업,329180,Y,분기보고서 (2021.09),20211115000980,HD현대중공업,20211115,,2021,2021
01390344,HD현대중공업,329180,Y,반기보고서 (2021.06),20210810000341,HD현대중공업,20210810,,2021,2021
01390344,HD현대중공업,329180,Y,분기보고서 (2021.03),20210517001476,HD현대중공업,20210517,,2021,2021
01390344,HD현대중공업,329180,Y,사업보고서 (2020.12),20210401001108,HD현대중공업,20210401,연,2021,2021
01390344,HD현대중공업,329180,Y,분기보고서 (2022.09),20221114001378,HD현대중공업,20221114,,2022,2022
01390344,HD현대중공업,329180,Y,반기보고서 (2022.06),20220816000947,HD현대중공업,20220816,,2022,2022
01390344,HD현대중공업,329180,Y,분기보고서 (2022.03),20220516002360,HD현대중공업,20220516,,2022,2022
01390344,HD현대중공업,329180,Y,사업보고서 (2021.12),20220314000704,HD현대중공업,20220314,연,2022,2022
01390344,HD현대중공업,329180,Y,분기보고서 (2023.09),20231114001059,HD현대중공업,20231114,,2023,2023
01390344,HD현대중공업,329180,Y,반기보고서 (2023.06),20230814002529,HD현대중공업,20230814,,2023,2023
01390344,HD현대중공업,329180,Y,분기보고서 (2023.03),20230515002433,HD현대중공업,20230515,,2023,2023
01390344,HD현대중공업,329180,Y,사업보고서 (2022.12),20230320000790,HD현대중공업,20230320,연,2023,2023
01390344,HD현대중공업,329180,Y,분기보고서 (2024.09),20241114001816,HD현대중공업,20241114,,2024,2024
01390344,HD현대중공업,329180,Y,반기보고서 (2024.06),20240814002485,HD현대중공업,20240814,,2024,2024
01390344,HD현대중공업,329180,Y,분기보고서 (2024.03),20240516000877,HD현대중공업,20240516,,2024,2024
01390344,HD현대중공업,329180,Y,사업보고서 (2023.12),20240318000459,HD현대중공업,20240318,연,2024,2024
00972503,일진하이솔루스,271940,Y,분기보고서 (2021.09),20211115001499,일진하이솔루스,20211115,,2021,2021
00972503,일진하이솔루스,271940,Y,분기보고서 (2022.09),20221114000666,일진하이솔루스,20221114,,2022,2022
00972503,일진하이솔루스,271940,Y,반기보고서 (2022.06),20220816001199,일진하이솔루스,20220816,,2022,2022
00972503,일진하이솔루스,271940,Y,분기보고서 (2022.03),20220516001270,일진하이솔루스,20220516,,2022,2022
