stock_code,corp_code,corp_name,year,market,sector,CorrectionDummy,CorrectionCount,MaterialCorrectionDummy,MaterialCorrectionCount,AuditorName,Big4Auditor,CleanOpinion,AuditFee,NonAuditFee,NonAuditFeeRatio,BoardSize,OutsideDirectorCount,OutsideDirectorRatio,LargestShareholderOwnership,MinorityShareholderRatio,MinorityShareholderCount,Assets,Liabilities,Equity,Revenue,OperatingIncome,NetIncome,LogAssets,Leverage,ROA,Loss,listing_date,FirstCorrectionDate,LastCorrectionDate,MaterialKeywordHits,AuditOpinion,AuditHours,NonAuditContractCount,OutsideDirectorAppointed,OutsideDirectorDismissed,OutsideDirectorResigned,Size,LogAuditFee,CorrectionCount_Log
475560,00968607,더본코리아,2020,KOSPI,상품 종합 도매업,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2024-11-06,,,0,,,,,,,,,0.0
475560,00968607,더본코리아,2021,KOSPI,상품 종합 도매업,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2024-11-06,,,0,,,,,,,,,0.0
475560,00968607,더본코리아,2022,KOSPI,상품 종합 도매업,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2024-11-06,,,0,,,,,,,,,0.0
475560,00968607,더본코리아,2023,KOSPI,상품 종합 도매업,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2024-11-06,,,0,,,,,,,,,0.0
475560,00968607,더본코리아,2024,KOSPI,상품 종합 도매업,0,0,0,0,삼일회계법인,1.0,1.0,,0.0,,7.0,3.0,0.42857142857142855,74.4,99.996,85422.0,352697366866.0,85109581494.0,267587785372.0,464151201512.0,36023906701.0,,26.58887620851269,0.24131051005644624,,0.0,2024-11-06,,,0,적정의견,,3.0,3.0,,,26.58887620851269,,0.0
489790,01867758,한화비전,2018,KOSPI,통신 및 방송 장비 제조업,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2024-09-27,,,0,,,,,,,,,0.0
489790,01867758,한화비전,2019,KOSPI,통신 및 방송 장비 제조업,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2024-09-27,,,0,,,,,,,,,0.0
489790,01867758,한화비전,2020,KOSPI,통신 및 방송 장비 제조업,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2024-09-27,,,0,,,,,,,,,0.0
489790,01867758,한화비전,2021,KOSPI,통신 및 방송 장비 제조업,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2024-09-27,,,0,,,,,,,,,0.0
489790,01867758,한화비전,2022,KOSPI,통신 및 방송 장비 제조업,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2024-09-27,,,0,,,,,,,,,0.0
489790,01867758,한화비전,2023,KOSPI,통신 및 방송 장비 제조업,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2024-09-27,,,0,,,,,,,,,0.0
489790,01867758,한화비전,2024,KOSPI,통신 및 방송 장비 제조업,0,0,0,0,삼일회계법인,1.0,1.0,,0.0,,4.0,3.0,0.75,33.96,99.99,91065.0,1591146181854.0,766419408117.0,824726773737.0,493322362934.0,-120362075.0,,28.09547574154993,0.481677558515692,,0.0,2024-09-27,,,0,적정의견,,6.0,3.0,,,28.09547574154993,,0.0
079900,00372129,전진건설로봇,2018,KOSPI,특수 목적용 기계 제조업,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2024-08-19,,,0,,,,,,,,,0.0
079900,00372129,전진건설로봇,2019,KOSPI,특수 목적용 기계 제조업,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2024-08-19,,,0,,,,,,,,,0.0
079900,00372129,전진건설로봇,2020,KOSPI,특수 목적용 기계 제조업,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2024-08-19,,,0,,,,,,,,,0.0
079900,00372129,전진건설로봇,2021,KOSPI,특수 목적용 기계 제조업,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2024-08-19,,,0,,,,,,,,,0.0
079900,00372129,전진건설로봇,2022,KOSPI,특수 목적용 기계 제조업,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2024-08-19,,,0,,,,,,,,,0.0
079900,00372129,전진건설로봇,2023,KOSPI,특수 목적용 기계 제조업,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2024-08-19,,,0,,,,,,,,,0.0
079900,00372129,전진건설로봇,2024,KOSPI,특수 목적용 기계 제조업,0,0,0,0,삼일회계법인,1.0,1.0,,0.0,,4.0,2.0,0.5,78.4,99.9,27212.0,219236327906.0,64838435404.0,154397892502.0,169785980240.0,31345210502.0,,26.11341610778683,0.295746767989109,,0.0,2024-08-19,,,0,적정의견,,6.0,1.0,,,26.11341610778683,,0.0
062040,00366438,산일전기,2018,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2024-07-29,,,0,,,,,,,,,0.0
062040,00366438,산일전기,2019,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2024-07-29,,,0,,,,,,,,,0.0
062040,00366438,산일전기,2020,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2024-07-29,,,0,,,,,,,,,0.0
062040,00366438,산일전기,2021,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2024-07-29,,,0,,,,,,,,,0.0
062040,00366438,산일전기,2022,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2024-07-29,,,0,,,,,,,,,0.0
062040,00366438,산일전기,2023,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2024-07-29,,,0,,,,,,,,,0.0
