rcept_no,corp_cls,corp_code,corp_name,bsns_year,adtor,cn,mendng,tot_reqre_time,adt_cntrct_dtls_mendng,adt_cntrct_dtls_time,real_exc_dtls_mendng,real_exc_dtls_time,stlm_dt,query_year,endpoint_label
20240320000618,Y,00108612,DS단석,제40기(당기),회계법인리안,"분반기 연결.별도재무제표 검토
기말 연결.별도재무제표 감사",-,-,"632,000천원 ","3,951 ","632,000천원 ","3,891 ",2023-12-31,2023,audit_contract
20240320000618,Y,00108612,DS단석,제39기(전기),회계법인리안,기말 연결.별도재무제표 감사,-,-,"345,000천원 ","2,298 ","345,000천원 ","2,092,",2023-12-31,2023,audit_contract
20240320000618,Y,00108612,DS단석,제38기(전전기),대현회계법인,기말 연결.별도재무제표 감사,-,-,"100,000천원 ",962 ,"118,000천원 ","1,028 ",2023-12-31,2023,audit_contract
20250321001800,Y,00108612,DS단석,제41기(당기),회계법인리안,"분반기 연결.별도재무제표 검토
기말 연결.별도재무제표 감사",-,-,"750,000천원","4,689","750,000천원","4,703",2024-12-31,2024,audit_contract
20250321001800,Y,00108612,DS단석,제40기(전기),회계법인리안,"분반기 연결.별도재무제표 검토
기말 연결.별도재무제표 감사",-,-,"632,000천원","3,951","632,000천원","3,891",2024-12-31,2024,audit_contract
20250321001800,Y,00108612,DS단석,제39기(전전기),회계법인리안,기말 연결.별도재무제표 감사,-,-,"345,000천원","2,298","345,000천원","2,092",2024-12-31,2024,audit_contract
20240321000011,Y,00367710,동인기연,제32기(당기),안진회계법인,"(별도)반기검토기말감사(연결)반기검토기말감사
내부회계감사",-,-,"295,000","2,547","295,000","2,643",2023-12-31,2023,audit_contract
20240321000011,Y,00367710,동인기연,제31기(전기),안진회계법인,별도기말감사연결기말감사,-,-,"220,000","1,695","320,000","2,899",2023-12-31,2023,audit_contract
20240321000011,Y,00367710,동인기연,제30기(전전기),이정회계법인,별도기말감사,-,-,"50,000",400,"50,000",454,2023-12-31,2023,audit_contract
20250320001366,Y,00367710,동인기연,제 33기 (당기),안진회계법인,"(별도)반기검토
기말감사(연결)반기검토기말감사
내부회계감사",-,-,"250,000","2,205","250,000","2,274",2024-12-31,2024,audit_contract
20250320001366,Y,00367710,동인기연,제32기(전기),안진회계법인,"(별도)반기검토기말감사(연결)반기검토기말감사
내부회계감사",-,-,"295,000","2,547","295,000","2,643",2024-12-31,2024,audit_contract
20250320001366,Y,00367710,동인기연,제31기(전전기),안진회계법인,"(별도)반기검토기말감사(연결)반기검토기말감사
내부회계감사",-,-,"220,000","1,695","320,000","2,899",2024-12-31,2024,audit_contract
20230321001386,Y,01311408,에코프로머티,제6기(당기),대주회계법인,"분반기 검토, 연 감사 등(연결 및 개별)",-,-,100,800,100,831,2022-12-31,2022,audit_contract
20230321001386,Y,01311408,에코프로머티,제5기(전기),삼일회계법인,"분반기 검토, 연 감사 등(연결 및 개별)",-,-,55,530,55,533,2022-12-31,2022,audit_contract
20230321001386,Y,01311408,에코프로머티,제4기(전전기),삼일회계법인,"분반기 검토, 연 감사 등(연결 및 개별)",-,-,50,520,50,607,2022-12-31,2022,audit_contract
20240417000528,Y,01311408,에코프로머티,제7기(당기),대주회계법인,"분반기
검토,
연
감사 등
(개별)",-,-,190,"1,300",190,"1,418",2023-12-31,2023,audit_contract
20240417000528,Y,01311408,에코프로머티,제6기(전기),대주회계법인,"분반기 검토, 연 감사 등(개별)",-,-,100,800,100,831,2023-12-31,2023,audit_contract
20240417000528,Y,01311408,에코프로머티,제5기(전전기),삼일회계법인,"분반기 검토, 연 감사 등(개별)",-,-,55,530,55,533,2023-12-31,2023,audit_contract
20250402002504,Y,01311408,에코프로머티,"제8기
(당기)",대주회계법인,"분반기 검토, 연 감사 등(연결 및 개별)",-,-,260,"2,200",260,"2,141",2024-12-31,2024,audit_contract
20250402002504,Y,01311408,에코프로머티,"제7기
(전기)",대주회계법인,"분반기 검토, 연 감사 등(연결 및 개별)",-,-,190,"1,300",190,"1,418",2024-12-31,2024,audit_contract
20250402002504,Y,01311408,에코프로머티,"제6기
(전전기)",대주회계법인,"분반기 검토, 연 감사 등(연결 및 개별)",-,-,100,800,100,831,2024-12-31,2024,audit_contract
20240320001860,Y,01105153,두산로보틱스,-,-,-,-,-,-,-,-,-,2023-12-31,2023,audit_contract
20240320001860,Y,01105153,두산로보틱스,-,-,-,-,-,-,-,-,-,2023-12-31,2023,audit_contract
20240320001860,Y,01105153,두산로보틱스,-,-,-,-,-,-,-,-,-,2023-12-31,2023,audit_contract
20250321001817,Y,01105153,두산로보틱스,-,-,-,-,-,-,-,-,-,2024-12-31,2024,audit_contract
20250321001817,Y,01105153,두산로보틱스,-,-,-,-,-,-,-,-,-,2024-12-31,2024,audit_contract
20250321001817,Y,01105153,두산로보틱스,-,-,-,-,-,-,-,-,-,2024-12-31,2024,audit_contract
20240321001878,Y,01784394,STX그린로지스,제1기(당기),삼정KPMG,"당기 재무제표 검토

별도 및 연결 재무제표에 대한 감사
내부회계관리제도 감사",-,-,50,470,50,749,2023-12-31,2023,audit_contract
20240321001878,Y,01784394,STX그린로지스,제0기(전기),-,-,-,-,-,-,-,-,2023-12-31,2023,audit_contract
20240321001878,Y,01784394,STX그린로지스,제0기(전전기),-,-,-,-,-,-,-,-,2023-12-31,2023,audit_contract
20250320001570,Y,01784394,STX그린로지스,제2기(당기),삼정KPMG,"- 중간기간 재무제표 검토
- 연결 및 별도 재무제표감사
- 내부회계제도 감사",-,-,130,"1,300",130,"1,253",2024-12-31,2024,audit_contract
20250320001570,Y,01784394,STX그린로지스,제1기(전기),삼정KPMG,"- 중간기간 재무제표 검토
- 연결 및 별도 재무제표감사
- 내부회계제도 감사",-,-,50,470,50,749,2024-12-31,2024,audit_contract
20250320001570,Y,01784394,STX그린로지스,-,-,-,-,-,-,-,-,-,2024-12-31,2024,audit_contract
20240321001898,Y,00220613,넥스틸,제34기(당기),동현회계법인,"분기, 연간 별도,연결재무제표 검토, 내부회계관리제도 검토",-,-,"160,000,000 ",-,"160,000,000","1,443",2023-12-31,2023,audit_contract
20240321001898,Y,00220613,넥스틸,제33기(전기),삼일회계법인,"연간 별도, 연결재무제표, 내부회계관리제도 검토",-,-,"208,000,000 ","1,600 ","278,000,000 ","2,178",2023-12-31,2023,audit_contract
20240321001898,Y,00220613,넥스틸,제32기(전전기),회계법인 세진,"연간 별도재무제표, 내부회계관리제도 검토",-,-,"120,000,000 ",-,"120,000,000 ",592,2023-12-31,2023,audit_contract
20250331002907,Y,00220613,넥스틸,제35기(당기),성현회계법인,"분기, 연간 별도,연결재무제표 검토, 내부회계관리제도 검토",-,-,150,"2,000",150,"1,798",2024-12-31,2024,audit_contract
20250331002907,Y,00220613,넥스틸,제34기(전기),동현회계법인,"분기, 연간 별도,연결재무제표 검토, 내부회계관리제도 검토",-,-,160,-,160,"1,443",2024-12-31,2024,audit_contract
20250331002907,Y,00220613,넥스틸,제33기(전전기),삼일회계법인,"연간 별도, 연결재무제표, 내부회계관리제도 검토",-,-,208,"1,600",278,"2,178",2024-12-31,2024,audit_contract
20190329002018,Y,00158325,NICE평가정보,제35기(당기),삼정회계법인,회계감사 및 검토(내부회계 검토 포함),"87,000","1,843",-,-,-,-,2018-12-31,2018,audit_contract
20190329002018,Y,00158325,NICE평가정보,제34기(전기),삼정회계법인,회계감사 및 검토(내부회계 검토 포함),"83,000","1,263",-,-,-,-,2018-12-31,2018,audit_contract
20190329002018,Y,00158325,NICE평가정보,제33기(전전기),안진회계법인,회계감사 및 검토(내부회계 검토 포함),"83,000","1,794",-,-,-,-,2018-12-31,2018,audit_contract
20200330001709,Y,00158325,NICE평가정보,제36기(당기),삼정회계법인,회계감사 및 검토(내부회계 검토 포함),"145,000","2,418",-,-,-,-,2019-12-31,2019,audit_contract
20200330001709,Y,00158325,NICE평가정보,제35기(전기),삼정회계법인,회계감사 및 검토(내부회계 검토 포함),"87,000","1,843",-,-,-,-,2019-12-31,2019,audit_contract
20200330001709,Y,00158325,NICE평가정보,제34기(전전기),삼정회계법인,회계감사 및 검토(내부회계 검토 포함),"83,000","1,263",-,-,-,-,2019-12-31,2019,audit_contract
20210317000949,Y,00158325,NICE평가정보,제37기(당기),삼정회계법인,회계감사 및 검토(내부회계 검토 포함),-,-,"164,000",-,"164,000","2,162",2020-12-31,2020,audit_contract
20210317000949,Y,00158325,NICE평가정보,제36기(전기),삼정회계법인,회계감사 및 검토(내부회계 검토 포함),-,-,"145,000",-,"145,000","2,418",2020-12-31,2020,audit_contract
20210317000949,Y,00158325,NICE평가정보,제35기(전전기),삼정회계법인,회계감사 및 검토(내부회계 검토 포함),-,-,"87,000",-,"87,000","1,843",2020-12-31,2020,audit_contract
20220318000520,Y,00158325,NICE평가정보,제38기(당기),삼정회계법인,회계감사 및 검토(내부회계 검토 포함),-,-,"186,000",-,"186,000","2,425",2021-12-31,2021,audit_contract
20220318000520,Y,00158325,NICE평가정보,제37기(전기),삼정회계법인,회계감사 및 검토(내부회계 검토 포함),-,-,"164,000",-,"164,000","2,162",2021-12-31,2021,audit_contract
20220318000520,Y,00158325,NICE평가정보,제36기(전전기),삼정회계법인,회계감사 및 검토(내부회계 검토 포함),-,-,"145,000",-,"145,000","2,418",2021-12-31,2021,audit_contract
20230317000824,Y,00158325,NICE평가정보,제39기(당기),한영회계법인,회계감사 및 검토(내부회계 감사 포함),-,-,"303,000","2,526","303,000","2,749",2022-12-31,2022,audit_contract
20230317000824,Y,00158325,NICE평가정보,제38기(전기),삼정회계법인,회계감사 및 검토(내부회계 검토 포함),-,-,"186,000","1,860","186,000","2,425",2022-12-31,2022,audit_contract
20230317000824,Y,00158325,NICE평가정보,제37기(전전기),삼정회계법인,회계감사 및 검토(내부회계 검토 포함),-,-,"164,000","1,850","164,000","2,162",2022-12-31,2022,audit_contract
20240319000797,Y,00158325,NICE평가정보,제40기(당기),한영회계법인,회계감사 및 검토(내부회계 감사 포함),-,-,"315,000","2,625","315,000","2,749",2023-12-31,2023,audit_contract
20240319000797,Y,00158325,NICE평가정보,제39기(전기),한영회계법인,회계감사 및 검토(내부회계 감사 포함),-,-,"303,000","2,526","303,000","2,749",2023-12-31,2023,audit_contract
20240319000797,Y,00158325,NICE평가정보,제38기(전전기),삼정회계법인,회계감사 및 검토(내부회계 검토 포함),-,-,"186,000","1,860","186,000","2,425",2023-12-31,2023,audit_contract
20250314001653,Y,00158325,NICE평가정보,제41기(당기),한영회계법인,회계감사 및 검토(내부회계 감사 포함),-,-,"341,000","2,840","341,000","3,445",2024-12-31,2024,audit_contract
20250314001653,Y,00158325,NICE평가정보,제40기(전기),한영회계법인,회계감사 및 검토(내부회계 감사 포함),-,-,"315,000","2,625","315,000","2,803",2024-12-31,2024,audit_contract
20250314001653,Y,00158325,NICE평가정보,제39기(전전기),한영회계법인,회계감사 및 검토(내부회계 감사 포함),-,-,"303,000","2,526","303,000","2,749",2024-12-31,2024,audit_contract
20240315000658,Y,01770203,조선내화,제 1기(당기),삼일회계법인,외부회계감사,-,-,"236,000","2,270","177,000","1,840",2023-12-31,2023,audit_contract
20240315000658,Y,01770203,조선내화,-,-,-,-,-,-,-,-,-,2023-12-31,2023,audit_contract
20240315000658,Y,01770203,조선내화,-,-,-,-,-,-,-,-,-,2023-12-31,2023,audit_contract
20250311000815,Y,01770203,조선내화,제2기(당기),삼일회계법인,외부회계감사,-,-,"296,000","2,840","296,000","2,217",2024-12-31,2024,audit_contract
20250311000815,Y,01770203,조선내화,제1기(전기),삼일회계법인,외부회계감사,-,-,"236,000","2,270","236,000","1,840",2024-12-31,2024,audit_contract
20250311000815,Y,01770203,조선내화,-,-,-,-,-,-,-,-,-,2024-12-31,2024,audit_contract
20190620000077,Y,00447609,비에이치,제20기(당기),안진회계법인,"결산 감사 및
보고서 작성","130,000","2,621",-,-,-,-,2018-12-31,2018,audit_contract
20190620000077,Y,00447609,비에이치,제19기(전기),안진회계법인,"결산 감사 및
보고서 작성","90,000","1,645",-,-,-,-,2018-12-31,2018,audit_contract
20190620000077,Y,00447609,비에이치,제18기(전전기),안진회계법인,"결산 감사 및
보고서 작성","90,000","1,645",-,-,-,-,2018-12-31,2018,audit_contract
20200330000561,Y,00447609,비에이치,제21기(당기),안진회계법인,결산 감사 및 보고서 작성,"158,000","2,105",-,-,-,-,2019-12-31,2019,audit_contract
20200330000561,Y,00447609,비에이치,제20기(전기),안진회계법인,결산 감사 및 보고서 작성,"130,000","2,621",-,-,-,-,2019-12-31,2019,audit_contract
20200330000561,Y,00447609,비에이치,제19기(전전기),안진회계법인,결산 감사 및 보고서 작성,"90,000","1,645",-,-,-,-,2019-12-31,2019,audit_contract
20210331002350,Y,00447609,비에이치,제22기(당기),안진회계법인,결산 감사 및 보고서 작성,-,-,"175,000","1,750","175,000","2,061",2020-12-31,2020,audit_contract
20210331002350,Y,00447609,비에이치,제21기(전기),안진회계법인,결산 감사 및 보고서 작성,-,-,"158,000","1,760","158,000","2,621",2020-12-31,2020,audit_contract
20210331002350,Y,00447609,비에이치,제20기(전전기),안진회계법인,결산 감사 및 보고서 작성,-,-,"90,000","2,545","90,000","1,645",2020-12-31,2020,audit_contract
20220317000686,Y,00447609,비에이치,제23기(당기),안진회계법인,결산 감사 및 보고서 작성,-,-,"180,000","1,800","180,000","1,800",2021-12-31,2021,audit_contract
20220317000686,Y,00447609,비에이치,제22기(전기),안진회계법인,결산 감사 및 보고서 작성,-,-,"175,000","1,750","175,000","2,061",2021-12-31,2021,audit_contract
20220317000686,Y,00447609,비에이치,제21기(전전기),안진회계법인,결산 감사 및 보고서 작성,-,-,"158,000","1,760","158,000","2,621",2021-12-31,2021,audit_contract
20230323000767,Y,00447609,비에이치,제24기(당기),안진회계법인,결산 감사 및 보고서 작성,-,-,"280,800","2,700","280,800","3,189",2022-12-31,2022,audit_contract
20230323000767,Y,00447609,비에이치,제23기(전기),안진회계법인,결산 감사 및 보고서 작성,-,-,"180,000","1,800","180,000","1,800",2022-12-31,2022,audit_contract
20230323000767,Y,00447609,비에이치,제22기(전전기),안진회계법인,결산 감사 및 보고서 작성,-,-,"175,000","1,750","175,000","2,061",2022-12-31,2022,audit_contract
20240321001824,Y,00447609,비에이치,제25기(당기),안진회계법인,결산 감사 및 보고서 작성,-,-,"340,200","3,240","340,200","3,189",2023-12-31,2023,audit_contract
20240321001824,Y,00447609,비에이치,제24기(전기),안진회계법인,결산 감사 및 보고서 작성,-,-,"280,800","2,700","280,800","3,189",2023-12-31,2023,audit_contract
20240321001824,Y,00447609,비에이치,제23기(전전기),안진회계법인,결산 감사 및 보고서 작성,-,-,"180,000","1,800","180,000","1,800",2023-12-31,2023,audit_contract
20250326000026,Y,00447609,비에이치,제26기(당기),안진회계법인,결산 감사 및 보고서 작성,-,-,"357,000","3,394","357,000","3,066",2024-12-31,2024,audit_contract
20250326000026,Y,00447609,비에이치,제25기(전기),안진회계법인,결산 감사 및 보고서 작성,-,-,"340,200","3,240","340,200","3,189",2024-12-31,2024,audit_contract
20250326000026,Y,00447609,비에이치,제24기(전전기),안진회계법인,결산 감사 및 보고서 작성,-,-,"280,800","2,700","280,800","3,189",2024-12-31,2024,audit_contract
20240313000637,Y,01765256,동국씨엠,"제1기
(당기)",안진회계법인,"연간 재무제표 감사 및 내부회계관리제도에 대한 검토
분반기 재무제표에 대한 검토",-,-,330,"2,923",330,"3,063",2023-12-31,2023,audit_contract
20240313000637,Y,01765256,동국씨엠,-,-,-,-,-,-,-,-,-,2023-12-31,2023,audit_contract
20240313000637,Y,01765256,동국씨엠,-,-,-,-,-,-,-,-,-,2023-12-31,2023,audit_contract
20250317000943,Y,01765256,동국씨엠,제2기(당기),안진회계법인,"연간 재무제표 감사 및 내부회계관리제도에 대한 검토

분반기 재무제표에 대한 검토",-,-,434,"3,800",434,"3,712",2024-12-31,2024,audit_contract
20250317000943,Y,01765256,동국씨엠,제1기(전기),안진회계법인,"연간 재무제표 감사 및 내부회계관리제도에 대한 검토

분반기 재무제표에 대한 검토",-,-,330,"2,923",330,"3,063",2024-12-31,2024,audit_contract
20250317000943,Y,01765256,동국씨엠,-,-,-,-,-,-,-,-,-,2024-12-31,2024,audit_contract
20240312000543,Y,01765265,동국제강,제1기(당기),안진회계법인,"연간 재무제표 감사 및 내부회계관리제도에 대한 검토
분,반기 재무제표에 대한 검토",-,-,503,"4,472",503,"4,626",2023-12-31,2023,audit_contract
20240312000543,Y,01765265,동국제강,-,-,-,-,-,-,-,-,-,2023-12-31,2023,audit_contract
20240312000543,Y,01765265,동국제강,-,-,-,-,-,-,-,-,-,2023-12-31,2023,audit_contract
20250317000722,Y,01765265,동국제강,제2기(당기),안진회계법인,"연간 재무제표 감사 및 내부회계관리제도에 대한 감사
분 , 반기 재무제표에 대한 검토",-,-,664,"5,814",664,"5,558",2024-12-31,2024,audit_contract
20250317000722,Y,01765265,동국제강,제1기(전기),안진회계법인,"연간 재무제표 감사 및 내부회계관리제도에 대한 검토
분 , 반기 재무제표에 대한 검토",-,-,503,"4,472",503,"4,626",2024-12-31,2024,audit_contract
20250317000722,Y,01765265,동국제강,-,-,-,-,-,-,-,-,-,2024-12-31,2024,audit_contract
20240411004116,Y,01762569,이수스페셜티케미컬,제1기(당기),삼정회계법인,"재무제표 감사 및 검토
내부회계관리제도 검토",-,-,145백만원,"1,400",145백만원,"1,399",2023-12-31,2023,audit_contract
20240411004116,Y,01762569,이수스페셜티케미컬,-,-,-,-,-,-,-,-,-,2023-12-31,2023,audit_contract
20240411004116,Y,01762569,이수스페셜티케미컬,-,-,-,-,-,-,-,-,-,2023-12-31,2023,audit_contract
20250320001543,Y,01762569,이수스페셜티케미컬,제2기(당기),삼정회계법인,"재무제표 감사 및 검토
내부회계관리제도 감사",-,-,163,"1,535",163,"1,522",2024-12-31,2024,audit_contract
20250320001543,Y,01762569,이수스페셜티케미컬,제1기(전기),삼정회계법인,"재무제표 감사 및 검토
내부회계관리제도 검토",-,-,145,"1,400",145,"1,399",2024-12-31,2024,audit_contract
20250320001543,Y,01762569,이수스페셜티케미컬,-,-,-,-,-,-,-,-,-,2024-12-31,2024,audit_contract
20240314000710,Y,01760738,OCI,제1기 (당기),삼정회계법인,"분ㆍ반기 재무제표 검토
개별 재무제표에 대한 감사
내부회계관리제도 감사
개시재무제표 검토
영문보고서 검토",-,-,835 ,"7,080 ",835 ,"6,976 ",2023-12-31,2023,audit_contract
20240314000710,Y,01760738,OCI,-,-,-,-,-,-,-,-,-,2023-12-31,2023,audit_contract
20240314000710,Y,01760738,OCI,-,-,-,-,-,-,-,-,-,2023-12-31,2023,audit_contract
20250314001304,Y,01760738,OCI,제2기(당기),삼정회계법인,"분ㆍ반기 별도ㆍ연결 재무제표 검토
별도ㆍ연결 재무제표에 대한 감사
내부회계관리제도 감사
영문보고서 검토",-,-,818 ,"6,930 ",818 ,"6,536",2024-12-31,2024,audit_contract
20250314001304,Y,01760738,OCI,제1기(전기),삼정회계법인,"분ㆍ반기 재무제표 검토
개별 재무제표에 대한 감사
내부회계관리제도 감사
개시재무제표 검토
영문보고서 검토",-,-,835 ,"7,080 ",835 ,"6,976 ",2024-12-31,2024,audit_contract
20250314001304,Y,01760738,OCI,-,-,-,-,-,-,-,-,-,2024-12-31,2024,audit_contract
20190329001733,Y,00480367,SK오션플랜트,제23기(당기),선일회계법인,"반기검토, 중간.기말감사
연결 및 별도 재무제표에 대한 감사",60,904,-,-,-,-,2018-12-31,2018,audit_contract
20190329001733,Y,00480367,SK오션플랜트,제22기(전기),이촌회계법인,"반기검토, 중간.기말감사
연결 및 별도 재무제표에 대한 감사",60,"1,019",-,-,-,-,2018-12-31,2018,audit_contract
20190329001733,Y,00480367,SK오션플랜트,제21기(전전기),이촌회계법인,"중간기간 재무제표 검토/
개별재무제표",60,897,-,-,-,-,2018-12-31,2018,audit_contract
20200330003171,Y,00480367,SK오션플랜트,제24기(당기),선일회계법인,"반기검토, 중간.기말감사
연결 및 별도 재무제표에 대한 감사",60,"1,060",-,-,-,-,2019-12-31,2019,audit_contract
20200330003171,Y,00480367,SK오션플랜트,제23기(전기),선일회계법인,"반기검토, 중간.기말감사
연결 및 별도 재무제표에 대한 감사",60,904,-,-,-,-,2019-12-31,2019,audit_contract
20200330003171,Y,00480367,SK오션플랜트,제22기(전전기),이촌회계법인,"반기검토, 중간.기말감사
연결 및 별도 재무제표에 대한 감사",60,"1,019",-,-,-,-,2019-12-31,2019,audit_contract
20210318000211,Y,00480367,SK오션플랜트,제25기(당기),선일회계법인,"반기검토, 중간.기말감사
연결 및 별도 재무제표에 대한 감사",-,-,70,"1,300",70,"1,307",2020-12-31,2020,audit_contract
20210318000211,Y,00480367,SK오션플랜트,제24기(전기),선일회계법인,"반기검토, 중간.기말감사
연결 및 별도 재무제표에 대한 감사",-,-,60,"1,000",60,"1,060",2020-12-31,2020,audit_contract
20210318000211,Y,00480367,SK오션플랜트,제23기(전전기),선일회계법인,"반기검토, 중간.기말감사
연결 및 별도 재무제표에 대한 감사",-,-,60,900,60,904,2020-12-31,2020,audit_contract
20220323001382,Y,00480367,SK오션플랜트,제26기(당기),안진회계법인,"분.반기재무제표 검토
(별도, 연결재무제표)
별도, 연결재무제표에 대한 감사
내부회계관리제도 감사",-,-,480,"3,766",480,"4,614",2021-12-31,2021,audit_contract
20220323001382,Y,00480367,SK오션플랜트,제27기(전기),선일회계법인,"반기검토, 중간.기말감사
연결 및 별도 재무제표에 대한 감사",-,-,70,"1,300",70,"1,307",2021-12-31,2021,audit_contract
20220323001382,Y,00480367,SK오션플랜트,제28기(전전기),선일회계법인,"반기검토, 중간.기말감사
연결 및 별도 재무제표에 대한 감사",-,-,60,"1,000",60,"1,060",2021-12-31,2021,audit_contract
20230831000707,Y,00480367,SK오션플랜트,제27기(당기),안진회계법인,"분.반기재무제표 검토
(별도, 연결재무제표)
별도, 연결재무제표에 대한 감사
내부회계관리제도 감사",-,-,480,"3,794",480,"3,248",2022-12-31,2022,audit_contract
20230831000707,Y,00480367,SK오션플랜트,제26기(전기),안진회계법인,"분.반기재무제표 검토
(별도, 연결재무제표)
별도, 연결재무제표에 대한 감사
내부회계관리제도 감사",-,-,480,"3,766",480,"4,614",2022-12-31,2022,audit_contract
20230831000707,Y,00480367,SK오션플랜트,제25기(전전기),선일회계법인,"반기검토, 중간.기말감사
연결 및 별도 재무제표에 대한 감사",-,-,70,"1,300",70,"1,307",2022-12-31,2022,audit_contract
20240320000346,Y,00480367,SK오션플랜트,제28기 (당기),안진회계법인,"분.반기재무제표 검토
(별도, 연결재무제표)
별도, 연결재무제표에 대한 감사
내부회계관리제도 감사",-,-,490,"3,800",490,"3,856",2023-12-31,2023,audit_contract
20240320000346,Y,00480367,SK오션플랜트,제27기(전기),안진회계법인,"분.반기재무제표 검토
(별도, 연결재무제표)
별도, 연결재무제표에 대한 감사
내부회계관리제도 감사",-,-,480,"3,794",480,"3,248",2023-12-31,2023,audit_contract
20240320000346,Y,00480367,SK오션플랜트,제26기(전전기),안진회계법인,"분.반기재무제표 검토
(별도, 연결재무제표)
별도, 연결재무제표에 대한 감사
내부회계관리제도 감사",-,-,480,"3,766",480,"4,614",2023-12-31,2023,audit_contract
20250814001175,Y,00480367,SK오션플랜트,-,-,-,-,-,-,-,-,-,2024-12-31,2024,audit_contract
20250814001175,Y,00480367,SK오션플랜트,-,-,-,-,-,-,-,-,-,2024-12-31,2024,audit_contract
20250814001175,Y,00480367,SK오션플랜트,-,-,-,-,-,-,-,-,-,2024-12-31,2024,audit_contract
20240318000716,Y,01721809,현대그린푸드,제1기(당기),삼일회계법인,"분반기 검토
중간감사(내부통제의 이해 및 유효성 평가)
기말감사(중요 계정잔액 및 공시내용에 대하여질문,
분석적절차, 표본테스트 등 수행)
내부회계관리제도 설계/운영평가
재고실사, 금융자산 실사
연결감사(연결조정, 내부거래 제거 확인 등)",-,-,498백만원,"4,531시간",498백만원,"4,486시간",2023-12-31,2023,audit_contract
20240318000716,Y,01721809,현대그린푸드,전기,해당사항없음,해당사항없음,-,-,-,-,-,-,2023-12-31,2023,audit_contract
20240318000716,Y,01721809,현대그린푸드,전전기,해당사항없음,해당사항없음,-,-,-,-,-,-,2023-12-31,2023,audit_contract
20250314000805,Y,01721809,현대그린푸드,제2기(당기),삼일회계법인,"분반기 검토
중간감사(내부통제의 이해 및 유효성 평가)
기말감사(중요 계정잔액 및 공시내용에 대하여질문,
분석적절차, 표본테스트 등 수행)
내부회계관리제도 설계/운영평가
재고실사, 금융자산 실사
연결감사(연결조정, 내부거래 제거 확인 등)",-,-,491백만원,"4,460시간",491백만원,"4,263시간",2024-12-31,2024,audit_contract
20250314000805,Y,01721809,현대그린푸드,제1기(전기),삼일회계법인,"분반기 검토

중간감사(내부통제의 이해 및 유효성 평가)

기말감사(중요 계정잔액 및 공시내용에 대하여질문,

분석적절차, 표본테스트 등 수행)

내부회계관리제도 설계/운영평가

재고실사, 금융자산 실사

연결감사(연결조정, 내부거래 제거 확인 등)",-,-,498백만원,"4,531시간",498백만원,"4,486시간",2024-12-31,2024,audit_contract
20250314000805,Y,01721809,현대그린푸드,-,-,-,-,-,-,-,-,-,2024-12-31,2024,audit_contract
20240318000820,Y,01722437,한화갤러리아,"제1기
(당기)",삼정회계법인,"분.반기,별도,연결 재무제표
내부회계관리제도 감사",-,-,"340,000,000","3,580","340,000,000","3,467",2023-12-31,2023,audit_contract
20240318000820,Y,01722437,한화갤러리아,-,-,-,-,-,-,-,-,-,2023-12-31,2023,audit_contract
20240318000820,Y,01722437,한화갤러리아,-,-,-,-,-,-,-,-,-,2023-12-31,2023,audit_contract
20250317000838,Y,01722437,한화갤러리아,"제 2 기
(당기)",삼정회계법인,"분.반기,별도,연결 재무제표
내부회계관리제도 감사",-,-,370,"3,700",385,"3,596",2024-12-31,2024,audit_contract
20250317000838,Y,01722437,한화갤러리아,"제 1 기
(전기)",삼정회계법인,"분.반기,별도,연결 재무제표
내부회계관리제도 감사",-,-,350,"3,580",350,"3,467",2024-12-31,2024,audit_contract
20250317000838,Y,01722437,한화갤러리아,-,-,-,-,-,-,-,-,-,2024-12-31,2024,audit_contract
20210331003006,Y,00622787,바이오노트,제18기(당기),삼정회계법인,"별도 및 연결 재무제표 감사
내부회계관리제도 감사",-,-,"168,000","1,400","168,000","1,405",2020-12-31,2020,audit_contract
20210331003006,Y,00622787,바이오노트,제17기(전기),삼일회계법인,별도 재무제표 감사,-,-,"28,000",300,"32,000",341,2020-12-31,2020,audit_contract
20210331003006,Y,00622787,바이오노트,제16기(전전기),삼일회계법인,별도 재무제표 감사,-,-,"25,000",300,"27,800",342,2020-12-31,2020,audit_contract
20220331002923,Y,00622787,바이오노트,제19기(당기),삼정회계법인,"분, 반기 별도 및 연결 재무제표 검토
별도 및 연결 재무제표에 대한 감사
내부회계관리제도 검토",-,-,"360,000","3,500","360,000","3,008",2021-12-31,2021,audit_contract
20220331002923,Y,00622787,바이오노트,제18기(전기),삼정회계법인,"별도 및 연결 재무제표 감사
내부회계관리제도 검토",-,-,"168,000","1,400","168,000","1,023",2021-12-31,2021,audit_contract
20220331002923,Y,00622787,바이오노트,제17기(전전기),삼일회계법인,별도 재무제표 감사,-,-,"28,000",300,"32,000",341,2021-12-31,2021,audit_contract
20230321001282,Y,00622787,바이오노트,제20기 (당기),삼정회계법인,"분, 반기 별도 및 연결 재무제표 검토
별도 및 연결 재무제표에 대한 감사
내부회계관리제도 감사",-,-,"400,000","4,200","400,000","4,200",2022-12-31,2022,audit_contract
20230321001282,Y,00622787,바이오노트,제19기(전기),삼정회계법인,"별도 및 연결 재무제표 감사
내부회계관리제도 검토",-,-,"360,000","3,500","360,000","3,008",2022-12-31,2022,audit_contract
